collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.reference_no,10_my_bin
784,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
784,PaleoDB,"T. Olszewski",,Derbyia,,sp.,,,,,29,"Permian 1"
784,PaleoDB,"T. Olszewski",,Reticulatia,?,huecoensis,,,,,29,"Permian 1"
784,PaleoDB,"T. Olszewski",,Juresania,,sp.,,,,,29,"Permian 1"
784,PaleoDB,"T. Olszewski",,Neochonetes,,granulifer,,,,,29,"Permian 1"
788,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
788,PaleoDB,"T. Olszewski",,Derbyia,,wabaunseensis,,,,,29,"Permian 1"
788,PaleoDB,"T. Olszewski",?,Dielasma,,bovidens,?,Beecheria,,bovidens,29,"Permian 1"
788,PaleoDB,"T. Olszewski",,Enteletes,,hemiplicata,,Enteletes,,hemiplicatus,29,"Permian 1"
788,PaleoDB,"T. Olszewski",,Parajuresania,,nebrascensis,,Juresania,,nebrascensis,29,"Permian 1"
788,PaleoDB,"T. Olszewski",,Meekella,,striaticostata,,,,,29,"Permian 1"
788,PaleoDB,"T. Olszewski",,Neochonetes,,granulifer,,,,,29,"Permian 1"
788,PaleoDB,"T. Olszewski",,Neospirifer,,dunbari,,,,,29,"Permian 1"
790,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
790,PaleoDB,"T. Olszewski",,Derbyia,,cymbula,,,,,29,"Permian 1"
790,PaleoDB,"T. Olszewski",,Reticulatia,,huecoensis,,,,,29,"Permian 1"
790,PaleoDB,"T. Olszewski",,Parajuresania,,nebrascensis,,Juresania,,nebrascensis,29,"Permian 1"
790,PaleoDB,"T. Olszewski",,Meekella,,striaticostata,,,,,29,"Permian 1"
790,PaleoDB,"T. Olszewski",,Neochonetes,,granulifer,,,,,29,"Permian 1"
793,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
793,PaleoDB,"T. Olszewski",,Crurithyris,,expansa,,,,,29,"Permian 1"
793,PaleoDB,"T. Olszewski",,Lingula,,carbonaria,,,,,29,"Permian 1"
793,PaleoDB,"T. Olszewski",,Linoproductus,,sp.,,,,,29,"Permian 1"
793,PaleoDB,"T. Olszewski",,Hystriculina,,wabashensis,,,,,29,"Permian 1"
793,PaleoDB,"T. Olszewski",,Wellerella,?,cooperi,,,,,29,"Permian 1"
796,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
796,PaleoDB,"T. Olszewski",,Derbyia,,cymbula,,,,,29,"Permian 1"
796,PaleoDB,"T. Olszewski",,Reticulatia,,huecoensis,,,,,29,"Permian 1"
796,PaleoDB,"T. Olszewski",,Parajuresania,,nebrascensis,,Juresania,,nebrascensis,29,"Permian 1"
796,PaleoDB,"T. Olszewski",,Meekella,,striaticostata,,,,,29,"Permian 1"
796,PaleoDB,"T. Olszewski",,Neochonetes,,granulifer,,,,,29,"Permian 1"
798,PaleoDB,"T. Olszewski",,Kutorginella,,lasallensis,,Retaria,,lasallensis,29,"Permian 1"
798,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
798,PaleoDB,"T. Olszewski",,Crurithyris,,expansa,,,,,29,"Permian 1"
798,PaleoDB,"T. Olszewski",,Reticulatia,?,huecoensis,,,,,29,"Permian 1"
798,PaleoDB,"T. Olszewski",,Linipalus,,magnispinus,,Linoproductus,,magnispinus,29,"Permian 1"
798,PaleoDB,"T. Olszewski",,Lissochonetes,,geinitzianus,,,,,29,"Permian 1"
798,PaleoDB,"T. Olszewski",,Neochonetes,,granulifer,,,,,29,"Permian 1"
798,PaleoDB,"T. Olszewski",?,Neospirifer,,sp.,,,,,29,"Permian 1"
798,PaleoDB,"T. Olszewski",,Rhipidomella,,carbonaria,,,,,29,"Permian 1"
798,PaleoDB,"T. Olszewski",,Streptorhynchus,,affine,,,,,29,"Permian 1"
798,PaleoDB,"T. Olszewski",,Wellerella,?,tetrahedra,,,,,29,"Permian 1"
798,PaleoDB,"T. Olszewski",,Hystriculina,,wabashensis,,,,,29,"Permian 1"
799,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
799,PaleoDB,"T. Olszewski",,Juresania,,sp.,,,,,29,"Permian 1"
799,PaleoDB,"T. Olszewski",,Lingula,?,carbonaria,,,,,29,"Permian 1"
801,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
801,PaleoDB,"T. Olszewski",,Derbyia,,cymbula,,,,,29,"Permian 1"
801,PaleoDB,"T. Olszewski",,Reticulatia,?,huecoensis,,,,,29,"Permian 1"
801,PaleoDB,"T. Olszewski",,Neochonetes,,granulifer,,,,,29,"Permian 1"
803,PaleoDB,"T. Olszewski",,Derbyia,,sp.,,,,,29,
803,PaleoDB,"T. Olszewski",,Meekella,,striaticostata,,,,,29,
804,PaleoDB,"T. Olszewski",,Crurithyris,,expansa,,,,,29,"Permian 1"
804,PaleoDB,"T. Olszewski",,Derbyia,?,cymbula,,,,,29,"Permian 1"
804,PaleoDB,"T. Olszewski",,Enteletes,,sp.,,,,,29,"Permian 1"
804,PaleoDB,"T. Olszewski",,Parajuresania,,nebrascensis,,Juresania,,nebrascensis,29,"Permian 1"
804,PaleoDB,"T. Olszewski",,Linipalus,?,magnispinus,,Linoproductus,?,magnispinus,29,"Permian 1"
804,PaleoDB,"T. Olszewski",,Hystriculina,,wabashensis,,,,,29,"Permian 1"
809,PaleoDB,"T. Olszewski",,Crurithyris,,expansa,,,,,29,"Permian 1"
809,PaleoDB,"T. Olszewski",,Lingula,,carbonaria,,,,,29,"Permian 1"
809,PaleoDB,"T. Olszewski",,Wellerella,,osagensis,,,,,29,"Permian 1"
812,PaleoDB,"T. Olszewski",,Crurithyris,,expansa,,,,,29,"Permian 1"
812,PaleoDB,"T. Olszewski",,Hystriculina,,hystricula,,,,,29,"Permian 1"
812,PaleoDB,"T. Olszewski",,Wellerella,,osagensis,,,,,29,"Permian 1"
813,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
813,PaleoDB,"T. Olszewski",,Derbyia,,cymbula,,,,,29,"Permian 1"
813,PaleoDB,"T. Olszewski",,Reticulatia,,huecoensis,,,,,29,"Permian 1"
813,PaleoDB,"T. Olszewski",,Meekella,,striaticostata,,,,,29,"Permian 1"
813,PaleoDB,"T. Olszewski",,Neochonetes,,granulifer,,,,,29,"Permian 1"
813,PaleoDB,"T. Olszewski",,Petrocrania,,modesta,,Crania,,modesta,29,"Permian 1"
815,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
815,PaleoDB,"T. Olszewski",,Derbyia,,cymbula,,,,,29,"Permian 1"
815,PaleoDB,"T. Olszewski",,Reticulatia,,huecoensis,,,,,29,"Permian 1"
815,PaleoDB,"T. Olszewski",,Meekella,,striaticostata,,,,,29,"Permian 1"
815,PaleoDB,"T. Olszewski",,Neochonetes,,granulifer,,,,,29,"Permian 1"
816,PaleoDB,"T. Olszewski",,Derbyia,,sp.,,,,,29,
816,PaleoDB,"T. Olszewski",,Reticulatia,,huecoensis,,,,,29,
816,PaleoDB,"T. Olszewski",,Hustedia,,mormoni,,,,,29,
816,PaleoDB,"T. Olszewski",,Lissochonetes,,geinitzianus,,,,,29,
816,PaleoDB,"T. Olszewski",?,Meekella,,striaticostata,,,,,29,
817,PaleoDB,"T. Olszewski",,Crurithyris,,expansa,,,,,29,"Permian 1"
817,PaleoDB,"T. Olszewski",,Juresania,,sp.,,,,,29,"Permian 1"
817,PaleoDB,"T. Olszewski",?,Lissochonetes,,sp.,,,,,29,"Permian 1"
817,PaleoDB,"T. Olszewski",,Hystriculina,,wabashensis,,,,,29,"Permian 1"
817,PaleoDB,"T. Olszewski",,Orbiculoidea,,missouriensis,,,,,29,"Permian 1"
817,PaleoDB,"T. Olszewski",,Wellerella,,osagensis,,,,,29,"Permian 1"
821,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
821,PaleoDB,"T. Olszewski",,Derbyia,,sp.,,,,,29,"Permian 1"
821,PaleoDB,"T. Olszewski",,Reticulatia,,huecoensis,,,,,29,"Permian 1"
821,PaleoDB,"T. Olszewski",,Meekella,,striaticostata,,,,,29,"Permian 1"
821,PaleoDB,"T. Olszewski",,Neochonetes,,granulifer,,,,,29,"Permian 1"
821,PaleoDB,"T. Olszewski",,Petrocrania,,modesta,,Crania,,modesta,29,"Permian 1"
822,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
822,PaleoDB,"T. Olszewski",,Derbyia,?,cymbula,,,,,29,"Permian 1"
822,PaleoDB,"T. Olszewski",,Hustedia,,mormoni,,,,,29,"Permian 1"
822,PaleoDB,"T. Olszewski",,Hystriculina,,wabashensis,,,,,29,"Permian 1"
822,PaleoDB,"T. Olszewski",,Neochonetes,,granulifer,,,,,29,"Permian 1"
829,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
829,PaleoDB,"T. Olszewski",,Crurithyris,,expansa,,,,,29,"Permian 1"
829,PaleoDB,"T. Olszewski",,Linipalus,,magnispinus,,Linoproductus,,magnispinus,29,"Permian 1"
829,PaleoDB,"T. Olszewski",?,Hystriculina,,sp.,,,,,29,"Permian 1"
829,PaleoDB,"T. Olszewski",,Wellerella,,osagensis,,,,,29,"Permian 1"
848,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
848,PaleoDB,"T. Olszewski",,Derbyia,,cymbula,,,,,29,"Permian 1"
848,PaleoDB,"T. Olszewski",,Reticulatia,,huecoensis,,,,,29,"Permian 1"
848,PaleoDB,"T. Olszewski",,Meekella,,striaticostata,,,,,29,"Permian 1"
848,PaleoDB,"T. Olszewski",,Neochonetes,,granulifer,,,,,29,"Permian 1"
848,PaleoDB,"T. Olszewski",,Petrocrania,,modesta,,Crania,,modesta,29,"Permian 1"
853,PaleoDB,"T. Olszewski",,Linipalus,,magnispinus,,Linoproductus,,magnispinus,29,"Permian 1"
859,PaleoDB,"T. Olszewski",,Composita,,elongata,,,,,29,"Permian 1"
859,PaleoDB,"T. Olszewski",,Linipalus,,magnispinus,,Linoproductus,,magnispinus,29,"Permian 1"
859,PaleoDB,"T. Olszewski",,Neochonetes,,granulifer,,,,,29,"Permian 1"
859,PaleoDB,"T. Olszewski",,Neospirifer,,dunbari,,,,,29,"Permian 1"
863,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
863,PaleoDB,"T. Olszewski",,Derbyia,,sp.,,,,,29,"Permian 1"
863,PaleoDB,"T. Olszewski",,Reticulatia,,huecoensis,,,,,29,"Permian 1"
863,PaleoDB,"T. Olszewski",,Hustedia,,mormoni,,,,,29,"Permian 1"
863,PaleoDB,"T. Olszewski",,Linipalus,,magnispinus,,Linoproductus,,magnispinus,29,"Permian 1"
863,PaleoDB,"T. Olszewski",,Hystriculina,,wabashensis,,,,,29,"Permian 1"
863,PaleoDB,"T. Olszewski",,Meekella,,striaticostata,,,,,29,"Permian 1"
863,PaleoDB,"T. Olszewski",,Neochonetes,,granulifer,,,,,29,"Permian 1"
863,PaleoDB,"T. Olszewski",,Neospirifer,,dunbari,,,,,29,"Permian 1"
863,PaleoDB,"T. Olszewski",,Wellerella,,osagensis,,,,,29,"Permian 1"
867,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
867,PaleoDB,"T. Olszewski",,Derbyia,,sp.,,,,,29,"Permian 1"
867,PaleoDB,"T. Olszewski",,Juresania,,sp.,,,,,29,"Permian 1"
867,PaleoDB,"T. Olszewski",,Linipalus,,magnispinus,,Linoproductus,,magnispinus,29,"Permian 1"
867,PaleoDB,"T. Olszewski",,Neochonetes,,granulifer,,,,,29,"Permian 1"
867,PaleoDB,"T. Olszewski",,Neospirifer,,dunbari,,,,,29,"Permian 1"
867,PaleoDB,"T. Olszewski",?,Punctospirifer,,kentuckensis,?,Punctospirifer,,kentuckyensis,29,"Permian 1"
869,PaleoDB,"T. Olszewski",?,Derbyia,,sp.,,,,,29,"Permian 1"
869,PaleoDB,"T. Olszewski",,Reticulatia,,huecoensis,,,,,29,"Permian 1"
869,PaleoDB,"T. Olszewski",,Hustedia,,mormoni,,,,,29,"Permian 1"
869,PaleoDB,"T. Olszewski",,Parajuresania,,nebrascensis,,Juresania,,nebrascensis,29,"Permian 1"
869,PaleoDB,"T. Olszewski",,Linipalus,,magnispinus,,Linoproductus,,magnispinus,29,"Permian 1"
869,PaleoDB,"T. Olszewski",,Hystriculina,,wabashensis,,,,,29,"Permian 1"
869,PaleoDB,"T. Olszewski",,Wellerella,,osagensis,,,,,29,"Permian 1"
869,PaleoDB,"T. Olszewski",,Composita,?,subtilita,,,,,29,"Permian 1"
873,PaleoDB,"T. Olszewski",?,Kutorginella,,lasallensis,?,Retaria,,lasallensis,29,"Permian 1"
873,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
873,PaleoDB,"T. Olszewski",,Derbyia,,sp.,,,,,29,"Permian 1"
873,PaleoDB,"T. Olszewski",,Reticulatia,,huecoensis,,,,,29,"Permian 1"
873,PaleoDB,"T. Olszewski",,Dielasma,,bovidens,,Beecheria,,bovidens,29,"Permian 1"
873,PaleoDB,"T. Olszewski",,Hustedia,,mormoni,,,,,29,"Permian 1"
873,PaleoDB,"T. Olszewski",,Isogramma,,millepunctata,,,,,29,"Permian 1"
873,PaleoDB,"T. Olszewski",,Parajuresania,,nebrascensis,,Juresania,,nebrascensis,29,"Permian 1"
873,PaleoDB,"T. Olszewski",,Linipalus,,magnispinus,,Linoproductus,,magnispinus,29,"Permian 1"
873,PaleoDB,"T. Olszewski",,Hystriculina,?,wabashensis,,,,,29,"Permian 1"
873,PaleoDB,"T. Olszewski",,Meekella,,striaticostata,,,,,29,"Permian 1"
873,PaleoDB,"T. Olszewski",,Neochonetes,,granulifer,,,,,29,"Permian 1"
873,PaleoDB,"T. Olszewski",,Neospirifer,,dunbari,,,,,29,"Permian 1"
873,PaleoDB,"T. Olszewski",,Petrocrania,,modesta,,Crania,,modesta,29,"Permian 1"
873,PaleoDB,"T. Olszewski",,Wellerella,?,cooperi,,,,,29,"Permian 1"
883,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
883,PaleoDB,"T. Olszewski",,Derbyia,,sp.,,,,,29,"Permian 1"
883,PaleoDB,"T. Olszewski",,Linipalus,,magnispinus,,Linoproductus,,magnispinus,29,"Permian 1"
883,PaleoDB,"T. Olszewski",,Meekella,,striaticostata,,,,,29,"Permian 1"
885,PaleoDB,"T. Olszewski",,Crurithyris,,expansa,,,,,29,"Permian 1"
885,PaleoDB,"T. Olszewski",,Lingula,,carbonaria,,,,,29,"Permian 1"
889,PaleoDB,"T. Olszewski",,Parajuresania,,nebrascensis,,Juresania,,nebrascensis,29,"Permian 1"
894,PaleoDB,"T. Olszewski",,Crurithyris,,expansa,,,,,29,"Permian 1"
894,PaleoDB,"T. Olszewski",,Lissochonetes,,geinitzianus,,,,,29,"Permian 1"
894,PaleoDB,"T. Olszewski",,Rhipidomella,,carbonaria,,,,,29,"Permian 1"
894,PaleoDB,"T. Olszewski",,Wellerella,?,osagensis,,,,,29,"Permian 1"
895,PaleoDB,"T. Olszewski",,Lingula,,carbonaria,,,,,29,"Permian 1"
896,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,29,"Permian 1"
896,PaleoDB,"T. Olszewski",,Reticulatia,,huecoensis,,,,,29,"Permian 1"
896,PaleoDB,"T. Olszewski",,Hustedia,,mormoni,,,,,29,"Permian 1"
896,PaleoDB,"T. Olszewski",,Hystriculina,?,hystricula,,,,,29,"Permian 1"
896,PaleoDB,"T. Olszewski",,Rhipidomella,,carbonaria,,,,,29,"Permian 1"
896,PaleoDB,"T. Olszewski",,Teguliferina,,armata,,,,,29,"Permian 1"
897,PaleoDB,"T. Olszewski",,Crurithyris,,expansa,,,,,29,"Permian 1"
897,PaleoDB,"T. Olszewski",,Orbiculoidea,,missouriensis,,,,,29,"Permian 1"
898,PaleoDB,"T. Olszewski",,Parajuresania,,nebrascensis,,Juresania,,nebrascensis,29,"Permian 1"
904,PaleoDB,"T. Olszewski",,Parajuresania,,nebrascensis,,Juresania,,nebrascensis,29,"Permian 1"
1116,PaleoDB,"T. Olszewski",,Composita,,subtilita,,,,,34,
1116,PaleoDB,"T. Olszewski",?,Crurithyris,,sp.,,,,,34,
1116,PaleoDB,"T. Olszewski",?,Wellerella,,sp.,,,,,34,
1117,PaleoDB,"T. Olszewski",,Reticulatia,,huecoensis,,,,,34,
1117,PaleoDB,"T. Olszewski",,Derbyia,,sp.,,,,,34,
1117,PaleoDB,"T. Olszewski",,Meekella,,striaticostata,,,,,34,
1118,PaleoDB,"T. Olszewski",,Meekella,,striaticostata,,,,,34,
1118,PaleoDB,"T. Olszewski",,Derbyia,,sp.,,,,,34,
1123,PaleoDB,"T. Olszewski",,Reticulatia,,huecoensis,,,,,34,
1123,PaleoDB,"T. Olszewski",,Derbyia,,sp.,,,,,34,
7204,PaleoDB,"D. Erwin",,Marginalosia,,planata,,,,,440,"Permian 4"
7204,PaleoDB,"D. Erwin",,Terrakea,,sp.,,,,,440,"Permian 4"
7204,PaleoDB,"D. Erwin",,Spiriferella,,sp.,,,,,440,"Permian 4"
7204,PaleoDB,"D. Erwin",,Martinia,,sp.,,,,,440,"Permian 4"
7204,PaleoDB,"D. Erwin",,Tomiopsis,,furca,,,,,440,"Permian 4"
7204,PaleoDB,"D. Erwin",,Tomiopsis,,antesulcata,,,,,440,"Permian 4"
7204,PaleoDB,"D. Erwin",,Tomiopsis,,sp.,,,,,440,"Permian 4"
7204,PaleoDB,"D. Erwin",,Notospirifer,,sp.,,,,,440,"Permian 4"
7204,PaleoDB,"D. Erwin",,Maorielasma,,sp.,,,,,440,"Permian 4"
7276,PaleoDB,"D. Erwin",,Wairakiella,,rostrata,,,,,440,"Permian 4"
7276,PaleoDB,"D. Erwin",,Amygdalocosta,,rara,,,,,440,"Permian 4"
7276,PaleoDB,"D. Erwin",?,Labaia,,sp.,,,,,440,"Permian 4"
7276,PaleoDB,"D. Erwin",,Tomiopsis,,sp.,,,,,440,"Permian 4"
7276,PaleoDB,"D. Erwin",,Notospirifer,,sp.,,,,,440,"Permian 4"
7276,PaleoDB,"D. Erwin",,Martiniopsis,,patella,,,,,440,"Permian 4"
7276,PaleoDB,"D. Erwin",,Maorielasma,,sp.,,,,,440,"Permian 4"
8103,PaleoDB,"D. Erwin",,Acosarina,,sp.,,,,,440,"Permian 4"
8103,PaleoDB,"D. Erwin",,Orthotetes,,sp.,,,,,440,"Permian 4"
8103,PaleoDB,"D. Erwin",,Echinoconchus,,sp.,,,,,440,"Permian 4"
8103,PaleoDB,"D. Erwin",,Martiniopsis,,sp.,,,,,440,"Permian 4"
8103,PaleoDB,"D. Erwin",,Paramarginifera,,sp.,,,,,440,"Permian 4"
8103,PaleoDB,"D. Erwin",,Schizophoria,,sp.,,,,,440,"Permian 4"
8103,PaleoDB,"D. Erwin",,Dielasma,,sp.,,,,,440,"Permian 4"
8103,PaleoDB,"D. Erwin",,Leptodus,,sp.,,,,,440,"Permian 4"
8103,PaleoDB,"D. Erwin",,Neospirifer,,sp.,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Peltichia,,kwangtungensis,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Acosarina,,kneichowensis,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Meekella,,sp.,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Orthothetina,,sp.,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Erismatina,,cooperi,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Glyptosteges,,perckstatus,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Tschernyschewia,,gemculata,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Lampangella,,lata,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Transennatia,,pitakpaivani,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Spinomarginifera,,kueichowensis,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Spinomarginifera,,plena,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Spinomarginifera,,sp.,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Sarytchevinella,,tenuissima,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Compressoproductus,,pentagonalis,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Chonopectoides,,sp.,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Oldhamina,,squamosa,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Araxathyris,cf.,bisculcata,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Septospirigerella,,felinella,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Prelissorhynchia,,pseudoutah,,Lissorhynchia,,pseudoutah,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Cruricella,,subspeciosa,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Attenuatella,,piyasimi,,,,,440,"Permian 4"
8145,PaleoDB,"D. Erwin",,Alphaneospirifer,,anshunensis,,Semibrachythyrina,,anshunensis,440,"Permian 4"
10138,PaleoDB,"T. Olszewski",,Peniculauris,,bassi,,Dictyoclostus,,bassi,910,
10138,PaleoDB,"T. Olszewski",,Peniculauris,,ivesi,,Dictyoclostus,,ivesi,910,
10138,PaleoDB,"T. Olszewski",,Composita,,sp.,,,,,910,
10138,PaleoDB,"T. Olszewski",,Timaniella,,pseudocamerata,,Spirifer,,pseudocameratus,910,
10138,PaleoDB,"T. Olszewski",,Juresania,,sp.,,,,,910,
10242,PaleoDB,"T. Olszewski",,Yakovlevia,,sp.,,,,,3813,"Permian 3"
10242,PaleoDB,"T. Olszewski",,Spiriferella,,keilhavii,,,,,3813,"Permian 3"
10242,PaleoDB,"T. Olszewski",,Thamnosia,,sp.,,,,,3813,"Permian 3"
10242,PaleoDB,"T. Olszewski",,Martinia,,sp.,,,,,3813,"Permian 3"
10242,PaleoDB,"T. Olszewski",?,Thamnosia,,sp.,,,,,3813,"Permian 3"
10243,PaleoDB,"T. Olszewski",,Spiriferella,,loveni,,Spiriferella,,sp.,3813,"Permian 3"
10244,PaleoDB,"T. Olszewski",,Pseudosyrinx,,sp.,,,,,3813,"Permian 3"
10245,PaleoDB,"T. Olszewski",,Linoproductus,,sp.,,,,,3813,"Permian 3"
10245,PaleoDB,"T. Olszewski",,Spiriferella,,loveni,,Spiriferella,,sp.,3813,"Permian 3"
10246,PaleoDB,"T. Olszewski",,Bruntonia,cf.,bullocki,,Sowerbina,cf.,bullocki,3813,"Permian 3"
10246,PaleoDB,"T. Olszewski",,Spiriferella,,pseudotibetana,,Spiriferella,,sp.,3813,"Permian 3"
10247,PaleoDB,"T. Olszewski",,Choristites,,sp.,,,,,3813,"Permian 3"
10260,PaleoDB,"T. Olszewski",,Linoproductus,,sp.,,,,,3813,"Permian 3"
10261,PaleoDB,"T. Olszewski",,Septospirifer,,sp.,,,,,3813,"Permian 3"
10262,PaleoDB,"T. Olszewski",,Yakovlevia,,transversa,,Yakovlevia,,sp.,3813,"Permian 1"
10263,PaleoDB,"T. Olszewski",,Thamnosia,cf.,arctica,,Kutorginella,cf.,arctica,3813,"Permian 3"
10263,PaleoDB,"T. Olszewski",,Antiquatonia,,sp.,,,,,3813,"Permian 3"
10263,PaleoDB,"T. Olszewski",,Linoproductus,,sp.,,,,,3813,"Permian 3"
10263,PaleoDB,"T. Olszewski",,Spiriferella,,pseudotibetana,,Spiriferella,,sp.,3813,"Permian 3"
10264,PaleoDB,"T. Olszewski",,Yakovlevia,cf.,geniculata,,,,,3813,"Permian 3"
10264,PaleoDB,"T. Olszewski",cf.,Anidanthus,,eucharis,,,,,3813,"Permian 3"
10264,PaleoDB,"T. Olszewski",,Tumarinia,cf.,wimani,,Pseudosyrinx,cf.,wimani,3813,"Permian 3"
10264,PaleoDB,"T. Olszewski",,Spiriferella,,loveni,,,,,3813,"Permian 3"
10266,PaleoDB,"T. Olszewski",,Krotovia,,pustulata,,,,,3813,"Permian 2"
10267,PaleoDB,"T. Olszewski",,Derbyia,cf.,grandis,,,,,3813,"Permian 3"
10268,PaleoDB,"T. Olszewski",,Chaoiella,,sp.,,,,,3813,"Permian 3"
10268,PaleoDB,"T. Olszewski",,Anemonaria,cf.,pseudohorrida,,,,,3813,"Permian 3"
10268,PaleoDB,"T. Olszewski",,Antiquatonia,,sp.,,,,,3813,"Permian 3"
10268,PaleoDB,"T. Olszewski",,Linoproductus,,sp.,,,,,3813,"Permian 3"
10268,PaleoDB,"T. Olszewski",,Spiriferella,,pseudotibetana,,,,,3813,"Permian 3"
10443,PaleoDB,"T. Olszewski",,Costellarina,,sp.,,,,,3837,"Permian 2"
10450,PaleoDB,"T. Olszewski",,Lingula,cf.,carbonaria,,,,,16473,"Permian 2"
10471,PaleoDB,"T. Olszewski",,Peniculauris,,ivesi,,Squamaria,,ivesi,16473,"Permian 2"
10471,PaleoDB,"T. Olszewski",,Composita,,sp.,,,,,16473,"Permian 2"
10471,PaleoDB,"T. Olszewski",,Cleiothyridina,,ciriacksi,,,,,16473,"Permian 2"
10472,PaleoDB,"T. Olszewski",,Costellarina,,plasi,,,,,16473,"Permian 2"
10472,PaleoDB,"T. Olszewski",,Composita,,sp.,,,,,16473,"Permian 2"
10472,PaleoDB,"T. Olszewski",,Wilberrya,,fragilis,,,,,16473,"Permian 2"
10640,PaleoDB,"T. Olszewski",,Costellarina,,sp.,,,,,3837,"Permian 2"
10640,PaleoDB,"T. Olszewski",,Composita,,sp.,,,,,3837,"Permian 2"
10640,PaleoDB,"T. Olszewski",,Cleiothyridina,,ciriacksi,,,,,3837,"Permian 2"
10640,PaleoDB,"T. Olszewski",,Wilberrya,,fragilis,,,,,3837,"Permian 2"
10647,PaleoDB,"T. Olszewski",,Costellarina,,sp.,,,,,16473,"Permian 2"
10647,PaleoDB,"T. Olszewski",,Squamaria,,sp.,,,,,16473,"Permian 2"
10647,PaleoDB,"T. Olszewski",,Composita,,sp.,,,,,16473,"Permian 2"
10647,PaleoDB,"T. Olszewski",,Rhipidomella,,sp.,,,,,16473,"Permian 2"
10647,PaleoDB,"T. Olszewski",,Wilberrya,,fragilis,,,,,16473,"Permian 2"
10649,PaleoDB,"T. Olszewski",,Costellarina,,sp.,,,,,16473,"Permian 2"
10649,PaleoDB,"T. Olszewski",,Wilberrya,,fragilis,,,,,16473,"Permian 2"
10650,PaleoDB,"T. Olszewski",,Peniculauris,,ivesi,,Squamaria,,ivesi,16473,"Permian 2"
10650,PaleoDB,"T. Olszewski",,Composita,,sp.,,,,,16473,"Permian 2"
10651,PaleoDB,"T. Olszewski",,Costellarina,,sp.,,,,,16473,"Permian 2"
10651,PaleoDB,"T. Olszewski",,Peniculauris,,ivesi,,Squamaria,,ivesi,16473,"Permian 2"
10653,PaleoDB,"T. Olszewski",,Composita,,sp.,,,,,3837,"Permian 2"
10654,PaleoDB,"T. Olszewski",,Peniculauris,,ivesi,,Squamaria,,ivesi,16473,"Permian 2"
10654,PaleoDB,"T. Olszewski",,Composita,,mexicana,,,,,16473,"Permian 2"
10887,PaleoDB,"R. Gastaldo",,Zeilleria,,stellata,,Zeilleria,,stellata,4003,
