collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.reference_no,10_my_bin
126008,PaleoDB,"M. Clapham",,Cleiothyridina,,grossula,,Athyris,,grossula,28589,"Permian 4"
126008,PaleoDB,"M. Clapham",,Spirigerella,,derbyi,,,,,28589,"Permian 4"
126008,PaleoDB,"M. Clapham",,Spirigerella,,hybrida,,,,,28589,"Permian 4"
126008,PaleoDB,"M. Clapham",,Spirigerella,,praelonga,,,,,28589,"Permian 4"
126008,PaleoDB,"M. Clapham",,Spirigerella,,ovoidalis,,,,,28589,"Permian 4"
126008,PaleoDB,"M. Clapham",,Spirigerella,,grandis,,,,,28589,"Permian 4"
126008,PaleoDB,"M. Clapham",,Spirigerella,,proxima,,,,,28589,"Permian 4"
126008,PaleoDB,"M. Clapham",,Spirigerella,,obovata,,,,,28589,"Permian 4"
126008,PaleoDB,"M. Clapham",,Notothyris,,ghundiensis,,,,,28589,"Permian 4"
126008,PaleoDB,"M. Clapham",,Hemiptychina,,sp.,,,,,28589,"Permian 4"
126008,PaleoDB,"M. Clapham",,Terebratuloidea,,depressa,,,,,28589,"Permian 4"
126008,PaleoDB,"M. Clapham",,Cleiothyridina,,subexpansa,"""",Athyris,,gerardi,28589,"Permian 4"
126009,PaleoDB,"M. Clapham",?,Derbyia,,sp.,,,,,28589,"Permian 4"
126009,PaleoDB,"M. Clapham",,Oldhamina,,decipiens,,,,,28589,"Permian 4"
126009,PaleoDB,"M. Clapham",,Costiferina,,indica,,Productus,,indicus,28589,"Permian 4"
126009,PaleoDB,"M. Clapham",,Linoproductus,,lineatus,,Productus,,lineatus,28589,"Permian 4"
126009,PaleoDB,"M. Clapham","""",Juresania,,scalaris,"""",Productus,,scalaris,28589,"Permian 4"
126009,PaleoDB,"M. Clapham",,Marginifera,,typica,,Marginifera,,typica,28589,"Permian 4"
126009,PaleoDB,"M. Clapham",,Whitspakia,,breviplicatum,,Dielasma,,breviplicatum,28589,"Permian 4"
126010,PaleoDB,"M. Clapham",,Costiferina,,indica,,Productus,,indicus,28589,"Permian 4"
126010,PaleoDB,"M. Clapham","""",Dictyoclostus,,sp.,"""",Productus,,sp.,28589,"Permian 4"
126010,PaleoDB,"M. Clapham",,Linoproductus,,lineatus,,Productus,,lineatus,28589,"Permian 4"
126010,PaleoDB,"M. Clapham","""",Juresania,,scalaris,"""",Productus,,scalaris,28589,"Permian 4"
126010,PaleoDB,"M. Clapham",,Marginifera,,ornata,,Marginifera,,ornata,28589,"Permian 4"
126010,PaleoDB,"M. Clapham",,Waagenites,,sp.,,Chonetes,,sp.,28589,"Permian 4"
126010,PaleoDB,"M. Clapham",,Cleiothyridina,,capillata,,Athyris,,capillata,28589,"Permian 4"
126010,PaleoDB,"M. Clapham",,Cleiothyridina,,interposita,,Athyris,,interposita,28589,"Permian 4"
126010,PaleoDB,"M. Clapham",,Cleiothyridina,,pectinifera,,Athyris,,pectinifera,28589,"Permian 4"
126010,PaleoDB,"M. Clapham",,Spirigerella,,derbyi,,,,,28589,"Permian 4"
126010,PaleoDB,"M. Clapham",,Spirigerella,,praelonga,,,,,28589,"Permian 4"
126010,PaleoDB,"M. Clapham",,Spirigerella,,grandis,,,,,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Derbyia,,plicatella,,,,,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Kiangsiella,,pectiniformis,,,,,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Costiferina,,indica,,Productus,,indicus,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Costiferina,,arata,,Productus,,aratus,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Linoproductus,,lineatus,,Productus,,lineatus,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Waagenoconcha,,abichi,,Productus,,abichi,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Waagenoconcha,,vagans,,Productus,,vagans,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Marginifera,,typica,,Marginifera,,typica,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Marginifera,,ornata,,Marginifera,,ornata,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Echinalosia,,indica,,Strophalosia,,indica,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Chonetella,,nasuta,,,,,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Neospirifer,,moosakhailensis,,Spirifer,,musakheylensis,28589,"Permian 4"
126011,PaleoDB,"M. Clapham","""",Purdonella,,limitaris,"""",Spirifer,,limitaris,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Cleiothyridina,,capillata,,Athyris,,capillata,28589,"Permian 4"
126011,PaleoDB,"M. Clapham","""",Araxathyris,,protea,"""",Athyris,,protea,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Spirigerella,,grandis,,,,,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Spirigerella,,derbyi,,,,,28589,"Permian 4"
126011,PaleoDB,"M. Clapham","""",Araxathyris,,timorensis,"""",Spirigerella,,timorensis,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Gundarolasmina,,acutangulum,,Dielasma,,acutangulum,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Dielasma,,perangustum,,,,,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Notothyris,,ghundiensis,,,,,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Notothyris,,inaequiplicata,,,,,28589,"Permian 4"
126011,PaleoDB,"M. Clapham",,Hemiptychina,,himalayensis,,,,,28589,"Permian 4"
126012,PaleoDB,"M. Clapham",,Meekella,"n. sp.",storta,,,,,40875,"Permian 1"
126012,PaleoDB,"M. Clapham",,Retaria,,neoinflata,,,,,40875,"Permian 1"
126012,PaleoDB,"M. Clapham",,Phricodothyris,,pyriformis,,,,,40875,"Permian 1"
126013,PaleoDB,"M. Clapham",,Meekella,,storta,,,,,40875,"Permian 1"
126013,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126014,PaleoDB,"M. Clapham",,Meekella,,storta,,,,,40875,"Permian 1"
126015,PaleoDB,"M. Clapham",,Neochonetes,"n. sp.",permicus,,,,,40875,"Permian 1"
126015,PaleoDB,"M. Clapham",,Septacamarella,,nonnulla,,,,,40875,"Permian 1"
126015,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126015,PaleoDB,"M. Clapham",,Rostranteris,"n. sp.",bachmutiensis,,,,,40875,"Permian 1"
126015,PaleoDB,"M. Clapham",,Urushtenia,,pseudomedusa,,,,,40875,"Permian 1"
126015,PaleoDB,"M. Clapham",,Wellerella,,granum,,,,,40875,"Permian 1"
126015,PaleoDB,"M. Clapham",,Crurithyris,,planoconvexa,,,,,40875,"Permian 1"
126016,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126017,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126018,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126018,PaleoDB,"M. Clapham",,Spiriferellina,,quantula,,,,,40875,"Permian 1"
126018,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126018,PaleoDB,"M. Clapham",,Rostranteris,,bachmutiensis,,,,,40875,"Permian 1"
126019,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126019,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126020,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126021,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126022,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126023,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126024,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126025,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126026,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126027,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126028,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126029,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126029,PaleoDB,"M. Clapham","n. gen.",Septacamarella,"n. sp.",nonnulla,,,,,40875,"Permian 1"
126029,PaleoDB,"M. Clapham",,Rostranteris,"n. sp.",jakovlevi,,,,,40875,"Permian 1"
126029,PaleoDB,"M. Clapham",,Rostranteris,,bachmutiensis,,,,,40875,"Permian 1"
126029,PaleoDB,"M. Clapham",,Urushtenia,,pseudomedusa,,,,,40875,"Permian 1"
126029,PaleoDB,"M. Clapham",,Eomarginifera,,pusilla,,Marginifera,,pusilla,40875,"Permian 1"
126029,PaleoDB,"M. Clapham",,Karavankina,,fasciata,,Echinoconchus,,fasciatus,40875,"Permian 1"
126029,PaleoDB,"M. Clapham",,Uncinunellina,,wangenheimi,,,,,40875,"Permian 1"
126029,PaleoDB,"M. Clapham",,Wellerella,,sp.,,,,,40875,"Permian 1"
126029,PaleoDB,"M. Clapham",,Stenoscisma,,sp.,,,,,40875,"Permian 1"
126029,PaleoDB,"M. Clapham",,Phricodothyris,,pyriformis,,,,,40875,"Permian 1"
126030,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126030,PaleoDB,"M. Clapham",,Septacamarella,,nonnulla,,,,,40875,"Permian 1"
126030,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126030,PaleoDB,"M. Clapham",,Uncinunellina,,wangenheimi,,,,,40875,"Permian 1"
126030,PaleoDB,"M. Clapham",,Crurithyris,,planoconvexa,,,,,40875,"Permian 1"
126031,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126031,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126031,PaleoDB,"M. Clapham",,Buxtonia,,kalitvaensis,,,,,40875,"Permian 1"
126032,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126032,PaleoDB,"M. Clapham",,Septacamarella,,nonnulla,,,,,40875,"Permian 1"
126032,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126032,PaleoDB,"M. Clapham",,Rostranteris,,bachmutiensis,,,,,40875,"Permian 1"
126032,PaleoDB,"M. Clapham",,Retaria,,neoinflata,,,,,40875,"Permian 1"
126032,PaleoDB,"M. Clapham",,Cleiothyridina,,uralica,,Actinoconchus,,uralicus,40875,"Permian 1"
126032,PaleoDB,"M. Clapham",,Notothyris,,nucleolus,,Rostranteris,,nucleolus,40875,"Permian 1"
126033,PaleoDB,"M. Clapham",,Uncinunellina,,rotunda,,,,,40875,"Permian 1"
126033,PaleoDB,"M. Clapham",,Rostranteris,,bachmutiensis,,,,,40875,"Permian 1"
126033,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126033,PaleoDB,"M. Clapham",,Phricodothyris,,pyriformis,,,,,40875,"Permian 1"
126034,PaleoDB,"M. Clapham",,Uncinunellina,,rotunda,,,,,40875,"Permian 1"
126035,PaleoDB,"M. Clapham","n. gen.",Myopugnax,"n. sp.",priva,,,,,40875,"Permian 1"
126035,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126036,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126037,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126038,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126039,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126040,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126041,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126042,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126043,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126044,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126045,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126045,PaleoDB,"M. Clapham",,Spiriferellina,,quantula,,,,,40875,"Permian 1"
126045,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126046,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126047,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126048,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126049,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126050,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126051,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126052,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126053,PaleoDB,"M. Clapham",,Myopugnax,,priva,,,,,40875,"Permian 1"
126066,PaleoDB,"M. Clapham",,Wellerella,"n. sp.",polycostata,,,,,40875,"Permian 1"
126067,PaleoDB,"M. Clapham",,Camerisma,"n. sp.",sana,,,,,40875,"Permian 1"
126068,PaleoDB,"M. Clapham",,Septacamarella,,nonnulla,,,,,40875,"Permian 1"
126069,PaleoDB,"M. Clapham",,Spiriferellina,"n. sp.",pokrowskensis,,,,,40875,"Permian 1"
126069,PaleoDB,"M. Clapham",,Meekella,,eximia,,,,,40875,"Permian 1"
126069,PaleoDB,"M. Clapham",,Urushtenia,,pseudomedusa,,,,,40875,"Permian 1"
126069,PaleoDB,"M. Clapham",,Retaria,,leplayi,,,,,40875,"Permian 1"
126069,PaleoDB,"M. Clapham",,Cancrinella,,koninckiana,,,,,40875,"Permian 1"
126069,PaleoDB,"M. Clapham",,Wellerella,,granum,,,,,40875,"Permian 1"
126069,PaleoDB,"M. Clapham",,Spiriferellina,,sp.,,,,,40875,"Permian 1"
126069,PaleoDB,"M. Clapham",,Latiflexa,,orientalis,,Gilledia,,orientalis,40875,"Permian 1"
126070,PaleoDB,"M. Clapham",,Spiriferellina,,pokrowskensis,,,,,40875,"Permian 1"
126071,PaleoDB,"M. Clapham",,Spiriferellina,"n. sp.",quantula,,,,,40875,"Permian 1"
126072,PaleoDB,"M. Clapham",,Spiriferellina,,quantula,,,,,40875,"Permian 1"
126073,PaleoDB,"M. Clapham",,Spiriferellina,,quantula,,,,,40875,"Permian 1"
126074,PaleoDB,"M. Clapham",,Spiriferellina,,quantula,,,,,40875,"Permian 1"
126075,PaleoDB,"M. Clapham","n. gen.",Planothyris,"n. sp.",idonea,,,,,40875,"Permian 1"
126076,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126077,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126078,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126079,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126080,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126081,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126082,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126083,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126084,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126085,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126086,PaleoDB,"M. Clapham",,Rostranteris,,jakovlevi,,,,,40875,"Permian 1"
126087,PaleoDB,"M. Clapham",,Rostranteris,,bachmutiensis,,,,,40875,"Permian 1"
126088,PaleoDB,"M. Clapham",,Rostranteris,,bachmutiensis,,,,,40875,"Permian 1"
126089,PaleoDB,"M. Clapham",,Rostranteris,,bachmutiensis,,,,,40875,"Permian 1"
126090,PaleoDB,"M. Clapham",,Rostranteris,,bachmutiensis,,,,,40875,"Permian 1"
126091,PaleoDB,"M. Clapham",,Rostranteris,,bachmutiensis,,,,,40875,"Permian 1"
126092,PaleoDB,"M. Clapham",,Rostranteris,,bachmutiensis,,,,,40875,"Permian 1"
126093,PaleoDB,"M. Clapham",,Rostranteris,,bachmutiensis,,,,,40875,"Permian 1"
126094,PaleoDB,"M. Clapham",,Rostranteris,,bachmutiensis,,,,,40875,"Permian 1"
126095,PaleoDB,"M. Clapham",,Rostranteris,,bachmutiensis,,,,,40875,"Permian 1"
126096,PaleoDB,"M. Clapham",,Rostranteris,"n. sp.",trispinus,,,,,40875,"Permian 1"
126097,PaleoDB,"M. Clapham","n. gen.",Pseudorostranteris,"n. sp.",schebelinkaensis,,,,,40875,"Permian 1"
126098,PaleoDB,"M. Clapham",,Pseudorostranteris,,schebelinkaensis,,,,,40875,"Permian 1"
126099,PaleoDB,"M. Clapham","n. gen.",Tacinia,"n. sp.",modesta,,,,,40875,"Permian 1"
126100,PaleoDB,"M. Clapham","""",Discina,,donetzensis,,,,,40875,"Permian 1"
126100,PaleoDB,"M. Clapham",,Spiriferellina,,pokrowskensis,,,,,40875,"Permian 1"
126101,PaleoDB,"M. Clapham","""",Lingula,,sp.,,,,,40875,"Permian 1"
126102,PaleoDB,"M. Clapham","""",Lingula,,sp.,,,,,40875,"Permian 1"
126102,PaleoDB,"M. Clapham",,Retaria,,neoinflata,,,,,40875,"Permian 1"
126103,PaleoDB,"M. Clapham",,Neochonetes,,permicus,,,,,40875,"Permian 1"
126104,PaleoDB,"M. Clapham",,Isogramma,,paotechowensis,,,,,40875,"Permian 1"
126105,PaleoDB,"M. Clapham",,Isogramma,,paotechowensis,,,,,40875,"Permian 1"
126106,PaleoDB,"M. Clapham",,Eomarginifera,,pusilla,,Marginifera,,pusilla,40875,"Permian 1"
126106,PaleoDB,"M. Clapham",,Retaria,,neoinflata,,,,,40875,"Permian 1"
126106,PaleoDB,"M. Clapham",,Martinia,,sp.,,,,,40875,"Permian 1"
126107,PaleoDB,"M. Clapham",,Marginifera,,schellwieni,,,,,40875,"Permian 1"
126113,PaleoDB,"M. Clapham","n. gen.",Burovia,"n. sp.",selanderensis,,,,,40976,"Permian 4"
126114,PaleoDB,"M. Clapham",,Burovia,,selanderensis,,,,,40976,"Permian 4"
126114,PaleoDB,"M. Clapham",,Spitzbergenia,,loveni,,,,,40976,"Permian 4"
126115,PaleoDB,"M. Clapham",,Marginifera,,timanica,,,,,40875,"Permian 1"
126116,PaleoDB,"M. Clapham",,Marginifera,,timanica,,,,,40875,"Permian 1"
126117,PaleoDB,"M. Clapham",,Retaria,,neoinflata,,,,,40875,"Permian 1"
126118,PaleoDB,"M. Clapham",,Retaria,,neoinflata,,,,,40875,"Permian 1"
126119,PaleoDB,"M. Clapham",,Karavankina,,sp.,,Echinoconchus,,sp.,40875,"Permian 1"
126120,PaleoDB,"M. Clapham",,Retaria,,leplayi,,,,,40875,"Permian 1"
126121,PaleoDB,"M. Clapham",,Retaria,,leplayi,,,,,40875,"Permian 1"
126122,PaleoDB,"M. Clapham",,Cancrinella,,koninckiana,,,,,40875,"Permian 1"
126123,PaleoDB,"M. Clapham",,Buxtonia,,kalitvaensis,,,,,40875,"Permian 1"
126124,PaleoDB,"M. Clapham",,Uncinunellina,"n. sp.",rotunda,,,,,40875,"Permian 1"
126125,PaleoDB,"M. Clapham",,Wellerella,,polycostata,,,,,40875,"Permian 1"
126126,PaleoDB,"M. Clapham",,Wellerella,,granum,,,,,40875,"Permian 1"
126127,PaleoDB,"M. Clapham",,Wellerella,,granum,,,,,40875,"Permian 1"
126128,PaleoDB,"M. Clapham",,Retaria,"n. sp.",leplayi,,Productus,"n. sp.",leplayi,29038,"Permian 1"
126129,PaleoDB,"M. Clapham",,Cyrolexis,,superstes,,Stenoscisma,,superstes,40875,"Permian 1"
126166,PaleoDB,"M. Clapham",,Semilingula,,arctica,,Lingula,,arctica,40982,"Permian 2"
126167,PaleoDB,"M. Clapham",,Semilingula,,arctica,,Lingula,,arctica,40982,"Permian 2"
126169,PaleoDB,"M. Clapham",,Semilingula,,arctica,,Lingula,,arctica,40982,"Permian 2"
126169,PaleoDB,"M. Clapham",,Arctochonetes,,postartiensis,,Chonetina,,postartiensis,40982,"Permian 2"
126170,PaleoDB,"M. Clapham",,Semilingula,,arctica,,Lingula,,arctica,40982,"Permian 2"
126171,PaleoDB,"M. Clapham",,Semilingula,,arctica,,Lingula,,arctica,40982,"Permian 2"
126172,PaleoDB,"M. Clapham",,Semilingula,,arctica,,Lingula,,arctica,40982,"Permian 2"
126173,PaleoDB,"M. Clapham",,Lingula,,credneri,,,,,40982,"Permian 2"
126174,PaleoDB,"M. Clapham",,Lingula,,credneri,,,,,40982,"Permian 2"
126175,PaleoDB,"M. Clapham",,Lingula,,credneri,,,,,40982,"Permian 2"
126176,PaleoDB,"M. Clapham",,Lingula,,credneri,,,,,40982,"Permian 2"
126177,PaleoDB,"M. Clapham",,Lingula,,credneri,,,,,40982,"Permian 2"
126178,PaleoDB,"M. Clapham","""",Lingulodiscina,informal,"sp. nov.",,,,,40982,"Permian 2"
126179,PaleoDB,"M. Clapham","""",Lingulodiscina,,sp.,,,,,40982,"Permian 2"
126180,PaleoDB,"M. Clapham",,Orbiculoidea,,jangarensis,,,,,40982,"Permian 2"
126181,PaleoDB,"M. Clapham",,Orbiculoidea,"n. sp.",jangarensis,,,,,40982,"Permian 2"
126181,PaleoDB,"M. Clapham",,Streptorhynchus,,pajkhoicus,,,,,40982,"Permian 2"
126183,PaleoDB,"M. Clapham",,Derbyia,aff.,regularis,,Orthotetes,aff.,regularis,40982,"Permian 2"
126184,PaleoDB,"M. Clapham",,Derbyia,aff.,regularis,,Orthotetes,aff.,regularis,40982,"Permian 2"
126184,PaleoDB,"M. Clapham","""",Chonetes,aff.,flemingi,,,,,40982,"Permian 2"
126185,PaleoDB,"M. Clapham",,Derbyia,aff.,regularis,,Orthotetes,aff.,regularis,40982,"Permian 2"
126186,PaleoDB,"M. Clapham",,Derbyia,aff.,regularis,,Orthotetes,aff.,regularis,40982,"Permian 2"
126187,PaleoDB,"M. Clapham",,Derbyia,aff.,regularis,,Orthotetes,aff.,regularis,40982,"Permian 2"
126188,PaleoDB,"M. Clapham",,Derbyia,aff.,regularis,,Orthotetes,aff.,regularis,40982,"Permian 2"
126189,PaleoDB,"M. Clapham",,Derbyia,aff.,regularis,,Orthotetes,aff.,regularis,40982,"Permian 2"
126190,PaleoDB,"M. Clapham",,Derbyia,aff.,regularis,,Orthotetes,aff.,regularis,40982,"Permian 2"
126190,PaleoDB,"M. Clapham",,Streptorhynchus,,pajkhoicus,,,,,40982,"Permian 2"
126190,PaleoDB,"M. Clapham",,Streptorhynchus,,stoschensis,,,,,40982,"Permian 2"
126191,PaleoDB,"M. Clapham",,Derbyia,aff.,regularis,,Orthotetes,aff.,regularis,40982,"Permian 2"
126191,PaleoDB,"M. Clapham",,Arctitreta,,macrocardinalis,,Streptorhynchus,,macrocardinalis,40982,"Permian 2"
126191,PaleoDB,"M. Clapham",,Streptorhynchus,,pajkhoicus,,,,,40982,"Permian 2"
126192,PaleoDB,"M. Clapham",,Derbyia,aff.,regularis,,Orthotetes,aff.,regularis,40982,"Permian 2"
126192,PaleoDB,"M. Clapham",,Streptorhynchus,,pajkhoicus,,,,,40982,"Permian 2"
126193,PaleoDB,"M. Clapham",,Derbyia,aff.,regularis,,Orthotetes,aff.,regularis,40982,"Permian 2"
126194,PaleoDB,"M. Clapham",,Derbyia,aff.,regularis,,Orthotetes,aff.,regularis,40982,"Permian 2"
126195,PaleoDB,"M. Clapham",,Derbyia,aff.,regularis,,Orthotetes,aff.,regularis,40982,"Permian 2"
126196,PaleoDB,"M. Clapham",,Derbyia,aff.,regularis,,Orthotetes,aff.,regularis,40982,"Permian 2"
126197,PaleoDB,"M. Clapham",,Derbyia,aff.,regularis,,Orthotetes,aff.,regularis,40982,"Permian 2"
126198,PaleoDB,"M. Clapham",,Orthotetes,,jugorica,,,,,40982,"Permian 2"
126199,PaleoDB,"M. Clapham",,Orthotetes,,jugorica,,,,,40982,"Permian 2"
126200,PaleoDB,"M. Clapham",,Orthotetes,"n. sp.",jugorica,,,,,40982,"Permian 2"
126201,PaleoDB,"M. Clapham",,Arctitreta,,kempei,,Streptorhynchus,,kempei,40982,"Permian 2"
126202,PaleoDB,"M. Clapham",,Arctitreta,,kempei,,Streptorhynchus,,kempei,40982,"Permian 2"
126202,PaleoDB,"M. Clapham",,Svalbardia,,capitolina,,Paeckelmannia,,capitolina,40982,"Permian 2"
126203,PaleoDB,"M. Clapham",,Streptorhynchus,,liuricus,,,,,40982,"Permian 2"
126204,PaleoDB,"M. Clapham",,Streptorhynchus,,liuricus,,,,,40982,"Permian 2"
126205,PaleoDB,"M. Clapham",,Streptorhynchus,,liuricus,,,,,40982,"Permian 2"
126205,PaleoDB,"M. Clapham",,Chonetina,,artiensis,,,,,40982,"Permian 2"
126206,PaleoDB,"M. Clapham",,Streptorhynchus,,liuricus,,,,,40982,"Permian 2"
126206,PaleoDB,"M. Clapham",,Arctochonetes,,postartiensis,,Chonetina,,postartiensis,40982,"Permian 2"
126207,PaleoDB,"M. Clapham",,Streptorhynchus,,liuricus,,,,,40982,"Permian 2"
126207,PaleoDB,"M. Clapham",,Lissochonetes,,rotundatus,,Paeckelmannia,,rotundata,40982,"Permian 2"
126208,PaleoDB,"M. Clapham",,Streptorhynchus,"n. sp.",liuricus,,,,,40982,"Permian 2"
126209,PaleoDB,"M. Clapham",,Streptorhynchus,,liuricus,,,,,40982,"Permian 2"
126210,PaleoDB,"M. Clapham",,Streptorhynchus,,liuricus,,,,,40982,"Permian 2"
126211,PaleoDB,"M. Clapham",,Streptorhynchus,,pajkhoicus,,,,,40982,"Permian 2"
126211,PaleoDB,"M. Clapham",,Lissochonetes,aff.,morahensis,,Paeckelmannia,aff.,morahensis,40982,"Permian 2"
126212,PaleoDB,"M. Clapham",,Streptorhynchus,,pajkhoicus,,,,,40982,"Permian 2"
126213,PaleoDB,"M. Clapham",,Streptorhynchus,,pajkhoicus,,,,,40982,"Permian 2"
126213,PaleoDB,"M. Clapham",,Lissochonetes,aff.,morahensis,,Paeckelmannia,aff.,morahensis,40982,"Permian 2"
126214,PaleoDB,"M. Clapham",,Streptorhynchus,,pajkhoicus,,,,,40982,"Permian 2"
126215,PaleoDB,"M. Clapham",,Streptorhynchus,,pajkhoicus,,,,,40982,"Permian 2"
126216,PaleoDB,"M. Clapham",,Streptorhynchus,,pajkhoicus,,,,,40982,"Permian 2"
126217,PaleoDB,"M. Clapham",,Streptorhynchus,,pajkhoicus,,,,,40982,"Permian 2"
126218,PaleoDB,"M. Clapham",,Streptorhynchus,,pajkhoicus,,,,,40982,"Permian 2"
126219,PaleoDB,"M. Clapham",,Streptorhynchus,,pajkhoicus,,,,,40982,"Permian 2"
126220,PaleoDB,"M. Clapham",,Streptorhynchus,"n. sp.",pajkhoicus,,,,,40982,"Permian 2"
