Related Stratno | Related unit name | Relation Type | Related Stratno | Stratigraphic Name |Contact Type | Comments  
4677|Copper Creek Shale|overlies|15299|Pittman Formation|not specified|
13560|Murrumbateman Creek Formation|overlies|15299|Pittman Formation|unconformity|
16472|Rutledge Quartzite Member|overlies|15299|Pittman Formation|not specified|
16491|Ryrie Formation|overlies|15299|Pittman Formation|unconformity|
17298|State Circle Shale|overlies|15299|Pittman Formation|unconformity|
1776|Black Bog Shale|underlies|15810|Rainbow Hill Member|not specified|
1776|Black Bog Shale|underlies|16331|Rosebank Shale|not specified|
4813|Cowridge Siltstone|overlies|16331|Rosebank Shale|conformity|
4334|Colinton Volcanics|underlies|24479|Rothlyn Formation|conformity|
15299|Pittman Formation|underlies|16472|Rutledge Quartzite Member|unconformity|
8184|Hawkins Volcanics|is intruded by|16485|Rye Park Granite||
3554|Cappanana Formation|overlies|16491|Ryrie Formation|unconformity|
6880|Foxlow beds|underlies|16491|Ryrie Formation|unconformity|
7908|Gungoandra Siltstone|underlies|16491|Ryrie Formation|conformity|
26093|Paddys River Volcanics|is intruded by|16803|Shannons Flat Granodiorite||
1776|Black Bog Shale|overlies|16898|Silverdale Formation|not specified|
8145|Hattons Corner Group|overlies|16898|Silverdale Formation||
10024|Laidlaw Volcanics|underlies|16898|Silverdale Formation|not specified|
24186|Black Mountain Sandstone|overlies|17298|State Circle Shale|conformity|
3447|Canberra Formation|overlies|17298|State Circle Shale|unconformity|
15299|Pittman Formation|underlies|17298|State Circle Shale|unconformity|
13264|Mountain Creek Volcanics|underlies|26152|Sugarloaf Creek Formation||
19240|Walker Volcanics|underlies|17862|Tarpaulin Creek Ashstone Member|not specified|
24186|Black Mountain Sandstone|is equivalent to|18134|Tidbinbilla Quartzite||
8179|Hawkins Suite|underlies|18992|Uriarra Volcanics|unconformity|
13264|Mountain Creek Volcanics|overlies|18992|Uriarra Volcanics|unconformity|
17862|Tarpaulin Creek Ashstone Member|overlies|19240|Walker Volcanics|not specified|
7908|Gungoandra Siltstone|overlies|19441|Warbisco Shale|not specified|
8184|Hawkins Volcanics|underlies|40927|Wyelba Member|not specified|
8145|Hattons Corner Group|overlies|40932|Yanawe Formation|not specified|
10024|Laidlaw Volcanics|underlies|40932|Yanawe Formation|not specified|
25874|Deakin Volcanics|overlies|20879|Yarralumla Formation|conformity|
24403|Mount Painter Volcanics|underlies|20879|Yarralumla Formation|unconformity|
25874|Deakin Volcanics|overlies|20908|Yass Formation|not specified|
8184|Hawkins Volcanics|underlies|20908|Yass Formation|not specified|
10024|Laidlaw Volcanics|overlies|20908|Yass Formation|not specified|
