collection_no,source_database,collection.authorizer,class_name,class_extant,order_name,order_extant,family_name,family_extant,parent_rank,parent_name,parent_extant,genus_extant,species_extant,occurrence.genus_reso,occurrence.genus_name,occurrence.subgenus_reso,occurrence.subgenus_name,occurrence.species_reso,occurrence.species_name,taxon_no,original.genus_reso,original.genus_name,original.subgenus_reso,original.subgenus_name,original.species_reso,original.species_name,taxon_no,occurrence.authorizer,occurrence.enterer,occurrence.modifier,occurrence_no,abund_value,abund_unit,occurrence.reference_no,comments,occurrence.created,occurrence.modified,plant_organ,plant_organ2,original.authorizer,original.enterer,original.modifier,original.reference_no,comments,original.created,original.modified,plant_organ,attached,life_habit,depth_habitat,taxon_environment,grouping,first_author,second_author,other_authors,year_named,preservation,type_specimen,type_body_part,type_locality,form_taxon,common_name,collection.enterer,collection.modifier,collection_subset,collection.reference_no,pubyr,collection_name,collection_aka,country,state,county,plate,latdec,lngdec,latlng_basis,paleolatdec,paleolngdec,geogscale,spatial_resolution,geogcomments,period,epoch,subepoch,stage,10_my_bin,FR2_bin,max_interval,min_interval,direct_ma,direct_ma_error,direct_ma_method,max_ma,max_ma_error,max_ma_method,min_ma,min_ma_error,min_ma_method,interval_base,interval_top,interval_midpoint,interpolated_base,interpolated_top,interpolated_mid,ma_max,ma_min,ma_mid,zone,research_group,geological_group,formation,member,localsection,localbed,localbedunit,localorder,regionalsection,regionalbed,regionalbedunit,regionalorder,stratscale,stratcomments,lithdescript,lithadj,lithification,minor_lithology,lithology1,fossilsfrom1,lithification2,minor_lithology2,lithadj2,lithology2,fossilsfrom2,environment,tectonic_setting,pres_mode,geology_comments,spatial_resolution,temporal_resolution,feed_pred_traces,encrustation,bioerosion,fragmentation,sorting,art_whole_bodies,disart_assoc_maj_elems,lagerstatten,concentration,orientation,preservation_quality,abund_in_sediment,assembl_comps,taphonomy_comments,collection_type,collection_coverage,coll_meth,collection_size,collection_size_unit,museum,collectors,collection_dates,rock_censused_unit,rock_censused,collection_comments,taxonomy_comments,collection.created,collection.modified
46863,PaleoDB,"N. Heim",Rhynchonellata,yes,Spiriferida,no,Brachythyrididae,,genus,Brachythyris,no,no,no,,Brachythyris,,,cf.,solida,110190,,,,,,,,"N. Heim","N. Heim",,471655,,,12447,"species name also marked with ?","2005-01-24 12:53:56","2005-01-25 07:53:56",,,,,,,,,,,yes,epifaunal,,,,"K. S. W. Campbell","B. A. Engel",,1963,"not a trace","F.7837 U.N.E.",shell,75622,no,,"N. Heim","N. Heim",,12447,1975,"112-11, Namoi Formation, New South Wales, Australia",,Australia,"New South Wales",,801,-31.033333,150.566667,"estimated from map",-40.47,148.15,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,,,,,,Tournaisian,Visean,,,,,,,,,,360.700,326.400,343.55,,,0,360.700,326.400,343.55,,"marine invertebrate",,Namoi,,,,,,,,,,bed,"Schellwienella cf. burlingtonensis zone of Tournaisian (Tn3) to Visean (V1) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 12:50:47","2005-01-25 07:50:48"
46863,PaleoDB,"N. Heim",Strophomenata,,Productida,no,Rugosochonetidae,,subfamily,Rugosochonetinae,,no,,,Rugosochonetes,,,cf.,careyi,27902,,,,,,,,"N. Heim","N. Heim","N. Heim",471657,,,12447,,"2005-01-24 12:53:56","2005-01-25 07:54:37",,,,,,,,,,,yes,"low-level epifaunal",,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"112-11, Namoi Formation, New South Wales, Australia",,Australia,"New South Wales",,801,-31.033333,150.566667,"estimated from map",-40.47,148.15,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,,,,,,Tournaisian,Visean,,,,,,,,,,360.700,326.400,343.55,,,0,360.700,326.400,343.55,,"marine invertebrate",,Namoi,,,,,,,,,,bed,"Schellwienella cf. burlingtonensis zone of Tournaisian (Tn3) to Visean (V1) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 12:50:47","2005-01-25 07:50:48"
46863,PaleoDB,"N. Heim",Rhynchonellata,yes,Athyridida,,Athyrididae,,subfamily,Cleiothyrididinae,,no,,,Cleiothyridina,,,,segmentata,29176,,,,,,,,"N. Heim","N. Heim",,471658,,,12447,,"2005-01-24 12:53:56","2005-01-25 07:53:56",,,,,,,,,,,yes,"low-level epifaunal",,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"112-11, Namoi Formation, New South Wales, Australia",,Australia,"New South Wales",,801,-31.033333,150.566667,"estimated from map",-40.47,148.15,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,,,,,,Tournaisian,Visean,,,,,,,,,,360.700,326.400,343.55,,,0,360.700,326.400,343.55,,"marine invertebrate",,Namoi,,,,,,,,,,bed,"Schellwienella cf. burlingtonensis zone of Tournaisian (Tn3) to Visean (V1) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 12:50:47","2005-01-25 07:50:48"
46863,PaleoDB,"N. Heim",Strophomenata,,Productida,no,Rugosochonetidae,,subfamily,Delepineinae,,no,,,Megachonetes,,,,sp.,27632,,,,,,,,"N. Heim","N. Heim",,471659,,,12447,,"2005-01-24 12:53:56","2005-01-25 07:53:56",,,,,,,,,,,yes,"low-level epifaunal",,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"112-11, Namoi Formation, New South Wales, Australia",,Australia,"New South Wales",,801,-31.033333,150.566667,"estimated from map",-40.47,148.15,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,,,,,,Tournaisian,Visean,,,,,,,,,,360.700,326.400,343.55,,,0,360.700,326.400,343.55,,"marine invertebrate",,Namoi,,,,,,,,,,bed,"Schellwienella cf. burlingtonensis zone of Tournaisian (Tn3) to Visean (V1) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 12:50:47","2005-01-25 07:50:48"
46863,PaleoDB,"N. Heim",Strophomenata,,Productida,no,Rugosochonetidae,,subfamily,Rugosochonetinae,,no,,,Rugosochonetes,,,,magnus,27902,,,,,,,,"N. Heim","N. Heim",,471660,,,12447,,"2005-01-24 12:53:56","2005-01-25 07:53:56",,,,,,,,,,,yes,"low-level epifaunal",,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"112-11, Namoi Formation, New South Wales, Australia",,Australia,"New South Wales",,801,-31.033333,150.566667,"estimated from map",-40.47,148.15,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,,,,,,Tournaisian,Visean,,,,,,,,,,360.700,326.400,343.55,,,0,360.700,326.400,343.55,,"marine invertebrate",,Namoi,,,,,,,,,,bed,"Schellwienella cf. burlingtonensis zone of Tournaisian (Tn3) to Visean (V1) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 12:50:47","2005-01-25 07:50:48"
46864,PaleoDB,"N. Heim",Strophomenata,,Productida,no,Rugosochonetidae,,subfamily,Delepineinae,,no,,,Delepinea,,,,aspinosa,27286,,,,,,,,"N. Heim","N. Heim","N. Heim",471661,,,12447,,"2005-01-24 13:01:45","2005-01-25 08:02:18",,,,,,,,,,,yes,"low-level epifaunal",,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"112-3, Merlewood Formation, New South Wales, Australia",,Australia,"New South Wales",,801,-31.033333,150.583333,"estimated from map",-45.18,152.28,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Middle Mississippian",,Visean,,Visean,Visean,,,,,,,,,,,345.300,326.400,335.85,,,0,345.300,326.400,335.85,,"marine invertebrate",,Merlewood,"Hill 60",,112-3,,,,,,,bed,"Delepinea aspinosa zone / Gigantoproductus tenuirugosus subzone of Visean (V3a) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:00:40","2005-01-25 08:00:41"
46864,PaleoDB,"N. Heim",Strophomenata,,Productida,no,Echinoconchidae,,tribe,Waagenoconchini,,no,,,Waagenoconcha,,,,delicatula,28121,,,,,,,,"N. Heim","N. Heim",,471662,,,12447,,"2005-01-24 13:01:45","2005-01-25 08:01:45",,,,,,,,,,,yes,"low-level epifaunal",,,,,,,,"body (3D)",,,,no,,"N. Heim","N. Heim",,12447,1975,"112-3, Merlewood Formation, New South Wales, Australia",,Australia,"New South Wales",,801,-31.033333,150.583333,"estimated from map",-45.18,152.28,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Middle Mississippian",,Visean,,Visean,Visean,,,,,,,,,,,345.300,326.400,335.85,,,0,345.300,326.400,335.85,,"marine invertebrate",,Merlewood,"Hill 60",,112-3,,,,,,,bed,"Delepinea aspinosa zone / Gigantoproductus tenuirugosus subzone of Visean (V3a) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:00:40","2005-01-25 08:00:41"
46864,PaleoDB,"N. Heim",Rhynchonellata,yes,Spiriferida,no,Spiriferidae,,subfamily,Spiriferinae,,no,,,Ectochoristites,,,,wattsi,29250,,,,,,,,"N. Heim","N. Heim",,471663,,,12447,,"2005-01-24 13:01:45","2005-01-25 08:01:45",,,,,,,,,,,yes,epifaunal,,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"112-3, Merlewood Formation, New South Wales, Australia",,Australia,"New South Wales",,801,-31.033333,150.583333,"estimated from map",-45.18,152.28,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Middle Mississippian",,Visean,,Visean,Visean,,,,,,,,,,,345.300,326.400,335.85,,,0,345.300,326.400,335.85,,"marine invertebrate",,Merlewood,"Hill 60",,112-3,,,,,,,bed,"Delepinea aspinosa zone / Gigantoproductus tenuirugosus subzone of Visean (V3a) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:00:40","2005-01-25 08:00:41"
46864,PaleoDB,"N. Heim",Rhynchonellata,yes,Rhynchonellida,,Tetracameridae,,family,Tetracameridae,,no,,,Rotaia,,,cf.,subtrigona,28879,,,,,,,,"N. Heim","N. Heim",,471664,,,12447,,"2005-01-24 13:01:46","2005-01-25 08:01:46",,,,,,,,,,,yes,epifaunal,,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"112-3, Merlewood Formation, New South Wales, Australia",,Australia,"New South Wales",,801,-31.033333,150.583333,"estimated from map",-45.18,152.28,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Middle Mississippian",,Visean,,Visean,Visean,,,,,,,,,,,345.300,326.400,335.85,,,0,345.300,326.400,335.85,,"marine invertebrate",,Merlewood,"Hill 60",,112-3,,,,,,,bed,"Delepinea aspinosa zone / Gigantoproductus tenuirugosus subzone of Visean (V3a) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:00:40","2005-01-25 08:00:41"
46865,PaleoDB,"N. Heim",Rhynchonellata,yes,Rhynchonellida,,Leiorhynchidae,,subfamily,Leiorhynchinae,,no,,,Rossirhynchus,,,,sp.,28876,,,,,,,,"N. Heim","N. Heim",,471665,,,12447,,"2005-01-24 13:09:53","2005-01-25 08:09:53",,,,,,,,,,,yes,epifaunal,,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"1-5, Dangarfield Formation, New South Wales, Australia",,Australia,"New South Wales",,801,-31.083333,150.566667,"estimated from map",-34.01,143.88,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",,Dangarfield,,,1-5,,,,,,,bed,,"none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:09:12","2005-01-25 08:15:59"
46866,PaleoDB,"N. Heim",Rhynchonellata,yes,Spiriferida,no,Brachythyrididae,,family,Brachythyrididae,,no,,,Brachythyris,,,,davidi,29134,,,,,,,,"N. Heim","N. Heim",,471666,,,12447,,"2005-01-24 13:13:59","2005-01-25 08:13:59",,,,,,,,,,,yes,epifaunal,,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"1-9, Dangarfield Formatioin, New South Wales, Australia",,Australia,"New South Wales",,801,-31.083333,150.566667,"estimated from map",-34.01,143.88,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",,Dangarfield,"Brushy Hill Limestone",,1-9,,,,,,,bed,"? Spirifer sol zone of Tournaisian (Tn2) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:11:28","2005-01-25 08:17:35"
46866,PaleoDB,"N. Heim",Rhynchonellata,yes,Orthida,,Rhipidomellidae,,subfamily,Rhipidomellinae,,no,,,Rhipidomella,,,,australis,26974,,,,,,,,"N. Heim","N. Heim",,471667,,,12447,,"2005-01-24 13:13:59","2005-01-25 08:13:59",,,,,,,,,,,yes,epifaunal,,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"1-9, Dangarfield Formatioin, New South Wales, Australia",,Australia,"New South Wales",,801,-31.083333,150.566667,"estimated from map",-34.01,143.88,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",,Dangarfield,"Brushy Hill Limestone",,1-9,,,,,,,bed,"? Spirifer sol zone of Tournaisian (Tn2) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:11:28","2005-01-25 08:17:35"
46866,PaleoDB,"N. Heim",Rhynchonellata,yes,Spiriferida,no,Adolfiidae,,subfamily,Adolfiinae,,no,,?,Adolfia,,,,kennedyensis,29055,,,,,,,,"N. Heim","N. Heim","N. Heim",471668,,,12447,,"2005-01-24 13:13:59","2005-01-25 08:14:27",,,,,,,,,,,yes,epifaunal,,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"1-9, Dangarfield Formatioin, New South Wales, Australia",,Australia,"New South Wales",,801,-31.083333,150.566667,"estimated from map",-34.01,143.88,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",,Dangarfield,"Brushy Hill Limestone",,1-9,,,,,,,bed,"? Spirifer sol zone of Tournaisian (Tn2) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:11:28","2005-01-25 08:17:35"
46866,PaleoDB,"N. Heim",Rhynchonellata,yes,Spiriferida,no,Spiriferidae,,subfamily,Prospirinae,,no,,,Unispirifer,,,?,striatoconvolutus,29727,,,,,,,,"N. Heim","N. Heim",,471669,,,12447,,"2005-01-24 13:13:59","2005-01-25 08:13:59",,,,,,,,,,,yes,epifaunal,,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"1-9, Dangarfield Formatioin, New South Wales, Australia",,Australia,"New South Wales",,801,-31.083333,150.566667,"estimated from map",-34.01,143.88,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",,Dangarfield,"Brushy Hill Limestone",,1-9,,,,,,,bed,"? Spirifer sol zone of Tournaisian (Tn2) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:11:28","2005-01-25 08:17:35"
46866,PaleoDB,"N. Heim",Strophomenata,,Strophomenida,,Rafinesquinidae,,genus,Leptagonia,,,no,,Leptagonia,,,,analoga,268639,,,,,,,,"N. Heim","N. Heim",,471670,,,12447,,"2005-01-24 13:13:59","2005-01-25 08:13:59",,,,,,,,,,,yes,epifaunal,,,,Phillips,,,1836,"body (3D)",,,,no,,"N. Heim","N. Heim",,12447,1975,"1-9, Dangarfield Formatioin, New South Wales, Australia",,Australia,"New South Wales",,801,-31.083333,150.566667,"estimated from map",-34.01,143.88,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",,Dangarfield,"Brushy Hill Limestone",,1-9,,,,,,,bed,"? Spirifer sol zone of Tournaisian (Tn2) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:11:28","2005-01-25 08:17:35"
46866,PaleoDB,"N. Heim",Strophomenata,,Productida,no,Rugosochonetidae,,subfamily,Rugosochonetinae,,no,,,Rugosochonetes,,,?,magnus,27902,,,,,,,,"N. Heim","N. Heim",,471671,,,12447,,"2005-01-24 13:13:59","2005-01-25 08:13:59",,,,,,,,,,,yes,"low-level epifaunal",,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"1-9, Dangarfield Formatioin, New South Wales, Australia",,Australia,"New South Wales",,801,-31.083333,150.566667,"estimated from map",-34.01,143.88,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",,Dangarfield,"Brushy Hill Limestone",,1-9,,,,,,,bed,"? Spirifer sol zone of Tournaisian (Tn2) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:11:28","2005-01-25 08:17:35"
46866,PaleoDB,"N. Heim",Rhynchonellata,yes,Spiriferida,no,Spiriferidae,,subfamily,Prospirinae,,no,,,Prospira,,,,prima,29544,,,,,,,,"N. Heim","N. Heim",,471672,,,12447,,"2005-01-24 13:13:59","2005-01-25 08:13:59",,,,,,,,,,,yes,epifaunal,,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"1-9, Dangarfield Formatioin, New South Wales, Australia",,Australia,"New South Wales",,801,-31.083333,150.566667,"estimated from map",-34.01,143.88,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",,Dangarfield,"Brushy Hill Limestone",,1-9,,,,,,,bed,"? Spirifer sol zone of Tournaisian (Tn2) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:11:28","2005-01-25 08:17:35"
46867,PaleoDB,"N. Heim",Rhynchonellata,yes,Orthida,,Rhipidomellidae,,subfamily,Rhipidomellinae,,no,,,Rhipidomella,,,,australis,26974,,,,,,,,"N. Heim","N. Heim",,471673,,,12447,,"2005-01-24 13:22:39","2005-01-25 08:22:39",,,,,,,,,,,yes,epifaunal,,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"1-27, Dangarfield Formation, New South Wales, Australia",,Australia,"New South Wales",,801,-31.083333,150.566667,"estimated from map",-34.01,143.88,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",,Dangarfield,,,,,,,,,,bed,"Schellwienella cf. burlingtonensis zone of Tournaisian (Tn3) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:19:06","2005-01-25 09:00:49"
46867,PaleoDB,"N. Heim",Rhynchonellata,yes,Spiriferida,no,Adolfiidae,,subfamily,Adolfiinae,,no,,?,Adolfia,,,,kennedyensis,29055,,,,,,,,"N. Heim","N. Heim",,471674,,,12447,,"2005-01-24 13:22:39","2005-01-25 08:22:39",,,,,,,,,,,yes,epifaunal,,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"1-27, Dangarfield Formation, New South Wales, Australia",,Australia,"New South Wales",,801,-31.083333,150.566667,"estimated from map",-34.01,143.88,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",,Dangarfield,,,,,,,,,,bed,"Schellwienella cf. burlingtonensis zone of Tournaisian (Tn3) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:19:06","2005-01-25 09:00:49"
46867,PaleoDB,"N. Heim",Strophomenata,,Strophomenida,,Rafinesquinidae,,genus,Leptagonia,,,no,,Leptagonia,,,,analoga,268639,,,,,,,,"N. Heim","N. Heim",,471675,,,12447,,"2005-01-24 13:22:39","2005-01-25 08:22:39",,,,,,,,,,,yes,epifaunal,,,,Phillips,,,1836,"body (3D)",,,,no,,"N. Heim","N. Heim",,12447,1975,"1-27, Dangarfield Formation, New South Wales, Australia",,Australia,"New South Wales",,801,-31.083333,150.566667,"estimated from map",-34.01,143.88,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",,Dangarfield,,,,,,,,,,bed,"Schellwienella cf. burlingtonensis zone of Tournaisian (Tn3) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:19:06","2005-01-25 09:00:49"
46867,PaleoDB,"N. Heim",Strophomenata,,Productida,no,Rugosochonetidae,,subfamily,Rugosochonetinae,,no,,,Rugosochonetes,,,?,magnus,27902,,,,,,,,"N. Heim","N. Heim","N. Heim",471676,,,12447,,"2005-01-24 13:22:39","2005-01-25 08:23:28",,,,,,,,,,,yes,"low-level epifaunal",,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"1-27, Dangarfield Formation, New South Wales, Australia",,Australia,"New South Wales",,801,-31.083333,150.566667,"estimated from map",-34.01,143.88,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",,Dangarfield,,,,,,,,,,bed,"Schellwienella cf. burlingtonensis zone of Tournaisian (Tn3) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:19:06","2005-01-25 09:00:49"
46867,PaleoDB,"N. Heim",Rhynchonellata,yes,Spiriferida,no,Spiriferidae,,subfamily,Prospirinae,,no,,,Prospira,,,?,prima,29544,,,,,,,,"N. Heim","N. Heim",,471677,,,12447,,"2005-01-24 13:22:39","2005-01-25 08:22:39",,,,,,,,,,,yes,epifaunal,,,,,,,,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"1-27, Dangarfield Formation, New South Wales, Australia",,Australia,"New South Wales",,801,-31.083333,150.566667,"estimated from map",-34.01,143.88,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",,Dangarfield,,,,,,,,,,bed,"Schellwienella cf. burlingtonensis zone of Tournaisian (Tn3) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:19:06","2005-01-25 09:00:49"
46867,PaleoDB,"N. Heim",Strophomenata,,Orthotetida,,Pulsiidae,,genus,Schellwienella,,,no,,Schellwienella,,,cf.,burlingtonensis,280232,,,,,,,,"N. Heim","N. Heim",,471678,,,12447,,"2005-01-24 13:22:39","2005-01-25 08:22:39",,,,,,,,,,,yes,"low-level epifaunal",,,,"S. Weller",,,1914,"body (3D)","W. M. 13354",,,no,,"N. Heim","N. Heim",,12447,1975,"1-27, Dangarfield Formation, New South Wales, Australia",,Australia,"New South Wales",,801,-31.083333,150.566667,"estimated from map",-34.01,143.88,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",,Dangarfield,,,,,,,,,,bed,"Schellwienella cf. burlingtonensis zone of Tournaisian (Tn3) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:19:06","2005-01-25 09:00:49"
46867,PaleoDB,"N. Heim",Strophomenata,,Productida,no,Productidae,,tribe,Retariini,,no,,,Antiquatonia,,,,sp.,27100,,,,,,,,"N. Heim","N. Heim",,471679,,,12447,,"2005-01-24 13:22:39","2005-01-25 08:22:39",,,,,,,,,,,yes,"low-level epifaunal",,,,Miloradovich,,,1945,"not a trace",,,,no,,"N. Heim","N. Heim",,12447,1975,"1-27, Dangarfield Formation, New South Wales, Australia",,Australia,"New South Wales",,801,-31.083333,150.566667,"estimated from map",-34.01,143.88,"small collection",,"see map (fig. 3) in Roberts, 1975",Carboniferous,"Early/Lower Mississippian",,Tournaisian,"Carboniferous 1",Tournaisian,Tournaisian,,,,,,,,,,,360.700,345.300,353,,,0,360.700,345.300,353,,"marine invertebrate",,Dangarfield,,,,,,,,,,bed,"Schellwienella cf. burlingtonensis zone of Tournaisian (Tn3) age.","none given, only strat column with no key.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"field collection",,,,,,,,,,"2005-01-24 13:19:06","2005-01-25 09:00:49"
