Related Stratno | Related unit name | Relation Type | Related Stratno | Stratigraphic Name |Contact Type | Comments  
31020|Whundo Group|underlies|4132|Cleaverville Formation|unconformity|
73382|Elsie Creek Tonalite|intrudes|68665|Cleland Supersuite||
34040|Kylena Formation|overlies|68665|Cleland Supersuite||
74688|Yilgalong Granitic Complex|is intruded by|68665|Cleland Supersuite||
31466|Calytrix Formation|underlies|31467|Clianthus Formation||
24214|Carolyn Formation|is equivalent to|31467|Clianthus Formation||
8075|Hardey Formation|overlies|68503|Cliff Pool Tonalite|unconformity|
17118|South Maslin Sand|overlies|4173|Clinton Formation|not specified|
32214|Miralga Creek Member|overlies|32215|Cloisters Member|not specified|
31386|Faure Formation|overlies|67829|Coburn Formation|unconformity|
13791|Nannyarra Sandstone|overlies|67829|Coburn Formation|unconformity|
67833|Yaringa Formation|underlies|67829|Coburn Formation|conformity|transitional
2572|Bringo Shale|overlies|28210|Colalura Sandstone|not specified|
12268|Moonyoonooka Sandstone|underlies|28210|Colalura Sandstone|disconformity|
14108|Newmarracarra Limestone|overlies|28210|Colalura Sandstone|conformity|
26911|Stockton Group|underlies|4345|Collie Group|not specified|
29869|Bryah Group|underlies|34907|Collier Group|unconformity|
27144|Earaheedy Group|underlies|34907|Collier Group|not specified|
34906|Edmund Group|underlies|34907|Collier Group|unconformity|low angle
6834|Fortescue Group|underlies|34907|Collier Group|unconformity|
7044|Gascoyne Complex|underlies|34907|Collier Group|not specified|
8005|Hamersley Group|underlies|34907|Collier Group|unconformity|
73260|Kulkatharra Dolerite|intrudes|34907|Collier Group||
35575|Salvation Group|overlies|34907|Collier Group|not specified|
16679|Scorpion Group|underlies|34907|Collier Group|unconformity|
33753|Sunbeam Group|overlies|34907|Collier Group|unconformity|
10676|Louisa Downs Group|overlies|4364|Colombo Sandstone|unconformity|
25994|Lightjack Formation|underlies|4428|Condren Sandstone|conformity|
35909|Clearville Formation|underlies|4460|Constantine Sandstone|unconformity|
29271|Mallina Formation|overlies|4460|Constantine Sandstone|not specified|
17925|Teichmans Group|underlies|4460|Constantine Sandstone|not specified|
8786|Irregully Formation|overlies|25855|Coobarra Formation|conformity|
24679|Backdoor Formation|overlies|4473|Coodardoo Formation|unconformity|
34907|Collier Group|overlies|4473|Coodardoo Formation|not specified|
40090|Curran Member|underlies|4473|Coodardoo Formation|not specified|
27167|Jeeaila Sandstone Member|overlies|4473|Coodardoo Formation|not specified|
18795|Ullawarra Formation|underlies|4473|Coodardoo Formation|not specified|
4662|Cooya Pooya Dolerite|overlies|35350|Coolajacka Member|not specified|
36837|Lyre Creek Member|overlies|35350|Coolajacka Member|not specified|
15393|Polda Formation|overlies|24225|Coolardie Formation|not specified|
2592|Broadhurst Formation|overlies|26490|Coolbro Sandstone|conformity|
26880|Rudall Complex|underlies|26490|Coolbro Sandstone|unconformity|
24134|Yandagooge Formation|underlies|26490|Coolbro Sandstone|unconformity|
3941|Cheela Springs Basalt|underlies|4523|Coolbye Shale Member|not specified|
911|Baker Formation|underlies|4554|Coolkilya Sandstone|not specified|
13455|Mungadan Sandstone|overlies|4554|Coolkilya Sandstone|not specified|
2550|Bridport Calcilutite|overlies|4558|Cooloongup Sand|not specified|
10291|Leederville Formation|underlies|4565|Coolyena Group|unconformity|
19470|Warnbro Group|underlies|4565|Coolyena Group|unconformity|
488|Antrim Plateau Volcanics|overlies|4586|Coomarie Sandstone|unconformity|
17668|Talbot Well Formation|underlies|4586|Coomarie Sandstone|conformity|
488|Antrim Plateau Volcanics|overlies|41161|Coomarie Suite|unconformity|
7009|Gardiner Sandstone|overlies|41161|Coomarie Suite|unconformity|
17763|Tanami Group|is intruded by|41161|Coomarie Suite||
25647|Woodrarrung Sandstone|underlies|4590|Coomberarie Formation|conformity|
20890|Yarrawolya Formation|overlies|4590|Coomberarie Formation|conformity|
25785|Billeranga Subgroup|underlies|4593|Coomberdale Subgroup|not specified|
2511|Brassey Range Formation|overlies|4597|Coonabildie Formation|conformity|
37550|Golden Eagle Orthogneiss|is interbedded with|68055|Coondamar Formation||locally interleaved with
12410|Mosquito Creek Formation|overlies|68055|Coondamar Formation|conformity|
39606|Garden Creek Monzogranite|is intruded by|38011|Coondina Monzogranite||
36958|Mulgandinnah Monzogranite|intrudes|38011|Coondina Monzogranite||
23849|Mundadjini Formation|overlies|25677|Coondra Formation|unconformity|
26880|Rudall Complex|underlies|25677|Coondra Formation|unconformity|
24081|Watch Point Formation|underlies|25677|Coondra Formation|conformity|
17680|Talga Talga Subgroup|underlies|69683|Coongan Subgroup|not specified|
31024|Cattle Well Formation|overlies|70137|Coonieena Basalt Member|disconformity|
31026|Cundaline Formation|underlies|70137|Coonieena Basalt Member|disconformity|
17680|Talga Talga Subgroup|overlies|69684|Coonterunah Subgroup||
18668|Tumbiana Formation|overlies|4662|Cooya Pooya Dolerite|not specified|
25744|Pillara Limestone|underlies|27378|Copley Formation|not specified|
23377|Bent Tree Basalt|overlies|33873|Coppermine Shale|not specified|
25763|Apex Basalt|is intruded by|36951|Coppin Gap Granodiorite||
39507|Bishop Creek Monzogranite|intrudes|36951|Coppin Gap Granodiorite||
68665|Cleland Supersuite|intrudes|36951|Coppin Gap Granodiorite||
69683|Coongan Subgroup|is intruded by|36951|Coppin Gap Granodiorite||
26045|Mount Ada Basalt|is intruded by|36951|Coppin Gap Granodiorite||
41378|Munganbrina Monzogranite|intrudes|36951|Coppin Gap Granodiorite||
27151|Euro Basalt|underlies|28476|Corboy Formation|not specified|
14281|North Star Basalt|underlies|28476|Corboy Formation||
14753|Paddy Market Formation|overlies|28476|Corboy Formation|conformity|
32237|Sulphur Springs Group|underlies|28476|Corboy Formation|not specified|
19508|Warrawoona Group|underlies|28476|Corboy Formation|not specified|
26448|Callytharra Formation|underlies|4706|Cordalia Formation|not specified|
12179|Moogooloo Sandstone|overlies|4706|Cordalia Formation|not specified|
2683|Browne Formation|overlies|4734|Cornelia Sandstone|unconformity|
33755|Quadrio Formation|overlies|4734|Cornelia Sandstone|conformity|
16679|Scorpion Group|is equivalent to|4734|Cornelia Sandstone||possibly
28155|Skates Hills Formation|overlies|4734|Cornelia Sandstone|angular unconformity|
72706|Owens Gully Diorite|intrudes|72705|Cotton Well Granodiorite||
32212|Double Bar Formation|overlies|32211|Coucal Formation|not specified|
32210|Table Top Formation|underlies|32211|Coucal Formation|not specified|
27840|Mount Barren Group|is intruded by|4799|Cowerdup Sill||
772|Austin Formation|underlies|4826|Coyango Greywacke|not specified|
5795|Dumbardo Siltstone|overlies|4826|Coyango Greywacke|not specified|
1639|Billidee Formation|underlies|26501|Coyrie Formation|conformity|?descibed from 1975.
11115|Mallens Sandstone|overlies|26501|Coyrie Formation|conformity|
25651|Wooramel Group|underlies|26501|Coyrie Formation|not specified|
74632|Lagrange Calcilutite Member|overlies|74633|Crab Creek Calcilutite Member|not specified|Gradational contact
29880|Port Smith Sand|underlies|74633|Crab Creek Calcilutite Member|not specified|Gradational contact, downwards and laterally
14669|Osprey Formation|underlies|77465|Crane Formation||
27874|Paterson Formation|underlies|25865|Cronin Sandstone|not specified|
25891|Egan Formation|overlies|4951|Crowhurst Group|unconformity|
10676|Louisa Downs Group|overlies|4951|Crowhurst Group|unconformity|
26251|Yurabi Formation|overlies|4951|Crowhurst Group|unconformity|
27847|Mount Roe Basalt|overlies|4964|Croydon Group|unconformity|
70124|Soanesville Group|underlies|4964|Croydon Group|unconformity|
26211|Whim Creek Group|underlies|4964|Croydon Group|unconformity|
31020|Whundo Group|underlies|4964|Croydon Group|unconformity|
23405|Bongabinni Formation|overlies|39658|Cudalgarra Member|disconformity|
39661|Leo Member|underlies|39658|Cudalgarra Member|conformity|
34556|Mosswood Formation|overlies|74638|Cullens Diamictite""|not specified|
25793|Blina Shale|underlies|27136|Culvida Sandstone|not specified|
7474|Godfrey beds|overlies|27136|Culvida Sandstone|not specified|
4132|Cleaverville Formation|underlies|31026|Cundaline Formation|not specified|
23572|Eel Creek Formation|overlies|31026|Cundaline Formation|not specified|
6834|Fortescue Group|overlies|31026|Cundaline Formation|not specified|
31773|Tching Granite|underlies|31772|Cundarra Granite|not specified|
31771|Weiragoo Granite|overlies|31772|Cundarra Granite|not specified|
15767|Quinnanie Shale|overlies|5027|Cundlego Formation|not specified|
19355|Wandagee Formation|overlies|5027|Cundlego Formation|conformity|
4473|Coodardoo Formation|overlies|40090|Curran Member|conformity|gradational
18795|Ullawarra Formation|underlies|40090|Curran Member|conformity|gradational
9070|Julie Formation|overlies|26509|Cyclops Member|not specified|
9402|Kellys Knob Sandstone|overlies|27266|Cyril Sandstone|conformity|
28948|Ragged Range Conglomerate|underlies|27266|Cyril Sandstone|conformity|
12926|Mount McRae Shale|underlies|5139|Dales Gorge Member|conformity|
27096|Whaleback Shale Member|overlies|5139|Dales Gorge Member|conformity|
18275|Tolmer Group|underlies|5163|Daly River Group|unconformity|
1572|Bibra Limestone|overlies|5168|Dampier Limestone|not specified|
26035|Molecap Greensand|overlies|5177|Dandaragan Sandstone|conformity|
20871|Yarragadee Formation|underlies|5177|Dandaragan Sandstone|not specified|
5943|Echuca Shoals Formation|underlies|5253|Darwin Formation|unconformity|
8851|Jamieson Formation|overlies|5253|Darwin Formation|not specified|
19392|Wangarlu Formation|overlies|5253|Darwin Formation|conformity|
39513|Fig Tree Gneiss|is intruded by|39506|Davitt Syenogranite||
39505|Kennell Granodiorite|intrudes|39506|Davitt Syenogranite||
12546|Mount Bruce Supergroup|overlies|69685|De Grey Supergroup|unconformity|
19508|Warrawoona Group|underlies|69685|De Grey Supergroup|unconformity|
16445|Rumbalara Shale|overlies|5295|De Souza Sandstone|not specified|
35397|Killi Killi Formation|overlies|35396|Dead Bullock Formation|conformity|
10840|Lucas Formation|overlies|35396|Dead Bullock Formation|not specified|
13518|Muriel Range Sandstone|overlies|35396|Dead Bullock Formation|not specified|
14869|Pargee Sandstone|overlies|35396|Dead Bullock Formation|not specified|
27535|Pedestal beds|overlies|35396|Dead Bullock Formation|not specified|
74592|Stubbins Formation|underlies|35396|Dead Bullock Formation||
70735|Kukial Sandstone|underlies|5300|Dean Quartzite|not specified|
12780|Mount Harris Basalt|underlies|5300|Dean Quartzite|unconformity|
15279|Pinyinna beds|overlies|5300|Dean Quartzite|conformity|
39078|Pitjantjatjara Supersuite|underlies|5300|Dean Quartzite|unconformity|
74797|Ngumban Claystone Member|underlies|74798|Deeadeea Sandstone Member|not specified|
9256|Kapai Slate|underlies|23540|Defiance Dolerite|conformity|
23359|Bare Formation|underlies|23541|Delambre Formation|not specified|
15983|Redcliff Pound Group|is equivalent to|75574|Denison beds||
25983|Labouchere Formation|is faulted against|30349|Despair Granite||
34912|Discovery Formation|underlies|25878|Devil Creek Formation|conformity|
8786|Irregully Formation|underlies|25878|Devil Creek Formation|not specified|
73261|Narimbunna Dolerite|intrudes|25878|Devil Creek Formation||
18795|Ullawarra Formation|overlies|25878|Devil Creek Formation|conformity|gradational
9165|Kambalda Komatiite|underlies|5437|Devon Consols Basalt|conformity|
9256|Kapai Slate|overlies|5437|Devon Consols Basalt|not specified|
18603|Tripod Hill Member|underlies|5437|Devon Consols Basalt|conformity|gradational or sharp
27793|Halls Creek Group|overlies|25879|Ding Dong Downs Volcanics|unconformity|
23335|Angel Formation|overlies|5507|Dingo Claystone|not specified|
735|Athol Formation|underlies|5507|Dingo Claystone|not specified|
23384|Biggada Formation|underlies|5507|Dingo Claystone|not specified|
1720|Birdrong Sandstone|overlies|5507|Dingo Claystone|not specified|
25810|Brigadier Formation|underlies|5507|Dingo Claystone|conformity|
25888|Dupuy Formation|overlies|5507|Dingo Claystone|conformity|
23599|Forestier Claystone|overlies|5507|Dingo Claystone|not specified|
10301|Legendre Formation|underlies|5507|Dingo Claystone|not specified|
13466|Mungaroo Formation|underlies|5507|Dingo Claystone|unconformity|
31386|Faure Formation|overlies|37057|Dirk Hartog Group|unconformity|
18674|Tumblagooda Sandstone|underlies|37057|Dirk Hartog Group|conformity|
23409|Boondawari Formation|underlies|33754|Disappointment Group|not specified|
5872|Durba Sandstone|overlies|33754|Disappointment Group|not specified|
27874|Paterson Formation|overlies|33754|Disappointment Group|not specified|
33753|Sunbeam Group|underlies|33754|Disappointment Group|not specified|
25878|Devil Creek Formation|overlies|34912|Discovery Formation|conformity|
27174|Kiangi Creek Formation|underlies|34912|Discovery Formation|disconformity|
32055|Muntharra Formation|underlies|34912|Discovery Formation|disconformity|
73261|Narimbunna Dolerite|intrudes|34912|Discovery Formation||
77447|Quoin Formation|underlies|77448|Ditji Formation|unconformity|
23383|Big Dick Basalt|overlies|33872|Dixie Sill|not specified|
16869|Siberia Komatiite|underlies|33872|Dixie Sill|not specified|
23841|Mowanjum Sand|underlies|74634|Djugun Member|not specified|Also interfingers
26272|Lambert Formation|underlies|23548|Dockrell Formation|conformity|
29216|Wilcox Formation|overlies|23548|Dockrell Formation|not specified|
24150|Airport Creek Formation|underlies|24245|Doctors Creek Formation|not specified|Erosional contact marked by conglomerate
24220|Christine Point Clay|underlies|24245|Doctors Creek Formation|not specified|
24254|Double Nob Formation|underlies|24245|Doctors Creek Formation|not specified|Erosional contact marked by conglomerate
24461|Point Torment Sand|overlies|24245|Doctors Creek Formation|not specified|Locally interfingers
74050|Cape Hay Formation|underlies|74053|Dombey Formation|unconformity|
75073|Mount Goodwin Subgroup|overlies|74053|Dombey Formation|unconformity|
67988|Tern Formation|overlies|74053|Dombey Formation|unconformity|
17769|Tandalgoo Formation|underlies|23552|Dominic Shale|not specified|
3723|Carynginia Formation|underlies|5600|Dongara Sandstone|disconformity|
9696|Kockatea Shale|overlies|5600|Dongara Sandstone|conformity|
31760|Johnson Cairn Formation|underlies|5618|Doolgunna Formation|disconformity|and interfingers with
24332|Karalundi Formation|overlies|5618|Doolgunna Formation||Fault contact in SE and E Bryah Basin.
22095|Killara Formation|is interbedded with|5618|Doolgunna Formation||
22095|Killara Formation|overlies|5618|Doolgunna Formation|not specified|
31403|Mount Leake Formation|overlies|5618|Doolgunna Formation|unconformity|
18018|Thaduna Formation|is interbedded with|5618|Doolgunna Formation||
18018|Thaduna Formation|underlies|5618|Doolgunna Formation|not specified|
32211|Coucal Formation|underlies|32212|Double Bar Formation|not specified|
24150|Airport Creek Formation|underlies|24254|Double Nob Formation|conformity|gradational contact
24220|Christine Point Clay|overlies|24254|Double Nob Formation|not specified|Sharp to gradational contact
2250|Boonall Dolomite|underlies|31270|Douri Sandstone|conformity|
18186|Timperley Shale|overlies|31270|Douri Sandstone|conformity|
69683|Coongan Subgroup|overlies|36957|Dresser Formation|disconformity|
69691|Kelly Group|overlies|36957|Dresser Formation|unconformity|
26023|McPhee Formation|is equivalent to|36957|Dresser Formation||
698|Ashburton Formation|overlies|26528|Duck Creek Dolomite|conformity|
9079|June Hill Volcanics|overlies|26528|Duck Creek Dolomite|not specified|
12923|Mount McGrath Formation|underlies|26528|Duck Creek Dolomite|conformity|
24651|Albert Edward Group|overlies|5760|Duerdin Group|not specified|
787|Auvergne Group|underlies|5760|Duerdin Group|unconformity|
25981|Kuniandi Group|is equivalent to|5760|Duerdin Group||
30278|Ruby Plains Group|underlies|5760|Duerdin Group|not specified|
25763|Apex Basalt|overlies|5770|Duffer Formation|disconformity|
39510|Chessman Granodiorite|intrudes|5770|Duffer Formation||
39505|Kennell Granodiorite|intrudes|5770|Duffer Formation||
39511|Lady Adelaide Orthogneiss|intrudes|5770|Duffer Formation||granitic protolith intruded
26045|Mount Ada Basalt|underlies|5770|Duffer Formation|disconformity|
41377|Mullugunya Granodiorite|intrudes|5770|Duffer Formation||
39509|Wilina Granodiorite|intrudes|5770|Duffer Formation||
31770|Eurada Gneiss|underlies|5780|Dugel Gneiss|not specified|
31769|Milga Gneiss|overlies|5780|Dugel Gneiss|not specified|
4826|Coyango Greywacke|underlies|5795|Dumbardo Siltstone|not specified|
9789|Koomberan Greywacke|overlies|5795|Dumbardo Siltstone|not specified|
34906|Edmund Group|overlies|36887|Dumbie Granodiorite|unconformity|
35287|Halfway Gneiss|is intruded by|36887|Dumbie Granodiorite||
32582|Scrubber Granite|intrudes|36887|Dumbie Granodiorite||
1209|Barrow Group|overlies|25888|Dupuy Formation|conformity|
23384|Biggada Formation|underlies|25888|Dupuy Formation|not specified|
5507|Dingo Claystone|underlies|25888|Dupuy Formation|conformity|
11129|Malouet Formation|overlies|25888|Dupuy Formation|not specified|
35680|Lungkarta Formation|underlies|5872|Durba Sandstone|conformity|
11539|McFadden Formation|underlies|5872|Durba Sandstone|unconformity|
27874|Paterson Formation|overlies|5872|Durba Sandstone|unconformity|
34906|Edmund Group|overlies|37648|Durlacher Supersuite|unconformity|
75111|Leake Spring Metamorphics|is intruded by|37648|Durlacher Supersuite||
33440|Moorarie Supersuite|is intruded by|37648|Durlacher Supersuite||
28141|Overland Sandstone|overlies|23567|Eagle Hawk Sandstone|conformity|
14839|Panton Formation|underlies|23567|Eagle Hawk Sandstone|conformity|
33645|Bardsley Formation|underlies|27144|Earaheedy Group||
29869|Bryah Group|underlies|27144|Earaheedy Group|unconformity|
34907|Collier Group|overlies|27144|Earaheedy Group|unconformity|
22371|Mooloogool Group|underlies|27144|Earaheedy Group|unconformity|
40890|Windplain Group|underlies|27144|Earaheedy Group|unconformity|
26273|Leschenault Formation|overlies|27268|Eaton Sand|conformity|Gradational
17719|Tamala Limestone|underlies|27268|Eaton Sand|conformity|
8851|Jamieson Formation|overlies|5943|Echuca Shoals Formation|not specified|
19148|Vulcan Formation|underlies|5943|Echuca Shoals Formation|not specified|
19392|Wangarlu Formation|overlies|5943|Echuca Shoals Formation|not specified|
27346|Bresnahan Group|underlies|34906|Edmund Group|not specified|
34907|Collier Group|overlies|34906|Edmund Group|unconformity|
37648|Durlacher Supersuite|underlies|34906|Edmund Group|not specified|
7044|Gascoyne Complex|underlies|34906|Edmund Group||
73260|Kulkatharra Dolerite|intrudes|34906|Edmund Group||
33440|Moorarie Supersuite|underlies|34906|Edmund Group|nonconformity|
27203|Mount Augustus Sandstone|is faulted against|34906|Edmund Group||
29294|Mount Minnie Group|underlies|34906|Edmund Group|not specified|
73261|Narimbunna Dolerite|intrudes|34906|Edmund Group||
27093|Padbury Group|underlies|34906|Edmund Group|not specified|
20715|Wyloo Group|underlies|34906|Edmund Group|not specified|
25827|Callawa Formation|overlies|23572|Eel Creek Formation|unconformity|
27160|Gorge Creek Group|underlies|23572|Eel Creek Formation|unconformity|
27874|Paterson Formation|overlies|23572|Eel Creek Formation|unconformity|
19508|Warrawoona Group|underlies|23572|Eel Creek Formation|unconformity|
74804|Polelle Group|is intruded by|74814|Eelya Suite||
4951|Crowhurst Group|underlies|25891|Egan Formation|unconformity|
9602|King Leopold Sandstone|underlies|25891|Egan Formation|unconformity|
26251|Yurabi Formation|overlies|25891|Egan Formation|disconformity|
29880|Port Smith Sand|underlies|21735|Eighty Mile Beach Coquina|unconformity|Sharp erosional contact
22841|Shoonta Hill Sand|overlies|21735|Eighty Mile Beach Coquina|unconformity|Sharp contact
15330|Plover Formation|underlies|34215|Elang Formation|unconformity|
27520|Negri Subgroup|underlies|26535|Elder Subgroup|conformity|
8108|Hart Dolerite|intrudes|6057|Elgee Siltstone||
15043|Pentecost Sandstone|overlies|6057|Elgee Siltstone|conformity|
19549|Warton Sandstone|underlies|6057|Elgee Siltstone|conformity|
6087|Ellendale Formation|underlies|6061|Elimberrie Formation|unconformity|
30206|Illjarra Sandstone|overlies|30279|Eliot Range Dolomite|conformity|
25260|Moonlight Valley Tillite|overlies|30279|Eliot Range Dolomite|unconformity|
30208|Mount Kinahan Sandstone|underlies|30279|Eliot Range Dolomite|conformity|
6061|Elimberrie Formation|overlies|6087|Ellendale Formation|unconformity|
2275|Boord Formation|underlies|6108|Ellis Sandstone|not specified|
3647|Carnegie Formation|underlies|6108|Ellis Sandstone|not specified|
11476|Maurice Formation|overlies|6108|Ellis Sandstone|not specified|
14360|Nullara Limestone|is interbedded with|68859|Elma Conglomerate||
25744|Pillara Limestone|is interbedded with|68859|Elma Conglomerate||
68665|Cleland Supersuite|is intruded by|73382|Elsie Creek Tonalite||
27151|Euro Basalt|is intruded by|73382|Elsie Creek Tonalite||
6834|Fortescue Group|overlies|73382|Elsie Creek Tonalite|unconformity|
8075|Hardey Formation|overlies|73382|Elsie Creek Tonalite||
34040|Kylena Formation|overlies|73382|Elsie Creek Tonalite||
2250|Boonall Dolomite|overlies|6117|Elvire Formation|not specified|
28200|Mount Forster Sandstone|underlies|6117|Elvire Formation|not specified|
21411|Cadjebut Formation|overlies|25894|Emanuel Formation|not specified|
24996|Gap Creek Formation|overlies|25894|Emanuel Formation|conformity|
27160|Gorge Creek Group|underlies|40510|Emerald Mine Greenstone Complex|not specified|
19508|Warrawoona Group|underlies|40510|Emerald Mine Greenstone Complex|not specified|
2645|Broome Sandstone|underlies|28532|Emeriau Sandstone|not specified|
9036|Jowlaenga Formation|underlies|28532|Emeriau Sandstone|not specified|
26376|Bedford Sandstone|underlies|76051|Emu Point Member|unconformity|
3806|Cattamarra Coal Measures|overlies|29284|Eneabba Formation|conformity|
25993|Lesueur Sandstone|underlies|29284|Eneabba Formation|conformity|
3168|Burt Range Formation|underlies|6185|Enga Sandstone|conformity|
16758|Septimus Limestone|overlies|6185|Enga Sandstone|conformity|
23377|Bent Tree Basalt|overlies|69188|Enterprise Dolerite|not specified|
23728|Linger and Die Group|underlies|69188|Enterprise Dolerite|not specified|
34040|Kylena Formation|overlies|68508|Eramurra Monzogranite|not specified|
13529|Murraba Formation|underlies|6229|Erica Sandstone||
25793|Blina Shale|underlies|6256|Erskine Sandstone|unconformity|
26024|Meda Formation|overlies|6256|Erskine Sandstone|not specified|
78595|Recherche Supersuite|is intruded by|78596|Esperance Supersuite||
69780|Lander Rock Formation|is intruded by|70576|Esther Granite||
69780|Lander Rock Formation|is intruded by|21755|Ethel Creek Granite||
22744|Redmine Group|overlies|6368|Eundynie Group|not specified|
5780|Dugel Gneiss|overlies|31770|Eurada Gneiss|not specified|
11608|Meeberrie Gneiss|underlies|31770|Eurada Gneiss|not specified|
25763|Apex Basalt|underlies|27151|Euro Basalt|not specified|
73382|Elsie Creek Tonalite|intrudes|27151|Euro Basalt||
27847|Mount Roe Basalt|overlies|27151|Euro Basalt|unconformity|
14834|Panorama Formation|underlies|27151|Euro Basalt|conformity|
32237|Sulphur Springs Group|overlies|27151|Euro Basalt|unconformity|
26238|Wyman Formation|overlies|27151|Euro Basalt|conformity|
74688|Yilgalong Granitic Complex|intrudes|27151|Euro Basalt||
23326|Allanson Sandstone|overlies|6435|Ewington Coal Measures|conformity|
24096|Westralia Sandstone|underlies|6435|Ewington Coal Measures|conformity|
25709|Bundera Calcarenite|overlies|6446|Exmouth Sandstone|not specified|
13681|Nadarra Formation|underlies|6446|Exmouth Sandstone|not specified|
15198|Pilgramunna Formation|underlies|6446|Exmouth Sandstone|unconformity|
18563|Trealla Limestone|underlies|6446|Exmouth Sandstone|unconformity|
25762|Anderson Formation|overlies|6483|Fairfield Group|conformity|
2833|Bugle Gap Limestone|underlies|6483|Fairfield Group||
7696|Grant Group|overlies|6483|Fairfield Group||
10341|Lennard River Group|underlies|6483|Fairfield Group||
28700|Luluigui Formation|underlies|6483|Fairfield Group|conformity|
14360|Nullara Limestone|underlies|6483|Fairfield Group|unconformity|
26102|Piker Hills Formation|underlies|6483|Fairfield Group||
20226|Windjana Limestone|underlies|6483|Fairfield Group|unconformity|
437|Angalarri Siltstone|underlies|25905|Fargoo Tillite|unconformity|
4132|Cleaverville Formation|overlies|70125|Farrel Quartzite|conformity|
69691|Kelly Group|underlies|70125|Farrel Quartzite|unconformity|
32237|Sulphur Springs Group|underlies|70125|Farrel Quartzite|unconformity|
19508|Warrawoona Group|underlies|70125|Farrel Quartzite|unconformity|
31387|Ajana Formation|underlies|31386|Faure Formation|unconformity|
67829|Coburn Formation|underlies|31386|Faure Formation|unconformity|
37057|Dirk Hartog Group|underlies|31386|Faure Formation|disconformity|
23705|Kopke Sandstone|overlies|31386|Faure Formation|conformity|
25921|Gibson Formation|underlies|6577|Fenelon Formation||
15646|Puffin Formation|overlies|6577|Fenelon Formation||
42069|Billabong Complex|underlies|72402|Ferdies Member||
39510|Chessman Granodiorite|intrudes|39513|Fig Tree Gneiss||
39506|Davitt Syenogranite|intrudes|39513|Fig Tree Gneiss||
39504|Joorina Granodiorite|intrudes|39513|Fig Tree Gneiss||
39505|Kennell Granodiorite|intrudes|39513|Fig Tree Gneiss||
39511|Lady Adelaide Orthogneiss|intrudes|39513|Fig Tree Gneiss||granitic protoliths intrude
38010|Moolyella Monzogranite|intrudes|39513|Fig Tree Gneiss||
24134|Yandagooge Formation|overlies|21787|Fingoon Quartzite|conformity|
11667|Mereenie Sandstone|underlies|6661|Finke Group|unconformity|
15099|Pertnjara Group|is interbedded with|6661|Finke Group||
30238|Bubble Well Member|overlies|31761|Finlayson Member|conformity|and Interfingers
27144|Earaheedy Group|overlies|31761|Finlayson Member|unconformity|
22095|Killara Formation|intrudes|31761|Finlayson Member||
22095|Killara Formation|overlies|31761|Finlayson Member||
18275|Tolmer Group|overlies|6669|Finniss River Group|unconformity|
488|Antrim Plateau Volcanics|overlies|6679|Fish Billabong Adamellite|unconformity|
3509|Cape Londonderry Formation|overlies|75076|Fishburn Formation|unconformity|
16515|Sahul Group|overlies|75076|Fishburn Formation|unconformity|
11129|Malouet Formation|underlies|27407|Flacourt Formation|conformity|
11278|Mardie Greensand Member|overlies|27407|Flacourt Formation|unconformity|
13315|Muderong Shale|overlies|27407|Flacourt Formation|not specified|
1249|Bathurst Island Group|overlies|6726|Flamingo Group|unconformity|
5943|Echuca Shoals Formation|overlies|6726|Flamingo Group|not specified|
18608|Troughton Group|underlies|6726|Flamingo Group|disconformity|
488|Antrim Plateau Volcanics|overlies|27155|Flat Rock Formation|unconformity|
14447|Nyuless Sandstone|underlies|27155|Flat Rock Formation|conformity|
6834|Fortescue Group|overlies|68675|Flat Rocks Tonalite|unconformity|
74804|Polelle Group|is intruded by|75708|Fleece Pool Gabbro||
29281|Carawine Dolomite|overlies|6834|Fortescue Group|disconformity|
41375|Chimingadgi Trondhjemite|underlies|6834|Fortescue Group|unconformity|
34907|Collier Group|overlies|6834|Fortescue Group|unconformity|
6834|Fortescue Group|underlies|6834|Fortescue Group|unconformity|
27160|Gorge Creek Group|underlies|6834|Fortescue Group|unconformity|
28588|Gregory Granitic Complex|underlies|6834|Fortescue Group|not specified|
8005|Hamersley Group|overlies|6834|Fortescue Group|conformity|
28108|Lalla Rookh Sandstone|underlies|6834|Fortescue Group|unconformity|
11353|Marra Mamba Iron Formation|overlies|6834|Fortescue Group||
15189|Pilbara Supergroup|underlies|6834|Fortescue Group|unconformity|
31872|Tarcunyah Group|overlies|6834|Fortescue Group|not specified|
74688|Yilgalong Granitic Complex|underlies|6834|Fortescue Group|unconformity|
9483|Keyling Formation|underlies|6858|Fossil Head Formation||
9896|Kulshill Group|underlies|6858|Fossil Head Formation||
74047|Pearce Formation|overlies|6858|Fossil Head Formation|unconformity|
17763|Tanami Group|is intruded by|40071|Frederick Suite||
33195|Karri Karri Member|overlies|6902|Frere Formation|conformity|
26032|Miningarra Subgroup|overlies|6902|Frere Formation||
20942|Yelma Formation|underlies|6902|Frere Formation|conformity|
2645|Broome Sandstone|underlies|6911|Frezier Sandstone|not specified|
26095|Parda Formation|underlies|6911|Frezier Sandstone|disconformity|
8463|Hong Kong Chert|overlies|25916|Friendly Creek Formation|not specified|
2950|Bunbury Basalt|underlies|6954|Gage Sandstone|unconformity|
31473|Charlotte Sandstone|underlies|6954|Gage Sandstone|unconformity|
40563|Parmelia Group|underlies|6954|Gage Sandstone|unconformity|
