**************************************************************************************************************
Data downloaded from FRED (http://www.fred.org.nz) on February 21, 2015
FRED is the computer database for the NZ Fossil Record File (FRF), which is a nationally significant database administrated by GSNZ and GNS Science                                
Please acknowledge use of this data in publications, reports and presentations.                               
**************************************************************************************************************

********
Paleontology List
********
FR Number		C43/f7510	C46/f0059	C46/f0103	C46/f9508	C46/f9524	C46/f9524	CA/f0021A	CA/f0021A	CA/f0021A	CA/f0021B	CA/f0021B	CA/f0021B	CA/f0021B	CA/f0022A	CA/f0022A	CH/f0004	CH/f0004	CH/f0004	CH/f0011A	CH/f0011A	CH/f0011A	CH/f0011A	CH/f0011B	CH/f0011B	CH/f0013B	CH/f0013B	CH/f0013B	CH/f0020B	CH/f0020B	CH/f0023A	CH/f0023A	CH/f0025B	CH/f0025B	CH/f0025B	CH/f0039	CH/f0039	CH/f0045	CH/f0045	CH/f0076	CH/f0076	CH/f0078	CH/f0078	CH/f0095	CH/f0095	CH/f0100	CH/f0100	CH/f0101	CH/f0101	CH/f0104A	CH/f0104A	CH/f0105	CH/f0105	CH/f0106	CH/f0106	CH/f0110	CH/f0110	CH/f0111	CH/f0111	CH/f0112	CH/f0112	CH/f0114	CH/f0114	CH/f0114	CH/f0115	CH/f0115	CH/f0116	CH/f0116	CH/f0222	CH/f0222	CH/f0222A	CH/f0222A	CH/f0232	CH/f0232	CH/f0232A	CH/f0232A	CH/f0244	CH/f0244	CH/f0246	CH/f0246	CH/f0254A	CH/f0254A	CH/f0261A	CH/f0261A	CH/f0344	CH/f0344	CH/f0364A	CH/f0364A	CH/f0463	CH/f0463	CH/f0464	CH/f0464	CH/f0468	CH/f0468	CH/f0468	CH/f0474	CH/f0474	CH/f0474	CH/f0483	CH/f0483	CH/f0487	CH/f0487	CH/f0489	CH/f0489	CH/f0490	CH/f0490	CH/f0491	CH/f0491	CH/f0493	CH/f0493	CH/f0494	CH/f0494	CH/f0526	CH/f0526	CH/f0526	CH/f0526	CH/f0526	CH/f0526	CH/f0526	CH/f0526	CH/f0529	CH/f0529	CH/f0529	CH/f0529	CH/f0529	CH/f0530	CH/f0531	CH/f0531	CH/f0532	CH/f0532	CH/f0534	CH/f0534	CH/f0590	CH/f0590	CH/f0591	CH/f0591	CH/f0591	CH/f0592	CH/f0592	CH/f0593	CH/f0593	CH/f0594	CH/f0594	CH/f0602	D41/f0013	D41/f0013	D41/f0014	D41/f0014	D41/f0015	D41/f0015	D41/f0016	D41/f0016	D42/f0059	D43/f9498	D45/f0001	D45/f0002	D45/f0003	D45/f0004	D45/f0004	D45/f0004	D45/f0005	D45/f0006	D45/f0080	D45/f0080	D45/f7136	D45/f8456	D45/f8456	D45/f8462	D45/f8462	D45/f8482	D45/f8482	D45/f8554	D45/f8554	D45/f8554	D45/f8563	D45/f8601	D45/f8797	D45/f8819	D45/f8820	D45/f8821	D45/f8822	D45/f8822	D45/f8822	D45/f8823	D45/f8825	D45/f8826	D45/f8827	D45/f8828	D45/f8828	D45/f8829	D45/f8830	D45/f9484	D45/f9485	D45/f9486	D45/f9487	D45/f9488	D45/f9492	D45/f9585	E37/f9514	E37/f9514	E38/f6513	E38/f6513	E43/f9500	E43/f9500	E46/f7430	E46/f9487	E46/f9489	E46/f9489	G36/f6501	G36/f6501	G36/f6501	I38/f7650	I38/f7650	I38/f7747	I39/f7560	I43/f0053	J31/f9464	J31/f9464	J31/f9492	J31/f9495	J31/f9827	J31/f9827	J32/f7571	J32/f7571	J32/f7571	J32/f9507	J32/f9507	J32/f9602	J32/f9602	J32/f9603	J32/f9603	J32/f9604	J33/f7580	J36/f0002	J38/f0056	J38/f7003A	J38/f8504	J38/f8504	J38/f9490	J38/f9490	J39/f7500C	J39/f7525	J39/f7525	J39/f7586	J39/f7586	J39/f7587	J39/f7590	J39/f7592	J39/f7593	J39/f7626	J39/f7626	
Bivalvia	?Lima sp.																				*																																																																																																																																																																																																																																							
Bivalvia	?Lucinidae sp. gen. indet.																																																																																																																																																			*																																																																																																								
Bivalvia	?Lucinoma sp.																																																																																																																																																			*																																																																																																								
Bivalvia	?Lutraria sp.																																																																																																																																																							*																																																																																																				
Bivalvia	?Modiolus sp.																																																	*																																																																																																																																																																																																										
Bivalvia	?Mytilidae gen. indet.																																																													*																																																																																																																																																																																														
Bivalvia	?Ostreidae gen. indet.																																																																																																																					*																																																																																																																																						
Bivalvia	?Oxyperas sp.																																																																														*																																																																																																																																																																													
Bivalvia	?Placunopsis sp.																				*																																																																																																																																																																																																																																							
Bivalvia	?Turia sp.																																							*																																																																																																																																																																																																																				
Bivalvia	?Venericardia sp.																																																											Nemocardium (Pratulum) sp.																																																																																																																																																																																																
Bivalvia	Acar whangaensis																	*																																																																																																																																																																																																																																										
Bivalvia	Acesta sp.																																																																				*		*																																																																																																																																																																																					
Bivalvia	aff. Serripecten venosus																																																																ref. coll.																																																																																																																																																																																											
Bivalvia	Amphidesma porrectum																																									*																																																																																																																																																																																																																		
Bivalvia	Amphidonte cf. conica																				*																																																																																																																																																																																																																																							
Bivalvia	Amphidonte sp.																								*																																																																																																																																																																																																																																			
Bivalvia	Arca pittensis																																																			*																																																																																																																																																																																																								
Bivalvia	Arca sp.																																																	*																																																																																																																																																																																																										
Bivalvia	Atrina zelandica																																																																																																																																																																																																																																								*																			
Bivalvia	Aulacomya ater maoriana																	*																																																																																																															*		*																																																																																																																									
Bivalvia	Aulacomya maoriana																																									*																																																																																																																																																																																																																		
Bivalvia	Austrovenus stutchburyi																																																																																																																																*																																																																																																																											
Bivalvia	Bakevelliidae gen. indet.																								added by J. Crampton																																																																																																																																																																																																																																			
Bivalvia	Barbatia (Pugilarca) barneaformis																																																			*																																																																																																																																																																																																								
Bivalvia	Barbatia novaezelandiae																																																																																																																																*																																																																																																																											
Bivalvia	Barnea (Anchomasa) similis																	*																																																																																																																																																																																																																																										
Bivalvia	Bassina macclurgi																	*																																																																																																																																																																																																																																										
Bivalvia	Camptonectes sp.																				*																																																																																																																																																																																																																																							
Bivalvia	Cardita northcrofti																																																			*		*																																																																																																																																																																																																						
Bivalvia	Caryocorbula tophina																																																	*																																																																																																																																																																																																										
Bivalvia	Chama pittensis																																																			*		*																																																																																																																																																																																																						
Bivalvia	Chlamys (Zygochlamys) seymouri																																																																																						*																																																																																																																																																																					
Bivalvia	Chlamys aff. mercuria																																																			Spec. located in trays and added to Ref. Coll. - I.W.K. 17/6/1975																																																																																																																																																																																																								
Bivalvia	Chlamys cf. seymouri																																			*																																																																																																																																																																																																																								
Bivalvia	Chlamys chathamensis																																																			*																																																																																																																																																																																																								
Bivalvia	Chlamys delicatula																																																																																																																																		*																																																																																																																									
Bivalvia	Chlamys mercuria																																																	*																																																																																																																																																																																																										
Bivalvia	Chlamys n.sp.																																																	*																																																																																																																																																																																																										
Bivalvia	Chlamys patagonica delicatula																	 = titirangiensis																																																																																																																																																																																																																																										
Bivalvia	Chlamys seymouri																																																			*																																																																																																																																																																																																								
Bivalvia	Chlamys sp.																																																																																																				*																	*																																																																																																																																						
Bivalvia	Chlamys sp. indet.																																					*																																																																																																																																																																																																																						
Bivalvia	Chlamys zelandiae																																																																																																																																forma dieffenbachi																																																																																																																											
Bivalvia	Condylocuna torquata																	*																																																																																																																																																																																																																																										
Bivalvia	Corbula howesi																																																			*		*																																																																																																																																																																																																						
Bivalvia	Ctenoides naufragus																																																			*																																																																																																																																																																																																								
Bivalvia	Cuna antiqua																																																					*																																																																																																																																																																																																						
Bivalvia	Cyclomactra ovata																	*																																																																																																																	*																																																																																																																									
Bivalvia	Divaricella (Divalucina) huttoniana																																																																																																																																*																																																																																																																											
Bivalvia	Dosinia (Kereia) greyi																																																																																																																																																																																																																																								*																			
Bivalvia	Dosinia (Phacosoma) maoriana																																																																																																																																*																																																																																																																											
Bivalvia	Dosinia (Phacosoma) subrosea																	*																																																																																																																																																																																																																																										
Bivalvia	Dosinia chathamensis																																																					*																																																																																																																																																																																																						
Bivalvia	Dosinia sp.																																																																																																																																																					*																																																																																																						
Bivalvia	Eburneopecten n.sp.																																																	*																																																																																																																																																																																																										
Bivalvia	Elliptotellina donaciformis																																																	*																																																																																																																																																																																																										
Bivalvia	Eumarcia (Eumarcia) plana																	*																																																																																																																	*																																																																																																																									
Bivalvia	Felaniella (Zemysia) zelandica																	*																																																																																																																																																																																																																																										
Bivalvia	Gari stangeri																	*																								*																																																																																									*																																																																																																																									
Bivalvia	gen. indet.																				bivalve fragments																																																																small indet. bivalves																																	*																																																																																																																																						
Bivalvia	Glycymeris (Glycymeris) ?waipipiensis																	*																																																																																																																																																																																																																																										
Bivalvia	Glycymeris (Glycymerita) modesta																																																																																																																																		*																																																																																																																									
Bivalvia	Glycymeris (Glycymerula) modesta																	Tucetona laticostata																																																																																																																																																																																																																																										
Bivalvia	Glycymeris (Grandaxinea) cf. wairarapaensis																																																																																																																																																																																																								Several broken large valves																																																			
Bivalvia	Glycymeris (Grandaxinea) laticostata																																																																																																																																		*																																																																																																																									
Bivalvia	Glycymeris hunti																																																			*		*																																																																																																																																																																																																						
Bivalvia	Glycymeris sp.																																																																																																																																																	*																																																																																																										
Bivalvia	Glycymeris traversi																																																			*		*																																																																																																																																																																																																						
Bivalvia	Glyptoactis (Fasciculicardia) nuntia																																																	*																																																																																																																																																																																																										
Bivalvia	Inoceramus sp.																				*																																																																																																																																																																																																																																							
Bivalvia	Isognomon sp.																																																																																																																																																							*																																																																																																				
Bivalvia	Jupiteria cf. leachi																																							*																																																																																																																																																																																																																				
Bivalvia	Kaparachlamys hectori																																																																												*																																																																																																																																																																															
Bivalvia	Leptomya concentrica																																																					*																																																																																																																																																																																																						
Bivalvia	Leptomya retiaria																																																																																																																																																																																																																																								*																			
Bivalvia	Lima n.sp.																																																	*																																																																																																																																																																																																										
Bivalvia	Lima vasis																																																			*																																																																																																																																																																																																								
Bivalvia	Limatula (Limatuletta) waitahana																																																	*																																																																																																																																																																																																										
Bivalvia	Limatula (Stabilima) maoria																	*																																																																																																																																																																																																																																										
Bivalvia	Limatula morioria																																																			*		*																																																																																																																																																																																																						
Bivalvia	Limea chathamensis																																																					*																																																																																																																																																																																																						
Bivalvia	Limopsis invalida																																																					*																																																																																																																																																																																																						
Bivalvia	Lissarca fossilis																																																			*																																																																																																																																																																																																								
Bivalvia	Marama (Hina) aff. tumida																																																																																																																																																																																																																		*																																									
Bivalvia	Mesopeplum sp.																																																																																																																																																																																																																		*																																									
Bivalvia	Modiolus aff. areolatus																																																																																																																																		*																																																																																																																									
Bivalvia	Myllitella vivens pinguis																	*																																																																																																																																																																																																																																										
Bivalvia	Mytilidae sp. gen. indet.																																																																																																																																																	*																																																																																																										
Bivalvia	Neilo cf. sublaevis																																																																																																																																																																																																																																								*																			
Bivalvia	Neilo sp.																																																																																																																																																																																																								One fragment with hinge																																																			
Bivalvia	Nemocardium (Pratulum) cf. finlayi																																																																																																																																																																																																																																								*																			
Bivalvia	Nemocardium (Pratulum) diversum																																																																ref. coll.																																																																																																																																																																																											
Bivalvia	Nemocardium (Pratulum) marwicki																																																	*																																																																																																																																																																																																										
Bivalvia	Nemocardium (Pratulum) sp.																																																																																																	*																																																																																																																																																										
Bivalvia	Nemocardium diversum																																																					*																																																																																																																																																																																																						
Bivalvia	Neogaimardia elegantula																	*																																																																																																																																																																																																																																										
Bivalvia	Notocallista (Striacallista) multistriata																	*																																																																																																																																																																																																																																										
Bivalvia	Notostrea tarda																																																											*		*											*																																																																																																																																																																																			
Bivalvia	Nucula sp.																																							*																																																																																																																																																																																																																				
Bivalvia	Ostrea lutaria																																																																																																																																		*																																																																																																																									
Bivalvia	Ostrea sp.																																																											*		*			*																																																																																																																																																																																											
Bivalvia	Panopea cf. malvernensis																								*																																																																																																																																																																																																																																			
Bivalvia	Panopea sp.																																																																																																																																																					*																																																																																																						
Bivalvia	Paphies (Paphies) porrectum																																																																																																																																		*																																																																																																																									
Bivalvia	Paphies porrecta																	*																																																																																																																																																																																																																																										
Bivalvia	Paphies subtriangulata																																																																																																																																*																																																																																																																											
Bivalvia	Paphirus largillierti																																									*																																																																																																																																																																																																																		
Bivalvia	Pecten novaezelandiae																																																																																																																																forma rakiura																																																																																																																											
Bivalvia	Pectinidae																																																													n. gern., n. sp.																																																																																																																																																																																														
Bivalvia	Pectinidae gen. indet.																								fragment																																																						*																																																																																																																																																																													
Bivalvia	Pectinidae n.gen.																																																	*																																																																																																																																																																																																										
Bivalvia	Perrierina ovata																	*																																																																																																																																																																																																																																										
Bivalvia	Philobrya galerita																	*																																																																																																																																																																																																																																										
Bivalvia	Placopecten hectori																																																			*																																																																																																																																																																																																								
Bivalvia	Pseudolimea sp.																				*																																																																																																																																																																																																																																							
Bivalvia	Purpurocardia titirangiensis																	*																																																																																																																																																																																																																																										
Bivalvia	Pycnodonte (Notostrea) tarda																																																	*																																																*																																																																																																																																																										
Bivalvia	Ruditapes largillierti																	*																																																																																																																	*																																																																																																																									
Bivalvia	Scalpomactra scalpellum																	*																																																																																																																																																																																																																																										
Bivalvia	Septifer willetsi																																																	?Hormomya willetsi																																																																																																																																																																																																										
Bivalvia	Taras (Zemysina) zelandica																																																																																																																																		*																																																																																																																									
Bivalvia	Tawera marshalli																																																			*		*																																																																																																																																																																																																						
Bivalvia	Tawera marthae																	*																								*																																																																																									*																																																																																																																									
Bivalvia	Teredinidae gen. indet.																																																																																																	*																																																																																																																																																										
Bivalvia	Teredinidae sp. gen. indet.																																																																																																																																																			*																																																																																																								
Bivalvia	Thyasira flexuosa																																																					*																																																																																																																																																																																																						
Bivalvia	Tucetona laticostata																																																																																																																																*																																																																																																																											
Bivalvia	Venericardia (Cyclocardia) cf. christiei																																																																																																																																																	*																																																																																																										
Bivalvia	Venericardia (Purpurocardia) martini																																																																																																																																		*																																																																																																																									
Bivalvia	Venericardia beata																																			*																*		*																																																																																																																																																																																																						
Bivalvia	Venericardia cf. subintermedia																																																																																																																																																																																																																		*																																									
Bivalvia	Venericardia martini																																									*																																																																																																																																																																																																																		
Bivalvia	Volupicuna firma																	*																																																																																																																																																																																																																																										
Gastropoda	'Galeodea' sp.																																																																																																																																																																																																																																								*																			
Gastropoda	?Austrosassia sp.																																																																																																																																																																																																																		*																																									
Gastropoda	?Cerithnacea sp.																								added by J. Crampton																																																																																																																																																																																																																																			
Gastropoda	?Glaphyrina sp.																																																																												*																																																																																																																																																																															
Gastropoda	?Maoricolpus aff. solomoni																																																																																																																																		*																																																																																																																									
Gastropoda	?Penion sp.																																																																												*																																																																																																																																																																															
Gastropoda	?Struthioptera sp.																								*																																																																																																																																																																																																																																			
Gastropoda	?Taniella sp.																																																																																																																																																					*																																																																																																						
Gastropoda	?Zeacolpus sp.																																																																																																																																																					*																																																																																																						
Gastropoda	?Zeacumantus sp.																																									*																																																																																																																																																																																																																		
Gastropoda	?Zemacies sp.																																																																																																																																																																																																																		*																																									
Gastropoda	Alcithoe sp.																																																																																																				*																																																																																																																																																							
Gastropoda	Alcithoe wilsonae																																																																																																																																		*																																																																																																																									
Gastropoda	Antisolarium stoliczkai																																																																																																																																																																																																																																								*																			
Gastropoda	Argalista arta																																																			*																																																																																																																																																																																																								
Gastropoda	Argalista effusa																																																			*																																																																																																																																																																																																								
Gastropoda	Argobuccinum pustulosum tumidum																																																																																																																																*																																																																																																																											
Gastropoda	Atalacmea elata																	*																																																																																																																																																																																																																																										
Gastropoda	Ataxocerithium simplex																	*																																																																																																																																																																																																																																										
Gastropoda	Austrofusus ?n.sp.																																																																																																				*																																																																																																																																																							
Gastropoda	Austrofusus glans																																																																																																																																*																																																																																																																											
Gastropoda	Austrofusus ngatuturaensis																																																																																																																																																																																																																																								*																			
Gastropoda	Austrofusus sp.																																																																																																																																																	*		*																																																																																																								
Gastropoda	Austromitra plicifera																																																					*																																																																																																																																																																																																						
Gastropoda	Austrosipho (Verconella) asper																																																			*		*																																																																																																																																																																																																						
