**************************************************************************************************************
Data downloaded from FRED (http://www.fred.org.nz) on February 21, 2015
FRED is the computer database for the NZ Fossil Record File (FRF), which is a nationally significant database administrated by GSNZ and GNS Science                                
Please acknowledge use of this data in publications, reports and presentations.                               
**************************************************************************************************************

********
Paleontology List
********
FR Number		C43/f7510	C46/f0059	C46/f0103	C46/f9508	C46/f9524	C46/f9524	CA/f0021A	CA/f0021A	CA/f0021A	CA/f0021B	CA/f0021B	CA/f0021B	CA/f0021B	CA/f0022A	CA/f0022A	CH/f0004	CH/f0004	CH/f0004	CH/f0011A	CH/f0011A	CH/f0011A	CH/f0011A	CH/f0011B	CH/f0011B	CH/f0013B	CH/f0013B	CH/f0013B	CH/f0020B	CH/f0020B	CH/f0023A	CH/f0023A	CH/f0025B	CH/f0025B	CH/f0025B	CH/f0039	CH/f0039	CH/f0045	CH/f0045	CH/f0076	CH/f0076	CH/f0078	CH/f0078	CH/f0095	CH/f0095	CH/f0100	CH/f0100	CH/f0101	CH/f0101	CH/f0104A	CH/f0104A	CH/f0105	CH/f0105	CH/f0106	CH/f0106	CH/f0110	CH/f0110	CH/f0111	CH/f0111	CH/f0112	CH/f0112	CH/f0114	CH/f0114	CH/f0114	CH/f0115	CH/f0115	CH/f0116	CH/f0116	CH/f0222	CH/f0222	CH/f0222A	CH/f0222A	CH/f0232	CH/f0232	CH/f0232A	CH/f0232A	CH/f0244	CH/f0244	CH/f0246	CH/f0246	CH/f0254A	CH/f0254A	CH/f0261A	CH/f0261A	CH/f0344	CH/f0344	CH/f0364A	CH/f0364A	CH/f0463	CH/f0463	CH/f0464	CH/f0464	CH/f0468	CH/f0468	CH/f0468	CH/f0474	CH/f0474	CH/f0474	CH/f0483	CH/f0483	CH/f0487	CH/f0487	CH/f0489	CH/f0489	CH/f0490	CH/f0490	CH/f0491	CH/f0491	CH/f0493	CH/f0493	CH/f0494	CH/f0494	CH/f0526	CH/f0526	CH/f0526	CH/f0526	CH/f0526	CH/f0526	CH/f0526	CH/f0526	CH/f0529	CH/f0529	CH/f0529	CH/f0529	CH/f0529	CH/f0530	CH/f0531	CH/f0531	CH/f0532	CH/f0532	CH/f0534	CH/f0534	CH/f0590	CH/f0590	CH/f0591	CH/f0591	CH/f0591	CH/f0592	CH/f0592	CH/f0593	CH/f0593	CH/f0594	CH/f0594	CH/f0602	D41/f0013	D41/f0013	D41/f0014	D41/f0014	D41/f0015	D41/f0015	D41/f0016	D41/f0016	D42/f0059	D43/f9498	D45/f0001	D45/f0002	D45/f0003	D45/f0004	D45/f0004	D45/f0004	D45/f0005	D45/f0006	D45/f0080	D45/f0080	D45/f7136	D45/f8456	D45/f8456	D45/f8462	D45/f8462	D45/f8482	D45/f8482	D45/f8554	D45/f8554	D45/f8554	D45/f8563	D45/f8601	D45/f8797	D45/f8819	D45/f8820	D45/f8821	D45/f8822	D45/f8822	D45/f8822	D45/f8823	D45/f8825	D45/f8826	D45/f8827	D45/f8828	D45/f8828	D45/f8829	D45/f8830	D45/f9484	D45/f9485	D45/f9486	D45/f9487	D45/f9488	D45/f9492	D45/f9585	E37/f9514	E37/f9514	E38/f6513	E38/f6513	E43/f9500	E43/f9500	E46/f7430	E46/f9487	E46/f9489	E46/f9489	G36/f6501	G36/f6501	G36/f6501	I38/f7650	I38/f7650	I38/f7747	I39/f7560	I43/f0053	J31/f9464	J31/f9464	J31/f9492	J31/f9495	J31/f9827	J31/f9827	J32/f7571	J32/f7571	J32/f7571	J32/f9507	J32/f9507	J32/f9602	J32/f9602	J32/f9603	J32/f9603	J32/f9604	J33/f7580	J36/f0002	J38/f0056	J38/f7003A	J38/f8504	J38/f8504	J38/f9490	J38/f9490	J39/f7500C	J39/f7525	J39/f7525	J39/f7586	J39/f7586	J39/f7587	J39/f7590	J39/f7592	J39/f7593	J39/f7626	J39/f7626	
Foraminifera	Cribrorotalia ornatissimum																																																																																																																																																																										DVct 1,;																																																								
Foraminifera	Cristellaria																																																																																																																																																																																																																			*		*													
Foraminifera	Cristellaria cf. crepidula																																																																																																																																																																																																																				*						*								
Foraminifera	Cristellaria cultrata																																																																																																																																																																																																																								*										
Foraminifera	Cristellaria gyroscalprum																																																																																																																																																																																																																				*														
Foraminifera	Cyclammina																																																				*																																																																																																																																																										*	*	*			*													large		
Foraminifera	Cyclammina incisa																																																																																																																																																												*	*		*																																																																			
Foraminifera	Cyclammina sp.																																																																																																																																																																																																																		*																
Foraminifera	Cyclammina spp.																																																																																																																																																										*																																																																								
Foraminifera	Cyclogyra involvens																																																																																																																																																																																																														*																				
Foraminifera	Dentalina soluta													*			*																																																																																																																																																																																																																		
Foraminifera	Dentalina subcostata																																	*																																																																																																																																																																																																	
Foraminifera	Dentalina vertebralis																																																																																																																																																																																			*																																															
Foraminifera	Discopulvinulina bertheloti									*				*			*																																																																																																																																																																																																																		
Foraminifera	Discopulvinulina cf. bertheloti																																																																																																																																																																																			n. sp.																																															
Foraminifera	Discopulvinulina scopos									*				*																																																																																																																																																																																																																					
Foraminifera	Discorbidae						*																																																																																																																																																																																																																												
Foraminifera	Discorbinella cf. timida																*																																																																																																																																																																																																																		
Foraminifera	Discorbis scopos	*																																																																																																																																																																																																																																	
Foraminifera	Discorotalia tenuissima																																																																																																																																																																												1																																																						
Foraminifera	Dorothia minima									*																																																																																																																																																																																																																									
Foraminifera	Dyocibicides																																																																																																																																																																																																														*																				
Foraminifera	Dyocibicides primitiva									*				*			*																																																																																																																																																																																																																		
Foraminifera	Dyocibicides sp.																																																																																																																																																																												3																																																						
Foraminifera	Ehrenbergina marwicki																																																																																																																																																																										DVct 2,;		1																																																						
Foraminifera	Elphidiononion aoteanum																																																																																																																																																																																			common																																															
Foraminifera	Elphidium cf. advenum									*				*																																																																																																																																					*																																																																																
Foraminifera	Elphidium gibsoni																																																																																																																																																																										DVct 2,;		1																																																						
Foraminifera	Elphidium nigarense																																																																																																																																																																												1																																		+																				
Foraminifera	Elphidium ornatissimum																																																																																																																																																		*																																																																																
Foraminifera	Elphidium pseudoinflatum																																																																																																																																																																												1																																		+																				
Foraminifera	Elphidium sp.																																																																																				*																																																																																																																																														
Foraminifera	Epistomina elegans																																	*																																																			*																																																																																															*																																															
Foraminifera	Epistomina sp.																																																																																																																																																																																			*																																															
Foraminifera	Epistominella cassidulinoides																																																																																																																																																																												6																																																						
Foraminifera	Epistominella iota									*																																																																																																																																																																			2																																																						
Foraminifera	Eponides broeckhianus									*																																																																																																																																																																																																																									
Foraminifera	Eponides ecuadorensis																																	*																																																																																																																																																																																																	
Foraminifera	Eponides repandus																																																																																																																																																																												1																																																						
Foraminifera	Eponides tenera																																																																																																																																																																																			*																																															
Foraminifera	Euuvigerina miozea	*																																																																																																																																																																																																																																	
Foraminifera	Fissurina annectens																*																																																																																																																																																																																																																		
Foraminifera	Fissurina aperta																																																																																																																																																																												1																																																						
Foraminifera	Fissurina cf. lucida	*																																																																																																																																																																																																																																	
Foraminifera	Fissurina marginata																																																																																																																																																																												1																																																						
Foraminifera	Gaudryina																																																																																																																																																																																																														*																				
Foraminifera	Gaudryina convexa																																																																																																																																																																												2																																																						
Foraminifera	Gaudryina kaiataensis																																																				*																																																																																																																																																																														
Foraminifera	Gaudryina n.sp.																																	*																																																																																																																																																																																																	
Foraminifera	Gaudryina reussi																																	*																																																																																																																																																																																																	
Foraminifera	Gaudryina whangaia																																																																																				*																																																																																																																																														
Foraminifera	gen. indet.																																																																																																																																																										Polymorphinidae	Polymorphinidae	Polymorphinidae			Polymorphinidae																																																																			
Foraminifera	Glandulina symmetrica	*								*				*			*																																																																																																																																																																																																																		
Foraminifera	Globigerapsis index																																																				*																																																																																																																																																																														
Foraminifera	Globigerina (Globigerina) bulloides																																																																																							*																																																																																																																																											
Foraminifera	Globigerina (Globigerina) ciperoensis angustiumbilicata																																																																																							*																																																																																																																																											
Foraminifera	Globigerina (Globigerina) ciperoensis ciperoensis																																																																																							*																																																																																																																																											
Foraminifera	Globigerina (Globigerina) ouachitaensis																																																																																							*																																																																																																																																											
Foraminifera	Globigerina (Globigerina) woodi connecta																																																																																							*																																																																																																																																											
Foraminifera	Globigerina (Globigerina) woodi woodi																																																																																							*																																																																																																																																											
Foraminifera	Globigerina aff. apertura																																																																																																																																																																																			*																																															
Foraminifera	Globigerina aff. semivera																																																																																				*																																																																																																																																														
Foraminifera	Globigerina apertura									*				*			*																																																																				*																																				*																																																																																																										
Foraminifera	Globigerina bulloides									*				*			*																																																																				*																																																																																															*																													*																		
Foraminifera	Globigerina euapertura																																																																																																																																																											*		*				?																																																																	
Foraminifera	Globigerina falconensis																																																																																																																																																																												*																																																						
Foraminifera	Globigerina nepenthes																																																																																																																																																																																																																						*			very good									
Foraminifera	Globigerina quinqueloba																																																																																																																																																																																			*																																															
Foraminifera	Globigerina spp.																																																																																																																																																										*	*	*		*	*	*																																																																		
Foraminifera	Globigerina subcretacea													*			*																																																																																																																																																																																																																		
Foraminifera	Globigerina woodi																																																																																																																																																																										*																																																								
Foraminifera	Globigerina woodi connecta																																																																																																																																																																										*		*																																																						
Foraminifera	Globigerinita incrusta																																																																																							*																																																																																																																																											
Foraminifera	Globigerinoides																																																																																				one specimen																																																																																																																																														
Foraminifera	Globigerinoides altiaperturus																																																																																							*																																																																																																																																											
Foraminifera	Globigerinoides apertasuturalis																																																																																							*																																																																																																																																											
Foraminifera	Globigerinoides index																																	*																																																																																																																																																																																																	
Foraminifera	Globigerinoides ruber																																																																																																																																																																																			*																																															
Foraminifera	Globigerinoides trilobus																																																																																																																																																																																																														*		*																		
Foraminifera	Globigerinoides trilobus trilobus																																																																																														moderatly advanced			*																																																																																																																																	
Foraminifera	Globobulimina pacifica																																																																																																																																																																																																														*	*																			
Foraminifera	Globobulimina pupula																																																				*																																																																																																																																																																														
Foraminifera	Globocassidulina arata																																																																																																																																																																																																														*																				
Foraminifera	Globocassidulina pseudocrassa																																																																																																																																																										*																																																																								
Foraminifera	Globocassidulina subglobosa																																																																																																																																																										*		*		*	*	*	*									DVct 18,;		12																																																						
Foraminifera	Globoquadrina																																			*																																																																																																																																																																																															
Foraminifera	Globoquadrina dehiscens																																																																																				*			*																																																																																					*																																				*									*									
Foraminifera	Globorotalia (Turborotalia) nana nana																																																																																							*																																																																																																																																											
Foraminifera	Globorotalia (Turborotalia) nana semivera																																																																																							*																																																																																																																																											
Foraminifera	Globorotalia ?miotumida																																																																																																																																																																																																																									*									
Foraminifera	Globorotalia aff. crassula																																																																																																																																																																																			*																																															
Foraminifera	Globorotalia cf. praemenardii																																																																																																																																																																																																														*																				
Foraminifera	Globorotalia inflata																																																																																																																																																																																			*																																															
Foraminifera	Globorotalia menardii panda																																																																																																																																																																																																																									*									
Foraminifera	Globorotalia miozea																																																																																																																								*																																																																										*			*																	conical var.												
Foraminifera	Globorotalia miozea conoidea																																																																																																																																																																																																															*	*																		
Foraminifera	Globorotalia miozea miozea																																																																																																																																																																																																																*																		
Foraminifera	Globorotalia nana																																																																																																																																																																												*																																																						
Foraminifera	Globorotalia opima																																																																																																																																																												?																																																																						
Foraminifera	Globorotalia zealandica zealandica																																																																																														*																																																																																																																																				
Foraminifera	Gyroidina cf. orbicularis																																	*																																																																																																																																																																																																	
Foraminifera	Gyroidina danvillensis																																																																																																																																																																																																														*																				
Foraminifera	Gyroidina prominula																																																																																																																																																																																			*																																															
Foraminifera	Gyroidina pseudorbicularis																																																																																																																																																											*					*																																																																		
Foraminifera	Gyroidina scrobiculata																																	*																																																																																																																																																																																																	
Foraminifera	Gyroidina sp.									prominula group?				?prominula group																																																																																																																																																																																																																					
Foraminifera	Gyroidina zelandica																																																																																																																																																																												2																																		*	*	*																		
Foraminifera	Gyroidinoides allani																																																																																																																																																										*	*	*		*	*	*	*																																																																	
Foraminifera	Gyroidinoides prominula	*																																																																																																																																																																																																																																	
Foraminifera	Gyroidinoides sp.																																																																																				*																																																																																																																																														
Foraminifera	Gyroidinoides spp.																																																				*																																																																																																																																																																														
Foraminifera	Gyroidinoides zelandica													*			*																																																																																																																																																																																																																		
Foraminifera	Haeuslerella cf. morgani																																																																																																																																																																																																														*																				
Foraminifera	Haeuslerella decepta	*								*				*																																																																																																																																																																																																																					
Foraminifera	Haeuslerella hectori	*								*				*			*																																																																																																																																																																																																																		
Foraminifera	Haeuslerella morgani																																																																																																																																																																																			*																																															
Foraminifera	Haeuslerella pukeuriensis						*																																																																																																																																																																																																								*	*																			
Foraminifera	Haeuslerella textilariformis																																																																																																																																																										*		*	*		*	*																																																																		
Foraminifera	Hanzawaia apposita																																																				*																																																																																																																																																																														
Foraminifera	Hanzawaia bertheloti																																																																																																																																																																										DVct 2,;		2																																																						
Foraminifera	Hanzawaia cf. complanata																																																																																																																																																																										DVct 1,;																																																								
Foraminifera	Hanzawaia turgida																																																																																																																																																																												4																																																						
Foraminifera	Haplophragmoides spp.																																																																																																																																																											*		*				*																																																																	
Foraminifera	Heterostegina borneensis																																																																																																																																																																																																														+																				
Foraminifera	Hoeglundina elegans																																																																																																																																																																																																														*	*																			
Foraminifera	Hopkinsina mioindex																																																																																																																																																																																																		*			*																	*												
Foraminifera	Involutina sp.									*																																																																																																																																																																																																																									
Foraminifera	Karreriella novozealandica																																	*																																																			*																																																																																																																																														
Foraminifera	Karreriella spp.																																																																																																																																																										*																																																																								
Foraminifera	Kolesnikovella australis																																																																																																																																																																												4																																																						
Foraminifera	Lagena cf. laevis																smooth wall																																																																																																																																																																																																																		
Foraminifera	Lagena elongata									*				*			*																																																																																																																																																																																																																		
Foraminifera	Lagena s.l. spp.																																																																																																																																																																																			*																																															
Foraminifera	Lagena sulcata									*							*																																																																																																																																																																																																																		
Foraminifera	Lagenodosaria hirsuta									*																																																																																																																																																																																																																									
Foraminifera	Lagenonodosaria hirsuta													*			*																																																																																																																																																																																																																		
Foraminifera	Lagenonodosaria scalaris	*																																																																																			*																																																																																																																																														
Foraminifera	Laticarinina sp. a																																																																																																																																																																												1																																																						
Foraminifera	Lenticulina																																																																																																																																																																																																														*	*	*																		
Foraminifera	Lenticulina mamilligera									*																																																																											*																																																																																						DVct 1,;																																																								
Foraminifera	Lenticulina nitida																																																																																																																																																																										DVct 1,;																																																								
Foraminifera	Lenticulina sp.																																																																																																																			Good pres																																																																																																															
Foraminifera	Lenticulina spp.																																																																																																																																																										*		*	*		*	*	*																																																																	
Foraminifera	Lingulina avellanoides																																																																																																																																																																																																														*																				
Foraminifera	Listerella cf. levis																																	*																																																																																																																																																																																																	
Foraminifera	Marginulina subbullata																																																																																																																																																																																			*																																															
Foraminifera	Marginulinopsis allani																																																																																																																																																										*																																																																								
Foraminifera	Martinottiella																																																																																																																																																																																																																*																		
Foraminifera	Martinottiella communis									*				*			*																																																																																																																																																																			*																																															
Foraminifera	Melonis dorreeni																																																																																																																																																																										DVct 1,;																																																								
Foraminifera	Melonis maorica																																																																																																																																																										*	*	*			*	*																																																																		
Foraminifera	Melonis simplex																																																																																																																																																																										DVct 4,;		3																																																						
Foraminifera	Miliolidae																																																				*																																																																																																																																																																														
Foraminifera	Miliolinella																																																																																																																																																																																																														*																				
Foraminifera	Miliolinella sp. a													*																																																																																																																																																																																																																					
Foraminifera	Miliolinella sp. b									*				*																																																																																																																																																																																																																					
Foraminifera	Miliolinella sp. f													*																																																																																																																																																																																																																					
Foraminifera	Neoconorbina																																																																																																																																																																																																														*																				
Foraminifera	Nodosaria																																																																																																																																																																																																														*					*							*								
Foraminifera	Nodosaria longiscata																																																																																																																																																																										DVct 1,;		1																																																						
Foraminifera	Nodosariidae																																																				*																																																																																																																																																																														
Foraminifera	Nonion aff. pompilioides																																	*																																																																																																																																																																																																	
Foraminifera	Nonion cassidulinoides																																																																																																																																																																												1																																																						
Foraminifera	Nonion cf. halkyardi																																																																																																																																																																																			*																																															
Foraminifera	Nonion deceptrix	*								*				*			*																																																																																																																																																																																																																		
Foraminifera	Nonion flemingi																																																																																																																																																																																			*																																															
Foraminifera	Nonion maoricum																																	*																																																																																																																																																																																																	
Foraminifera	Nonion sp.																																																																																				*																																																																																																																																														
Foraminifera	Nonionella aff. zenitens																																																																																																																																																																																			*																																															
Foraminifera	Nonionella magnalingua	*								*							*																																																																																																																																																																																																																		
Foraminifera	Nonionella novozealandica																very small																																																																																																																																																																																																																		
