Related Stratno | Related unit name | Relation Type | Related Stratno | Stratigraphic Name |Contact Type | Comments  
28502|Detention Subgroup|overlies|24886|Cowrie Siltstone|not specified|
6807|Forest Conglomerate|overlies|24886|Cowrie Siltstone|unconformity|
8767|Irby Siltstone|overlies|24886|Cowrie Siltstone|not specified|
1490|Benson Peak Sandstone|overlies|4834|Cradle Cirque Siltstone|not specified|
10056|Lake Holmes Coal Measures|underlies|4834|Cradle Cirque Siltstone|not specified|
6363|Eumeralla Formation|overlies|4874|Crayfish Subgroup|not specified|
27784|Golden Valley Group|underlies|4877|Creekton Formation|not specified|
15348|Poatina Group|overlies|4877|Creekton Formation|not specified|
7994|Halls Formation|underlies|4882|Crescent Spur Sandstone|conformity|
25622|Whyte River Complex|is faulted against|4882|Crescent Spur Sandstone||
16022|Renison Bell Formation|underlies|4898|Crimson Creek Formation|conformity|
17488|Success Creek Group|underlies|4898|Crimson Creek Formation|conformity|
35367|Spinks Creek Volcanics|overlies|74641|Croles Hill Diamictite|not specified|
4781|Cottons Breccia|underlies|74645|Cumberland Creek Dolostone|conformity|Forms cap carbonate
74646|Yarra Creek Shale|overlies|74645|Cumberland Creek Dolostone|conformity|Transitional upwards
11567|McLeod Creek Formation|overlies|5080|Currawong Quartzite|not specified|
27227|Richea Siltstone|underlies|5080|Currawong Quartzite|not specified|
23322|Abels Bay Formation|underlies|5105|Cygnet Coal Measures|not specified|
1128|Barnetts Member|overlies|5105|Cygnet Coal Measures|not specified|
2080|Bogan Gap Group|underlies|5105|Cygnet Coal Measures|not specified|
27773|Ferntree Mudstone|underlies|5105|Cygnet Coal Measures|not specified|
40045|Lewis Point Siltstone and Sandstone|overlies|35497|D'Entrecasteaux Formation|not specified|
16635|Satellite Siltstone|underlies|35497|D'Entrecasteaux Formation|not specified|
23412|Boullanger Formation|overlies|26514|Darlington Limestone|conformity|
18756|Tyndall Group|overlies|5256|Darwin Granite|not specified|
26529|Dundas Group|overlies|5271|Davey Group|unconformity|
2985|Bundella Mudstone|underlies|27267|Deep Bay Formation|unconformity|
23798|Minnie Point Formation|overlies|27267|Deep Bay Formation|conformity|
7994|Halls Formation|overlies|5328|Deep Creek Volcanics|conformity|
18441|Torquay Group|overlies|36796|Demons Bluff Group|disconformity|
14696|Overflow Creek Formation|underlies|5367|Den Formation|not specified|
14685|Otway Group|overlies|41196|Den Hills Formation|disconformity|
26529|Dundas Group|underlies|5370|Denison Group|disconformity|
7586|Gordon Group|overlies|5370|Denison Group|not specified|
13057|Mount Read Volcanics|underlies|5370|Denison Group|not specified|partial
34165|Owen Group|underlies|5370|Denison Group|unconformity|
17232|Squirrel Creek Formation|overlies|5370|Denison Group||
14685|Otway Group|overlies|27389|Dergholm Granite|nonconformity|
24886|Cowrie Siltstone|underlies|28502|Detention Subgroup|not specified|
8767|Irby Siltstone|overlies|28502|Detention Subgroup|not specified|
24293|Gomorrah Dolomite|underlies|24243|Devils Eye Dolomite|conformity|
24509|Styx Dolomite|overlies|24243|Devils Eye Dolomite|conformity|
5924|Eastern View Formation|underlies|5489|Dilwyn Formation||
11654|Mepunga Formation|overlies|5489|Dilwyn Formation|not specified|
14185|Nirranda Group|overlies|5489|Dilwyn Formation|not specified|
14994|Pebble Point Formation|underlies|5489|Dilwyn Formation|conformity|
12032|Mole Creek Formation|overlies|25881|Dogs Head Formation|not specified|
16632|Sassafras Creek Formation|underlies|25881|Dogs Head Formation|not specified|
35500|Johnston Point Sandstone|underlies|40051|Dreamy Bay Tillitic Sandstone|not specified|
19858|Whalers Bluff Formation|overlies|5752|Duddo Limestone|not specified|
73064|Gnomon Mudstone|underlies|5800|Duncan Conglomerate|not specified|
27837|Moina Sandstone|overlies|5800|Duncan Conglomerate|not specified|
15788|Radfords Creek Group|overlies|5800|Duncan Conglomerate|not specified|
3868|Central Volcanic Complex|underlies|26529|Dundas Group|not specified|
4898|Crimson Creek Formation|underlies|26529|Dundas Group|not specified|
5271|Davey Group|underlies|26529|Dundas Group|unconformity|
5370|Denison Group|overlies|26529|Dundas Group|not specified|partial
41021|Otway Megasequence|underlies|41022|Durroon Megasequence||
7586|Gordon Group|underlies|27768|Eldon Group|disconformity|
78542|Cassiterite Creek Quartzite|underlies|78543|Emmetts Creek Shale|conformity|abruptly
78544|Looneys Flat Siltstone|overlies|78543|Emmetts Creek Shale|conformity|gradational
16826|Sherbrook Group|overlies|6363|Eumeralla Formation|unconformity|
19406|Wangerrip Group|underlies|6363|Eumeralla Formation||
2985|Bundella Mudstone|underlies|24975|Faulkner Group|conformity|
3730|Cascades Group|overlies|24975|Faulkner Group|conformity|
27784|Golden Valley Group|underlies|24975|Faulkner Group|conformity|
15903|Rayner Sandstone|overlies|24975|Faulkner Group||
4392|Comet Slate|overlies|6602|Fernfields Formation|not specified|
4170|Climie Formation|overlies|6606|Fernflow Formation|not specified|
4392|Comet Slate|underlies|6606|Fernflow Formation|not specified|
5105|Cygnet Coal Measures|overlies|6611|Ferntree Group|not specified|
11075|Malbina Formation|underlies|6611|Ferntree Group|not specified|
5105|Cygnet Coal Measures|overlies|27773|Ferntree Mudstone|not specified|
16114|Risdon Sandstone|underlies|27773|Ferntree Mudstone|not specified|
34211|Franklin Metamorphic Complex|underlies|73343|Fincham Metamorphic Complex|not specified|
10966|Macrae Mudstone|underlies|6732|Flat-Top Formation|not specified|
1415|Belfast Mudstone|overlies|6733|Flaxman Formation|conformity|
1824|Black River Dolomite|overlies|6807|Forest Conglomerate|not specified|
24886|Cowrie Siltstone|underlies|6807|Forest Conglomerate|unconformity|
73343|Fincham Metamorphic Complex|overlies|34211|Franklin Metamorphic Complex|not specified|
70245|Mary Metamorphic Complex|underlies|34211|Franklin Metamorphic Complex|not specified|
7717|Grassy Group|overlies|74061|Fraser Formation|angular unconformity|
74594|Shower Droplet Volcanics|overlies|74061|Fraser Formation|angular unconformity|
7107|Gellibrand Marl|underlies|6976|Gambier Limestone||
8311|Heytesbury Group|overlies|6976|Gambier Limestone|not specified|
2080|Bogan Gap Group|overlies|7001|Garcia Sandstone|conformity|
27227|Richea Siltstone|overlies|7101|Gell Quartzite|not specified|
4157|Clifton Formation|underlies|7107|Gellibrand Marl|not specified|
5489|Dilwyn Formation|underlies|7107|Gellibrand Marl|disconformity|
13904|Narrawaturk Marl|underlies|7107|Gellibrand Marl||
27339|Billop Sandstone|overlies|7369|Glencoe Formation|not specified|
15719|Quamby Mudstone|underlies|7369|Glencoe Formation|not specified|
5800|Duncan Conglomerate|overlies|73064|Gnomon Mudstone|unconformity|
1190|Barrington Chert|underlies|27421|Gog Range Greywacke|not specified|
11938|Minnow Keratophyre|overlies|27421|Gog Range Greywacke|not specified|
15719|Quamby Mudstone|underlies|27784|Golden Valley Group|conformity|
24161|Annakananda Formation|underlies|24293|Gomorrah Dolomite|conformity|
24509|Styx Dolomite|overlies|24293|Gomorrah Dolomite|conformity|
5370|Denison Group|underlies|7586|Gordon Group|not specified|
27768|Eldon Group|overlies|7586|Gordon Group|not specified|
27837|Moina Sandstone|underlies|7586|Gordon Group|not specified|
18145|Tiger Range Group|overlies|7586|Gordon Group|not specified|
5105|Cygnet Coal Measures|underlies|7639|Gould Conglomerate|not specified|
27555|Rocky Cape Group|underlies|7717|Grassy Group|unconformity|
6205|Enstone Park Limestone|overlies|7726|Gray Siltstone|not specified|
15995|Reeds Conglomerate|overlies|25935|Great Dome Sandstone|conformity|
26140|Singing Creek Formation|underlies|25935|Great Dome Sandstone|conformity|
74595|City of Melbourne Volcanics|overlies|37343|Grimes Intrusive Suite|not specified|Some sills underlie this unit.
73143|Birchs Inlet Volcanics|is equivalent to|75977|Guilfoyle Creek Basalt||Lithogeochemical correlation.
75980|Luina Group|is equivalent to|75977|Guilfoyle Creek Basalt||basalts corelated
4882|Crescent Spur Sandstone|overlies|7994|Halls Formation|conformity|
5328|Deep Creek Volcanics|underlies|7994|Halls Formation|conformity|
18060|Thirlstane Basalt|overlies|69661|Harford beds|not specified|
14185|Nirranda Group|underlies|8311|Heytesbury Group|unconformity|
19406|Wangerrip Group|underlies|8311|Heytesbury Group|not specified|
2985|Bundella Mudstone|underlies|29207|Hickman Formation|not specified|
15950|Red Lead Conglomerate|underlies|8399|Hodge Formation|not specified|
19546|Wart Hill Pyroclastics|overlies|8552|Hudson River Pyroclastics|not specified|
24363|Lot Formation|underlies|24313|Huon River Formation|conformity|
24392|Mount Bowes Formation|overlies|24313|Huon River Formation|conformity|
14685|Otway Group|overlies|41195|Hypatia Formation|disconformity|
17376|Stony Head Sandstone|underlies|75366|Industry Road Member|conformity|transitional likely. Not well exposed
18724|Turquoise Bluff Slate|overlies|75366|Industry Road Member|conformity|transitional likely. Not well exposed
15549|Preolenna Coal Measures|overlies|25077|Inglis Siltstone|not specified|
27023|Wynyard Tillite|underlies|25077|Inglis Siltstone|not specified|
24886|Cowrie Siltstone|underlies|8767|Irby Siltstone|not specified|
28502|Detention Subgroup|underlies|8767|Irby Siltstone|not specified|
8833|Jacob Quartzite|overlies|8767|Irby Siltstone|not specified|
19661|Wedge River beds|underlies|23663|Island Road Formation|angular unconformity|Inferred
8767|Irby Siltstone|underlies|8833|Jacob Quartzite|not specified|
36796|Demons Bluff Group|underlies|8858|Jan Juc Marl|conformity|
73357|Lachlan Conglomerate|underlies|8867|Jane Dolomite|not specified|
73429|Narrows Formation|underlies|23672|Joan Point Sandstone|not specified|
37828|Corn Hill Formation|underlies|73337|Johnston Creek Siltstone|unconformity|
40045|Lewis Point Siltstone and Sandstone|underlies|35500|Johnston Point Sandstone|not specified|
15950|Red Lead Conglomerate|overlies|9052|Judith Formation|not specified|
18756|Tyndall Group|underlies|25095|Jukes Conglomerate|not specified|
6363|Eumeralla Formation|overlies|41185|Kadnook Creek Granodiorite|not specified|
1824|Black River Dolomite|underlies|34163|Kanunnah Subgroup|unconformity|
27555|Rocky Cape Group|underlies|34163|Kanunnah Subgroup|unconformity|
17009|Smithton Dolomite|overlies|34163|Kanunnah Subgroup|conformity|
3738|Cashions Creek Limestone|overlies|9290|Karmberg Limestone|not specified|
27081|Florentine Valley Formation|underlies|9290|Karmberg Limestone|not specified|
778|Austral Creek Siltstone|overlies|25112|Keel Quartzite|not specified|
74641|Croles Hill Diamictite|overlies|22085|Keppel Creek Formation|not specified|
8867|Jane Dolomite|overlies|73357|Lachlan Conglomerate|not specified|
73352|Scotchfire Metamorphic Complex|underlies|73357|Lachlan Conglomerate|not specified|
4834|Cradle Cirque Siltstone|overlies|10056|Lake Holmes Coal Measures|not specified|
10077|Lake Will Pebbly Siltstone|underlies|10056|Lake Holmes Coal Measures|not specified|
29227|Sarah-Jane Quartzite|overlies|24350|Lake Judd Formation|conformity|
24161|Annakananda Formation|underlies|24351|Lake Timk Formation|not specified|
24293|Gomorrah Dolomite|overlies|24351|Lake Timk Formation|not specified|
1115|Barn Bluff Conglomerate|underlies|10077|Lake Will Pebbly Siltstone|not specified|
10056|Lake Holmes Coal Measures|overlies|10077|Lake Will Pebbly Siltstone|not specified|
35497|D'Entrecasteaux Formation|underlies|40045|Lewis Point Siltstone and Sandstone|not specified|
35500|Johnston Point Sandstone|overlies|40045|Lewis Point Siltstone and Sandstone|not specified|
11437|Masseys Creek Group|underlies|27464|Liffey Group|conformity|
19773|West Arm Group|overlies|27464|Liffey Group|unconformity|
40874|Lisle Granodiorite|intrudes|75363|Lone Star Siltstone||
75364|Retreat Formation|underlies|75363|Lone Star Siltstone|conformity|but abrupt
75362|Sideling Sandstone|overlies|75363|Lone Star Siltstone|conformity|transitional
29227|Sarah-Jane Quartzite|underlies|26311|Lonely Tarns Formation|conformity|
12904|Mount Mackenzie Formation|underlies|28188|Long Bay Shale|not specified|
78543|Emmetts Creek Shale|underlies|78544|Looneys Flat Siltstone|conformity|
69914|Cape Wickham Granite|is equivalent to|75978|Loorana Granite||or slightly older
41157|Surprise Bay Formation|is intruded by|75978|Loorana Granite||
24313|Huon River Formation|overlies|24363|Lot Formation|conformity|
24566|Weld River Group|overlies|24363|Lot Formation|unconformity|
29473|Mount Julia Member|overlies|29474|Lynchford Member|conformity|
27339|Billop Sandstone|underlies|10966|Macrae Mudstone|conformity|
3730|Cascades Group|underlies|11075|Malbina Formation|unconformity|
27267|Deep Bay Formation|underlies|11075|Malbina Formation|not specified|
6611|Ferntree Group|overlies|11075|Malbina Formation|conformity|
16114|Risdon Sandstone|overlies|11075|Malbina Formation|not specified|
23515|Counsel Creek Formation|underlies|23769|Marra Formation|conformity|
24038|Toarra Formation|overlies|23769|Marra Formation|unconformity|
34211|Franklin Metamorphic Complex|overlies|70245|Mary Metamorphic Complex|not specified|
14994|Pebble Point Formation|overlies|68588|Massacre Shale|not specified|
40854|Henbury Granite|intrudes|36812|Mathinna Supergroup||
69574|Long Point Granodiorite|intrudes|36812|Mathinna Supergroup||
13008|Mount Paris Granite|intrudes|36812|Mathinna Supergroup||
14900|Parmeener Supergroup|overlies|36812|Mathinna Supergroup|unconformity|
5080|Currawong Quartzite|underlies|11567|McLeod Creek Formation|not specified|
3396|Cameron Inlet Formation|underlies|11637|Memana Formation|not specified|
5489|Dilwyn Formation|underlies|11654|Mepunga Formation|disconformity|
13904|Narrawaturk Marl|overlies|11654|Mepunga Formation|conformity|
26482|Clog Tom Sandstone|overlies|11778|Middle Arm Group|conformity|
7001|Garcia Sandstone|underlies|11778|Middle Arm Group|not specified|
19773|West Arm Group|underlies|11778|Middle Arm Group|conformity|
23322|Abels Bay Formation|overlies|23798|Minnie Point Formation|conformity|
27267|Deep Bay Formation|underlies|23798|Minnie Point Formation|conformity|
16114|Risdon Sandstone|overlies|23798|Minnie Point Formation|not specified|
4170|Climie Formation|underlies|11968|Misery Conglomerate|conformity|
28821|Mount Zeehan Conglomerate|underlies|27837|Moina Sandstone|not specified|
16260|Roland Conglomerate|underlies|27837|Moina Sandstone|conformity|overlapping
25881|Dogs Head Formation|underlies|12032|Mole Creek Formation|not specified|
14696|Overflow Creek Formation|overlies|12032|Mole Creek Formation|not specified|
19771|Wesley Vale Sand|underlies|12334|Moriarty Basalt|not specified|
24450|Pandani Group|overlies|24391|Mount Anne Group|unconformity|
24313|Huon River Formation|underlies|24392|Mount Bowes Formation|conformity|
24566|Weld River Group|overlies|24392|Mount Bowes Formation|unconformity|
3868|Central Volcanic Complex|underlies|30225|Mount Charter Group|not specified|
30229|Southwell Subgroup|underlies|30231|Mount Cripps Subgroup|not specified|
9290|Karmberg Limestone|overlies|23818|Mount Field Siltstone Member|not specified|
23917|Pontoon Hill Siltstone Member|underlies|23818|Mount Field Siltstone Member|not specified|
29474|Lynchford Member|underlies|29473|Mount Julia Member|conformity|
29475|Zig Zag Hill Formation|overlies|29473|Mount Julia Member|disconformity|
28188|Long Bay Shale|overlies|12904|Mount Mackenzie Formation|not specified|
26277|Mount Rugby Conglomerate|underlies|12904|Mount Mackenzie Formation|not specified|
6781|Flowerdale Sandstone|overlies|13026|Mount Phillipa Member|not specified|
25620|White Spur Formation|overlies|13057|Mount Read Volcanics|not specified|
12904|Mount Mackenzie Formation|overlies|26277|Mount Rugby Conglomerate|conformity|
27837|Moina Sandstone|overlies|28821|Mount Zeehan Conglomerate|not specified|
26910|Sticht Range Formation|underlies|13503|Murchison Volcanics|not specified|
18756|Tyndall Group|overlies|13503|Murchison Volcanics|not specified|
6363|Eumeralla Formation|overlies|41179|Nangeela Formation|not specified|
14685|Otway Group|overlies|41179|Nangeela Formation|not specified|
4157|Clifton Formation|overlies|13904|Narrawaturk Marl|disconformity|
5489|Dilwyn Formation|underlies|13904|Narrawaturk Marl|conformity|
7107|Gellibrand Marl|overlies|13904|Narrawaturk Marl||
11654|Mepunga Formation|underlies|13904|Narrawaturk Marl|conformity|
23672|Joan Point Sandstone|overlies|73429|Narrows Formation|not specified|
1522|Berriedale Limestone|overlies|13925|Nassau Formation|not specified|
27267|Deep Bay Formation|overlies|13925|Nassau Formation|not specified|
24975|Faulkner Group|underlies|13925|Nassau Formation|not specified|
17341|Stitt Quartzite|underlies|13936|Natone Volcanics|not specified|
19858|Whalers Bluff Formation|underlies|13978|Nelson Bay Formation|not specified|
15546|Precipitous Bluff beds|underlies|74391|New River beds|not specified|
8311|Heytesbury Group|overlies|14185|Nirranda Group|unconformity|
19406|Wangerrip Group|underlies|14185|Nirranda Group|not specified|
18306|Tomahawk Formation (TAS)|underlies|14235|Nora Formation|conformity|
1415|Belfast Mudstone|underlies|14374|Nullawarre Greensand|not specified|
14730|Paaratte Formation|overlies|14374|Nullawarre Greensand|conformity|
17488|Success Creek Group|overlies|14603|Oonah Formation|unconformity|
5105|Cygnet Coal Measures|underlies|25370|Ossa Formation|not specified|
16826|Sherbrook Group|overlies|14685|Otway Group|unconformity|
41022|Durroon Megasequence|overlies|41021|Otway Megasequence||
5367|Den Formation|overlies|14696|Overflow Creek Formation|not specified|
12032|Mole Creek Formation|underlies|14696|Overflow Creek Formation|not specified|
5370|Denison Group|overlies|34165|Owen Group|not specified|
7586|Gordon Group|overlies|34165|Owen Group|unconformity|
13057|Mount Read Volcanics|underlies|34165|Owen Group|unconformity|
18756|Tyndall Group|underlies|34165|Owen Group|unconformity|
1415|Belfast Mudstone|underlies|14730|Paaratte Formation|not specified|
5489|Dilwyn Formation|overlies|14730|Paaratte Formation|unconformity|
14374|Nullawarre Greensand|underlies|14730|Paaratte Formation|not specified|
14994|Pebble Point Formation|overlies|14730|Paaratte Formation|not specified|
19406|Wangerrip Group|overlies|14730|Paaratte Formation|not specified|
17215|Springmount Mudstone|underlies|27531|Palmer Sandstone|not specified|
73820|St Marys Porphyry|overlies|36814|Panama Group|unconformity|
36813|Tippogoree Group|underlies|36814|Panama Group|unconformity|
18724|Turquoise Bluff Slate|is faulted against|36814|Panama Group||inferred
18724|Turquoise Bluff Slate|underlies|36814|Panama Group|unconformity|inferred
24566|Weld River Group|overlies|24450|Pandani Group|unconformity|
36812|Mathinna Supergroup|underlies|14900|Parmeener Supergroup|unconformity|
5489|Dilwyn Formation|overlies|14994|Pebble Point Formation|conformity|
6363|Eumeralla Formation|underlies|14994|Pebble Point Formation|not specified|
14685|Otway Group|underlies|14994|Pebble Point Formation|not specified|
14730|Paaratte Formation|underlies|14994|Pebble Point Formation||
16826|Sherbrook Group|underlies|14994|Pebble Point Formation|unconformity|
19546|Wart Hill Pyroclastics|underlies|15319|Pleasant Creek Formation|conformity|
2080|Bogan Gap Group|overlies|15348|Poatina Group|not specified|
27464|Liffey Group|underlies|15348|Poatina Group|not specified|
36796|Demons Bluff Group|underlies|15365|Point Addis Limestone|disconformity|
24104|Wierah Formation|overlies|23911|Point Vivian Formation|disconformity|
23488|Churchill Sandstone Member|underlies|23917|Pontoon Hill Siltstone Member|not specified|
23818|Mount Field Siltstone Member|overlies|23917|Pontoon Hill Siltstone Member|not specified|
4157|Clifton Formation|underlies|15462|Port Campbell Limestone|not specified|
7107|Gellibrand Marl|underlies|15462|Port Campbell Limestone|not specified|
29232|Badger Head Group|overlies|15483|Port Sorell Formation|not specified|
74391|New River beds|underlies|15546|Precipitous Bluff beds|not specified|
25077|Inglis Siltstone|underlies|15549|Preolenna Coal Measures|not specified|
6363|Eumeralla Formation|overlies|15555|Pretty Hill Formation|unconformity|
17344|Stockers Tillite|underlies|15719|Quamby Mudstone|conformity|
30220|Que-Hellyer Volcanics|underlies|15739|Que River Shale|conformity|
30229|Southwell Subgroup|overlies|15739|Que River Shale|not specified|
461|Animal Creek Greywacke|underlies|30220|Que-Hellyer Volcanics|not specified|
15739|Que River Shale|overlies|30220|Que-Hellyer Volcanics|conformity|
5800|Duncan Conglomerate|overlies|15788|Radfords Creek Group|unconformity|
24975|Faulkner Group|underlies|15903|Rayner Sandstone||
8399|Hodge Formation|overlies|15950|Red Lead Conglomerate|conformity|
9052|Judith Formation|underlies|15950|Red Lead Conglomerate|not specified|
19920|Whitehorses Beach Sandstone|overlies|27888|Red Reef Cliff Sandstone|not specified|
25935|Great Dome Sandstone|underlies|15995|Reeds Conglomerate|conformity|
17232|Squirrel Creek Formation|overlies|15995|Reeds Conglomerate|not specified|
4898|Crimson Creek Formation|overlies|16022|Renison Bell Formation|conformity|
6363|Eumeralla Formation|underlies|16036|Renmark Group|not specified|
14685|Otway Group|underlies|16036|Renmark Group|not specified|
75363|Lone Star Siltstone|overlies|75364|Retreat Formation|conformity|
75365|Yarrow Creek Mudstone|underlies|75364|Retreat Formation|conformity|
5080|Currawong Quartzite|overlies|27227|Richea Siltstone|not specified|
7101|Gell Quartzite|underlies|27227|Richea Siltstone|not specified|
23322|Abels Bay Formation|overlies|16114|Risdon Sandstone|conformity|
27773|Ferntree Mudstone|overlies|16114|Risdon Sandstone|conformity|
11075|Malbina Formation|underlies|16114|Risdon Sandstone|not specified|
23798|Minnie Point Formation|underlies|16114|Risdon Sandstone|disconformity|
4781|Cottons Breccia|overlies|74933|Robbins Creek Formation|not specified|
74061|Fraser Formation|underlies|74933|Robbins Creek Formation|unconformity|
160|Ahrberg Group|overlies|27555|Rocky Cape Group|unconformity|transgressive and low angle unconformity
6807|Forest Conglomerate|overlies|27555|Rocky Cape Group|unconformity|
7717|Grassy Group|overlies|27555|Rocky Cape Group|unconformity|On King Island.
34163|Kanunnah Subgroup|overlies|27555|Rocky Cape Group|not specified|On northwestern Tasmania mainland.
