Related Stratno | Related unit name | Relation Type | Related Stratno | Stratigraphic Name |Contact Type | Comments  
23016|Togari Group|overlies|27555|Rocky Cape Group|unconformity|
27837|Moina Sandstone|overlies|16260|Roland Conglomerate|conformity|
13057|Mount Read Volcanics|underlies|16260|Roland Conglomerate|not specified|
6363|Eumeralla Formation|is equivalent to|16454|Runnymede Formation||
7107|Gellibrand Marl|underlies|25457|Rutledge Marl Member|not specified|
33787|Eaglehawk Gully Formation|overlies|33788|Salisbury Hill Formation|not specified|
22823|Scopus Formation|overlies|40956|Salmon River Siltstone|unconformity|
17009|Smithton Dolomite|underlies|40956|Salmon River Siltstone|conformity|
24350|Lake Judd Formation|underlies|29227|Sarah-Jane Quartzite|conformity|
26311|Lonely Tarns Formation|overlies|29227|Sarah-Jane Quartzite|conformity|
25881|Dogs Head Formation|overlies|16632|Sassafras Creek Formation|not specified|
18771|Ugbrook Formation|underlies|16632|Sassafras Creek Formation|not specified|
35497|D'Entrecasteaux Formation|overlies|16635|Satellite Siltstone|not specified|
35496|Sunset Bay Sandstone|underlies|16635|Satellite Siltstone|not specified|
160|Ahrberg Group|underlies|26887|Savage Dolomite|not specified|
1513|Bernafai Volcanics|overlies|26887|Savage Dolomite|conformity|
16657|Scamander Tier Granodiorite|intrudes|16654|Scamander Formation||
75362|Sideling Sandstone|is equivalent to|16654|Scamander Formation||
73820|St Marys Porphyry|overlies|16654|Scamander Formation|unconformity|
40956|Salmon River Siltstone|underlies|22823|Scopus Formation|unconformity|
17009|Smithton Dolomite|underlies|22823|Scopus Formation|disconformity|
40014|Warner Siltstone|underlies|16686|Scott Quartz Keratophyre|unconformity|
6363|Eumeralla Formation|underlies|16826|Sherbrook Group|not specified|
14685|Otway Group|underlies|16826|Sherbrook Group|unconformity|
14994|Pebble Point Formation|overlies|16826|Sherbrook Group|unconformity|
19406|Wangerrip Group|overlies|16826|Sherbrook Group|unconformity|
74596|Bold Head Volcanics|overlies|74594|Shower Droplet Volcanics|not specified|
74595|City of Melbourne Volcanics|underlies|74594|Shower Droplet Volcanics|disconformity|
74061|Fraser Formation|underlies|74594|Shower Droplet Volcanics|angular unconformity|
33463|Diddleum Granodiorite|intrudes|75362|Sideling Sandstone||to the East
75363|Lone Star Siltstone|underlies|75362|Sideling Sandstone|conformity|transitional
25935|Great Dome Sandstone|overlies|26140|Singing Creek Formation|conformity|
78542|Cassiterite Creek Quartzite|overlies|78545|Skinners Flat Siltstone|conformity|abruptly
40962|Lagoon River Quartzite|is faulted against|78545|Skinners Flat Siltstone||conformable in some areas
40962|Lagoon River Quartzite|underlies|78545|Skinners Flat Siltstone|conformity|faulted in some areas
23412|Boullanger Formation|underlies|23975|Skipping Ridge Formation|conformity|
23515|Counsel Creek Formation|overlies|23975|Skipping Ridge Formation|conformity|
1415|Belfast Mudstone|underlies|16984|Skull Creek Mudstone|not specified|
14374|Nullawarre Greensand|underlies|16984|Skull Creek Mudstone|not specified|
14730|Paaratte Formation|overlies|16984|Skull Creek Mudstone|not specified|
34163|Kanunnah Subgroup|underlies|17009|Smithton Dolomite|conformity|
40956|Salmon River Siltstone|overlies|17009|Smithton Dolomite|conformity|
22823|Scopus Formation|overlies|17009|Smithton Dolomite|not specified|
461|Animal Creek Greywacke|underlies|73810|Sock Creek lava|not specified|
30231|Mount Cripps Subgroup|overlies|30229|Southwell Subgroup|not specified|
15739|Que River Shale|underlies|30229|Southwell Subgroup|not specified|
74641|Croles Hill Diamictite|underlies|35367|Spinks Creek Volcanics|not specified|
27531|Palmer Sandstone|overlies|17215|Springmount Mudstone|not specified|
5105|Cygnet Coal Measures|overlies|17220|Springs Sandstone|not specified|
15995|Reeds Conglomerate|underlies|17232|Squirrel Creek Formation|conformity|
18771|Ugbrook Formation|overlies|17257|Standard Hill Formation|not specified|
13503|Murchison Volcanics|underlies|26910|Sticht Range Formation|not specified|
15719|Quamby Mudstone|overlies|17344|Stockers Tillite|not specified|
18724|Turquoise Bluff Slate|overlies|17376|Stony Head Sandstone|not specified|
26336|Aberfoyle Formation|overlies|24508|Strickland Gorge Formation|conformity|
5489|Dilwyn Formation|underlies|34699|Sturgess Point Member|not specified|
24243|Devils Eye Dolomite|underlies|24509|Styx Dolomite|conformity|
4898|Crimson Creek Formation|overlies|17488|Success Creek Group|conformity|gradational contact
14603|Oonah Formation|underlies|17488|Success Creek Group|unconformity|angular contact
16635|Satellite Siltstone|overlies|35496|Sunset Bay Sandstone|not specified|
20535|Woody Island Siltstone|underlies|35496|Sunset Bay Sandstone|not specified|
472|Ansons Bay Granite|is intruded by|75979|Tebrakunna Dolerite||
7005|Gardens Granodiorite|is intruded by|75979|Tebrakunna Dolerite||
24364|Lottah Granite|is intruded by|75979|Tebrakunna Dolerite||
36812|Mathinna Supergroup|is intruded by|75979|Tebrakunna Dolerite||
15359|Poimena Granite|is intruded by|75979|Tebrakunna Dolerite||
15697|Pyengana Granodiorite|is intruded by|75979|Tebrakunna Dolerite||
69661|Harford beds|underlies|18060|Thirlstane Basalt|not specified|
19771|Wesley Vale Sand|overlies|18060|Thirlstane Basalt|not specified|
40003|Calstock Formation|underlies|18067|Thompson Formation|conformity|
40014|Warner Siltstone|overlies|18067|Thompson Formation|conformity|
2474|Brady Formation|overlies|26942|Tiers Formation|not specified|
4189|Cluan Formation|underlies|26942|Tiers Formation|conformity|
7586|Gordon Group|underlies|18145|Tiger Range Group|conformity|
5489|Dilwyn Formation|overlies|26944|Timboon Sandstone|unconformity|
14730|Paaratte Formation|underlies|26944|Timboon Sandstone|not specified|
14994|Pebble Point Formation|overlies|26944|Timboon Sandstone||
36814|Panama Group|overlies|36813|Tippogoree Group|unconformity|
23769|Marra Formation|underlies|24038|Toarra Formation|unconformity|
18944|Upper Parmeener Supergroup|overlies|24038|Toarra Formation|not specified|
27555|Rocky Cape Group|underlies|23016|Togari Group|unconformity|
22823|Scopus Formation|overlies|23016|Togari Group|not specified|
18306|Tomahawk Formation (TAS)|underlies|18263|Toko Group|conformity|
36796|Demons Bluff Group|underlies|18441|Torquay Group|disconformity|
7107|Gellibrand Marl|underlies|18441|Torquay Group|not specified|
5370|Denison Group|overlies|73121|Trial Ridge beds|unconformity|
40070|Corinna Dolomite|underlies|36134|Tunnelrace Volcanics|not specified|
17376|Stony Head Sandstone|underlies|18724|Turquoise Bluff Slate|unconformity|
23911|Point Vivian Formation|overlies|18751|Tyler Creek beds|unconformity|
24104|Wierah Formation|overlies|18751|Tyler Creek beds|unconformity|
3868|Central Volcanic Complex|underlies|18756|Tyndall Group|not specified|
7586|Gordon Group|overlies|18756|Tyndall Group|unconformity|
25095|Jukes Conglomerate|overlies|18756|Tyndall Group|not specified|
13503|Murchison Volcanics|underlies|18756|Tyndall Group|not specified|
16632|Sassafras Creek Formation|overlies|18771|Ugbrook Formation|not specified|
17257|Standard Hill Formation|underlies|18771|Ugbrook Formation|not specified|
1415|Belfast Mudstone|overlies|19163|Waarre Formation|conformity|
6363|Eumeralla Formation|underlies|19163|Waarre Formation|unconformity|
6733|Flaxman Formation|overlies|19163|Waarre Formation|conformity|
14185|Nirranda Group|overlies|19406|Wangerrip Group|not specified|
16826|Sherbrook Group|underlies|19406|Wangerrip Group|unconformity|
39978|Archer Formation|overlies|40014|Warner Siltstone|not specified|
18067|Thompson Formation|underlies|40014|Warner Siltstone|not specified|
8552|Hudson River Pyroclastics|underlies|19546|Wart Hill Pyroclastics|conformity|
15319|Pleasant Creek Formation|overlies|19546|Wart Hill Pyroclastics|conformity|
1490|Benson Peak Sandstone|underlies|25606|Waterfall Valley Siltstone|not specified|
23663|Island Road Formation|overlies|19661|Wedge River beds|angular unconformity|
24450|Pandani Group|underlies|24566|Weld River Group|unconformity|
23933|Ragged Basin Complex|overlies|24566|Weld River Group|not specified|
12334|Moriarty Basalt|overlies|19771|Wesley Vale Sand|not specified|
18060|Thirlstane Basalt|underlies|19771|Wesley Vale Sand|not specified|
7001|Garcia Sandstone|overlies|19773|West Arm Group|not specified|
11778|Middle Arm Group|overlies|19773|West Arm Group|conformity|
8311|Heytesbury Group|underlies|19858|Whalers Bluff Formation|not specified|
14685|Otway Group|underlies|19858|Whalers Bluff Formation|disconformity|
13057|Mount Read Volcanics|underlies|25620|White Spur Formation|unconformity|
27888|Red Reef Cliff Sandstone|underlies|19920|Whitehorses Beach Sandstone|not specified|
37271|Currie Group|overlies|37272|Wickham metamorphics|not specified|
23911|Point Vivian Formation|underlies|24104|Wierah Formation|disconformity|
18751|Tyler Creek beds|underlies|24104|Wierah Formation|unconformity|
14685|Otway Group|underlies|23229|Wiridjil Gravel||
2985|Bundella Mudstone|overlies|20535|Woody Island Siltstone|conformity|
35496|Sunset Bay Sandstone|overlies|20535|Woody Island Siltstone|not specified|
24047|Truro Tillite|underlies|20535|Woody Island Siltstone|conformity|
23491|Clytie Cove Group|underlies|24587|Wurawina Supergroup|not specified|
14900|Parmeener Supergroup|overlies|24587|Wurawina Supergroup|unconformity|
25077|Inglis Siltstone|overlies|27023|Wynyard Tillite|not specified|
74595|City of Melbourne Volcanics|overlies|74646|Yarra Creek Shale|not specified|
74645|Cumberland Creek Dolostone|underlies|74646|Yarra Creek Shale|conformity|Transitional
75364|Retreat Formation|overlies|75365|Yarrow Creek Mudstone|conformity|
18724|Turquoise Bluff Slate|underlies|75365|Yarrow Creek Mudstone|unconformity|faulted
4408|Comstock Formation|underlies|29475|Zig Zag Hill Formation|conformity|
4781|Cottons Breccia|underlies|41148|dolostone 41148|not specified|
29475|Zig Zag Hill Formation|underlies|75532|lower conglomerate member (TAS) 75532|conformity|gradational
13057|Mount Read Volcanics|underlies|75531|middle conglomerate member (TAS) 75531|unconformity|
75530|middle sandstone member (TAS) 75530|underlies|75531|middle conglomerate member (TAS) 75531|conformity|
28865|Newton Creek Sandstone Member|is equivalent to|75530|middle sandstone member (TAS) 75530||also of Owen Conglomerate
75532|lower conglomerate member (TAS) 75532|underlies|75530|middle sandstone member (TAS) 75530|conformity|
75531|middle conglomerate member (TAS) 75531|underlies|75529|upper sandstone member (TAS) 75529|conformity|
