Related Stratno | Related unit name | Relation Type | Related Stratno | Stratigraphic Name |Contact Type | Comments  
23777|McGregor Volcanics|underlies|27751|Corunna Conglomerate|unconformity|
12217|Moonabie Formation|underlies|27751|Corunna Conglomerate|unconformity|
29935|Neuroodla Formation|overlies|29934|Cotabena Formation|not specified|
2543|Bridgewater Formation|overlies|77691|Cove Sand||
15462|Port Campbell Limestone|underlies|77691|Cove Sand||
31513|Glenforslan Formation|overlies|31508|Cowirra Clay Member|conformity|
11187|Mannum Formation|underlies|31508|Cowirra Clay Member|conformity|
27650|Nilgenee Member|underlies|23516|Cowleds Member|not specified|
3744|Casterton Formation|underlies|4874|Crayfish Subgroup|not specified|
6363|Eumeralla Formation|overlies|4874|Crayfish Subgroup|not specified|
73285|Eumeralla Supersequence|overlies|73284|Crayfish Supersequence|unconformity|Angular unconformity observed on the offshore Crayfish Platform
6661|Finke Group|underlies|26505|Crown Point Formation|not specified|
15684|Purni Formation|overlies|26505|Crown Point Formation|not specified|
13823|Nappamerri Group|underlies|4976|Cuddapan Formation|unconformity|
15442|Poolowanna Formation|overlies|4976|Cuddapan Formation|unconformity|
26283|Tinchoo Formation|underlies|4976|Cuddapan Formation|not specified|
8373|Himalaya Formation|overlies|26261|Cues Formation|not specified|
855|Backy Point Formation|overlies|74010|Cultana Subsuite|not specified|
72709|Gairdner Dolerite|intrudes|74010|Cultana Subsuite||
600|Arkaroola Subgroup|underlies|24236|Curdimurka Subgroup|not specified|
3106|Burra Group|overlies|24236|Curdimurka Subgroup|not specified|
35879|Basso Suite|is interbedded with|35326|Curnamona Group||
35325|Strathearn Group|overlies|35326|Curnamona Group|not specified|
23126|Wallaroo Group|is intruded by|39162|Curramulka Gabbronorite||
20277|Winulta Formation|overlies|39162|Curramulka Gabbronorite|not specified|
9070|Julie Formation|overlies|26509|Cyclops Member|not specified|
4616|Coonigan Formation|overlies|27385|Cymbric Vale Formation|disconformity|
13247|Mount Wright Volcanics|underlies|27385|Cymbric Vale Formation|not specified|faulted contact.
2891|Bulldog Shale|underlies|25688|Dalhousie Formation|not specified|
14592|Oodnadatta Formation|underlies|25688|Dalhousie Formation|not specified|
28168|Bijerkerno Metasediments|underlies|23530|Dalnit Bore Metasediments|conformity|gradational
1626|Billa Kalina Clay Member|overlies|23531|Danae Conglomerate Member|not specified|
11846|Millers Creek Dolomite Member|overlies|23531|Danae Conglomerate Member|not specified|
16348|Roseneath Shale|underlies|5198|Daralingie Formation|not specified|
18357|Toolachee Formation|overlies|5198|Daralingie Formation|disconformity|
38291|Newer Volcanic Group|underlies|5222|Darley Gravel||
6661|Finke Group|underlies|5295|De Souza Sandstone|unconformity|
16445|Rumbalara Shale|overlies|5295|De Souza Sandstone|not specified|
15279|Pinyinna beds|overlies|5300|Dean Quartzite|conformity|
39078|Pitjantjatjara Supersuite|underlies|5300|Dean Quartzite|unconformity|
39170|Wokurna Member|overlies|39171|Delken Member|not specified|
14685|Otway Group|overlies|41196|Den Hills Formation|disconformity|
13738|Namur Sandstone|overlies|76024|Depot Glen Formation|unconformity|
14685|Otway Group|overlies|27389|Dergholm Granite|nonconformity|
38291|Newer Volcanic Group|underlies|23545|Deutgam Silt||
2291|Boorthanna Formation|overlies|74794|Devils Playground Volcanics|not specified|
22070|Karlaya Limestone|overlies|34532|Dey-Dey Mudstone|not specified|
13524|Murnaroo Sandstone|underlies|34532|Dey-Dey Mudstone|not specified|
22945|Tanana Formation|overlies|34532|Dey-Dey Mudstone|not specified|
24329|Kalladeina Formation|overlies|33818|Diamond Bog Dolomite|not specified|
3162|Burrungule Member|overlies|5489|Dilwyn Formation|not specified|
11654|Mepunga Formation|overlies|5489|Dilwyn Formation|not specified|
14185|Nirranda Group|overlies|5489|Dilwyn Formation|not specified|
14994|Pebble Point Formation|underlies|5489|Dilwyn Formation|conformity|
2543|Bridgewater Formation|overlies|77690|Dog Trap Bay Sand|disconformity|
27299|Rook Tuff|overlies|24247|Dome Sandstone|conformity|
20586|Wooltana Volcanics|underlies|24247|Dome Sandstone|not specified|
3284|Cadna-owie Formation|underlies|5593|Doncaster Member|disconformity|
4721|Coreena Member|overlies|5593|Doncaster Member|conformity|gradational, and disconformity
9023|Jones Valley Member|overlies|5593|Doncaster Member|not specified|
20277|Winulta Formation|overlies|5603|Donington Suite||
3270|Cadelga Limestone|is interbedded with|5622|Doonbara Formation||
4714|Cordillo Silcrete|underlies|5622|Doonbara Formation|unconformity|locally
6287|Etadunna Formation|is equivalent to|5622|Doonbara Formation||tentatively correlated base of Doonbara Fm (Wopfner, 1974)
13707|Namba Formation|is equivalent to|5622|Doonbara Formation||tentatively correlated (Wopfner, 1974)
23342|Arrabury Formation|underlies|5627|Doonmulla Member|unconformity|
24109|Wimma Sandstone Member|underlies|5627|Doonmulla Member|not specified|
29921|Arthurton Granite|intrudes|39166|Doora Member||
26941|Tickera Granite|intrudes|39166|Doora Member||
20277|Winulta Formation|overlies|39166|Doora Member||
39170|Wokurna Member|overlies|39166|Doora Member||
16267|Rolling Downs Group|overlies|32375|Drildool beds|conformity|
25474|Shepparton Formation|overlies|5752|Duddo Limestone|not specified|
19858|Whalers Bluff Formation|overlies|5752|Duddo Limestone|not specified|
24411|Murrana Beds|overlies|5765|Duff Creek beds|not specified|
27296|Nilpinna Beds|underlies|5765|Duff Creek beds|not specified|
24329|Kalladeina Formation|underlies|24255|Dullingari Group|not specified|
24469|Recovery Formation|overlies|25887|Dunns Mine Limestone|conformity|
27299|Rook Tuff|underlies|25887|Dunns Mine Limestone|conformity|
6451|Eyre Formation|overlies|73552|Easter Monday Formation|unconformity|locally
13738|Namur Sandstone|overlies|73552|Easter Monday Formation|unconformity|
25336|Neptune Formation|overlies|5941|Echidna Formation|not specified|
23492|Coads Hill Member|underlies|25716|Edeowie Limestone Member||
20045|Wilkawillina Limestone|underlies|25716|Edeowie Limestone Member|not specified|
15968|Redan Gneiss|underlies|24260|Ednas Gneiss|not specified|
27399|Enorama Shale|underlies|6029|Elatina Formation|unconformity|
14329|Nuccaleena Formation|overlies|6029|Elatina Formation|not specified|
18582|Trezona Formation|underlies|6029|Elatina Formation|not specified|
20148|Wilpena Group|overlies|6029|Elatina Formation|not specified|
668|Arumbera Sandstone|is equivalent to|6073|Elkera Formation||
3338|Callanna Group|underlies|25895|Emeroo Subgroup|not specified|
24409|Mundallio Subgroup|overlies|25895|Emeroo Subgroup|not specified|
18806|Umberatana Group|overlies|25895|Emeroo Subgroup|not specified|
2453|Boxing Bay Formation|overlies|6152|Emu Bay Shale|conformity|
19901|White Point Conglomerate|underlies|6152|Emu Bay Shale|unconformity|Locally apparently conformable.
12461|Mount Anna Sandstone Member|overlies|6187|Engenina Adamellite|not specified|
353|Amberoona Formation|underlies|27399|Enorama Shale|conformity|
6029|Elatina Formation|overlies|27399|Enorama Shale|unconformity|
6307|Etina Formation|underlies|27399|Enorama Shale|not specified|
27907|Tarcowie Siltstone|underlies|27399|Enorama Shale|not specified|
18582|Trezona Formation|overlies|27399|Enorama Shale|not specified|
5198|Daralingie Formation|overlies|6221|Epsilon Formation|not specified|
13586|Murteree Shale|underlies|6221|Epsilon Formation|conformity|
16348|Roseneath Shale|overlies|6221|Epsilon Formation|conformity|
28251|Nildottie Siltstone Member|underlies|27149|Eregunda Sandstone Member|conformity|
20300|Wirrealpa Limestone|overlies|27149|Eregunda Sandstone Member|conformity|
23492|Coads Hill Member|underlies|23582|Erudina Siltstone Member|conformity|
5622|Doonbara Formation|is equivalent to|6287|Etadunna Formation||tentatively with base of Etadunna Formation (Wopfner, 1974)
6451|Eyre Formation|underlies|6287|Etadunna Formation|not specified|
13707|Namba Formation|is equivalent to|6287|Etadunna Formation||lateral equivalent  (Wopfner, 1974)
27617|Wipajiri Formation|overlies|6287|Etadunna Formation|not specified|
8476|Hooray Sandstone|overlies|25899|Ethabuka Sandstone|unconformity|
29887|Bimba Formation|overlies|35883|Ethiudna Subgroup|not specified|
35880|Wiperaminga Subgroup|underlies|35883|Ethiudna Subgroup|not specified|
28203|Angepena Formation|underlies|6307|Etina Formation|conformity|intertonguing contact.
27399|Enorama Shale|overlies|6307|Etina Formation|not specified|
17814|Tapley Hill Formation|underlies|6307|Etina Formation|not specified|
14553|Olney Formation|underlies|6337|Ettrick Formation||and is in part lateral equivalent
16036|Renmark Group|underlies|6337|Ettrick Formation||and is in part lateral equivalent
20845|Yardea Dacite|overlies|36782|Eucarro Rhyolite|conformity|
3744|Casterton Formation|underlies|6363|Eumeralla Formation|unconformity|
4874|Crayfish Subgroup|underlies|6363|Eumeralla Formation|unconformity|
16036|Renmark Group|overlies|6363|Eumeralla Formation|not specified|
16826|Sherbrook Group|overlies|6363|Eumeralla Formation|unconformity|
19163|Waarre Formation|overlies|6363|Eumeralla Formation|not specified|
19406|Wangerrip Group|underlies|6363|Eumeralla Formation||
20219|Windermere Sandstone Member|underlies|6363|Eumeralla Formation|conformity|
73284|Crayfish Supersequence|underlies|73285|Eumeralla Supersequence|unconformity|
73296|Shipwreck Supersequence|overlies|73285|Eumeralla Supersequence|unconformity|Upper bounding surface is a major basinward unconformity
4602|Coonarbine Formation|overlies|25901|Eurinilla Formation|not specified|
11872|Millyera Formation|is interbedded with|25901|Eurinilla Formation||
11872|Millyera Formation|underlies|25901|Eurinilla Formation|not specified|
26216|Willawortina Formation|underlies|25901|Eurinilla Formation||
20809|Yancowinna Subgroup|underlies|6382|Euriowie Subgroup|not specified|
38291|Newer Volcanic Group|is equivalent to|76925|Euroa Volcanic Group||
8610|Hutton Sandstone|underlies|6386|Eurombah Formation|conformity|
8610|Hutton Sandstone|overlies|6416|Evergreen Formation|not specified|
2891|Bulldog Shale|underlies|6451|Eyre Formation|unconformity|
4714|Cordillo Silcrete|grades into|6451|Eyre Formation||Grades downwards into Eyre Formation.
5622|Doonbara Formation|overlies|6451|Eyre Formation|unconformity|
6287|Etadunna Formation|overlies|6451|Eyre Formation|unconformity|
13707|Namba Formation|overlies|6451|Eyre Formation|disconformity|
14592|Oodnadatta Formation|underlies|6451|Eyre Formation|unconformity|
16267|Rolling Downs Group|underlies|6451|Eyre Formation|unconformity|
20268|Winton Formation|underlies|6451|Eyre Formation|disconformity|
16267|Rolling Downs Group|underlies|6500|Fairview Gravel|unconformity|
18460|Torrowangee Group|underlies|6531|Farnell Group|not specified|
29837|Morialpa Migmatite|underlies|29839|Faugh-a-Ballagh Member|not specified|
5295|De Souza Sandstone|overlies|6661|Finke Group|unconformity|
11667|Mereenie Sandstone|underlies|6661|Finke Group|unconformity|
15099|Pertnjara Group|is interbedded with|6661|Finke Group||
31513|Glenforslan Formation|overlies|31518|Finniss Formation|conformity|
11187|Mannum Formation|underlies|31518|Finniss Formation|conformity|
1415|Belfast Mudstone|overlies|6733|Flaxman Formation|conformity|
19163|Waarre Formation|underlies|6733|Flaxman Formation|conformity|
7387|Glendower Formation|is equivalent to|6767|Floraville Formation||
8214|Heatherdale Shale|overlies|6822|Fork Tree Limestone|not specified|
25287|Mount McDonnell Formation|is equivalent to|6822|Fork Tree Limestone||
16735|Sellick Hill Formation|underlies|6822|Fork Tree Limestone|not specified|
26184|Truro Volcanics|overlies|6822|Fork Tree Limestone|not specified|
353|Amberoona Formation|underlies|6841|Fortress Hill Formation|not specified|
27500|Mount Curtis Tillite|overlies|6841|Fortress Hill Formation|not specified|
26054|Mount Margaret Quartzite|overlies|26304|Fountain Spring Beds|conformity|
25811|Brindana Schist|underlies|25915|Freeling Heights Quartzite|not specified|
7315|Glanville Formation|underlies|24637|Fulham Sand|not specified|
16542|Saint Kilda Formation|overlies|24637|Fulham Sand|not specified|
1353|Beda Volcanics|is equivalent to|72709|Gairdner Dolerite||??BV is 250 My older than GD.
74010|Cultana Subsuite|is intruded by|72709|Gairdner Dolerite||
14818|Pandurra Formation|is intruded by|72709|Gairdner Dolerite||
3162|Burrungule Member|underlies|6976|Gambier Limestone|disconformity|
6337|Ettrick Formation|underlies|6976|Gambier Limestone|not specified|
7107|Gellibrand Marl|underlies|6976|Gambier Limestone||
8311|Heytesbury Group|overlies|6976|Gambier Limestone|not specified|
11187|Mannum Formation|overlies|6976|Gambier Limestone|not specified|
37212|Khasta Formation|underlies|25918|Garford Formation||
67962|Mangatitja Formation|is equivalent to|25918|Garford Formation||
23865|Narlaby Formation|overlies|25918|Garford Formation|not specified|
15170|Pidinga Formation|underlies|25918|Garford Formation|unconformity|
26613|Hiltaba Suite|intrudes|7059|Gawler Range Volcanics||
23777|McGregor Volcanics|is intruded by|7059|Gawler Range Volcanics||
12217|Moonabie Formation|is intruded by|7059|Gawler Range Volcanics||
14818|Pandurra Formation|overlies|7059|Gawler Range Volcanics|not specified|
24502|St Peter Suite|underlies|7059|Gawler Range Volcanics||
23126|Wallaroo Group|is intruded by|7059|Gawler Range Volcanics||
15094|Pertatataka Formation|overlies|24283|Gaylad Sandstone|conformity|
14553|Olney Formation|underlies|7090|Geera Clay|conformity|
21425|Camelback Member|overlies|7107|Gellibrand Marl|not specified|
4157|Clifton Formation|underlies|7107|Gellibrand Marl|not specified|
5489|Dilwyn Formation|underlies|7107|Gellibrand Marl|disconformity|
6976|Gambier Limestone|overlies|7107|Gellibrand Marl||
13904|Narrawaturk Marl|underlies|7107|Gellibrand Marl||
15462|Port Campbell Limestone|overlies|7107|Gellibrand Marl|not specified|
29843|Meningie Well Formation|overlies|29840|George Mine Formation|not specified|
18082|Thorndale Composite Gneiss|underlies|29840|George Mine Formation|not specified|
8373|Himalaya Formation|overlies|70111|Georges Bore Granite Gneiss|not specified|
24179|Benitos Clay|overlies|24285|Giddinna Formation|not specified|
2891|Bulldog Shale|underlies|24285|Giddinna Formation|not specified|
13823|Nappamerri Group|overlies|7182|Gidgealpa Group|conformity|
27808|Kadlunga Slate|underlies|7195|Gilbert Range Quartzite|not specified|
11942|Mintaro Shale|overlies|7195|Gilbert Range Quartzite|not specified|
16267|Rolling Downs Group|overlies|7197|Gilbert River Formation|conformity|
19323|Wallumbilla Formation|overlies|7197|Gilbert River Formation|conformity|
16797|Shannon Formation|overlies|67994|Giles Creek Dolostone|conformity|gradational
10686|Loves Creek Member|overlies|27416|Gillen Member|not specified|
4976|Cuddapan Formation|overlies|25924|Gilpeppee Member|not specified|
10081|Lakes Entrance Formation|underlies|7269|Gippsland Limestone|not specified|
2543|Bridgewater Formation|overlies|7315|Glanville Formation|not specified|upper section
2543|Bridgewater Formation|underlies|7315|Glanville Formation|not specified|lower section
15448|Pooraka Formation|is interbedded with|7315|Glanville Formation||
16110|Ripon Calcrete|underlies|7315|Glanville Formation|not specified|
38349|Corny Point Paragneiss|is intruded by|68739|Gleesons Landing Granite||
38350|Royston Granite|intrudes|68739|Gleesons Landing Granite||
68745|Tournefort Metadolerite|intrudes|68739|Gleesons Landing Granite||
3753|Castle Cove Limestone|underlies|7328|Glen Aire Clay|not specified|
27129|Colinlea Sandstone|overlies|30539|Glendarriwell beds|unconformity|
19936|Whitula Formation|overlies|7387|Glendower Formation|not specified|
20268|Winton Formation|underlies|7387|Glendower Formation|not specified|
5752|Duddo Limestone|overlies|7400|Glenelg River Metamorphic Complex|not specified|
31517|Cadell Formation|overlies|31513|Glenforslan Formation|conformity|
31518|Finniss Formation|underlies|31513|Glenforslan Formation|conformity|
31517|Cadell Formation|overlies|73761|Glensforlan Formation|not specified|
31518|Finniss Formation|underlies|73761|Glensforlan Formation|not specified|
7672|Grampians Group|overlies|24290|Glenthompson Sandstone|not specified|
6118|Elyuah Formation|is interbedded with|24291|Gnallan-a-gea Arkose||
12467|Mount Arrowsmith Volcanics|is faulted against|7460|Gnalta Group||
2718|Brunette Limestone|overlies|69658|Golliger beds|not specified|
14744|Pacoota Sandstone|overlies|7646|Goyder Formation||
25474|Shepparton Formation|overlies|7672|Grampians Group|not specified|
23695|Ketchowla Siltstone|overlies|7675|Grampus Quartzite|not specified|
27876|Pepuarta Tillite|underlies|7675|Grampus Quartzite||
20148|Wilpena Group|overlies|7675|Grampus Quartzite|not specified|
6073|Elkera Formation|overlies|7690|Grant Bluff Formation|conformity|
6118|Elyuah Formation|underlies|7690|Grant Bluff Formation|conformity|
15094|Pertatataka Formation|is equivalent to|7690|Grant Bluff Formation||
2543|Bridgewater Formation|overlies|21902|Green Point Member|unconformity|
21425|Camelback Member|underlies|21902|Green Point Member|not specified|
4583|Coomandook Formation|overlies|21902|Green Point Member|unconformity|
21910|Greenways Member|underlies|21902|Green Point Member|not specified|
21425|Camelback Member|overlies|21910|Greenways Member|not specified|
18460|Torrowangee Group|underlies|73424|Grey Range Group||
25378|Pantapinna Sandstone|underlies|7831|Grindstone Range Sandstone|not specified|
7672|Grampians Group|overlies|41190|Gringegalgona Granite|nonconformity|
19796|Westbourne Formation|underlies|7848|Gubberamunda Sandstone||
23898|Perkana Member|overlies|7861|Gull Rock Member|conformity|
25681|Tuketja Member|underlies|7861|Gull Rock Member|conformity|
3284|Cadna-owie Formation|is equivalent to|68693|Gum Vale beds||
27399|Enorama Shale|underlies|7874|Gumbowie Arkose||
27876|Pepuarta Tillite|overlies|7874|Gumbowie Arkose||
7456|Glyde Formation|underlies|7922|Gurgadi Basalt||
10081|Lakes Entrance Formation|overlies|25939|Gurnard Formation|not specified|
33395|Price Metasediments|overlies|36996|Hall Bay Volcanics|not specified|
27124|Burnham Limestone|overlies|7982|Hallett Cove Sandstone|not specified|
3506|Cape Jervis Formation|underlies|7982|Hallett Cove Sandstone|not specified|
3619|Carisbrooke Sand|overlies|7982|Hallett Cove Sandstone|not specified|
5716|Dry Creek Sand|underlies|7982|Hallett Cove Sandstone|not specified|Intertongues also.
8381|Hindmarsh Clay|overlies|7982|Hallett Cove Sandstone|unconformity|
24460|Point Ellen Formation|overlies|7982|Hallett Cove Sandstone||
26109|Port Willunga Formation|underlies|7982|Hallett Cove Sandstone|unconformity|
23420|Bring Member|underlies|25940|Hampton Sandstone|not specified|
10987|Madura Formation|underlies|25940|Hampton Sandstone|disconformity|
15170|Pidinga Formation|underlies|25940|Hampton Sandstone|not specified|and lateral equivalent
20155|Wilson Bluff Limestone|overlies|25940|Hampton Sandstone|conformity|also grades laterally.
41194|Coleraine Volcanic Group|overlies|37236|Hassall Creek Granodiorite|not specified|
1645|Billy Creek Formation|overlies|8159|Hawker Group|disconformity|
18983|Uratanna Formation|underlies|8159|Hawker Group|disconformity|
20148|Wilpena Group|underlies|8159|Hawker Group|not specified|
7072|Gearle Siltstone|underlies|23645|Haycock Marl|unconformity|
25836|Carrickalinga Head Formation|overlies|8214|Heatherdale Shale|not specified|
6822|Fork Tree Limestone|underlies|8214|Heatherdale Shale|not specified|
28634|Kanmantoo Group|overlies|8214|Heatherdale Shale|unconformity|
26184|Truro Volcanics|overlies|8214|Heatherdale Shale|not specified|
1758|Bitter Springs Formation|overlies|8225|Heavitree Quartzite|not specified|
15462|Port Campbell Limestone|underlies|8304|Hesse Clay|disconformity|
26314|Moralana Supergroup|overlies|24309|Heysen Supergroup|not specified|
24564|Warrina Supergroup|underlies|24309|Heysen Supergroup|not specified|
14185|Nirranda Group|underlies|8311|Heytesbury Group|unconformity|
19406|Wangerrip Group|underlies|8311|Heytesbury Group|not specified|
73299|Nirranda Supersequence|underlies|73300|Heytesbury Supersequence|unconformity|
73301|Whalers Bluff Supersequence|overlies|73300|Heytesbury Supersequence|unconformity|
23824|Mount Mantell Member|underlies|27273|Hideaway Well Member|conformity|
14866|Parara Limestone|overlies|27273|Hideaway Well Member|conformity|
24633|Winnitinny Creek Member|overlies|27273|Hideaway Well Member|disconformity|
7059|Gawler Range Volcanics|is intruded by|26613|Hiltaba Suite||co-magmatic
23777|McGregor Volcanics|is intruded by|26613|Hiltaba Suite||
12217|Moonabie Formation|is intruded by|26613|Hiltaba Suite||
14818|Pandurra Formation|overlies|26613|Hiltaba Suite||
24502|St Peter Suite|is intruded by|26613|Hiltaba Suite||
23126|Wallaroo Group|is intruded by|26613|Hiltaba Suite||
23328|Allendale Metasediments|overlies|8373|Himalaya Formation|not specified|
2617|Broken Hill Group|overlies|8373|Himalaya Formation|not specified|
2543|Bridgewater Formation|overlies|8381|Hindmarsh Clay|unconformity|
3506|Cape Jervis Formation|underlies|8381|Hindmarsh Clay|unconformity|
3619|Carisbrooke Sand|underlies|8381|Hindmarsh Clay|not specified|
7315|Glanville Formation|overlies|8381|Hindmarsh Clay|not specified|
7982|Hallett Cove Sandstone|underlies|8381|Hindmarsh Clay|not specified|
9477|Keswick Clay|overlies|8381|Hindmarsh Clay|not specified|
26810|North Maslin Sand|underlies|8381|Hindmarsh Clay|unconformity|
15448|Pooraka Formation|overlies|8381|Hindmarsh Clay|not specified|
26109|Port Willunga Formation|underlies|8381|Hindmarsh Clay|unconformity|
16542|Saint Kilda Formation|overlies|8381|Hindmarsh Clay|not specified|
20277|Winulta Formation|underlies|8381|Hindmarsh Clay|unconformity|
24227|Cooranna Formation|overlies|26307|Hogan Dolomite|conformity|
24469|Recovery Formation|underlies|26307|Hogan Dolomite|conformity|
16267|Rolling Downs Group|overlies|8476|Hooray Sandstone|not specified|
19796|Westbourne Formation|underlies|8476|Hooray Sandstone|unconformity|
17531|Sundown Group|overlies|8489|Hores Gneiss|not specified|
14744|Pacoota Sandstone|underlies|8493|Horn Valley Siltstone|conformity|gradational, but unconformable in Waterhouse Range.
26147|Stairway Sandstone|overlies|8493|Horn Valley Siltstone|conformity|gradational, but unconformable in Waterhouse Range.
10170|Langra Formation|underlies|8504|Horseshoe Bend Shale|not specified|
11667|Mereenie Sandstone|underlies|8504|Horseshoe Bend Shale|not specified|
668|Arumbera Sandstone|underlies|8558|Hugh River Shale|not specified|
20618|Woorinen Formation|overlies|21981|Hughies Bore beds|not specified|
25795|Blue Mine Conglomerate|overlies|8561|Humanity Seat Formation|not specified|
20586|Wooltana Volcanics|underlies|8561|Humanity Seat Formation|unconformity|
24737|Blue Range beds|overlies|25953|Hutchison Group|unconformity|
25679|Miltalie Gneiss|underlies|25953|Hutchison Group|unconformity|
23856|Myola Volcanics|overlies|25953|Hutchison Group|not specified|
27899|Sleaford Complex|underlies|25953|Hutchison Group|unconformity|
262|Algebuckina Sandstone|underlies|8610|Hutton Sandstone||
1729|Birkhead Formation|overlies|8610|Hutton Sandstone|conformity|
6416|Evergreen Formation|underlies|8610|Hutton Sandstone|conformity|
8710|Injune Creek Group|overlies|8610|Hutton Sandstone|not specified|
15442|Poolowanna Formation|underlies|8610|Hutton Sandstone|conformity|
26314|Moralana Supergroup|underlies|41195|Hypatia Formation|not specified|
13544|Murray Group|overlies|41195|Hypatia Formation|disconformity|
14685|Otway Group|overlies|41195|Hypatia Formation|disconformity|
262|Algebuckina Sandstone|overlies|8643|Idracowra Sandstone|disconformity|
8504|Horseshoe Bend Shale|underlies|8643|Idracowra Sandstone|not specified|
8225|Heavitree Quartzite|overlies|41844|Ikuntji Metamorphics|unconformity|
5300|Dean Quartzite|overlies|36767|Imbumbunna Granite|not specified|
1988|Blue Hills Sandstone|overlies|8684|Indulkana Shale|not specified|
12576|Mount Chandler Sandstone|underlies|8684|Indulkana Shale|not specified|
1758|Bitter Springs Formation|underlies|26630|Inindia beds|disconformity|
15279|Pinyinna beds|underlies|26630|Inindia beds|not specified|
2034|Blythesdale Group|overlies|8710|Injune Creek Group|not specified|
8476|Hooray Sandstone|overlies|8710|Injune Creek Group|not specified|
8610|Hutton Sandstone|underlies|8710|Injune Creek Group|not specified|
24329|Kalladeina Formation|underlies|33817|Innamincka Formation|not specified|
4042|Chowilla Sand|is equivalent to|8794|Irymple Member||
16067|Rhynie Sandstone|overlies|34732|Jarrold Basalt Member|conformity|
16067|Rhynie Sandstone|underlies|34732|Jarrold Basalt Member|conformity|
668|Arumbera Sandstone|underlies|8892|Jay Creek Limestone|not specified|
13738|Namur Sandstone|overlies|73551|Jeffreys Flat Formation|unconformity|
4633|Coorabin Coal Measures|underlies|8926|Jerilderie Formation|unconformity|
27129|Colinlea Sandstone|overlies|28230|Joe Joe Group|unconformity|
2688|Browns Creek Clay|overlies|9003|Johanna River Sand|not specified|
10686|Loves Creek Member|underlies|75235|Johnnys Creek Member|conformity|
5593|Doncaster Member|underlies|9023|Jones Valley Member|not specified|
15841|Ranmoor Member|overlies|9023|Jones Valley Member|not specified|
668|Arumbera Sandstone|overlies|9070|Julie Formation|conformity|
15091|Pertaoorrta Group|overlies|9070|Julie Formation|not specified|
15094|Pertatataka Formation|underlies|9070|Julie Formation|not specified|
7195|Gilbert Range Quartzite|underlies|27808|Kadlunga Slate|not specified|
6363|Eumeralla Formation|overlies|41185|Kadnook Creek Granodiorite|not specified|
35326|Curnamona Group|is intruded by|75514|Kalabity Supersuite||Also intercalated with
24206|Calthorinna Tillite|overlies|24326|Kalachalpa Formation|disconformity|
10343|Lennis Sandstone|overlies|75724|Kalkarindji Suite||
12576|Mount Chandler Sandstone|overlies|75724|Kalkarindji Suite||
18532|Trainor Hill Sandstone|underlies|75724|Kalkarindji Suite||
24255|Dullingari Group|overlies|24329|Kalladeina Formation|not specified|
33817|Innamincka Formation|overlies|24329|Kalladeina Formation|not specified|
27294|Mooracoochie Volcanics|underlies|24329|Kalladeina Formation|unconformity|
76222|Pack Creek Member|overlies|76223|Kandramooka Member||
76224|Wookata Shale Member|underlies|76223|Kandramooka Member||
14255|Normanville Group|underlies|9221|Kangaroo Island Group|disconformity|
1138|Barossa Complex|underlies|28634|Kanmantoo Group|unconformity|
8159|Hawker Group|underlies|28634|Kanmantoo Group|unconformity|
8214|Heatherdale Shale|underlies|28634|Kanmantoo Group|unconformity|
10045|Lake Frome Group|overlies|28634|Kanmantoo Group|not specified|
28756|Minlaton Formation|is equivalent to|28634|Kanmantoo Group||
14255|Normanville Group|underlies|28634|Kanmantoo Group|disconformity|
12467|Mount Arrowsmith Volcanics|is interbedded with|73550|Kara Formation||
854|Backstairs Passage Formation|underlies|34370|Karinya Shale|not specified|
17694|Talisker Formation|is equivalent to|34370|Karinya Shale||
26926|Tapanappa Formation|overlies|34370|Karinya Shale|conformity|
11173|Mangaroongah Dacite|underlies|29269|Karkulta Rhyolite|conformity|
26241|Yantea Rhyodacite|overlies|29269|Karkulta Rhyolite|not specified|
22945|Tanana Formation|overlies|22070|Karlaya Limestone|conformity|
9947|Kutjitara Formation|underlies|9325|Katipiri Formation|not specified|
18227|Tirari Formation|underlies|9325|Katipiri Formation|not specified|
10030|Laira Formation|underlies|9330|Katnook Sandstone|not specified|
20219|Windermere Sandstone Member|overlies|9330|Katnook Sandstone|unconformity|
25753|Warrow Quartzite|underlies|23690|Katunga Dolomite|not specified|
18525|Tragowel Member|overlies|9458|Kerang Sand Member|not specified|
8381|Hindmarsh Clay|underlies|9477|Keswick Clay|not specified|
39570|Bollaparudda Subgroup|overlies|22091|Keynes Subgroup|disconformity|
14255|Normanville Group|underlies|22091|Keynes Subgroup|unconformity|
41896|Barton Sand|overlies|37212|Khasta Formation||
25918|Garford Formation|overlies|37212|Khasta Formation|not specified|
15170|Pidinga Formation|underlies|37212|Khasta Formation|not specified|
25753|Warrow Quartzite|overlies|23697|Kiana Granite|not specified|
38291|Newer Volcanic Group|is equivalent to|40916|Killeen Basalt||
15393|Polda Formation|overlies|9569|Kilroo Formation|not specified|
15170|Pidinga Formation|underlies|37493|Kingoonya Member|not specified|
24560|Waraco Limestone|overlies|27065|Kirwan Siltstone|conformity|
8225|Heavitree Quartzite|overlies|73692|Kiwirrkurra Formation|unconformity|
3162|Burrungule Member|underlies|9755|Kongorong Sand|not specified|
9990|Lacepede Formation|overlies|9755|Kongorong Sand|not specified|
9325|Katipiri Formation|underlies|69655|Kootaburra Formation|not specified|
5300|Dean Quartzite|overlies|70735|Kukial Sandstone|not specified|
