**************************************************************************************************************
Data downloaded from FRED (http://www.fred.org.nz) on August 5, 2014
FRED is the computer database for the NZ Fossil Record File (FRF), which is a nationally significant database administrated by GSNZ and GNS Science                                
Please acknowledge use of this data in publications, reports and presentations.                               
**************************************************************************************************************

********
Paleontology
********
FR Number	Yard FR Number	Locality Type	Field Number/Drillhole Name	Depth From	Depth To	Depth Unit	Drill Type	Identifiers	Identification Date	Stage Lower	Lower Modifier	Stage Upper	Upper Modifier	Age Start	Age Stop	Stage Comments	nLab Number	Collection Comments
Bivalvia	Atomodesmatinae gen.indet.																																																																																																															*																																																																																																																																												
Bivalvia	Camptonectes? sp.																														*																																																																																																																																																																																																																													
Bivalvia	Cardiniidae n.gen.																																																																																																																																																																																																																																			sp. B of JGB 3/10/83																								
Bivalvia	Chaenomya curvata																																																																																																																																																																			*																																																																																								
Bivalvia	Chlamys sp.																																																																																																																																																																																																																																																									*		
Bivalvia	Corrugopecten altoprimus																																																																																																												*				*																																																																																																																																											
Bivalvia	Corrugopecten cf. multicostatus																																																																																		*																																																																																																																																																																									
Bivalvia	Corrupecten cf. multicostatus																																																																																																																																																																																										*																																																																	
Bivalvia	Cucullaea sp.																														*																																																																																																																																																																							?																																																						
Bivalvia	Cyclothyridinae n. gen.																																																																																																																																																																																																																					*																																						
Bivalvia	Daonella																																																																																																																																																																																																					? Fragment.		*																																																				
Bivalvia	Daonella apteryx																																																																																																																																																																																																																																			*																								
Bivalvia	Daonella cf. apteryx																																																																																																																																																																																																																																		*																									
Bivalvia	Daonella sp.																		*		*										*		*			*	Fragments.					Fragments.																																																								*																													*	*																										*			*																																												*																		*																*															*		
Bivalvia	Daonella? sp.																																																																																															*																																																												*																																																																																																
Bivalvia	Deltopecten																																																																																																																																					large rt valve																																																																																																																						
Bivalvia	Deltopecten aff. lata																																																																																																																																											*																																																																																																																
Bivalvia	Deltopecten aff. limaeformis																																																																																																																																				*																																																																																																																							
Bivalvia	Deltopecten aff. subquinquelineatus																																																																																																																																											*		*	*																																																																																																													
Bivalvia	Deltopecten limaeformis																																																																																																																																						*																																																																																																																					
Bivalvia	Deltopecten sp.																																																																																																																																											*																																																																																																																
Bivalvia	Deltopecten sp. indet.																																																																																																																																						*																																																																																																																					
Bivalvia	Deltopecten spp.																																																																																																																																					small fragments with simple ribbing																																																																																																																						
Bivalvia	Deltopecten? sp.																																																																																																																			*																																																																																																																																								
Bivalvia	Etalia																																n. gen n. sp.																																																																																																																																																																																																																											
Bivalvia	Etalia n.sp.																																																																																																																																																																																																																												*	*																														
Bivalvia	Etalia sp.																																																																																																																																																																																																																																								*																			
Bivalvia	Etheripecten ?latus mangarewensis																																																																																																															*																																																																																																																																												
Bivalvia	Etheripecten chandleri																																																																																																																																																			*																																																																																																								
Bivalvia	Etheripecten escalatus																																																																																																												*							*																								*																																																																																																																
Bivalvia	Etheripecten latus																																																																																																																*																										*																																																																																																																	
Bivalvia	Etheripecten latus mangarewensis																																																																																																												*							*																																																																																																																																								
Bivalvia	Etheripecten leniusculus delicatulus																																																																																																																																											*																																																																																																																
Bivalvia	Etheripecten sp.					*						*																																																																																																					*																																						*																																																																																																					
Bivalvia	Etheripecten sp. b																																																																																																																																																																																										*																																																																	
Bivalvia	Etheripecten sp. c																																																																																																																																																																														*																																																																													
Bivalvia	Etheripecten sp. d																																																																																																																																																			*																																																																																																								
Bivalvia	Etheripecten sp.indet.								*																																																																																																																																																																																																																																																			
Bivalvia	Etheripecten tenuicollis																																																																																		*																																																																																																								*																																																																	
Bivalvia	Fletcheripecten heterosus																																																																																																												*							*																																																																																																																																								
Bivalvia	Fletcheripecten sp.																																																																																		*																																																																																																																																																																									
Bivalvia	Fletcheripecten sp. a																																																																																																																																				*																																																																																																																							
Bivalvia	gen. indet.																													Unidentified bivalve. Concentrically crenulate.	Two new species.					Unidentified bivalve.	Small bivalve.		Unidentified bivalves. Two species.																																		*																															*																	frag. labelled Maeonia carinata by Fletcher, 1952.																			*												Pteroid																								*																		Unidentified bivalve.																																				Bivalve indet.																			*			
Bivalvia	gen.indet.																																																																																																																																																						*																																																																																																					
Bivalvia	Glabripecten glaber																																																																																																												*			*																																																																																																																																												
Bivalvia	Globicarina sp.																																																																																																																																																																											*	*																																																																															
Bivalvia	Glyptoleda flexuosa																								*																																																																																																																			*	*																															*	*																																																																															
Bivalvia	Glyptoleda intricata																																																																																																																																												*																																																																																																															
Bivalvia	Glyptoleda intricata?																																																																																																																			*																																																																																																																																								
Bivalvia	Glyptoleda simplicata																																																																																																																																											*	*																																																																																																															
Bivalvia	Glyptoleda sp.																																																																																																																*																																																																																																																																											
Bivalvia	Halobia sp.																																																																																																																																																																																																																																	*																										
Bivalvia	Kalentera sp.																																																																																																																																																																																																					*																																																						
Bivalvia	Lima sp.																																																																																																																																																																																	*																																																																										
Bivalvia	Limea																																																																																																																																																																																																							?																																																				
Bivalvia	Maitaia																																																																																																																																											*	*																																																																																																fragments, very numerous, some of very large shells															
Bivalvia	Maitaia sp.																																																																																																																									*																																																																																																																															*			
Bivalvia	Megadesmus aff. robusta																																																																																																																																											*																																																																																																																
Bivalvia	Middalya sp.																																																																																																																																											*	*																																																																																																															
Bivalvia	Myonia cf. carinella																																																																																																												*																																																																																																																																															
Bivalvia	Myonia compacta																																																																																																												*																														*																																																																																																																	
Bivalvia	Myonia elongata																																																																																																												*																															*																																																																																																																
Bivalvia	Myonia ovata																																																																																																																																											*																																																																																																																
Bivalvia	Myonia sp.																																																																																																																*			*																																																																																																																																								
Bivalvia	Myonia undata																																																																																																																																											*																																																																																																																
Bivalvia	Mytilidae gen. indet.																																																																																																																																											*																																																																																																																
Bivalvia	Notomya gigantissima																																																																																																												*																															*																																																																																																																
Bivalvia	Nucula																																																																																																																																																																																																			*																																																								
Bivalvia	Nuculana (Nuculana) cf. semicrenulata																																									*																																																																																																																																																																																																																		
Bivalvia	Nuculana sp.																																*																																																																																																																																																																																																																											
Bivalvia	Nuculanidae																														*																																																																	*																																																																																																								Two species of Nuculanids.	*																																																			
Bivalvia	Nuculopsis glendonensis																																																																																																																																											*	*																																																																																																															
Bivalvia	Nuculopsis imperta																								*																																																																																																																		*									*																																																																																																								
Bivalvia	Nuculopsis imperta?																																																																																																																			*																																																																																																																																								
Bivalvia	Nuculopsis oviformis																																																																																																												*																															*	*																															*																																																																																
Bivalvia	Nucundata obliqua																																																																																																																																											*	*																																																																																																															
Bivalvia	Nucundata prolonga																																																																																																																																											*																																																																																																																
Bivalvia	Nucundata truncata																																																																																																																																											*																																																																																																																
Bivalvia	Nucundata undata																																																																																																												*																															*	*																															*																																																																																
Bivalvia	Oriocrassatella n.sp.																																																*																*																																																																																																																																																																																											
Bivalvia	Pachymyonia corrugata																																																																																																																																											*																																																																																																																
Bivalvia	Pachymyonia sp.																																																																																																																																																						*																																																																																																					
Bivalvia	Pachymyonia sp. a																																																																																																																																																			*																																																																																																								
Bivalvia	Pachymyonia triangulata																																																																																																												*			*																												*																																*	*																																																																															
Bivalvia	Palaeoneilo sp.																														*																																																																																																																																																																																																		*																											
Bivalvia	Palaeotaxodonta gen. indet.																																																																																	*																																																																																																																																																																										
Bivalvia	Paleoneilo																																																																																																																																											*		*																																																																																																														
Bivalvia	Paleoneilo sp.																																																																																																																																														cf. 6071.									*																																																																																																				
Bivalvia	Parallelodon aff. dickinsi																																																																																																												*																																																																																																																																															
Bivalvia	Pectinidae																																																																																																																																																																																																							Frilly ornament.																																																				
Bivalvia	Permophorus ?obovata																																																																																																																																																																																																																					*																																						
Bivalvia	Permophorus obovata													*																																																																																																																																																																																																	Very common in shell beds.				*																																									
Bivalvia	Permophorus sp.																																*																																																																																																																																																																													See Begg (1981).																																														
Bivalvia	Pleurophorus zealandicus																																																																																																																																																																																																																																	*																										
Bivalvia	Polidevcia aff. antequadrata																																																																																																												*																																																																																																																																															
Bivalvia	Polidevcia antequadrata																																																																																																																																											*	*																					*																																																																																										
Bivalvia	Polidevcia nodulosa																																																																																																																																												*																																																																																																															
Bivalvia	Polidevcia ovata																																																																																																												*																															*	*																																																																																																															
Bivalvia	Promytilus mytiliformis																																																																																											*																	*			*																																																																																																																																												
Bivalvia	Promytilus sp.																																																																																																																																											*		*	*																																																																																																													
Bivalvia	Pseudomonotis sp. a																																																																																																																																				*																																																																																																																							
Bivalvia	Pseudomonotis sp. b																																																																																																																																																			*																																																																																																								
Bivalvia	Pteriidae																														Small.						*																																																																																																																																																																																																									lamellibranch														
Bivalvia	Pyramus gigantissimus																								*																																																																																																																																																																																																																																			
Bivalvia	Pyramus myiformis																																																																																																												*																																																																																																																																															
Bivalvia	Quadratonucula asymmetrica																																																																																																																																											*																																																																																																																
Bivalvia	Sichuania marwicki																																																																																																																																																																																																											*		? Topotypes																																														
Bivalvia	sp.																																																																																																																																																																																																			Two unidentified bivalves.		Unidentified bivalve c.f. D44/f9751.		Three species of unidentified bivalvians.																																																				
Bivalvia	spp. indet.																																																																																																																																																									*																																																																																																		
Bivalvia	Streblochondria																																																																																																																																																																			*																																																																																								
Bivalvia	Streblochondria auriocosta																																																																																																																																										*									*																																																																																																								
Bivalvia	Streblochondria erecta																																																																																																																																																															*																																																																																												
Bivalvia	Streblochondria flexuosa																																																																																											*																	*																																																																																																																																															
Bivalvia	Streblochondria orbiculata?																																																																																																																																																																																						*																																																																					
Bivalvia	Streblochondria parkesi																																																																																											*																								*																																																																																																																																								
Bivalvia	Streblochondria sp.																																																																																		*																																																				*																*																																																																																																					
Bivalvia	Streblochondria sp. a																																																																																		*																																																		*																																																																																																																							
Bivalvia	Stutchburia																																																																																																																																																																											or Permophorus sp.	or Permophorus																																																																															
Bivalvia	Stutchburia compressa																																																																																																												*			*																												*																																																																																																																
Bivalvia	Stutchburia costata																																																																																																																																																			*											*	*																																																																																												
Bivalvia	Stutchburia muderongensis																																																																																																																																											*																																																																																																																
Bivalvia	Trigoniidae																																																																																																									*																																																																																																																																																		
Bivalvia	Unionites sp. a																																																																																																																																																																																																																																			of JGB 3/10/83																								
Bivalvia	Vacunella curvata																																																																																																												*																																																																																																																																															
Bivalvia	Vacunella curvata ornata																																																																																																																																																																											n. subsp.																																																																																
Bivalvia	Vacunella oblonga																																																																																																												*																															*																																																																																																																
Bivalvia	Vacunella sp.																								*																								*																																																																																																						*																																*																																																																					
Gastropoda	?Allocosmia sp.																																*																																																																																																																																																																																																																											
Gastropoda	?Lepidotrochus																																																																																																																																																							*																																																																																																				
Gastropoda	?Mellarium cf. nodulosum																																					*																																																																																																																																																																																																																						
Gastropoda	?Mellarium sp.																		*																																																																																																																																																																																																																																									
Gastropoda	?Peruvispira sp.																																																																															*																																																																																																																																																																												
Gastropoda	?Platyteichum loratum																																																																																																																																												*																																																																																																															
Gastropoda	?Platyteichum sp.																																																																																																															*																																																																																																																																												
Gastropoda	?Spironemella dignitas																																																																																*																																																																																																																																																																											
Gastropoda	aff. Loxonema																																																																																																																																											*																																																																																																																
Gastropoda	Cinclidonema dignitas																																																																																																																										*																																																																																																																																	
Gastropoda	Coronopsis regularis																																																																																				*																																						*																																																																			*																																																														
Gastropoda	Coronopsis vagrans																Holotype																																																																																																										*																		*																																																																																																															
Gastropoda	Cycloscena costata																																																																																																																																				*				*																																																																																																																			
Gastropoda	Cycloscena glabra																																																																																																												*																																																																																																																																															
Gastropoda	Eirlysia sp.																																																																																																												*																																																																																																																																															
Gastropoda	Eotomariidae gen.indet.																																																																																																																																																																	aff. waterhousei @Etheridge:																																																																																										
Gastropoda	Euomphalidae																																																gen. indet.																																																																																																																																																																																																											
Gastropoda	gen. indet.																														'Limpet' gastropod.					Unidentified gastropod.																																															*																														*											*																																					*																	*																																															*					Gastropod, non-determinable. To J.G. Begg, A.U.										*					*							
Gastropoda	gen.indet.																																																										*																																																																																																																																																																																																	
Gastropoda	Glabrocingulum (Ananias) campbelli																*																																																																																																																																																																																																																																											
Gastropoda	indet.																																																																																																																																																																																																																				to be determined																																							
Gastropoda	Keeneia																																																																																																																																						*																																																																																																																					
Gastropoda	Keeneia n.sp.																																																																																																																																				*																																																																																																																							
Gastropoda	Keeneia ocula																																																																																																												*																															*	*																																																																																																															
Gastropoda	Keeneia sp.																																																																																																																																																																												*																																																																															
Gastropoda	Mellarium cf. mutchi																																																																																																									*																																																																																																																																																		
Gastropoda	Mellarium mutchi																																				*																																																																																																																																																																																																																							
Gastropoda	Mellarium nodulosum																														*											*																																																																*																		*																																																																												Mellarium c.f. nodulosum.																																																				
Gastropoda	Mellarium sp.																																						*																																																																																																																																																													*		*																																*																						
Gastropoda	Mourlonia sp.																																																																																																																																					*																																																																																																																						
Gastropoda	Mourlonopsis strzeleckiana																																																																																																												*																														*						*			*																																																																																																								
