**************************************************************************************************************
Data downloaded from FRED (http://www.fred.org.nz) on August 5, 2014
FRED is the computer database for the NZ Fossil Record File (FRF), which is a nationally significant database administrated by GSNZ and GNS Science                                
Please acknowledge use of this data in publications, reports and presentations.                               
**************************************************************************************************************

********
Paleontology
********
FR Number	Yard FR Number	Locality Type	Field Number/Drillhole Name	Depth From	Depth To	Depth Unit	Drill Type	Identifiers	Identification Date	Stage Lower	Lower Modifier	Stage Upper	Upper Modifier	Age Start	Age Stop	Stage Comments	nLab Number	Collection Comments
Brachiopoda	?Echinalosia cf. ovalis																																																																																																															*																																																																																																																																												
Brachiopoda	?Echinalosia sp. indet.																																																																																				*																																																																																																																																																																							
Brachiopoda	?Elythidae gen. indet.																																																																																																																																										or (? Phricodothyris)																																																																																																																	
Brachiopoda	?Grantonia sp.																																																																																																																																											*																																																																																																																
Brachiopoda	?Grumantia pelicanensis																																																																																																												*																																																																																																																																															
Brachiopoda	?Grumantia sp.																																																																																																																																										*		*																																																																																																															
Brachiopoda	?Lepismatina sp.																		As at S159/f0671.																																																																																																																																																																																																																																									
Brachiopoda	?Linoproductus sp.																																																																																																																																				*																																																																																																																							
Brachiopoda	?Lissochonetes sp.																																																																																				*																																																																																																																																																																							
Brachiopoda	?Maorielasma globosum																																																																																																																																																*																																																																																																											
Brachiopoda	?Maorirhynchia nuggetensis																																																																																																																																*																																																																																																																											
Brachiopoda	?Martinia adentata																																																																																			*		*																																																																																																																																																																						
Brachiopoda	?Martiniopsis																																																						*																																																																																																																																																																																																					
Brachiopoda	?Mentzeliopsis sp.																		*																																																																																																																																																																																																																																									
Brachiopoda	?Neospirifer sp.																																																																																																																																																																																																																																											*																
Brachiopoda	?Permospirifer																																																																																																																																																*																																																																																																											
Brachiopoda	?Permospirifer sp. a																																																																																																																																										*																																																																																																																	
Brachiopoda	?Productidae																																																																					*																																																																																																																																																																																						
Brachiopoda	?Rhipidomella sp.																																																																																																																																				*																																																																																																																							
Brachiopoda	?Sakawairhynchia zealandica																																																																																																																																*																																																																																																																											
Brachiopoda	?Spirifer cf. glaber																																																																																																																																											*																																																																																																																
Brachiopoda	?Spiriferella sp.																																																						*																																																																																																																																																																																																					
Brachiopoda	?Spiriferina																																																																																																																																																																																																																																									*																		
Brachiopoda	?Stenoscisma sp.																																																																														*																																																																																																																																																																													
Brachiopoda	?Taeniothaerus cf. miniliensis																																																																																																																																			*																																																																																																																								
Brachiopoda	?Terebratulidae																																			*																																																																																																																																																																																																																								
Brachiopoda	?Tetrarhynchiinae																																									New gen. et. sp. D.																																																																																																																																																																																																																		
Brachiopoda	?Tomiopsis										indet.																																																																																																																																																																																																																																																	
Brachiopoda	?Tomiopsis costata								*																																																																																																																																																																																																																																																			
Brachiopoda	?Tomiopsis sp. indet.																																																																						*									*																																																																																																																																																																												
Brachiopoda	?Trigonotreta sp.																																											*																																																																															*																																																																																																																																	
Brachiopoda	?Waagenoconcha sp.																																																																																																																																																																																																																																											*																
Brachiopoda	?Wairakirhynchia morleyensis																																																																																																																																																													*																																																																																														
Brachiopoda	?Wyndhamia clarkei																																																																																																																																											*																																																																																																																
Brachiopoda	?Wyndhamia jukesi																																																																																																																																																																																												*																																																															
Brachiopoda	aff. Spinomartinia spinosa								*																																																																																																																																																																																																																																																			
Brachiopoda	Alipunctifera																																																																																																																																																																																																			Fragment.				Alipunctifera c.f. 'etaliana'.																																																				
Brachiopoda	Alipunctifera 'elatiana'																													*																																																																																																																																																																																			*																																											
Brachiopoda	Alipunctifera cf. 'elatiana'																																																																																																																																																							*																																																																																																				
Brachiopoda	Alipunctifera kaihikuana																																																																																																																															*																																																																																																																												
Brachiopoda	Alipunctifera n. sp.																																																																																																																																																																																																																						*	*																																				
Brachiopoda	Alipunctifera n.sp.																																																																																																																																																																																																																																																	*										
Brachiopoda	Alipunctifera sp.																				spB of Begg 1981										cf. A. 'mutchi'.																																												*																																																																																																																						*					Alipunctifera sp. c.f. 'etaliana'								*			*		*																																									
Brachiopoda	Ambikella																																																																																																																																																														*										*																																																																																			
Brachiopoda	Ambikella adminiculata																																																																																																																																				*																																																																																																																							
Brachiopoda	Ambikella aff. ingelarensis																																																																																																																						*																																																																																																																																					
Brachiopoda	Ambikella cf. mantuanensis				*																																																																																																																																																																																																																																																							
Brachiopoda	Ambikella costata																							*																																																																																					*																															*																																	*																																																																															
Brachiopoda	Ambikella costata soror																																																																																																																																											n. subsp.																																																																																																																
Brachiopoda	Ambikella dissimilis subplicata																																																																																											*																																																																																																																																																																
Brachiopoda	Ambikella ingelarensis																																																																																																																																										*																																																																																																																	
Brachiopoda	Ambikella mantuanensis																																																																																																												*																															*																																																																																																																
Brachiopoda	Ambikella parallela																*																																																																																																																																																																																																																																											
Brachiopoda	Ambikella pelicanensis																																																																																																																																											*																																																																																																																
Brachiopoda	Ambikella plica																																																																																																																																				*																																																						*																																																																	
Brachiopoda	Ambikella sp.																																																														*																																																																																																																																																																																													
Brachiopoda	Ambikella sp. a																																																																																																																																										*																																																																																																																	
Brachiopoda	Amygdalocosta rara																																																																																																																																																																								*																																																																																			
Brachiopoda	Anidanthus sp.							*		*																																																																																																																																																																																																																																																		
Brachiopoda	Aorhynchia abyssensis																																																																																																																																																																																				*																											Holotype OU 15545		*																																		*								
Brachiopoda	Aorhynchia cf. ohaiensis																																										*																																																																																																																																																																																																																	
Brachiopoda	Aorhynchia ohaiensis																																																																																																																																																																																																															*		*		*			*																												*			Holotype OU 14667 (JGB 2601)	*					
Brachiopoda	Aparimarhynchia dunrobinensis																																							holotype OU 15533																																				*																																																																													*																																																																																																			
Brachiopoda	Aparimarhynchia takitimuensis																					*																																																																																																																																					*			*																			*				holotype OU 15537																																																																							
Brachiopoda	Aperispirifer																																																																																																																																																																																										*																																																																	
Brachiopoda	Aperispirifer costata																																																																																																												*																																																																																																																																															
Brachiopoda	Aperispirifer crassicostatus																																																																																		*																																																																																																																																																																									
Brachiopoda	Aperispirifer dissimilis																																																																																																												*																																																																																																																																															
Brachiopoda	Aperispirifer lethamensis																																																																																											*																	*			*				*																								*																										*																																																																																						
Brachiopoda	Aperispirifer microstriatus																																																																																																																																																			*																																																																																																								
Brachiopoda	Aperispirifer nelsonensis																							*																																																																																																																																																																																																																																				
Brachiopoda	Aperispirifer sp.																																																														cf. nelsonensis $Waterhouse:																																																																																																										*																																																																																			
Brachiopoda	Aperispirifer sp. b																																																																																																																						*																																																																																																																																					
Brachiopoda	Aperispirifer wairakiensis																																																																																																																																										*									*																																																																																																								
Brachiopoda	Athyris aff. wreyi																																																																																																				*			*		*																																																																																																																																																		
Brachiopoda	Athyris cf. wreyi																																																																																																																																																																																																																																															*					*							
Brachiopoda	Athyris kaihikuana																																																																																																																														*																																																																																																																													
Brachiopoda	Athyris n. sp.																																																																																																																																																																																																																						*	*			*																			*														
Brachiopoda	Athyris n.sp.																																*																																																																																																																							*																																																																					*	*																				*								*		
Brachiopoda	Athyris sp.																													*	*					*																																																																																												*																																																																	*				*	*	Fragment.	*			*						*																																											
Brachiopoda	Attenuatella ?altilis																																																																												*	*	*																																																																																																																																																																													
Brachiopoda	Attenuatella altilis																																																																																				*																																															*																																											*							*	*						*																																																															
Brachiopoda	Attenuatella incurvata																Holotype									*																																									*																																																																																																																																																																																									
Brachiopoda	Attenuatella sp.?																																																																																																						803																																																																																																																																																					
Brachiopoda	Aulosteges aff. ingens																																																																																																																																																	*																																																																																																										
Brachiopoda	Camarotoechia southlandensis																																																																																																																																				*	*					*																																																																																																																	
Brachiopoda	Cancellospirifer n. sp.																																																																																																																																						*																																																																																																																					
Brachiopoda	Cancellospirifer n.sp.																																																																																																																																				*																																																																																																																							
Brachiopoda	Cancrinella aff. farleyensis																																																																																																																																				*																																																																																																																							
Brachiopoda	Cancrinella halli																																																																																											*																																																																																																																																																																
Brachiopoda	Cancrinella magniplica																																																																																																																																										*																																																																																																																	
Brachiopoda	Cancrinella n. sp. aff. farleyensis																																																																																																																																							*																																																																																																																				
Brachiopoda	Capillonia brevisulcus																																								*																																																																																																																																																																																																			*																
Brachiopoda	cf. Punctospirifer bicarinatus																																																																																																																																				*	*																																																																																																																						
Brachiopoda	Chonetacea gen. indet.																																																																																																																																				*																																																																																																																							
Brachiopoda	Chonetes sp. ?																																																																																																																																						*																																																																																																																					
Brachiopoda	Cleiothyridina anabathra																																																																																											*																																																																																																																																																																
Brachiopoda	Cleiothyridina cf. laqueata																																																										*				*																																																																																																																																																																																													
Brachiopoda	Cleiothyridina laqueata																								*																																																																																																																																																																																																																																			
Brachiopoda	Dielasma																																																																																																																																											*		*																	*			*																																																																																										
Brachiopoda	Dielasma elongatum																																																																																																																																																															*																																																																																												
Brachiopoda	Dielasma sp.																																*																																																																																															*															*																																																																				Possibly two species.																															2.										
Brachiopoda	Dielasma zealandica																																																																																																	*																																																																																																																																																										
Brachiopoda	Discina																														*																																																																																																																																																																									Discinid?																																																				
Brachiopoda	Discina sp.																																*																																																																																																																																																																																																																											
Brachiopoda	Discinisca																																									Gen. indet. Brachial valve.																																																																																																																																																																																																																		
Brachiopoda	Echinalosia aff. indica																																																																																																																																																																																							*																																																																				
Brachiopoda	Echinalosia aff. preovalis																																																																																																																																				*																																																																																																																							
Brachiopoda	Echinalosia ardua																																																																																		*																																																		*																																																						*																																																																	
Brachiopoda	Echinalosia maxwelli							*		*																																																																																																																																										*			*								*	*																																																																																												
Brachiopoda	Echinalosia ovalis																																																																																																												*														*																	*																																																																																																																
Brachiopoda	Echinalosia prideri																																																																																																																																			*																																																																																																																								
Brachiopoda	Echinalosia sp.											*																																																																																																								*																					*					*																																										*																																																																				
Brachiopoda	Fletcherithyris ?parkesi																																																																																																																																																			*																																																																																																								
Brachiopoda	Fletcherithyris biundata																																																																																																																																											*																																																																																																																
Brachiopoda	Fletcherithyris braxtonensis																																																																																																																							*																			*									*																																																																																																								
Brachiopoda	Fletcherithyris galbina																																																																																											*																	*																															*	*	*																				*										*																																																																																
Brachiopoda	gen. indet.																											*																																																																								fragments																														*		*																				Rhynchonellid																																										Punctate brachiopod fragment.																																						*			*																	
Brachiopoda	gen.indet.																																													*						*			productid	*																																																																																																																																																																																																				
Brachiopoda	Gilledia sp.																																																																																																																																										*																					*																																																																																												
Brachiopoda	Grumantia							cf. pelicanensis																																																																																																																																																																																																																																																				
Brachiopoda	Grumantia cf. pelicanensis																																																																																																																																				*																																																																																																																							
Brachiopoda	Grumantia sp.									cf. pelicanensis																																																																																																																																																																																																																																																		
Brachiopoda	Halorella zealandica																																																																																																																														*																																																																																																																													
Brachiopoda	Horridonia n.sp.																																																																																																																																																																																																																																											*																
Brachiopoda	indet.																																																																																																																																																																																																																				punctate																																							
Brachiopoda	Ingelarella cf. pelicanensis																																																																																																						82																																																																																																																																																					
Brachiopoda	Ingelarella mantuanensis																																																																																																																*																																																																																																																																											
Brachiopoda	Lepismatina																																																																																																																																																																																																					? Fragment.																																																						
Brachiopoda	Lepismatina marshalli																																*																																																																																																																																																																											*																																																
Brachiopoda	Lepismatina n. sp.																																																																																																																																																																																																																						*																																					
Brachiopoda	Lepismatina sp.																														*								*																																																																	*		*																																														*																																																																																																				
Brachiopoda	Lethamia ligurritus																																																																																											*																																																																																																																																																																
Brachiopoda	Lethamia n.sp.																																																																																																																																										*																																																																																																																	
Brachiopoda	Lethamia sp.																																																																																																																																										*																																																																																																																	
Brachiopoda	Lissochonetes brevisulcus																						*		*																																																																																																																																																																																																																																			
Brachiopoda	Lissochonetes brevisulcus n.sp.																																																																																																						82																																																																																																																																																					
Brachiopoda	Lissochonetes? sp.																																																																																																																																																																																						*																																																																					
Brachiopoda	Magniplicatina sp.																																																																																																																			*																																																																																																																																								
Brachiopoda	Maorielasma globosum																																																																																																																																										*																																																																																																																	
Brachiopoda	Maorielasma imperatum																								*																																																																																				*			*																												*																																																																																																																
Brachiopoda	Maorielasma sp.																																																																																																																																				*				*																																																																																																																			
Brachiopoda	Marginalosia planata																																																																																																																																																																						*																																																																																					
Brachiopoda	Marinurnula cf. mantuanensis																																																																																											*																																																																																																																																																																
Brachiopoda	Martinia adentata																																																																																																																										*										*																																																									*																																																														
Brachiopoda	Martinia adentata?																																																																																																						803																																																																																																																																																					
Brachiopoda	Martinia cf. mongolica																						*																																																																																																																																																																																																																																					
Brachiopoda	Martinia sp.																												*																																																																																																												*									*																																																																																																										
Brachiopoda	Martiniopsis																																																																																																																																																		*																								*															plata or woodi																																																																		
Brachiopoda	Martiniopsis patella																																																*												*				*																																																																																																						*	*	*																*																																																																			
Brachiopoda	Martiniopsis sp.																																																																																																																																								*																																																																																																																			
Brachiopoda	Martiniopsis woodi																																																																																																																																																																																																																																																								*			
Brachiopoda	Mentzeliopsis																														*																																																																																																																																																																			Fragment.																																																										
Brachiopoda	Mentzeliopsis cf. horrida																																																																																																																															*																																																																																																																												
Brachiopoda	Mentzeliopsis cf. spinosa																				*																																																																																																																																																																																																																																							
Brachiopoda	Mentzeliopsis sp.																													*			*			*																																																																																																																				*																																														*		?Terebratulid. Spiny, punctate.									*																										*																	
