**************************************************************************************************************
Data downloaded from FRED (http://www.fred.org.nz) on August 5, 2014
FRED is the computer database for the NZ Fossil Record File (FRF), which is a nationally significant database administrated by GSNZ and GNS Science                                
Please acknowledge use of this data in publications, reports and presentations.                               
**************************************************************************************************************

********
Paleontology List
********
FR Number		D39/f0031	D39/f0031	D41/f7512	D41/f7515	D41/f7515A	D41/f9546	D42/f0054A	D42/f0069	D42/f0070	D42/f0077	D42/f0079	D42/f7517	D43/f0015	D43/f0015	D43/f0028	D43/f9524	D43/f9524	D43/f9537	D43/f9537	D43/f9537A	D43/f9537A	D44/f0016	D44/f0017	D44/f0018	D44/f0022	D44/f0022	D44/f0033	D44/f0036	D44/f0043	D44/f0044	D44/f0044	D44/f0044A	D44/f0044A	D44/f0044A	D44/f0046	D44/f0047	D44/f0048	D44/f0049	D44/f0049	D44/f0117	D44/f0141	D44/f0141	D44/f0143	D44/f0143	D44/f0144	D44/f0145	D44/f0146	D44/f0147	D44/f0148	D44/f0148	D44/f0149	D44/f0149	D44/f0150	D44/f0150	D44/f0151	D44/f0151	D44/f0152	D44/f0153	D44/f0154	D44/f0155	D44/f0155	D44/f0155A	D44/f0155A	D44/f0156	D44/f0157	D44/f0176	D44/f0176	D44/f0184	D44/f0192	D44/f0204	D44/f0204	D44/f0222	D44/f0222	D44/f0223	D44/f0223	D44/f0232	D44/f0234	D44/f0235	D44/f0236	D44/f0238	D44/f0239	D44/f0240	D44/f0241	D44/f0242	D44/f0243	D44/f0285	D44/f0285	D44/f0286	D44/f0286	D44/f7562	D44/f9001	D44/f9002	D44/f9003	D44/f9020	D44/f9036	D44/f9036	D44/f9062	D44/f9062	D44/f9129	D44/f9130	D44/f9130	D44/f9131	D44/f9132	D44/f9132	D44/f9133	D44/f9133	D44/f9478	D44/f9478	D44/f9478	D44/f9478	D44/f9478A	D44/f9478B	D44/f9478B	D44/f9478B	D44/f9478C	D44/f9478C	D44/f9479	D44/f9479	D44/f9480	D44/f9480	D44/f9511	D44/f9511	D44/f9542	D44/f9542	D44/f9542	D44/f9543	D44/f9543	D44/f9543	D44/f9553	D44/f9559	D44/f9559	D44/f9604	D44/f9604	D44/f9604	D44/f9604	D44/f9604A	D44/f9604A	D44/f9621	D44/f9622	D44/f9623	D44/f9624	D44/f9624	D44/f9625	D44/f9626	D44/f9651	D44/f9671	D44/f9672	D44/f9672A	D44/f9672A	D44/f9672A	D44/f9751	D44/f9751	D44/f9779	D44/f9779	D44/f9779A	D44/f9780	D44/f9780	D44/f9861	D44/f9863	D44/f9864	D44/f9865	D44/f9870	D44/f9870	D44/f9872	D44/f9873	D44/f9874	D44/f9875	D44/f9876	D44/f9878	D44/f9881	D44/f9882	D44/f9883	D44/f9885	D44/f9888	D44/f9891	D44/f9891	D44/f9892	D44/f9892	D44/f9894	D44/f9894	D44/f9949	D44/f9949A	D44/f9951	D44/f9954	D44/f9955	D44/f9957	D44/f9958	D44/f9959	D44/f9960	D45/f0032	D45/f0032	D45/f0036	D45/f0037	D45/f0037	D45/f0038	D45/f0042	D45/f0045	D45/f0047	D45/f0048	D45/f0053	D45/f0053	D45/f0068	D45/f0096	D45/f0096	D45/f0096A	D45/f0097	D45/f0097	D45/f0098	D45/f0098	D45/f0098A	D45/f0098A	D45/f0176	D45/f0298	D45/f0319	D45/f0320	D45/f0328	D45/f0328	D45/f7443A	D45/f7443A	D45/f7500	D45/f7500	D45/f7500	D45/f7500	D45/f7500A	D45/f7500A	D45/f7500B	D45/f7500B	D45/f7500C	D45/f7500C	D45/f7500C	D45/f7540	D45/f7540	D45/f7570	D45/f7570	D45/f7572	D45/f7572	D45/f7574	D45/f7574	D45/f7574	D45/f7574	D45/f7574	D45/f7574	D45/f7574A	D45/f7574B	D45/f7574B	D45/f7574C	D45/f7579	D45/f7579	D45/f7590	D45/f7590	
Brachiopoda	Neospirifer wairakiensis																																																																																																																																										*																																																																																																																	
Brachiopoda	Notospirifer cf. microstriatus																																														*																																																																																																																																																																																																													
Brachiopoda	Notospirifer macropustulosus																																																																																																												*																															*	*	*																				*										*	*																																																																															
Brachiopoda	Notospirifer microstriatus																						*	*																																																																																																																			*		*							*			*								*	*										*																																																																																		
Brachiopoda	Notospirifer n. spp.																																																																																																																																							*																																																																																																																				
Brachiopoda	Notospirifer sp.																																																																				*																																																																*				*																															*																																																																																				
Brachiopoda	Notospirifer sp. a																																																																																																																																																																																										*																																																																	
Brachiopoda	Notospirifer sp. indet.																																																														*																																																	*																																																																																																																																												
Brachiopoda	Notostrophia homeri	*																																																																																																																																																																																									*	*																																																																
Brachiopoda	Notostrophia zealandicus																																																																																		*																																																		*																																																																																																																							
Brachiopoda	Permospirifer																																																																																																																																											or Licharewia sp.																																																																																																																
Brachiopoda	Permospirifer sp. a																																																																																																																																										*																																																																																																																	
Brachiopoda	Plekonella acuta							*	*	*																																																																																													803										*																										*	*								*			*									*					*																																																																																							
Brachiopoda	Plekonella campbelli																						*																																																												*																																																		*				*																																																																																																																			
Brachiopoda	Plekonella iniquitas																																																														*																																																																																																										*					*																																																																														
Brachiopoda	Plekonella multicostata																																																																																																																																																																																																																																																								*			
Brachiopoda	Plekonella n. sp.																																																																																																																																							*																																																																																																																				
Brachiopoda	Plekonella southlandensis																																																																					*																																	803						*			*	*			*				*																																							*			*				*																																																																																						
Brachiopoda	Plekonella sp.																								*																			*					*	*					*				*		*				*																																						82									*																																																																																																																																												
Brachiopoda	Productidae gen. indet.																																																																																																																																																																																																																																											*																
Brachiopoda	Productus clarkei																																																																																																																																					*																																																																																																																						
Brachiopoda	Psilocamara n. sp.																																																																																																																																							*																																																																																																																				
Brachiopoda	Psilocamara saginatum																																																																																																																																				*				*							*																																																																																																												
Brachiopoda	Pugnoides tardivenus																																																																																																																																				*																																																																																																																							
Brachiopoda	Pustuloplica baccata																																																																																																																																				*																																																																																																																							
Brachiopoda	Pustuloplica bicostata																Holotype																																																																																																																																																																																																																																											
Brachiopoda	Pustuloplica n.sp.																																																																																																																																										*																																																																																																																	
Brachiopoda	Pustuloplica sp.							*	*	*																																																																																																																																																																																																																																																		
Brachiopoda	Retzia																																																																																																																																																																																																							*																																																				
Brachiopoda	Retzia sp.																				*									*	*																																																																																																																																																																					Fragment.		*											*																																											
Brachiopoda	Retziidae																																																																										To be identified (MacFarlan thesis).																																																																																																																																																																																	
Brachiopoda	Rhipidomella cf. valida																																																																																																																																						*																																																																																																																					
Brachiopoda	Rhynchonella ?																																																																																																																																																																																																																																													strong ribbed, small														
Brachiopoda	Rhynchonella aff. zealandica																																																																																																																																																																																																																																																				very abundant							
Brachiopoda	Rhynchonella cf. zealandica																														*																																																																																																																																																																																																																*													
Brachiopoda	Rhynchonella n. sp. aff.  zealandica																																																																																																																																																																																																																																															*												
Brachiopoda	Rhynchonella n. sp. aff. zealandica																																																																																																																																																																																																																																													*														
Brachiopoda	Rhynchonella sp.																		aff. S179/f0646.												*					*	*		*																																																									very small and almost smooth					*			*		*																						*																										*			cf. Fraser's ford type Ge																					*																*		*			*																																																					
Brachiopoda	Rhynchonella zealandica																																																																																																	*																																																																																																																																																										
Brachiopoda	Rhynchonellidae										indet.																																																														See MacFarlan thesis.		New genus and species.																																																																																	*																																																							As at Coal Creek S159/f574.																			N. gen. et sp.																						
Brachiopoda	Rhynchonellidae n.gen.																				*																																																																																																																																																																																																																																							
Brachiopoda	Rhynchonellidae sp. A																																																																																																																																																																																																														As at Coal Creek.																																													
Brachiopoda	Rhynchonellidae sp.B																																																																																																																																																																																																														*																																													
Brachiopoda	Rhynchonellidae spp.																																																																																																																																																																																			*																																																																								
Brachiopoda	Sakawairhynchia zealandica																																																																																																		*																																																																																																																																																									
Brachiopoda	sp.																																																																																																																																																																																																						Punctate shell fragment.																																																					
Brachiopoda	Spinomartinia spinosa																*																																																																																																																																																																																																																											*																
Brachiopoda	Spirifer aff. darwini																																																																																																																																				*	*																																																																																																																						
Brachiopoda	Spirifer aff. stokesi																																																																																																																																				(Trigonotreta?)	*																																																																																																																						
Brachiopoda	Spirifer aff. tasmaniensis																																																																																																																																						*																																																																																																																					
Brachiopoda	Spirifer cf. glaber																																																																																																																																						*				*																																																																																																																	
Brachiopoda	Spirifer sp.						*																																																																																																																																																																																																																																																					
Brachiopoda	Spirifer spp.																																																																																																																																					*																																																																																																																						
Brachiopoda	Spiriferella n.sp.																																																																																														Wat. 1968																																																																																																																																																													
Brachiopoda	Spiriferella supplanta							*	*	*													*																																																																																																																				*																																																																																																																	
Brachiopoda	Spiriferellina lacunosa																																																																																																																																											*	*																																																																																																															
Brachiopoda	Spiriferellina sp.				*	*																																																																																																																																					*																																																																																																																	
Brachiopoda	Spiriferidae																																																																																																																																														*																																																																																																													
Brachiopoda	Spiriferidae gen. indet.															*																																																																*																																																												*																																																																																																*																
Brachiopoda	Spiriferina aff. kaihikuana																																																																																																																																																																																																																																													*														
Brachiopoda	Spiriferina aff. parki																																																																																																																																																																																																																																													*														
Brachiopoda	Spiriferina cf. kaihikuana																																																																																																																																																																																																																																														*						*							
Brachiopoda	Spiriferina kaihikuana																																																																																																	*																													*																																																																																																																													
Brachiopoda	Spiriferina n. sp.																																																																																																																																																																																																																						*																																					
Brachiopoda	Spiriferina n. sp. cf. fragilis																																																																																																																																																																																																																																															punctate, spinose												
Brachiopoda	Spiriferina n. sp. cf. kaihikuana																																																																																																																																																																																																																																															punctate, not spinose												
Brachiopoda	Spiriferina n.sp.																																																																																																																																																																																																																					*																																						
Brachiopoda	Spiriferina sp.																																																																																																																																																									*																																																	*																						*																											
Brachiopoda	Spiriferinidae																																																																																																																																																																																																											few small spiriferinidae seen only																																																
Brachiopoda	Spiriferinidae gen. indet.																																																																																																																																													*																																																																																																														
Brachiopoda	Spiriferinidae sp.																																																																																																																																																																																																														*																																													
Brachiopoda	Streptorhynchus cf. pelicanensis																																																																																																																																					*																																																																																																																						
Brachiopoda	Streptorhynchus pelicanensis																								*																																																																																																																																																																																																																																			
Brachiopoda	Streptorhynchus sp.																																																																																																																																						*		*																																																																																																																			
Brachiopoda	Strophalosia ? preovalis																																																																																																																																							*																																																																																																																				
Brachiopoda	Strophalosia cf. planata																																																																																																						803																																																																																																																																																					
Brachiopoda	Strophalosia maxwelli n.sp.																																																																																																						82																																																																																																																																																					
Brachiopoda	Strophalosia planata																																																																																																						82																																																																																																																																																					
Brachiopoda	Strophalosia sp.																																																																																																																																														*																																																																																																													
Brachiopoda	Strophalosiidae gen. indet.															*																																																																																																																																																																																																																																												
Brachiopoda	Sulciplica tasmaniensis																																																																																																																																										*																																																																																																																	
Brachiopoda	Sulciplica transversa				*																																																																																																																																																																																																																																																							
Brachiopoda	Syringothyrididae gen. indet.																																																																																																																																											*																																																																																																																
Brachiopoda	Taeniothaerus ?subquadratus																																																																																																																										*																																																																																																																																	
Brachiopoda	Terebratula																																																																																																																																																																																																			*																																																								
Brachiopoda	Terebratula  n. sp. aff. pachydentata																																																																																																																																																																																																																																															*												
Brachiopoda	Terebratula sp.																																																																																																																															*																										*			regularly arranged punctae																																																				*																																				*							
Brachiopoda	Terebratula? sp.																																																																																															punctate																																																																																																																																																												
Brachiopoda	Terebratulida																																																																																																																																																																																																						*	Fragment.																																																				
Brachiopoda	Terebratulidae																													*	*								*																																				Gen. et sp. indet.																																																																																	*																																													? Small, median folds.						*																							N. gen. et sp. Non-determinable.																						
Brachiopoda	Terebratulidae gen. indet.																																																																																																																																																							*																																																																									*																											
Brachiopoda	Terrakea aff. pollex																																																																																																																																				*																																																																																																																							
Brachiopoda	Terrakea brachythaera																																																																																																						82										*																											*																																																																																																																
Brachiopoda	Terrakea brachythaerum																																																																																																																																												*	*																			*	*										*																																																																																
Brachiopoda	Terrakea cf. brachythaerum																																																																																																																																			*																																																																																																																								
Brachiopoda	Terrakea concavum							*		*																																																																																																														*																			*									*			*								*																																																																																													
Brachiopoda	Terrakea elongata																																																																																																												*			*																																																																																																																																												
Brachiopoda	Terrakea fragilis																																																																																																																																											*			*																																																																																																													
Brachiopoda	Terrakea n. sp. aff. pollex																																																																																																																																							*																																																																																																																				
Brachiopoda	Terrakea pollex aurispina																																																																																																																																				*																																																						n. subsp.	n. subsp.																																																																
Brachiopoda	Terrakea sp.																																																																																		*								*																									*																																																						*																																																																		*																
Brachiopoda	Terrakea verecundum																																																																																																																																																																																							*																																																																				
Brachiopoda	Tetrarhynchiinae gen. indet.																																b																																																																																																																																																																																																																											
Brachiopoda	Tomiopsis cf. costata																																																																																																															*																																																																																																																																												
Brachiopoda	Tomiopsis cf. mantuanensis																																																																																																															*																																																																																																																																												
Brachiopoda	Tomiopsis confusa								*																																																																																																																																																																																																																																																			
Brachiopoda	Tomiopsis costata																																																																																																																			*																																																																																																																																								
Brachiopoda	Tomiopsis dissimilis																																																																																																																																																																			*																																																																																								
Brachiopoda	Tomiopsis furca																																																*												*				*																																																																																																																																																																																											
Brachiopoda	Tomiopsis ingelarensis confusus																																																																																																																																										*									*																																																																																																								
Brachiopoda	Tomiopsis isabelliformis																																																																																																																																																																																																																																											*																
Brachiopoda	Tomiopsis mantuanensis																																																																																																																			*																																																																																																																																								
Brachiopoda	Tomiopsis plica																																																																																		*																																																																																																																																																																									
Brachiopoda	Tomiopsis sp.																																														*					*			*	*			*																																																																																																														*																																																																																			
Brachiopoda	Trigonotreta sp.							*		*																																						*	*	*					*	indet.		*	*		*																																																																																																																																																																																															
Brachiopoda	Trigonotreta wairakiensis																																																																																																																																																						*																																																																																																					
Brachiopoda	Waagenoconcha imperfecta																																																												*																																																																																																																																																																																															
Brachiopoda	Wairakiella cf. rostrata	*																																																																																																																																																																																																																																																										
Brachiopoda	Wairakiella rostrata																																											*			*		*										*		*		*		*															*																																																																																								*	*					*																																																																														
Brachiopoda	Wairakirhynchia etaliana																			*		*										*																																																							*	*	*	*							*					*					*																		*																																																																													*															*	*																																		
Brachiopoda	Wairakirhynchia morleyensis																																																																									*																			*	*											*																																																																										*																																									*			holotype OU 15032								*																					
Brachiopoda	Wairakirhynchia susvallensis																															*																																																																																																																																																																																																																												
Brachiopoda	Wairaspiriferina																																																																																																																																																														*																																																																																													
Brachiopoda	Wairaspiriferina asepta																																																																																																																																																															n. gen et n. sp.																																																																																												
Brachiopoda	Wyndhamia aff. jukesi																																																																																																																										*																																																																																																																																	
Brachiopoda	Wyndhamia clarkei																																																																																																																																				*																																																																																																																							
Brachiopoda	Wyndhamia dalwoodensis																																																																																																																																										*																																																																																																																	
Bivalvia	'Lima' sp.																																																																																																																																								*																																																																																																																			
Bivalvia	? Anadontophora sp.																																																																																																																																																																																																																																	*																										
Bivalvia	?Agonisca sp.																																																																																																	*																																																																																																																																																										
Bivalvia	?Balantioselena sp.																																																																																																	*																																																																																																																																																										
Bivalvia	?Daonella																																																																																																																																																							*																																																																																																				
Bivalvia	?Edmondia sp.																																																																																																																																											*																																																																																																																
Bivalvia	?Etheripecten sp.																																																																																*																																																																																																																																																																											
Bivalvia	?Etheripecten sp. indet.																																																																															*																																																																																																																																																																												
Bivalvia	?Eurydesma sp.																																																																																																																																																*																																																																																																											
Bivalvia	?Fletcheripecten sp. b																																																																																																																																											*																																																																																																																
Bivalvia	?Glabripecten sp.																																																																																																																*																																																																																																																																											
Bivalvia	?Glyptoleda reidi																																																																																																												*																																																																																																																																															
Bivalvia	?Glyptoleda sp.																																																																																*																																																																																																																																																																											
Bivalvia	?Glyptoleda sp. indet.																																																																																																															*																																																																																																																																												
Bivalvia	?Halobia																																																																																																																																																																																																																																									or Daonella																		
Bivalvia	?Halobia sp.																																																																																																																																																																																																																																The age indicates that the Halobia frags. are prob. Daonella cf. apteryx																											
Bivalvia	?Heteropecten sp.																																																																																																												*																																																																																																																																															
Bivalvia	?Hokonuia sp.																																																																																																																																																																																																																																*																											
Bivalvia	?Maitaia sp. a																																																																																																																																																																																													*																																																														
Bivalvia	?Megadesmus sp. indet.																																																																																																															*																																																																																																																																												
Bivalvia	?Nuculanidae																																				*																																																																																																																																																																																																																							
Bivalvia	?Nuculopsis sp.																																																																																*																																																																																																																																																																											
Bivalvia	?Nucundata obliqua																																																																																																												*																																																																																																																																															
Bivalvia	?Ostreacea gen. indet.																																*																																																																																																																																																																																																																											
Bivalvia	?Palaeosolen permiana																																																																																																																																												*																																*																																																																															
Bivalvia	?Paleolima sp.																																									*																																																																																																																																																																																																																		
Bivalvia	?Parallelodon aff. dickinsi																																																																																																																																																*																																																																																																											
Bivalvia	?Pseudomonotis sp. c																																																																																																																																																																																										*																																																																	
Bivalvia	?Streblochondria auriocosta																																																																																*																																																																																																																																																																											
