**************************************************************************************************************
Data downloaded from FRED (http://www.fred.org.nz) on February 21, 2015
FRED is the computer database for the NZ Fossil Record File (FRF), which is a nationally significant database administrated by GSNZ and GNS Science                                
Please acknowledge use of this data in publications, reports and presentations.                               
**************************************************************************************************************

********
Paleontology
********
FR Number	Yard FR Number	Locality Type	Field Number/Drillhole Name	Depth From	Depth To	Depth Unit	Drill Type	Identifiers	Identification Date	Stage Lower	Lower Modifier	Stage Upper	Upper Modifier	Age Start	Age Stop	Stage Comments	nLab Number	Collection Comments
CH/f0593		Drillhole	CHA31	10.64	10.84	m		Hornibrook, N. de B.; 	March 2, 1987	Dannevirke Series				66.0	42.6		GNS F 25834	Slide, Echinoid remains, abundant spherical Radiolaria , Ostracoda.	
CH/f0593		Drillhole	CHA31	10.64	10.84	m		Beu, A.G.; 	1991	Waipawan				56.0	53.7	ADOPTED AGE.	GNS GS 14160	REFER NZGS BULL. 105 (1991).	
CH/f0594		Drillhole	CHA58	9.39	10.09	m		Hornibrook, N. de B.; 	March 2, 1987	Altonian				18.7	15.9	lower.	GNS F 25835	slide.	
CH/f0594		Drillhole	CHA58	9.39	10.09	m		Beu, A.G.; 	1991	Altonian				18.7	15.9	ADOPTED AGE.	GNS GS 14161	REFER NZGS BULL. 105 (1991).	
CH/f0602		Outcrop	HJC 631							Waipawan	?			56.0	53.7		GNS GS 14764	NOT PICKED OR IDENTIFIED.	
D41/f0013		Outcrop	D41/28C					Maxwell, P.A.; 									GNS GS 12642	NO LIST.	
D41/f0013		Outcrop	D41/28C					Maxwell, P.A.; 	September 29, 1981										
D41/f0014		Outcrop	D41/15R					Maxwell, P.A.; 									GNS GS 13171	NO LIST.	
D41/f0014		Outcrop	D41/15R																
D41/f0015		Outcrop	D41/16R					Maxwell, P.A.; 									GNS GS 13172	NO LIST.	
D41/f0015		Outcrop	D41/16R					Maxwell, P. A.; 	September 29, 1981										
D41/f0016		Outcrop	D41/16R					Maxwell, P.A.; 									GNS GS 13173		
D41/f0016		Outcrop	D41/16R					Maxwell, P. A.; 	September 29, 1981										
D42/f0059		Outcrop	D42/449B					Maxwell, P.A.; 									GNS GS 13185	NO LIST.	
D43/f9498	S150/f0498	Outcrop						Marwick, J.; 	June 24, 1943	not determined				999.9	0.0		GNS GS 2927	NO LIST.	
D45/f0001		Outcrop						Beu, A.G.; 		Waipipian				3.7	3.0		GNS GS 11181	NO LIST.	
D45/f0002		Outcrop						Beu, A.G.; 		not determined				999.9	0.0		GNS GS 11213	NO LIST.	
D45/f0003		Outcrop						Beu, A.G.; 		not determined				999.9	0.0		GNS GS 11212	NO LIST.	
D45/f0004		Outcrop						Maxwell, P.A.; 		Waiauan				12.7	11.0		GNS GS 12141	NO LIST.	
D45/f0004		Outcrop						Hornibrook, N. de B.; 	November 10, 1977	Lillburnian		Waiauan		15.1	11.0	Resembles Sl assemblage.	GNS F 20729		
D45/f0004		Outcrop						Keyes, I.W.; 	1991								GNS GS 12141		
D45/f0005		Outcrop						Maxwell, P.A.; 		Waiauan				12.7	11.0		GNS GS 12142	NO LIST.	
D45/f0006		Outcrop						Maxwell, P.A.; 		not determined				999.9	0.0		GNS GS 12143	NO LIST.	
D45/f0080		Outcrop						Maxwell, P.A.; 		Altonian				18.7	15.9		GNS GS 12288	NO LIST.	
D45/f0080		Outcrop						Schwarzhans, W.; 	1984	Altonian				18.7	15.9		GNS GS 12288	DETERMINATIONS PUBLISHED SCHWARZHANS 1984, NZGS REP. 113: 268.	
D45/f7136	S159/f1136	Outcrop															GNS GS 11523	NO LIST.	
D45/f8456	S167/f0456	Outcrop	S.1071					Hornibrook, N. de B.; 		Southland Series				15.9	11.0		GNS F 6164	EXTREMELY POOR.	
D45/f8456	S167/f0456	Outcrop	S.1071					Marwick, J.; 		not determined				999.9	0.0		GNS GS 2953	COLLECTION NOT LOCATED.	
D45/f8462	S167/f0462	Outcrop	S.1060					Marwick, J.; 		not determined				999.9	0.0		GNS GS 2967	NO LIST.	
D45/f8462	S167/f0462	Outcrop	S.1060					Hornibrook, N. de B.; 	September 4, 1952	Altonian				18.7	15.9		GNS F 6132		
D45/f8482	S167/f0482	Outcrop	S1038					Finlay, H.J.; 		Altonian				18.7	15.9		GNS F 6159	ON SLIDE.	
D45/f8482	S167/f0482	Outcrop	S1038					Marwick, J.; 		not determined				999.9	0.0		GNS GS 2959	COLLECTION NOT FOUND.	
D45/f8554		Outcrop	S2512					Finlay, H.J.; 		Tongaporutuan				11.0	7.2		GNS F 8437	POOR FAUNA, MOSTLY BLACKISH RESIDUE.	
D45/f8554		Outcrop	S2512					Hornibrook, N. de B.; 		Tongaporutuan				11.0	7.2		GNS F 8437	SEE 489. BETTER FAUNA NEARBY.	
D45/f8554		Outcrop	S2512					Fleming, C.A.; 		Tongaporutuan				11.0	7.2		GNS GS 4584	NO LIST - COLLECTION NOT LOCATED.	
D45/f8563		Outcrop						Fleming, C.A.; 		not determined				999.9	0.0		GNS GS 5101	NO LIST.	
D45/f8601		Outcrop						Fleming, C.A.; 		not determined				999.9	0.0		GNS GS 5503	NO LIST.	
D45/f8797	S167/f0797	Outcrop						Beu, A.G.; 		not determined				999.9	0.0		GNS GS 11227	NO LIST.	
D45/f8819	S167/f0819	Outcrop						Maxwell, P.A.; 		Altonian		Lillburnian		18.7	12.7		GNS GS 11182	NO LIST.	
D45/f8820	S167/f0820	Outcrop						Maxwell, P.A.; 		Altonian		Lillburnian		18.7	12.7		GNS GS 11183	NO LIST.	
D45/f8821	S167/f0821	Outcrop						Maxwell, P.A.; 		Altonian		Lillburnian		18.7	12.7		GNS GS 11184	NO LIST.	
D45/f8822	S167/f0822	Outcrop						Maxwell, P.A.; 		Altonian		Lillburnian		18.7	12.7		GNS GS 11185	NO LIST.	
D45/f8822	S167/f0822	Outcrop						Buckeridge, J.; 	1979	Clifdenian				15.9	15.1		GNS GS 11185		
D45/f8822	S167/f0822	Outcrop						Schwarzhans, W.; 	1984	Clifdenian				15.9	15.1		GNS GS 11185	DETERMINATIONS PUBLISHED SCHWARZHANS 1984, NZGS REP. 113: 267.	
D45/f8823	S167/f0823	Outcrop						Maxwell, P.A.; 		Altonian		Lillburnian		18.7	12.7		GNS GS 11186	NO LIST.	
D45/f8825	S167/f0825	Outcrop						Maxwell, P.A.; 		Lillburnian		Waiauan		15.1	11.0		GNS GS 11188	NO LIST.	
D45/f8826	S167/f0826	Outcrop						Maxwell, P.A.; 		Lillburnian		Waiauan		15.1	11.0		GNS GS 11189	NO LIST.	
D45/f8827	S167/f0827	Outcrop						Maxwell, P.A.; 		Lillburnian		Waiauan		15.1	11.0		GNS GS 11190	NO LIST.	
D45/f8828	S167/f0828	Outcrop						Maxwell, P.A.; 		Lillburnian		Waiauan		15.1	11.0		GNS GS 11191	NO LIST.	
D45/f8828	S167/f0828	Outcrop						Buckeridge, J.; 	1979	not determined				999.9	0.0		GNS GS 11191		
D45/f8829	S167/f0829	Outcrop						Maxwell, P.A.; 		Lillburnian		Waiauan		15.1	11.0		GNS GS 11192	NO LIST.	
D45/f8830	S167/f0830	Outcrop						Maxwell, P.A.; 		Lillburnian		Waiauan		15.1	11.0		GNS GS 11193	NO LIST.	
D45/f9484	S168/f0484	Outcrop	RO 302					Marwick, J.; 		not determined				999.9	0.0		GNS GS 3813	NO LIST.	
D45/f9485	S168/f0485	Outcrop	OC.43					Marwick, J.; 		not determined				999.9	0.0		GNS GS 3497	NO LIST.	
D45/f9486	S168/f0486	Outcrop	OC.39					Marwick, J.; 		not determined				999.9	0.0		GNS GS 3494	NO LIST.	
D45/f9487	S168/f0487	Outcrop	OC.41					Marwick, J.; 		not determined				999.9	0.0		GNS GS 3493	NO LIST.	
D45/f9488	S168/f0488	Outcrop	OC.42					Marwick, J.; 		not determined				999.9	0.0		GNS GS 3492 A	NO LIST.	
D45/f9492	S168/f0492	Outcrop						Marwick, J.; 		not determined				999.9	0.0		GNS GS 2557		
D45/f9585	S168/f0585	Outcrop						Marwick, J.; 		Whaingaroan				34.6	27.3		GNS GS 5444	NO LIST.	
E37/f9514	S97/f0514	Outcrop	J3A														GNS GS 9894		
E37/f9514	S97/f0514	Outcrop	J3A					Hornibrook, N. de B.; 	1968	Landon Series				34.6	21.7		GNS F 17779	Thin section plus pill box.	
E38/f6513	S96/f0513	Outcrop	CR 3					Beu, A.G.; 	September 4, 1974										
E38/f6513	S96/f0513	Outcrop	CR 3					Beu, A.G.; 	September 4, 1974							Wo by Foraminiferas.	GNS GS 11447	Grandaxinea (5-50 m now) with Neilo and Comitas aff. onokeana. (Now greater than 100 m, probably greater than 200 m) certainly suggests slumping of faunas.	
E43/f9500	S151/f0500	Outcrop								not determined				999.9	0.0		GNS GS 6367	NO LIST.	
E43/f9500	S151/f0500	Outcrop						Hornibrook, N. de B.; 										SECTIONED BUT DO NOT APPEAR TO BE ORGANIC. SPHERICAL, HOLLOW - STRUCTURELESS.	
E46/f7430	S169/f0430	Outcrop						Marwick, J.; 		Arnold Series				42.6	34.6		GNS GS 247	NO LIST.	
E46/f9487	S177/f0487	Outcrop	2129					Marwick, J.; 		not determined				999.9	0.0		GNS GS 3540	NO LIST.	
E46/f9489	S177/f0489	Outcrop	S2450							Wanganui Series				5.3	0.0	UPPER W. SERIES.	GNS F 16759		
E46/f9489	S177/f0489	Outcrop	S2450					Marwick, J.; 		not determined				999.9	0.0		GNS GS 4296	NO LIST.	
G36/f6501	S78/f0498	Outcrop	573														GNS F 1217	Thin section T1068. No list.	
G36/f6501	S78/f0498	Outcrop	573														GNS GS 3499		
G36/f6501	S78/f0498	Outcrop	573					Marwick, J.; 		Whaingaroan		Duntroonian		34.6	25.2		GNS GS 3499	DET. PUBLISHED G.S. BULL48 (1955): 22; 1980 - JRSNZ 10 (3): 245.	
I38/f7650	S101/f0650	Outcrop						Hornibrook, N. de B.; 		Whaingaroan		Duntroonian		34.6	25.2		GNS F 11126	S. Skwarko identified members of landonensis fauna but no landonensis.	
I38/f7650	S101/f0650	Outcrop															GNS GS 6972		
I38/f7747	S101/f0747	Outcrop															GNS GS 9568	NO LIST.	
I39/f7560	S110/f0560	Outcrop															GNS GS 9030	SEE I39/f7525 FOR LIST.	
I43/f0053		Outcrop	84																
J31/f9464	S44/f0464	Outcrop						Finlay, H.J.; 		Runangan				36.0	34.6		GNS F 5861	On slide.	
J31/f9464	S44/f0464	Outcrop														MIOCENE.	GNS GS 497	DISCARDED - THIS COLLECTION BY A. MCKAY, 1882 - MARLS OVERLYING CRYSTELLARIA LIMESTONE, GREYMOUTH, WESTLAND.	
J31/f9492	S44/f0492	Outcrop															GNS GS 2217	NO LIST.	
J31/f9495	S44/f0495	Outcrop															GNS GS 2600	10 Lentipecten Ref. Coll. & 2 Cirsotrema (ON F.R.F.) NO LIST.	
J31/f9827	S44/f0827	Outcrop															GNS GS 6773	NO LIST.	
J31/f9827	S44/f0827	Outcrop								not determined				999.9	0.0		GNS L 1831		
J32/f7571	S44/f0571	Outcrop	CS 488					Finlay, H.J.; 		Altonian				18.7	15.9		GNS F 10208		
J32/f7571	S44/f0571	Outcrop	CS 488					Hornibrook, N. de B.; 		Altonian				18.7	15.9	POSSIBLY STILL NOT QUITE Sc.	GNS F 10208	EITHER ADVANCED bisphericus OR glomerosa.	
J32/f7571	S44/f0571	Outcrop	CS 488														GNS GS 3331	NO LIST.	
J32/f9507	S51/f0507	Outcrop	CS 531					Finlay, H.J.; 										NO FAUNA?.	
J32/f9507	S51/f0507	Outcrop	CS 531					Beu, A.G.; 									GNS GS 3596	"FORAMS ONLY" FOSSIL RECORD FORM. NO LIST.	
J32/f9602	S51/f0602	Outcrop	1547					Finlay, H.J.; 		Waiauan				12.7	11.0		GNS F 10851		
J32/f9602	S51/f0602	Outcrop	1547														GNS GS 5225	NO LIST.	
J32/f9603	S51/f0603	Outcrop	1548					Finlay, H.J.; 		Waiauan				12.7	11.0		GNS F 10852		
J32/f9603	S51/f0603	Outcrop	1548														GNS GS 5227	NO LIST.	
J32/f9604	S51/f0604	Outcrop															GNS GS 5226	NO LIST.	
J33/f7580	S51/f0580	Outcrop						Fleming, C.A.; 		Opoitian				5.3	3.7	A.G. BEU - MICROFAUNA FROM THIS LOCALITY IS F10511 AGE ?WW.	GNS GS 3998	DET. PUBLISHED PAL. BULL. 27: 35.	
J36/f0002		Outcrop																NO LIST.	
J38/f0056		Outcrop						Maxwell, P.A.; 									GNS GS 13813	NO LIST.	
J38/f7003A	S102/f0003A	Outcrop								Bortonian				42.6	39.1		GNS GS 56	DISCARDED.	
J38/f8504	S110/f0504	Outcrop	HJH 254a							Arnold Series	?			42.6	34.6		GNS GS 6343	NOT LISTED.	
J38/f8504	S110/f0504	Outcrop	HJH 254a																
J38/f9490	S111/f0490	Outcrop	N99					Scott, G.H.; 		Otaian				21.7	18.7	Is above healyi (F6560).	GNS F 6564	On slide.	
J38/f9490	S111/f0490	Outcrop	N99					Marwick, J.; 									GNS GS 3799	NO LIST.	
J39/f7500C	S111/f0500C	Outcrop								Otaian				21.7	18.7		GNS GS 11283	NO LIST.	
J39/f7525	S111/f0525	Outcrop	N81							Otaian				21.7	18.7		GNS F 6546	On slide.	
J39/f7525	S111/f0525	Outcrop	N81														GNS GS 3802	NO LIST.	
J39/f7586	S111/f0586	Outcrop						Scott, A.U.E.; 		Otaian				21.7	18.7		GNS GS 9242	NO LIST.	
J39/f7586	S111/f0586	Outcrop						Harris, W.F.; 									GNS L 4347	nf.	
J39/f7587	S111/f0587	Outcrop	11					Scott, A.U.E.; 		Otaian				21.7	18.7		GNS GS 9227	NO LIST.	
J39/f7590	S111/f0590	Outcrop	10					Scott, A.U.E.; 		Otaian				21.7	18.7		GNS GS 9226	NO LIST.	
J39/f7592	S111/f0592	Outcrop	F33					Scott, A.U.E.; 		Otaian				21.7	18.7		GNS GS 9223	NO LIST.	
J39/f7593	S111/f0593	Outcrop	F6					Scott, A.U.E.; 									GNS GS 9222	NO LIST.	
J39/f7626	S111/f0626	Outcrop	37					Scott, A.U.E.; 									GNS GS 9224	NO LIST. MANY Turritella.	
J39/f7626	S111/f0626	Outcrop	37					Jenkins, D.G.; 	1971	Otaian				21.7	18.7	G. (G.) woodi connecta Zone		Jenkins 1971 NZGS Pal Bull 42	
J39/f7626	S111/f0626	Outcrop	37					Scott, G.H.; 	May 3, 1971	Otaian				21.7	18.7		GNS F 15860		
J39/f7626	S111/f0626	Outcrop	37					Pocknall, D.T.; 	October 30, 1981	Otaian				21.7	18.7		GNS L 10149	VIRTUALLY NO FLORA; ABUNDANT ORGANIC MATERIAL AND SLIDES RETAINED.	
J39/f7626	S111/f0626	Outcrop	37					Wilson, G.J.; 	October 17, 1997	Waitakian		Otaian		25.2	18.7	On stratigraphy. Not younger than mid-Miocene on dinos.	GNS L 10149	Fairly sparse dinos.	
J39/f8539A	S118/f0539A	Outcrop						Maxwell, P.A.; 		Dannevirke Series				66.0	42.6		GNS GS 13506	NO LIST.	
J39/f8569	S118/f0569	Outcrop								Dannevirke Series				66.0	42.6		GNS GS 7197	NO LIST - Venericardia, RARE Cucullaea, Spirocolpus, etc. ON F.R. FORM.	
J39/f9484	S119/f0484	Outcrop	1					Finlay, H.J.; 		Hutchinsonian				18.7	15.9	Not older than Hutchinsonian. Can't find definite evidence of Awamoanan.	GNS F 11432		
J39/f9484	S119/f0484	Outcrop	1														GNS GS 5292	NO LIST.	
J39/f9493	S119/f0493	Outcrop	108														GNS GS 3798	NO LIST.	
J39/f9508	S119/f0508	Outcrop	57							Otaian				21.7	18.7		GNS F 15880		
J39/f9508	S119/f0508	Outcrop	57														GNS GS 9243	NO LIST.	
J39/f9508	S119/f0508	Outcrop	57					Pocknall, D.T.; 	June 14, 1982	Otaian				21.7	18.7		GNS L 10157		
J39/f9508	S119/f0508	Outcrop	57					Pocknall, D.T.; 	June 14, 1982	Otaian				21.7	18.7				
J39/f9510	S119/f0510	Outcrop	59							Otaian				21.7	18.7		GNS F 15882		
J39/f9510	S119/f0510	Outcrop	59					Scott, A.U.E.; 		Otaian				21.7	18.7		GNS GS 9244	NO LIST.	
J39/f9510	S119/f0510	Outcrop	59					Pocknall, D.T.; 	June 22, 1982	Otaian				21.7	18.7		GNS L 10159		
J39/f9512	S119/f0512	Outcrop	62							Otaian				21.7	18.7		GNS F 15884		
J39/f9512	S119/f0512	Outcrop	62					Scott, A.U.E.; 		Otaian				21.7	18.7		GNS GS 9245	NO LIST.	
J39/f9512	S119/f0512	Outcrop	62					Pocknall, D.T.; 	June 22, 1982	Otaian				21.7	18.7		GNS L 10161		
J39/f9513	S119/f0513	Outcrop	63							Hutchinsonian		Awamoan		18.7	15.9		GNS F 15885		
J39/f9513	S119/f0513	Outcrop	63					Scott, A.U.E.; 									GNS GS 9246	NO LIST.	
J39/f9513	S119/f0513	Outcrop	63					Pocknall, D.T.; 	June 24, 1982	Otaian		Altonian		21.7	15.9	Top Po and Lower Pl.	GNS L 10163	Very poor assemblage with very little diversity.	
J39/f9514	S119/f0514	Outcrop	64							Hutchinsonian		Awamoan		18.7	15.9		GNS F 15886		
J39/f9514	S119/f0514	Outcrop	64					Scott, A.U.E.; 		not determined				999.9	0.0		GNS GS 9247	NO LIST.	
J39/f9514	S119/f0514	Outcrop	64					Pocknall, D.T.; 	June 24, 1982	Altonian				18.7	15.9		GNS L 10164	No flora; slides retained.	
J39/f9515	S119/f0515	Outcrop	65							Hutchinsonian		Awamoan		18.7	15.9		GNS F 15887		
J39/f9515	S119/f0515	Outcrop	65					Scott, A.U.E.; 		not determined				999.9	0.0		GNS GS 9248	NO LIST.	
J39/f9515	S119/f0515	Outcrop	65					Pocknall, D.T.; 	June 24, 1982	Altonian				18.7	15.9		GNS L 10165	Virtually no flora; slides retained.	
J40/f0181		Outcrop																	
J40/f8516	S127/f0516	Outcrop								Waitakian				25.2	21.7		GNS F 9430		
J40/f8516	S127/f0516	Outcrop															GNS GS 3981	NO LIST. BRACHS MENTIONED ON F.R. FORM.	
K31/f8532	S44/f0532	Outcrop	CS 261					Finlay, H.J.; 		Clifdenian				15.9	15.1		GNS F 10121	Sample not in F box system. No slide - R.H. Hoskins.	
K31/f8532	S44/f0532	Outcrop	CS 261														GNS GS 3155	NO LIST.	
K31/f8560	S44/f0560	Outcrop	CS 441					Finlay, H.J.; 		Kaiatan				39.1	36.4		GNS F 6284	PRACTICALLY IDENTICAL IN FAUNA AND AGE WITH THE PREVIOUS SAMPLE. THE OCCURRENCE IN BOTH THESE OF Cyclammina AND Ditrupa SPECIMENS EXACTLY SIMILAR IN APPEARANCE TO THOSE IN F6354 SUGGESTS THAT THE LATTER IS MERELY A BASAL, LEACHED PART OF THE KAIATA.	
K31/f8560	S44/f0560	Outcrop	CS 441							Kaiatan				39.1	36.4		GNS GS 3183	LOCALITY DESCRIPTION ON MACROFAUNA FORM - SAWYERS CREEK 1.50 KM SOUTH OF BODDYTOWN. COLLECTORS H.E. FYFE, M. GAGE & H.W. WELLMAN - 21/11/1943. STRAT. POSITION - 60 M ABOVE COAL & GREYWACKE AND ABOUT 15 M ABOVE C.S. 260. FIELD NO. 441. NO LIST.	
K32/f8601	S51/f0601	Outcrop	1545					Finlay, H.J.; 		Altonian	?			18.7	15.9	POOR FAUNA BUT Siphogenerina rerensis AND Vulvulina ihungia SEEM TO BE PRESENT, AND THEY WOULD INDICATE Sa. IS THIS LIKELY?.	GNS F 10850		
K32/f8601	S51/f0601	Outcrop	1545														GNS GS 5395	NO LIST.	
K32/f8623	S51/f0623	Outcrop								Waipipian				3.7	3.0	A.G. BEU.	GNS GS 5224	NO LIST.	
K34/f9057	S66/f0057	Outcrop								not determined				999.9	0.0		GNS GS 235	NO LIST.	
K34/f9068	S66/f0068	Outcrop								Pareora Series		Southland Series		21.7	11.0		GNS GS 452 A	NO LIST.	
K34/f9071	S66/f0071	Outcrop								Pareora Series		Southland Series		21.7	11.0		GNS GS 456 A	OLD COLLECTIONS. NO LIST.	
K34/f9553	S66/f0553	Outcrop															GNS GS 4676	SEE K34/f9520.	
K34/f9553	S66/f0553	Outcrop						Hornibrook, N. de B.; 								Waitakian by macrofossils.			
K36/f6023	S81/f0023	Outcrop								Landon Series	?			34.6	21.7		GNS GS 474	NO LIST.	
K36/f7499	S82/f0499	Outcrop															GNS GS 1418	NO LIST - SEE ALSO GS311, 549 - SAME HORIZON.	
K36/f7499	S82/f0499	Outcrop								Waitakian				25.2	21.7		GNS GS 311	DET. PUBLISHED PAL. BULL. 8: 52; PAL. BULL. 19 (1924); PAL. BULL. 23 (1954).	
K36/f7499	S82/f0499	Outcrop						Suter, H.; 									GNS GS 311	Also GS 549. Pal. Bull. 8	
K36/f7499	S82/f0499	Outcrop								Altonian				18.7	15.9		GNS GS 549	MICROFAUNA FROM THIS LOCALITY IS F6454. DET. PUBLISHED PAL. BULL. 10 (1924).	
L29/f0049		Drillhole	Unnamed Drillhole	0.0	7.15	m	Core	Maxwell, P.A.; 	October 3, 1984	not determined				999.9	0.0			COLLECTION NOT KEPT.	
L29/f0049		Drillhole	Unnamed Drillhole	0.0	24.4	m	Core	Maxwell, P.A.; 	October 3, 1984	not determined				999.9	0.0			COLLECTION NOT KEPT.	
L29/f0049		Drillhole	Unnamed Drillhole	0.0	37.0	m	Core	Maxwell, P.A.; 	October 3, 1984	not determined				999.9	0.0		GNS GS 13822		
L29/f0049		Drillhole	Unnamed Drillhole	6.0	6.0	m	Core	Maxwell, P.A.; 	October 3, 1984	not determined				999.9	0.0		GNS GS 13819		
L29/f0049		Drillhole	Unnamed Drillhole	10.0	10.0	m	Core	Hoskins, R.H.; 	January 9, 1984	Kaiatan				39.1	36.4		GNS F 23918		
L29/f0049		Drillhole	Unnamed Drillhole	20.0	20.0	m	Core	Hoskins, R.H.; 	1984								GNS F 23918	NOT PROCESSED.	
L29/f0049		Drillhole	Unnamed Drillhole	30.0	30.0	m	Core	Hoskins, R.H.; 	1984								GNS F 23918	NOT PROCESSED.	
L29/f9742	S32/f0742	Outcrop						Beu, A.G.; 		not determined				999.9	0.0	NO CLUE TO AGE.		TUBES OF TEREDINIDAE, INDET., PROBABLY Bankia - THESE CALCAREOUS TUBES (LAID DOWN IN WOOD BY BURROWING BIVALVES) OFTEN SURVIVE AFTER THE WOOD AS BEEN ROTTED AWAY. THE MATRIX LOOKS QUITE CARBONACEOUS.	
L31/f0047		Outcrop	1115					Pojeta, J.; 		not determined				999.9	0.0		GNS CN 465		
L34/f8064	S66/f0064	Outcrop								not determined				999.9	0.0		GNS GS 429	NO LIST.	
L35/f7535	S75/f0535	Outcrop						Maxwell, P.A.; 		Mangaorapan				53.7	49.2		GNS GS 11152	NO LIST.	
M27/f0064		Outcrop	RAC C175					Simes, J.E.; 		not determined				999.9	0.0		GNS CN 112	ECHINOIDEA: MANY INTERESTING FRAGMENTS. BRACHIOPODA: FEW FORMS. MOLLUSCA: MATERIAL TO J. POJETA. TRILOBITA: SEVERAL SPECIMENS IN ACID RESIDUE.	
M27/f0064		Outcrop	RAC C175					Simes, J.E.; 									GNS CN 118	CONODONTA: CN112 - NO FOSSILS, CN220 - NO FOSSILS NO LIST.	
M27/f0134		Outcrop	MYT 19							not determined				999.9	0.0		GNS CN 677	1 PHOSPHATISED TRILOBITE SEGMENT.	
M27/f0134		Outcrop	MYT 19					Pojeta, J.; 		not determined				999.9	0.0		GNS CN 677	VARIETY OF PHOSPHATISED MICROMOLLUSCA.	
M27/f0134		Outcrop	MYT 19					Simes, J.E.; 	May 7, 1985	Payntonian		Arenig Series		489.5	465.3	PROBABLY LOWER Vtr.	GNS CN 677	7 SIMPLE CONES - PROBABLY SOME IDENTIFIABLE. VARIETY OF INARTICULATE BRACHIOPODS.	
M27/f0142		Outcrop	3061 RAC					Cooper, R.A.; 		not determined				999.9	0.0		GNS CN 700	VARIOUS PHOSPHATISED FORMS. FAUNA ALSO INCLUDES REMAINS OF OTHER ENIGMATIC GROUPS.	
M27/f0142		Outcrop	3061 RAC					Mackinnon, D.I.; 		not determined				999.9	0.0		GNS CN 700	VARIOUS BRACH REMAINS.	
M27/f0142		Outcrop	3061 RAC					Pojeta, J.; 		not determined				999.9	0.0		GNS CN 700	VARIOUS MOLLUSCA. Hyolithid PRESENT ALSO.	
M27/f0142		Outcrop	3061 RAC					Pojeta, J.; Mackinnon, D.I.; 	January 1, 2014	Cambrian				541.0	485.4		GNS CN 700	Results published by Pojeta 2014	
M27/f0161		Outcrop	4410					Pojeta, J.; 		not determined				999.9	0.0		GNS CN 833	NOT YET IDENTIFIED.	
M27/f0161		Outcrop	4410					Simes, J.E.; 	June 7, 1985	Tremadocian				485.4	477.7	FROM CLOSE TO H. simplex SUBZONE.	GNS CN 833	VARIETY OF MOSTLY SQUATT SIMPLE CONES.	
M31/f0001		Outcrop	702					Simes, J.E.; 		not determined				999.9	0.0		GNS CN 299	POORLY PRESERVED CAMBRIAN CONODONTS. CN248, 658 ALSO IN THIS LOCALITY.	
M31/f0001		Outcrop	702					Cooper, R.A.; 		not determined				999.9	0.0		GNS GS 11718	NO LIST.	
M31/f0001		Outcrop	702					Percival, I.G.; Zhen, Y.Y.; 	January 1, 2014	Cambrian				541.0	485.4	Furongian or late Cambrian	GNS CN 299	and other CN numbers from that FRF including 248 and 883	
M31/f0001		Outcrop	702					Pojeta, J.; 	January 11, 2014	Cambrian				541.0	485.4		GNS CN 299	Also CN658	
M31/f0008		Outcrop	RAC 950					Simes, J.E.; 		not determined				999.9	0.0		GNS CN 325	FEW CASTS OF BIVALVES AND GASTROPODA.	
M31/f0008		Outcrop	RAC 950					Simes, J.E.; 		Arenig Series		Ashgill Series		477.7	443.8	PROBABLY Vln.	GNS CN 490		
M31/f0008		Outcrop	RAC 950					Cooper, R.A.; 									GNS GS 12117	NO LIST.	
M31/f0064		Outcrop	RAC 4522					Pojeta, J.; 		not determined				999.9	0.0		GNS CN 889	VARIOUS MOLLUSCAN FRAGMENTS.	
M33/f9162	S61/f0162	Outcrop								Southland Series				15.9	11.0	FILED AS S.	GNS GS 5433	= RED NO. 18. NO LIST.	
M34/f7219	S68/f0219	Outcrop								Altonian				18.7	15.9	BY STRATIG.	GNS GS 3504	NO RECORD OF FOSSIL "CABINET 1".	
M34/f7266	S68/f0266	Outcrop								Duntroonian				27.3	25.2		GNS GS 821	NO LIST.	
M34/f7307	S68/f0307	Outcrop								Waiauan	?			12.7	11.0		GNS GS 160		
M34/f7537	S68/f0537	Outcrop						Fleming, C.A.; 									GNS GS 5731	DISCARDED.	
M34/f7667	S68/f0667	Outcrop																SEE GS6324.	
N02/f7555	N2/f0555	Outcrop	21					Scott, G.H.; 		Otaian				21.7	18.7		GNS F 14852	ON SLIDE. VERY CARBONACEOUS. FLOATED.	
N02/f7555	N2/f0555	Outcrop	21					Scott, A.U.E.; 		Otaian		Altonian		21.7	15.9		GNS GS 9018	ONLY ONE MOLLUSC COLLECTED.	
N02/f7555	N2/f0555	Outcrop	21														GNS SS 2364		
N02/f7555	N2/f0555	Outcrop	21					Jenkins, D.G.; 	1971	Otaian		Hutchinsonian		21.7	15.9	G. (G.) woodi connecta			
N02/f7558A	N2/f0558A	Outcrop	117					Stevens, G.R.; 		not determined				999.9	0.0			NO GS NUMBER - FRAGS, ONLY - NOT MATOTORUS.	
N02/f7594	N2/f0594	Outcrop						Maxwell, P.A.; 		Otaian		Altonian		21.7	15.9		GNS GS 9723	NO LIST.	
N02/f7595	N2/f0595	Outcrop						Keyes, I.W.; 		Altonian				18.7	15.9		GNS GS 9722		
N02/f7595	N2/f0595	Outcrop						Maxwell, P.A.; 		Altonian				18.7	15.9		GNS GS 9722	NO LIST.	
N02/f7610	N2/f0610	Outcrop	Par/2					Keyes, I.W.; 		Altonian				18.7	15.9		GNS GS 9871		
