taxon_name	phylum	class	feeding
Acculina	Brachiopoda	Strophomenata	1
Apatomorpha	Brachiopoda	Strophomenata	1
Dulankarella	Brachiopoda	Strophomenata	1
Glyptambonites	Brachiopoda	Strophomenata	1
Goniotrema	Brachiopoda	Strophomenata	1
Ishimia	Brachiopoda	Strophomenata	1
Ishimia	Brachiopoda	Strophomenata	1
Kajnaria	Brachiopoda	Strophomenata	1
Lepidomena	Brachiopoda	Strophomenata	1
Leptastichidia	Brachiopoda	Strophomenata	1
Leptellina (Leptellina)	Brachiopoda	Strophomenata	1
Leptellina (Merciella)	Brachiopoda	Strophomenata	1
Leptellina	Brachiopoda	Strophomenata	1
Leptelloidea	Brachiopoda	Strophomenata	1
Mabella	Brachiopoda	Strophomenata	1
Palaeostrophomena	Brachiopoda	Strophomenata	1
Reversella	Brachiopoda	Strophomenata	1
Shlyginia	Brachiopoda	Strophomenata	1
Tesikella	Brachiopoda	Strophomenata	1
Titanambonites	Brachiopoda	Strophomenata	1
Toquimia	Brachiopoda	Strophomenata	1
Ujukites	Brachiopoda	Strophomenata	1
Bilobia	Brachiopoda	Strophomenata	1
Leangella (Leangella)	Brachiopoda	Strophomenata	1
Leangella (Leptestiina)	Brachiopoda	Strophomenata	1
Leangella	Brachiopoda	Strophomenata	1
Leptestia	Brachiopoda	Strophomenata	1
Rurambonites	Brachiopoda	Strophomenata	1
Sampo	Brachiopoda	Strophomenata	1
Sortanella	Brachiopoda	Strophomenata	1
Humaella	Brachiopoda	Strophomenata	1
Akelina	Brachiopoda	Strophomenata	1
Bandaleta	Brachiopoda	Strophomenata	1
Ingria	Brachiopoda	Strophomenata	1
Isophragma	Brachiopoda	Strophomenata	1
Plectambonites	Brachiopoda	Strophomenata	1
Plectella	Brachiopoda	Strophomenata	1
Taphrodonta (Nanambonites)	Brachiopoda	Strophomenata	1
Taphrodonta (Taphrondonta)	Brachiopoda	Strophomenata	1
Taphrodonta	Brachiopoda	Strophomenata	1
Anisopleurella	Brachiopoda	Strophomenata	1
Dubioleptina	Brachiopoda	Strophomenata	1
Eochonetes	Brachiopoda	Strophomenata	1
Eoplectodonta (Eoplectodonta)	Brachiopoda	Strophomenata	1
Eoplectodonta (Kozlowskites)	Brachiopoda	Strophomenata	1
Eoplectodonta (Ygerodiscus)	Brachiopoda	Strophomenata	1
Eoplectodonta	Brachiopoda	Strophomenata	1
Gunningblandella	Brachiopoda	Strophomenata	1
Olgambonites	Brachiopoda	Strophomenata	1
Plectodonta (Dalejodiscus)	Brachiopoda	Strophomenata	1
Plectodonta (Plectodonta)	Brachiopoda	Strophomenata	1
Plectodonta (Plectodontella)	Brachiopoda	Strophomenata	1
Plectodonta	Brachiopoda	Strophomenata	1
Ptychoglyptus	Brachiopoda	Strophomenata	1
Sowerbyella (Rugosowerbyella)	Brachiopoda	Strophomenata	1
Sowerbyella (Sowerbyella)	Brachiopoda	Strophomenata	1
Sowerbyella	Brachiopoda	Strophomenata	1
Zhilgyzambonites	Brachiopoda	Strophomenata	1
Sowerbyites	Brachiopoda	Strophomenata	1
Syndielasma	Brachiopoda	Strophomenata	1
Ahtiella	Brachiopoda	Strophomenata	1
Aporthophyla	Brachiopoda	Strophomenata	1
Aporthophylina	Brachiopoda	Strophomenata	1
Borua	Brachiopoda	Strophomenata	1
Guttasella	Brachiopoda	Strophomenata	1
Inversella (Inversella)	Brachiopoda	Strophomenata	1
Inversella (Reinversella)	Brachiopoda	Strophomenata	1
Inversella	Brachiopoda	Strophomenata	1
Leptella (Huacoella)	Brachiopoda	Strophomenata	1
Leptella (Leptella)	Brachiopoda	Strophomenata	1
Leptella (Petroria)	Brachiopoda	Strophomenata	1
Leptella	Brachiopoda	Strophomenata	1
Pelonomia	Brachiopoda	Strophomenata	1
Rutrumella	Brachiopoda	Strophomenata	1
Sanjuanella	Brachiopoda	Strophomenata	1
Schedophyla	Brachiopoda	Strophomenata	1
Spanodonta	Brachiopoda	Strophomenata	1
Taffia	Brachiopoda	Strophomenata	1
Tourmakeadia (Bockelia)	Brachiopoda	Strophomenata	1
Tourmakeadia (Tourmakeadia)	Brachiopoda	Strophomenata	1
Tourmakeadia	Brachiopoda	Strophomenata	1
Aegiria	Brachiopoda	Strophomenata	1
Aegiromena	Brachiopoda	Strophomenata	1
Chonetoidea	Brachiopoda	Strophomenata	1
Epelidoaegiria	Brachiopoda	Strophomenata	1
Jonesea	Brachiopoda	Strophomenata	1
Mezounia	Brachiopoda	Strophomenata	1
Multiridgia	Brachiopoda	Strophomenata	1
Nabiaoia	Brachiopoda	Strophomenata	1
Xenambonites	Brachiopoda	Strophomenata	1
Paucicostella	Brachiopoda	Strophomenata	1
Ukoa	Brachiopoda	Strophomenata	1
Amphistrophia (Amphistrophia)	Brachiopoda	Strophomenata	1
Amphistrophia (Amphistrophiella)	Brachiopoda	Strophomenata	1
Amphistrophia (Pembrostrophia)	Brachiopoda	Strophomenata	1
Amphistrophia (Sulcatastrophiella)	Brachiopoda	Strophomenata	1
Amphistrophia	Brachiopoda	Strophomenata	1
Desistrophia	Brachiopoda	Strophomenata	1
Devonamphistrophia	Brachiopoda	Strophomenata	1
Eoamphistrophia	Brachiopoda	Strophomenata	1
Eomaoristrophia	Brachiopoda	Strophomenata	1
Gladiostrophia	Brachiopoda	Strophomenata	1
Jakutostrophia	Brachiopoda	Strophomenata	1
Maoristrophia	Brachiopoda	Strophomenata	1
Mclearnites (Geniculomclearnites)	Brachiopoda	Strophomenata	1
Mclearnites (Mclearnites)	Brachiopoda	Strophomenata	1
Mclearnites	Brachiopoda	Strophomenata	1
Mesodouvillina	Brachiopoda	Strophomenata	1
Sinostrophia	Brachiopoda	Strophomenata	1
Christiania	Brachiopoda	Strophomenata	1
Nubialba	Brachiopoda	Strophomenata	1
Bojodouvillina	Brachiopoda	Strophomenata	1
Cymostrophia (Cymostrophia)	Brachiopoda	Strophomenata	1
Cymostrophia (Cymostrophiella)	Brachiopoda	Strophomenata	1
Cymostrophia (Protocymostrophia)	Brachiopoda	Strophomenata	1
Cymostrophia	Brachiopoda	Strophomenata	1
Dicoelostrophia	Brachiopoda	Strophomenata	1
Douvillina	Brachiopoda	Strophomenata	1
Douvillinaria	Brachiopoda	Strophomenata	1
Douvillinella (Crinistrophia)	Brachiopoda	Strophomenata	1
Douvillinella (Douvillinella)	Brachiopoda	Strophomenata	1
Douvillinella	Brachiopoda	Strophomenata	1
Douvillinoides	Brachiopoda	Strophomenata	1
Hercostrophia	Brachiopoda	Strophomenata	1
Leptodontella	Brachiopoda	Strophomenata	1
Malurostrophia	Brachiopoda	Strophomenata	1
Megastrophiella	Brachiopoda	Strophomenata	1
Moravostrophia	Brachiopoda	Strophomenata	1
Nadiastrophia	Brachiopoda	Strophomenata	1
Parastrophonella	Brachiopoda	Strophomenata	1
Paucistrophia	Brachiopoda	Strophomenata	1
Phragmostrophia	Brachiopoda	Strophomenata	1
Protodouvillina	Brachiopoda	Strophomenata	1
Radiomena	Brachiopoda	Strophomenata	1
Spinostrophia	Brachiopoda	Strophomenata	1
Sulcatostrophia	Brachiopoda	Strophomenata	1
Taemostrophia	Brachiopoda	Strophomenata	1
Teichostrophia	Brachiopoda	Strophomenata	1
Telaeoshaleria	Brachiopoda	Strophomenata	1
Zophostrophia	Brachiopoda	Strophomenata	1
Eopholidostrophia	Brachiopoda	Strophomenata	1
Mesopholidostrophia	Brachiopoda	Strophomenata	1
Origostrophia	Brachiopoda	Strophomenata	1
Foliomena	Brachiopoda	Strophomenata	1
Bystromena	Brachiopoda	Strophomenata	1
Glyptomena	Brachiopoda	Strophomenata	1
Hesperinia	Brachiopoda	Strophomenata	1
Linostrophomena	Brachiopoda	Strophomenata	1
Paromalomena (Shanomena)	Brachiopoda	Strophomenata	1
Paromalomena	Brachiopoda	Strophomenata	1
Pionomena	Brachiopoda	Strophomenata	1
Platymena	Brachiopoda	Strophomenata	1
Pomeromena	Brachiopoda	Strophomenata	1
Proboscisambon	Brachiopoda	Strophomenata	1
Qianomena	Brachiopoda	Strophomenata	1
Rhactomena	Brachiopoda	Strophomenata	1
Tashanomena	Brachiopoda	Strophomenata	1
Teratelasma	Brachiopoda	Strophomenata	1
Trondomena	Brachiopoda	Strophomenata	1
Leptaenisca	Brachiopoda	Strophomenata	1
Leptaenoidea	Brachiopoda	Strophomenata	1
Leptaenomendax	Brachiopoda	Strophomenata	1
Liljevallia	Brachiopoda	Strophomenata	1
Taleoleptaena	Brachiopoda	Strophomenata	1
Barbaestrophia	Brachiopoda	Strophomenata	1
Brachyprion (Erinostrophia)	Brachiopoda	Strophomenata	1
Brachyprion	Brachiopoda	Strophomenata	1
Castellaroina	Brachiopoda	Strophomenata	1
Chynistrophia	Brachiopoda	Strophomenata	1
Eomegastrophia	Brachiopoda	Strophomenata	1
Eostropheodonta	Brachiopoda	Strophomenata	1
Gamphalosia	Brachiopoda	Strophomenata	1
Gibberostrophia	Brachiopoda	Strophomenata	1
Leptostrophia (Leptostrophia)	Brachiopoda	Strophomenata	1
Leptostrophia (Rhytistrophia)	Brachiopoda	Strophomenata	1
Leptostrophia	Brachiopoda	Strophomenata	1
Mesoleptostrophia (Mesoleptostrophia)	Brachiopoda	Strophomenata	1
Mesoleptostrophia (Paraleptostrophia)	Brachiopoda	Strophomenata	1
Mesoleptostrophia (Rhytirugea)	Brachiopoda	Strophomenata	1
Mesoleptostrophia	Brachiopoda	Strophomenata	1
Nervostrophia (Ailostrophia)	Brachiopoda	Strophomenata	1
Nervostrophia	Brachiopoda	Strophomenata	1
Palaeoleptostrophia	Brachiopoda	Strophomenata	1
Protoleptostrophia	Brachiopoda	Strophomenata	1
Protomegastrophia	Brachiopoda	Strophomenata	1
Rotundostrophia	Brachiopoda	Strophomenata	1
Tubulostrophia	Brachiopoda	Strophomenata	1
Tudiaophomena	Brachiopoda	Strophomenata	1
Tuvaechonetes	Brachiopoda	Strophomenata	1
Tuvaestrophia	Brachiopoda	Strophomenata	1
Velostrophia	Brachiopoda	Strophomenata	1
Viodostrophia	Brachiopoda	Strophomenata	1
Colaptomena	Brachiopoda	Strophomenata	1
Glossoleptaena	Brachiopoda	Strophomenata	1
Hedstroemina	Brachiopoda	Strophomenata	1
Heteromena	Brachiopoda	Strophomenata	1
Hibernodonta	Brachiopoda	Strophomenata	1
Hingganoleptaena	Brachiopoda	Strophomenata	1
Hollardina	Brachiopoda	Strophomenata	1
Kiaeromena (Bekkeromena)	Brachiopoda	Strophomenata	1
Kiaeromena (Kiaeromena)	Brachiopoda	Strophomenata	1
Kiaeromena	Brachiopoda	Strophomenata	1
Kjaerina	Brachiopoda	Strophomenata	1
Kjerulfina	Brachiopoda	Strophomenata	1
Lepidoleptaena	Brachiopoda	Strophomenata	1
Leptaena (Leptaena)	Brachiopoda	Strophomenata	1
Leptaena (Septomena)	Brachiopoda	Strophomenata	1
Leptaena (Ygdrasilomena)	Brachiopoda	Strophomenata	1
Leptaena	Brachiopoda	Strophomenata	1
Leptaenopyxis (Hefengia)	Brachiopoda	Strophomenata	1
Leptaenopyxis (Leptaenopyxis)	Brachiopoda	Strophomenata	1
Leptaenopyxis	Brachiopoda	Strophomenata	1
Leptagonia	Brachiopoda	Strophomenata	1
Limbimurina	Brachiopoda	Strophomenata	1
Lioleptaena	Brachiopoda	Strophomenata	1
Lissoleptaena (Vanekaria)	Brachiopoda	Strophomenata	1
Lissoleptaena	Brachiopoda	Strophomenata	1
Mackerrovia	Brachiopoda	Strophomenata	1
Megamyonia	Brachiopoda	Strophomenata	1
Notoleptaena	Brachiopoda	Strophomenata	1
Odoratus	Brachiopoda	Strophomenata	1
Pentagomena	Brachiopoda	Strophomenata	1
Rafinesquina	Brachiopoda	Strophomenata	1
Rhipidomena	Brachiopoda	Strophomenata	1
Rugoleptaena	Brachiopoda	Strophomenata	1
Scamnomena	Brachiopoda	Strophomenata	1
Tchadania	Brachiopoda	Strophomenata	1
Shaleria (Janiomya)	Brachiopoda	Strophomenata	1
Shaleria (Shaleria)	Brachiopoda	Strophomenata	1
Shaleria (Shaleriella)	Brachiopoda	Strophomenata	1
Shaleria	Brachiopoda	Strophomenata	1
Arbizustrophia	Brachiopoda	Strophomenata	1
Boucotstrophia	Brachiopoda	Strophomenata	1
Dictyostrophia (Dictyostrophia)	Brachiopoda	Strophomenata	1
Dictyostrophia (Plicostropheodonta)	Brachiopoda	Strophomenata	1
Dictyostrophia	Brachiopoda	Strophomenata	1
Fascistropheodonta	Brachiopoda	Strophomenata	1
Galateastrophia	Brachiopoda	Strophomenata	1
Gorgostrophia	Brachiopoda	Strophomenata	1
Khangaestrophia	Brachiopoda	Strophomenata	1
Leptodonta	Brachiopoda	Strophomenata	1
Lissostrophia	Brachiopoda	Strophomenata	1
Megastrophia	Brachiopoda	Strophomenata	1
Minutostropheodonta	Brachiopoda	Strophomenata	1
Neumanella	Brachiopoda	Strophomenata	1
Papillostrophia	Brachiopoda	Strophomenata	1
Parapholidostrophia	Brachiopoda	Strophomenata	1
Pholidostrophia	Brachiopoda	Strophomenata	1
Pterostrophia	Brachiopoda	Strophomenata	1
Strophodonta (Asturistrophia)	Brachiopoda	Strophomenata	1
Strophodonta (Strophodonta)	Brachiopoda	Strophomenata	1
Strophodonta	Brachiopoda	Strophomenata	1
Strophonelloides	Brachiopoda	Strophomenata	1
Actinomena	Brachiopoda	Strophomenata	1
Bajanhongorella	Brachiopoda	Strophomenata	1
Bellimurina (Bellimurina)	Brachiopoda	Strophomenata	1
Bellimurina (Cyphomenoidea)	Brachiopoda	Strophomenata	1
Bellimurina	Brachiopoda	Strophomenata	1
Biparetis	Brachiopoda	Strophomenata	1
Dactylogonia	Brachiopoda	Strophomenata	1
Drummuckina	Brachiopoda	Strophomenata	1
Dzhebaglina	Brachiopoda	Strophomenata	1
Esilia	Brachiopoda	Strophomenata	1
Furcitella	Brachiopoda	Strophomenata	1
Geniculina	Brachiopoda	Strophomenata	1
Gunnarella	Brachiopoda	Strophomenata	1
Holtedahlina	Brachiopoda	Strophomenata	1
Infurca	Brachiopoda	Strophomenata	1
Karomena	Brachiopoda	Strophomenata	1
Katastrophomena (Costistrophomena)	Brachiopoda	Strophomenata	1
Katastrophomena (Katastrophomena)	Brachiopoda	Strophomenata	1
Katastrophomena	Brachiopoda	Strophomenata	1
Kirkina	Brachiopoda	Strophomenata	1
Laevicyphomena	Brachiopoda	Strophomenata	1
Longvillia	Brachiopoda	Strophomenata	1
Luhaia	Brachiopoda	Strophomenata	1
Maakina	Brachiopoda	Strophomenata	1
Mansina	Brachiopoda	Strophomenata	1
Molongcola	Brachiopoda	Strophomenata	1
Murinella	Brachiopoda	Strophomenata	1
Oepikina	Brachiopoda	Strophomenata	1
Pentlandina	Brachiopoda	Strophomenata	1
Pseudostrophomena	Brachiopoda	Strophomenata	1
Quondongia	Brachiopoda	Strophomenata	1
Strophomena (Keilamena)	Brachiopoda	Strophomenata	1
Strophomena (Strophomena)	Brachiopoda	Strophomenata	1
Strophomena (Tetraphalerella)	Brachiopoda	Strophomenata	1
Strophomena	Brachiopoda	Strophomenata	1
Teratelasmella	Brachiopoda	Strophomenata	1
Titanomena	Brachiopoda	Strophomenata	1
Trigrammaria	Brachiopoda	Strophomenata	1
Trotlandella	Brachiopoda	Strophomenata	1
Eostrophonella	Brachiopoda	Strophomenata	1
Strophonella (Quasistrophonella)	Brachiopoda	Strophomenata	1
Strophonella (Strophonella)	Brachiopoda	Strophomenata	1
Strophonella	Brachiopoda	Strophomenata	1
Playfairia	Brachiopoda	Strophomenata	1
Rhenostrophia	Brachiopoda	Strophomenata	1
Gemmellaroia	Brachiopoda	Strophomenata	1
Undaria	Brachiopoda	Strophomenata	1
Rigbyella	Brachiopoda	Strophomenata	1
Ottadalenites	Brachiopoda	Strophomenata	1
Salanygolina	Brachiopoda		1
Chynithele	Brachiopoda	Lingulata	1
Eoschizotreta	Brachiopoda	Lingulata	1
Ivanothele	Brachiopoda	Lingulata	1
Pelagodiscus	Brachiopoda	Lingulata	1
Praeoehlertella	Brachiopoda	Lingulata	1
Sterbinella	Brachiopoda	Lingulata	1
Opatrilkiella	Brachiopoda	Lingulata	1
Keskentassia	Brachiopoda	Lingulata	1
Vassilkovia	Brachiopoda	Lingulata	1
Agalatassia	Brachiopoda	Lingulata	1
Euobolus	Brachiopoda	Lingulata	1
Ralfia	Brachiopoda	Lingulata	1
Rebrovia	Brachiopoda	Lingulata	1
Ungula	Brachiopoda	Lingulata	1
Barrandeoglossa	Brachiopoda	Lingulata	1
Divobolus	Brachiopoda	Lingulata	1
Josephobolus	Brachiopoda	Lingulata	1
Kacakiella	Brachiopoda	Lingulata	1
Kosagittella	Brachiopoda	Lingulata	1
Libecoviella	Brachiopoda	Lingulata	1
Lithobolus	Brachiopoda	Lingulata	1
Litoperata	Brachiopoda	Lingulata	1
Mytoella	Brachiopoda	Lingulata	1
Ovolingula	Brachiopoda	Lingulata	1
Pidiobolus	Brachiopoda	Lingulata	1
Prastavia	Brachiopoda	Lingulata	1
Teneobolus	Brachiopoda	Lingulata	1
Wadiglossella	Brachiopoda	Lingulata	1
Wosekella	Brachiopoda	Lingulata	1
Eopaterula	Brachiopoda	Lingulata	1
Tarphyteina	Brachiopoda	Lingulata	1
Meristopacha	Brachiopoda	Lingulata	1
Sedlecilingula	Brachiopoda	Lingulata	1
Fagusella	Brachiopoda	Lingulata	1
Koneviella	Brachiopoda	Lingulata	1
Paldiskia	Brachiopoda	Lingulata	1
Bruntonathyris	Brachiopoda	Rhynchonellata	1
Bruntosina	Brachiopoda	Rhynchonellata	1
Ceresathyris	Brachiopoda	Rhynchonellata	1
Fastigata	Brachiopoda	Rhynchonellata	1
Grinnellathyris	Brachiopoda	Rhynchonellata	1
Hexarhytis	Brachiopoda	Rhynchonellata	1
Homeathyris	Brachiopoda	Rhynchonellata	1
Mica	Brachiopoda	Rhynchonellata	1
Pygmis	Brachiopoda	Rhynchonellata	1
Svetlania	Brachiopoda	Rhynchonellata	1
Cammerista	Brachiopoda	Rhynchonellata	1
Muhuathyris	Brachiopoda	Rhynchonellata	1
Bimeristina	Brachiopoda	Rhynchonellata	1
Fayettella	Brachiopoda	Rhynchonellata	1
Iuxtathyris	Brachiopoda	Rhynchonellata	1
Metathytisina	Brachiopoda	Rhynchonellata	1
Coveenia	Brachiopoda	Rhynchonellata	1
Heckerella	Brachiopoda	Rhynchonellata	1
Tuberculatospira	Brachiopoda	Rhynchonellata	1
Istokina	Brachiopoda	Rhynchonellata	1
Plesicarinata	Brachiopoda	Rhynchonellata	1
Christiferina	Brachiopoda	Rhynchonellata	1
Pelecymya	Brachiopoda	Rhynchonellata	1
Haymina	Brachiopoda	Rhynchonellata	1
Fehamaya	Brachiopoda	Rhynchonellata	1
Tenuiseptorthis	Brachiopoda	Rhynchonellata	1
Templeella	Brachiopoda	Rhynchonellata	1
Elsaella	Brachiopoda	Rhynchonellata	1
Wangyuella	Brachiopoda	Rhynchonellata	1
Destombesium	Brachiopoda	Rhynchonellata	1
Alocorthis	Brachiopoda	Rhynchonellata	1
Celsiorthis	Brachiopoda	Rhynchonellata	1
Dichthofera	Brachiopoda	Rhynchonellata	1
Orthokopis	Brachiopoda	Rhynchonellata	1
Tuvinia	Brachiopoda	Rhynchonellata	1
Styxorthis	Brachiopoda	Rhynchonellata	1
Roanella	Brachiopoda	Rhynchonellata	1
Giraldibella	Brachiopoda	Rhynchonellata	1
Siljanostrophia	Brachiopoda	Rhynchonellata	1
Herbertella	Brachiopoda	Rhynchonellata	1
Weberorthis	Brachiopoda	Rhynchonellata	1
Antirhynochonella	Brachiopoda	Rhynchonellata	1
Barrandian	Brachiopoda	Rhynchonellata	1
Indaclor	Brachiopoda	Rhynchonellata	1
Gashanomiaoia	Brachiopoda	Rhynchonellata	1
Levigypa	Brachiopoda	Rhynchonellata	1
Multicosta	Brachiopoda	Rhynchonellata	1
Sieberelloides	Brachiopoda	Rhynchonellata	1
Severella	Brachiopoda	Rhynchonellata	1
Aenigmastrpohia	Brachiopoda	Rhynchonellata	1
Aeningmastricklandia	Brachiopoda	Rhynchonellata	1
Chiastodoca	Brachiopoda	Rhynchonellata	1
Stricklandisrophia	Brachiopoda	Rhynchonellata	1
Branconia	Brachiopoda	Rhynchonellata	1
Idiostophia	Brachiopoda	Rhynchonellata	1
Metacameralla	Brachiopoda	Rhynchonellata	1
Schizotrophina	Brachiopoda	Rhynchonellata	1
Eosostrophina	Brachiopoda	Rhynchonellata	1
Jolkinia	Brachiopoda	Rhynchonellata	1
Punastrophia	Brachiopoda	Rhynchonellata	1
Yangtzella	Brachiopoda	Rhynchonellata	1
Syntrophiodies	Brachiopoda	Rhynchonellata	1
Eosyntrophopsis	Brachiopoda	Rhynchonellata	1
Radkeina	Brachiopoda	Rhynchonellata	1
Rhabdostrophia	Brachiopoda	Rhynchonellata	1
Rosella	Brachiopoda	Rhynchonellata	1
Disepta	Brachiopoda	Rhynchonellata	1
Doloesella	Brachiopoda	Rhynchonellata	1
Plectrophia	Brachiopoda	Rhynchonellata	1
Talovia	Brachiopoda	Rhynchonellata	1
Leptolepyron	Brachiopoda	Rhynchonellata	1
Ellesmerhynchia	Brachiopoda	Rhynchonellata	1
Abramovia	Brachiopoda	Rhynchonellata	1
Momarhynchus	Brachiopoda	Rhynchonellata	1
Mononusphaericorhynchus	Brachiopoda	Rhynchonellata	1
Navalicria	Brachiopoda	Rhynchonellata	1
Parvulaltarostrum	Brachiopoda	Rhynchonellata	1
Sphaeridiorhynchus	Brachiopoda	Rhynchonellata	1
Tchernarhynchia	Brachiopoda	Rhynchonellata	1
Tebetorhynchus	Brachiopoda	Rhynchonellata	1
Tomestenoprhynchus	Brachiopoda	Rhynchonellata	1
Vincalaria	Brachiopoda	Rhynchonellata	1
Yocrarhynchus	Brachiopoda	Rhynchonellata	1
Ypilorhynchus	Brachiopoda	Rhynchonellata	1
Woodwardirhynchia	Brachiopoda	Rhynchonellata	1
Pemphixina	Brachiopoda	Rhynchonellata	1
Paraplicirhynchia	Brachiopoda	Rhynchonellata	1
Lessinirhynchia	Brachiopoda	Rhynchonellata	1
Begiarslania	Brachiopoda	Rhynchonellata	1
Harmignirhynchia	Brachiopoda	Rhynchonellata	1
Homaletarhynchia	Brachiopoda	Rhynchonellata	1
Lewesirhynchia	Brachiopoda	Rhynchonellata	1
Hampsia	Brachiopoda	Rhynchonellata	1
Abyssorhynchia	Brachiopoda	Rhynchonellata	1
Compsothyris	Brachiopoda	Rhynchonellata	1
Frieleia	Brachiopoda	Rhynchonellata	1
Grammetaria	Brachiopoda	Rhynchonellata	1
Manithyris	Brachiopoda	Rhynchonellata	1
Neorhynchia	Brachiopoda	Rhynchonellata	1
Parasphenarina	Brachiopoda	Rhynchonellata	1
Batangorhynchia	Brachiopoda	Rhynchonellata	1
Tethyrhynchia	Brachiopoda	Rhynchonellata	1
Chalimia	Brachiopoda	Rhynchonellata	1
Polyptychorhynchus	Brachiopoda	Rhynchonellata	1
Acanthobasiliola	Brachiopoda	Rhynchonellata	1
Basiliolella	Brachiopoda	Rhynchonellata	1
Orbirhynchopsis	Brachiopoda	Rhynchonellata	1
Striarina	Brachiopoda	Rhynchonellata	1
Caucasella	Brachiopoda	Rhynchonellata	1
Cryotorhynchia	Brachiopoda	Rhynchonellata	1
Mirantesia	Brachiopoda	Rhynchonellata	1
Aikarhyncha	Brachiopoda	Rhynchonellata	1
Cavastisinurostrum	Brachiopoda	Rhynchonellata	1
Dimensionaequalirsostrum	Brachiopoda	Rhynchonellata	1
Iphinerrhynx	Brachiopoda	Rhynchonellata	1
Leptoterorhynchus	Brachiopoda	Rhynchonellata	1
Novaplatirostrum	Brachiopoda	Rhynchonellata	1
Phacoiderhynchus	Brachiopoda	Rhynchonellata	1
Tetragonorhynchus	Brachiopoda	Rhynchonellata	1
Taksarhynchia	Brachiopoda	Rhynchonellata	1
Ladogiodies	Brachiopoda	Rhynchonellata	1
Echinirhychia	Brachiopoda	Rhynchonellata	1
Grestenella	Brachiopoda	Rhynchonellata	1
Superbirhyncha	Brachiopoda	Rhynchonellata	1
Himalarihynchia	Brachiopoda	Rhynchonellata	1
Araratella	Brachiopoda	Rhynchonellata	1
Greira	Brachiopoda	Rhynchonellata	1
Pacificocelia	Brachiopoda	Rhynchonellata	1
Platytrochalos	Brachiopoda	Rhynchonellata	1
Zlichlorhynchus	Brachiopoda	Rhynchonellata	1
Orthorhynchyllion	Brachiopoda	Rhynchonellata	1
Hypsisptycha	Brachiopoda	Rhynchonellata	1
Rhytidorhaschis	Brachiopoda	Rhynchonellata	1
Alotostrum	Brachiopoda	Rhynchonellata	1
Bortegitoechia	Brachiopoda	Rhynchonellata	1
Hunanotoechia	Brachiopoda	Rhynchonellata	1
Orophomesorhynchus	Brachiopoda	Rhynchonellata	1
Paropamisorhynchus	Brachiopoda	Rhynchonellata	1
Piridiorhynchus	Brachiopoda	Rhynchonellata	1
Poleomesorhynchus	Brachiopoda	Rhynchonellata	1
Porthmorhynchus	Brachiopoda	Rhynchonellata	1
Saxulirostrum	Brachiopoda	Rhynchonellata	1
Tectogonotoechia	Brachiopoda	Rhynchonellata	1
Septacameralla	Brachiopoda	Rhynchonellata	1
Paratibonium	Brachiopoda	Rhynchonellata	1
Cerveratoechia	Brachiopoda	Rhynchonellata	1
Lebanzuella	Brachiopoda	Rhynchonellata	1
Tullypothyridina	Brachiopoda	Rhynchonellata	1
Dubovikovia	Brachiopoda	Rhynchonellata	1
Lezhoeviella	Brachiopoda	Rhynchonellata	1
Bulgania	Brachiopoda	Rhynchonellata	1
Plecthorhyncha	Brachiopoda	Rhynchonellata	1
Saubachia	Brachiopoda	Rhynchonellata	1
Barentserhynchia	Brachiopoda	Rhynchonellata	1
Gonopugnax	Brachiopoda	Rhynchonellata	1
Kumzhayhychia	Brachiopoda	Rhynchonellata	1
Sthenarirhynchus	Brachiopoda	Rhynchonellata	1
Villirhynchia	Brachiopoda	Rhynchonellata	1
Yarkhodonia	Brachiopoda	Rhynchonellata	1
Angustispatulata	Brachiopoda	Rhynchonellata	1
Atlanticoelia	Brachiopoda	Rhynchonellata	1
Glytorhynchia	Brachiopoda	Rhynchonellata	1
Yunshannella	Brachiopoda	Rhynchonellata	1
Zugmeyerella	Brachiopoda	Rhynchonellata	1
Spinolepismartina	Brachiopoda	Rhynchonellata	1
Borealispirifer	Brachiopoda	Rhynchonellata	1
Boucotiellina	Brachiopoda	Rhynchonellata	1
Jehlanaria	Brachiopoda	Rhynchonellata	1
Megakozlowskiellina	Brachiopoda	Rhynchonellata	1
Bultynckia	Brachiopoda	Rhynchonellata	1
Gaspespirifer	Brachiopoda	Rhynchonellata	1
Hysteriolites	Brachiopoda	Rhynchonellata	1
Eleurtherokomma	Brachiopoda	Rhynchonellata	1
Lubrocospirifer	Brachiopoda	Rhynchonellata	1
Grebenella	Brachiopoda	Rhynchonellata	1
Mariaspirifer	Brachiopoda	Rhynchonellata	1
Pavdenia	Brachiopoda	Rhynchonellata	1
Thomasiria	Brachiopoda	Rhynchonellata	1
Brevispinifera	Brachiopoda	Rhynchonellata	1
Ferronia	Brachiopoda	Rhynchonellata	1
Microttia	Brachiopoda	Rhynchonellata	1
Paillettia	Brachiopoda	Rhynchonellata	1
Volgospirifer	Brachiopoda	Rhynchonellata	1
Arctospirifer	Brachiopoda	Rhynchonellata	1
Aviformia	Brachiopoda	Rhynchonellata	1
Cruithyris	Brachiopoda	Rhynchonellata	1
Crytinoides	Brachiopoda	Rhynchonellata	1
Rhynochospirifer	Brachiopoda	Rhynchonellata	1
Sinoplasia	Brachiopoda	Rhynchonellata	1
Phragmobrachythyris	Brachiopoda	Rhynchonellata	1
Lobvia	Brachiopoda	Rhynchonellata	1
