taxon_name	phylum	class	feeding
Rzonsnickiana	Brachiopoda	Rhynchonellata	1
Sagueresia	Brachiopoda	Rhynchonellata	1
Septalaria	Brachiopoda	Rhynchonellata	1
Septalariopsis	Brachiopoda	Rhynchonellata	1
Aulites	Brachiopoda	Rhynchonellata	1
Cryptopora	Brachiopoda	Rhynchonellata	1
Cryptoporella	Brachiopoda	Rhynchonellata	1
Cooperrhynchia	Brachiopoda	Rhynchonellata	1
Dimerella	Brachiopoda	Rhynchonellata	1
Ibergirhynchia	Brachiopoda	Rhynchonellata	1
Rhynchonellina	Brachiopoda	Rhynchonellata	1
Sulcirostra	Brachiopoda	Rhynchonellata	1
Halorella	Brachiopoda	Rhynchonellata	1
Halorelloidea	Brachiopoda	Rhynchonellata	1
Anarhynchia	Brachiopoda	Rhynchonellata	1
Carapezzia	Brachiopoda	Rhynchonellata	1
Dzieduszyckia	Brachiopoda	Rhynchonellata	1
Peregrinella (Peregrinella)	Brachiopoda	Rhynchonellata	1
Peregrinella (Peregrinellina)	Brachiopoda	Rhynchonellata	1
Peregrinella	Brachiopoda	Rhynchonellata	1
Peregrinelloidea	Brachiopoda	Rhynchonellata	1
Almerarhynchia	Brachiopoda	Rhynchonellata	1
Aucklandirhynchia	Brachiopoda	Rhynchonellata	1
Bicepsirhynchia	Brachiopoda	Rhynchonellata	1
Cardinirhynchia	Brachiopoda	Rhynchonellata	1
Costirhynchopsis	Brachiopoda	Rhynchonellata	1
Cyclothyris	Brachiopoda	Rhynchonellata	1
Eurysites	Brachiopoda	Rhynchonellata	1
Fissirhynchia	Brachiopoda	Rhynchonellata	1
Flabellirhynchia	Brachiopoda	Rhynchonellata	1
Globirhynchia	Brachiopoda	Rhynchonellata	1
Granulirhynchia	Brachiopoda	Rhynchonellata	1
Halorellina	Brachiopoda	Rhynchonellata	1
Hesperorhynchia	Brachiopoda	Rhynchonellata	1
Indorhynchia	Brachiopoda	Rhynchonellata	1
Lacunaerhynchia	Brachiopoda	Rhynchonellata	1
Lamellaerhynchia	Brachiopoda	Rhynchonellata	1
Lepidorhynchia	Brachiopoda	Rhynchonellata	1
Moquellina	Brachiopoda	Rhynchonellata	1
Owenirhynchia	Brachiopoda	Rhynchonellata	1
Pararhactorhynchia	Brachiopoda	Rhynchonellata	1
Parvirhynchia	Brachiopoda	Rhynchonellata	1
Plicarostrum	Brachiopoda	Rhynchonellata	1
Proteorhynchia	Brachiopoda	Rhynchonellata	1
Rudirhynchia	Brachiopoda	Rhynchonellata	1
Septaliphoria	Brachiopoda	Rhynchonellata	1
Septocyclothyris	Brachiopoda	Rhynchonellata	1
Squamirhynchia	Brachiopoda	Rhynchonellata	1
Strongyloria	Brachiopoda	Rhynchonellata	1
Sulcirhynchia	Brachiopoda	Rhynchonellata	1
Tanggularella	Brachiopoda	Rhynchonellata	1
Timorhynchia	Brachiopoda	Rhynchonellata	1
Torquirhynchia	Brachiopoda	Rhynchonellata	1
Yidunella	Brachiopoda	Rhynchonellata	1
Yulongella	Brachiopoda	Rhynchonellata	1
Hemithiris	Brachiopoda	Rhynchonellata	1
Patagorhynchia	Brachiopoda	Rhynchonellata	1
Notosaria	Brachiopoda	Rhynchonellata	1
Plicirhynchia	Brachiopoda	Rhynchonellata	1
Protegulorhynchia	Brachiopoda	Rhynchonellata	1
Tegulorhynchia	Brachiopoda	Rhynchonellata	1
Heteromychus	Brachiopoda	Rhynchonellata	1
Septirhynchia	Brachiopoda	Rhynchonellata	1
Amydroptychus	Brachiopoda	Rhynchonellata	1
Baeorhynchia	Brachiopoda	Rhynchonellata	1
Belbekella	Brachiopoda	Rhynchonellata	1
Bohemirhynchia	Brachiopoda	Rhynchonellata	1
Burmirhynchia (Burmirhynchia)	Brachiopoda	Rhynchonellata	1
Burmirhynchia (Hopkinsirhynchia)	Brachiopoda	Rhynchonellata	1
Burmirhynchia	Brachiopoda	Rhynchonellata	1
Burrirhynchia	Brachiopoda	Rhynchonellata	1
Colpotoria	Brachiopoda	Rhynchonellata	1
Conarosia	Brachiopoda	Rhynchonellata	1
Costirhynchia	Brachiopoda	Rhynchonellata	1
Cymatorhynchia	Brachiopoda	Rhynchonellata	1
Daghanirhynchia	Brachiopoda	Rhynchonellata	1
Deltarhynchia	Brachiopoda	Rhynchonellata	1
Druganirhynchia	Brachiopoda	Rhynchonellata	1
Echyrosia	Brachiopoda	Rhynchonellata	1
Eoseptaliphoria	Brachiopoda	Rhynchonellata	1
Gibbirhynchia	Brachiopoda	Rhynchonellata	1
Goniorhynchia	Brachiopoda	Rhynchonellata	1
Grandirhynchia	Brachiopoda	Rhynchonellata	1
Hemithyropsis	Brachiopoda	Rhynchonellata	1
Isjuminella	Brachiopoda	Rhynchonellata	1
Kallirhynchia	Brachiopoda	Rhynchonellata	1
Korjakirhynchia	Brachiopoda	Rhynchonellata	1
Kutchirhynchia	Brachiopoda	Rhynchonellata	1
Mosquella	Brachiopoda	Rhynchonellata	1
Nastosia	Brachiopoda	Rhynchonellata	1
Obsoletirhynchia	Brachiopoda	Rhynchonellata	1
Orlovirhynchia	Brachiopoda	Rhynchonellata	1
Pontaltorhynchia	Brachiopoda	Rhynchonellata	1
Pycnoria	Brachiopoda	Rhynchonellata	1
Quadratirhynchia	Brachiopoda	Rhynchonellata	1
Rhactorhynchia	Brachiopoda	Rhynchonellata	1
Robustirhynchia	Brachiopoda	Rhynchonellata	1
Russirhynchia	Brachiopoda	Rhynchonellata	1
Schizoria	Brachiopoda	Rhynchonellata	1
Septatoechia	Brachiopoda	Rhynchonellata	1
Somalirhynchia	Brachiopoda	Rhynchonellata	1
Tetrarhynchia (Rostrirhynchia)	Brachiopoda	Rhynchonellata	1
Tetrarhynchia (Tetrarhynchia)	Brachiopoda	Rhynchonellata	1
Tetrarhynchia	Brachiopoda	Rhynchonellata	1
Viarhynchia	Brachiopoda	Rhynchonellata	1
Multicorhynchia	Brachiopoda	Rhynchonellata	1
Triasorhynchia	Brachiopoda	Rhynchonellata	1
Lambdarina	Brachiopoda	Rhynchonellata	1
Loborina	Brachiopoda	Rhynchonellata	1
Minysphenia	Brachiopoda	Rhynchonellata	1
Hispanirhynchia	Brachiopoda	Rhynchonellata	1
Sphenarina	Brachiopoda	Rhynchonellata	1
Aparimarhynchia	Brachiopoda	Rhynchonellata	1
Austriellula	Brachiopoda	Rhynchonellata	1
Capillirostra	Brachiopoda	Rhynchonellata	1
Costinorella	Brachiopoda	Rhynchonellata	1
Diholkorhynchia	Brachiopoda	Rhynchonellata	1
Gnathorhynchia	Brachiopoda	Rhynchonellata	1
Holcorhynchella	Brachiopoda	Rhynchonellata	1
Holcorhynchia	Brachiopoda	Rhynchonellata	1
Homaliarhynchia	Brachiopoda	Rhynchonellata	1
Kericserella	Brachiopoda	Rhynchonellata	1
Laevirhynchia	Brachiopoda	Rhynchonellata	1
Laevorhynchia	Brachiopoda	Rhynchonellata	1
Maxillirhynchia	Brachiopoda	Rhynchonellata	1
Meishanorhynchia	Brachiopoda	Rhynchonellata	1
Monticlarella	Brachiopoda	Rhynchonellata	1
Nannirhynchia	Brachiopoda	Rhynchonellata	1
Norella	Brachiopoda	Rhynchonellata	1
Oriensellina	Brachiopoda	Rhynchonellata	1
Osmarella	Brachiopoda	Rhynchonellata	1
Paranorellina	Brachiopoda	Rhynchonellata	1
Piarorhynchella	Brachiopoda	Rhynchonellata	1
Pisirhynchia	Brachiopoda	Rhynchonellata	1
Praemonticlarella	Brachiopoda	Rhynchonellata	1
Pseudohalorella	Brachiopoda	Rhynchonellata	1
Pseudomonticlarella	Brachiopoda	Rhynchonellata	1
Qilianoconcha	Brachiopoda	Rhynchonellata	1
Rectirhynchia	Brachiopoda	Rhynchonellata	1
Scalpellirhynchia	Brachiopoda	Rhynchonellata	1
Suiaella	Brachiopoda	Rhynchonellata	1
Wairakirhynchia	Brachiopoda	Rhynchonellata	1
Ochotorhynchia	Brachiopoda	Rhynchonellata	1
Tonasirhynchia	Brachiopoda	Rhynchonellata	1
Aseptirhynchia	Brachiopoda	Rhynchonellata	1
Brunnirhyncha	Brachiopoda	Rhynchonellata	1
Carolirhynchia	Brachiopoda	Rhynchonellata	1
Isopoma	Brachiopoda	Rhynchonellata	1
Westbroekina	Brachiopoda	Rhynchonellata	1
Aetheia	Brachiopoda	Rhynchonellata	1
Almorhynchia	Brachiopoda	Rhynchonellata	1
Aphelesia	Brachiopoda	Rhynchonellata	1
Apringia	Brachiopoda	Rhynchonellata	1
Basiliola	Brachiopoda	Rhynchonellata	1
Dagysorhynchia	Brachiopoda	Rhynchonellata	1
Eohemithyris	Brachiopoda	Rhynchonellata	1
Fortunella	Brachiopoda	Rhynchonellata	1
Gagriella	Brachiopoda	Rhynchonellata	1
Kvesanirhynchia	Brachiopoda	Rhynchonellata	1
Lacunosella (Dichotomosella)	Brachiopoda	Rhynchonellata	1
Lacunosella (Lacunosella)	Brachiopoda	Rhynchonellata	1
Lacunosella	Brachiopoda	Rhynchonellata	1
Orbirhynchia	Brachiopoda	Rhynchonellata	1
Pamirorhynchia	Brachiopoda	Rhynchonellata	1
Parthirhynchia	Brachiopoda	Rhynchonellata	1
Phapsirhynchia	Brachiopoda	Rhynchonellata	1
Probolarina	Brachiopoda	Rhynchonellata	1
Pseudogibbirhynchia	Brachiopoda	Rhynchonellata	1
Rahouiarhynchia	Brachiopoda	Rhynchonellata	1
Rhytirhynchia	Brachiopoda	Rhynchonellata	1
Rionirhynchia	Brachiopoda	Rhynchonellata	1
Riorhynchia	Brachiopoda	Rhynchonellata	1
Soaresirhynchia	Brachiopoda	Rhynchonellata	1
Stolmorhynchia (Praelacunosella)	Brachiopoda	Rhynchonellata	1
Stolmorhynchia (Stolmorhynchia)	Brachiopoda	Rhynchonellata	1
Stolmorhynchia	Brachiopoda	Rhynchonellata	1
Streptaria	Brachiopoda	Rhynchonellata	1
Veghirhynchia	Brachiopoda	Rhynchonellata	1
Camerophorina	Brachiopoda	Rhynchonellata	1
Aethirhynchia	Brachiopoda	Rhynchonellata	1
Calvirhynchia	Brachiopoda	Rhynchonellata	1
Costerymnaria	Brachiopoda	Rhynchonellata	1
Crurirhynchia	Brachiopoda	Rhynchonellata	1
Dierisma	Brachiopoda	Rhynchonellata	1
Erymnaria	Brachiopoda	Rhynchonellata	1
Septocrurella	Brachiopoda	Rhynchonellata	1
Camarothyridina	Brachiopoda	Rhynchonellata	1
Comiotoechia	Brachiopoda	Rhynchonellata	1
Gracilotoechia	Brachiopoda	Rhynchonellata	1
Ladogia	Brachiopoda	Rhynchonellata	1
Ladogifornix	Brachiopoda	Rhynchonellata	1
Ladogilina	Brachiopoda	Rhynchonellata	1
Semiotoechia	Brachiopoda	Rhynchonellata	1
Xinshaoella	Brachiopoda	Rhynchonellata	1
Gruntia	Brachiopoda	Rhynchonellata	1
Iowarhynchus	Brachiopoda	Rhynchonellata	1
Paranorella	Brachiopoda	Rhynchonellata	1
Sanjuania	Brachiopoda	Rhynchonellata	1
Athabaschia	Brachiopoda	Rhynchonellata	1
Bryorhynchus	Brachiopoda	Rhynchonellata	1
Eurycolporhynchus	Brachiopoda	Rhynchonellata	1
Leiorhynchoidea	Brachiopoda	Rhynchonellata	1
Megalopterorhynchus	Brachiopoda	Rhynchonellata	1
Ovlatchania	Brachiopoda	Rhynchonellata	1
Parvaltissimarostrum	Brachiopoda	Rhynchonellata	1
Petasmaria	Brachiopoda	Rhynchonellata	1
Porostictia	Brachiopoda	Rhynchonellata	1
Pugnoides	Brachiopoda	Rhynchonellata	1
Shumardella	Brachiopoda	Rhynchonellata	1
Ipherron	Brachiopoda	Rhynchonellata	1
Kindleina	Brachiopoda	Rhynchonellata	1
Nyege	Brachiopoda	Rhynchonellata	1
Plectorhynchella	Brachiopoda	Rhynchonellata	1
Pseudoyunnanella	Brachiopoda	Rhynchonellata	1
Pygmaella	Brachiopoda	Rhynchonellata	1
Sibiritoechia	Brachiopoda	Rhynchonellata	1
Allorhynchoides	Brachiopoda	Rhynchonellata	1
Chapinella	Brachiopoda	Rhynchonellata	1
Coeloterorhynchus	Brachiopoda	Rhynchonellata	1
Colophragma	Brachiopoda	Rhynchonellata	1
Eopugnax	Brachiopoda	Rhynchonellata	1
Evanidisinurostrum	Brachiopoda	Rhynchonellata	1
Filigreenia	Brachiopoda	Rhynchonellata	1
Globulirhynchia	Brachiopoda	Rhynchonellata	1
Hypseloterorhynchus	Brachiopoda	Rhynchonellata	1
Kwangsirhynchus	Brachiopoda	Rhynchonellata	1
Longdongshuia	Brachiopoda	Rhynchonellata	1
Ningbingella	Brachiopoda	Rhynchonellata	1
Pammegetherhynchus	Brachiopoda	Rhynchonellata	1
Parapugnax	Brachiopoda	Rhynchonellata	1
Paromoeopygma	Brachiopoda	Rhynchonellata	1
Perrarisinurostrum	Brachiopoda	Rhynchonellata	1
Pleuropugnoides	Brachiopoda	Rhynchonellata	1
Propriopugnus	Brachiopoda	Rhynchonellata	1
Pugnax	Brachiopoda	Rhynchonellata	1
Solidipontirostrum	Brachiopoda	Rhynchonellata	1
Trifidorostellum	Brachiopoda	Rhynchonellata	1
Ujandinella	Brachiopoda	Rhynchonellata	1
Zilimia	Brachiopoda	Rhynchonellata	1
Errhynx	Brachiopoda	Rhynchonellata	1
Hadyrhyncha	Brachiopoda	Rhynchonellata	1
Levipugnax	Brachiopoda	Rhynchonellata	1
Planovatirostrum	Brachiopoda	Rhynchonellata	1
Pugnaria	Brachiopoda	Rhynchonellata	1
Rackirhynchia	Brachiopoda	Rhynchonellata	1
Rozmanaria	Brachiopoda	Rhynchonellata	1
Nayunnella	Brachiopoda	Rhynchonellata	1
Schnurella	Brachiopoda	Rhynchonellata	1
Yunnanella	Brachiopoda	Rhynchonellata	1
Acanthorhynchia	Brachiopoda	Rhynchonellata	1
Acanthothiris	Brachiopoda	Rhynchonellata	1
Acanthothyropsis	Brachiopoda	Rhynchonellata	1
Kawhiarhynchia	Brachiopoda	Rhynchonellata	1
Paraacanthothyris	Brachiopoda	Rhynchonellata	1
Abrekia	Brachiopoda	Rhynchonellata	1
Akopovorhynchia	Brachiopoda	Rhynchonellata	1
Aorhynchia	Brachiopoda	Rhynchonellata	1
Bihendulirhynchia	Brachiopoda	Rhynchonellata	1
Bilaminella	Brachiopoda	Rhynchonellata	1
Bradfordirhynchia	Brachiopoda	Rhynchonellata	1
Caledorhynchia	Brachiopoda	Rhynchonellata	1
Capillirhynchia	Brachiopoda	Rhynchonellata	1
Choffatirhynchia	Brachiopoda	Rhynchonellata	1
Cubanirhynchia	Brachiopoda	Rhynchonellata	1
Cuneirhynchia	Brachiopoda	Rhynchonellata	1
Curtirhynchia	Brachiopoda	Rhynchonellata	1
Davanirhynchia	Brachiopoda	Rhynchonellata	1
Furcirhynchia	Brachiopoda	Rhynchonellata	1
Fusirhynchia	Brachiopoda	Rhynchonellata	1
Grasirhynchia	Brachiopoda	Rhynchonellata	1
Herangirhynchia	Brachiopoda	Rhynchonellata	1
Homoeorhynchia	Brachiopoda	Rhynchonellata	1
Ivanoviella	Brachiopoda	Rhynchonellata	1
Kabanoviella	Brachiopoda	Rhynchonellata	1
Laevigaterhynchia	Brachiopoda	Rhynchonellata	1
Lirellarina	Brachiopoda	Rhynchonellata	1
Lotharingella	Brachiopoda	Rhynchonellata	1
Lunarhynchia	Brachiopoda	Rhynchonellata	1
Malwirhynchia	Brachiopoda	Rhynchonellata	1
Microrhynchia	Brachiopoda	Rhynchonellata	1
Minutulirhynchia	Brachiopoda	Rhynchonellata	1
Murihikurhynchia	Brachiopoda	Rhynchonellata	1
Neocirpa	Brachiopoda	Rhynchonellata	1
Nucleusorhynchia	Brachiopoda	Rhynchonellata	1
Nudirostralina	Brachiopoda	Rhynchonellata	1
Omolonella	Brachiopoda	Rhynchonellata	1
Paranudirostralina	Brachiopoda	Rhynchonellata	1
Piarorhynchia	Brachiopoda	Rhynchonellata	1
Planirhynchia	Brachiopoda	Rhynchonellata	1
Ptilorhynchia	Brachiopoda	Rhynchonellata	1
Ptyctorhynchia	Brachiopoda	Rhynchonellata	1
Rhynchonella	Brachiopoda	Rhynchonellata	1
Rhynchonelloidea (Aalenirhynchia)	Brachiopoda	Rhynchonellata	1
Rhynchonelloidea (Rhynchonelloidea)	Brachiopoda	Rhynchonellata	1
Rhynchonelloidea	Brachiopoda	Rhynchonellata	1
Rhynchonelloidella	Brachiopoda	Rhynchonellata	1
Rimirhynchia	Brachiopoda	Rhynchonellata	1
Rimirhynchopsis	Brachiopoda	Rhynchonellata	1
Rochatorhynchia	Brachiopoda	Rhynchonellata	1
Rutorhynchia	Brachiopoda	Rhynchonellata	1
Saccorhynchia	Brachiopoda	Rhynchonellata	1
Sakawairhynchia	Brachiopoda	Rhynchonellata	1
Sharpirhynchia	Brachiopoda	Rhynchonellata	1
Sinuplicorhynchia	Brachiopoda	Rhynchonellata	1
Striirhynchia	Brachiopoda	Rhynchonellata	1
Sulcorhynchia	Brachiopoda	Rhynchonellata	1
Tainuirhynchia	Brachiopoda	Rhynchonellata	1
Talovkorhynchia	Brachiopoda	Rhynchonellata	1
Thurmannella	Brachiopoda	Rhynchonellata	1
Trichorhynchia	Brachiopoda	Rhynchonellata	1
Uniplicatorhynchia	Brachiopoda	Rhynchonellata	1
Uralorhynchia	Brachiopoda	Rhynchonellata	1
Urbanirhynchia	Brachiopoda	Rhynchonellata	1
Waikatorhynchia	Brachiopoda	Rhynchonellata	1
Araratella	Brachiopoda	Rhynchonellata	1
Rhynchopora	Brachiopoda	Rhynchonellata	1
Tretorhynchia	Brachiopoda	Rhynchonellata	1
Austrirhynchia	Brachiopoda	Rhynchonellata	1
Decurtella	Brachiopoda	Rhynchonellata	1
Excavatorhynchia	Brachiopoda	Rhynchonellata	1
Trigonirhynchella	Brachiopoda	Rhynchonellata	1
Amoenirhynchia	Brachiopoda	Rhynchonellata	1
Lokutella	Brachiopoda	Rhynchonellata	1
Prionorhynchia	Brachiopoda	Rhynchonellata	1
Sphenorhynchia	Brachiopoda	Rhynchonellata	1
Axiodeaneia	Brachiopoda	Rhynchonellata	1
Goniophoria	Brachiopoda	Rhynchonellata	1
Nepasitoechia	Brachiopoda	Rhynchonellata	1
Paraphorhynchus	Brachiopoda	Rhynchonellata	1
Rhynchotetra	Brachiopoda	Rhynchonellata	1
Trasgu	Brachiopoda	Rhynchonellata	1
Rotaia	Brachiopoda	Rhynchonellata	1
Tetracamera	Brachiopoda	Rhynchonellata	1
Yanishewskiella	Brachiopoda	Rhynchonellata	1
Anabaia	Brachiopoda	Rhynchonellata	1
Australocoelia	Brachiopoda	Rhynchonellata	1
Eocoelia	Brachiopoda	Rhynchonellata	1
Leptocoelia	Brachiopoda	Rhynchonellata	1
Leptocoelina	Brachiopoda	Rhynchonellata	1
Australirhynchia	Brachiopoda	Rhynchonellata	1
Callipleura	Brachiopoda	Rhynchonellata	1
Cherubicornea	Brachiopoda	Rhynchonellata	1
Ferganella	Brachiopoda	Rhynchonellata	1
Latonotoechia	Brachiopoda	Rhynchonellata	1
Machaeraria	Brachiopoda	Rhynchonellata	1
Machaeratoechia	Brachiopoda	Rhynchonellata	1
Sicorhyncha	Brachiopoda	Rhynchonellata	1
Thliborhynchia	Brachiopoda	Rhynchonellata	1
Yukiangides	Brachiopoda	Rhynchonellata	1
Zeravshanotoechia	Brachiopoda	Rhynchonellata	1
Orthorhynchula	Brachiopoda	Rhynchonellata	1
Orthorhynchuloides	Brachiopoda	Rhynchonellata	1
Tasmanella	Brachiopoda	Rhynchonellata	1
Tuvaerhynchus	Brachiopoda	Rhynchonellata	1
Kotysex	Brachiopoda	Rhynchonellata	1
Phoenicitoechia	Brachiopoda	Rhynchonellata	1
Praegnantenia	Brachiopoda	Rhynchonellata	1
Hiscobeccus	Brachiopoda	Rhynchonellata	1
Lepidocyclus	Brachiopoda	Rhynchonellata	1
Otarorhyncha	Brachiopoda	Rhynchonellata	1
Pleurocornu	Brachiopoda	Rhynchonellata	1
Rhynchotrema	Brachiopoda	Rhynchonellata	1
Stegerhynchus	Brachiopoda	Rhynchonellata	1
Stegocornu	Brachiopoda	Rhynchonellata	1
Agarhyncha	Brachiopoda	Rhynchonellata	1
Ancillotoechia	Brachiopoda	Rhynchonellata	1
Aratoechia	Brachiopoda	Rhynchonellata	1
Astua	Brachiopoda	Rhynchonellata	1
Azamella	Brachiopoda	Rhynchonellata	1
Bathyrhyncha	Brachiopoda	Rhynchonellata	1
Browneella	Brachiopoda	Rhynchonellata	1
Centrorhynchus	Brachiopoda	Rhynchonellata	1
Cupularostrum	Brachiopoda	Rhynchonellata	1
Dalerhynchus	Brachiopoda	Rhynchonellata	1
Dushanirhynchia	Brachiopoda	Rhynchonellata	1
Evenkorhynchia	Brachiopoda	Rhynchonellata	1
Hemiplethorhynchus	Brachiopoda	Rhynchonellata	1
Hemitoechia	Brachiopoda	Rhynchonellata	1
Hercotrema	Brachiopoda	Rhynchonellata	1
Hostimex	Brachiopoda	Rhynchonellata	1
Iberirhynchia	Brachiopoda	Rhynchonellata	1
Lenatoechia	Brachiopoda	Rhynchonellata	1
Lepidocycloides	Brachiopoda	Rhynchonellata	1
Libyaerhynchus	Brachiopoda	Rhynchonellata	1
Lissopleura	Brachiopoda	Rhynchonellata	1
Losvia	Brachiopoda	Rhynchonellata	1
Luterella	Brachiopoda	Rhynchonellata	1
Macropotamorhynchus	Brachiopoda	Rhynchonellata	1
Microsphaeridiorhynchus	Brachiopoda	Rhynchonellata	1
Moorefieldella	Brachiopoda	Rhynchonellata	1
Morphorhynchus	Brachiopoda	Rhynchonellata	1
Myrmirhynx	Brachiopoda	Rhynchonellata	1
Nasonirhynchia	Brachiopoda	Rhynchonellata	1
Nekhoroshevia	Brachiopoda	Rhynchonellata	1
Nymphorhynchia	Brachiopoda	Rhynchonellata	1
Oligoptycherhynchus	Brachiopoda	Rhynchonellata	1
Oxypleurorhynchia	Brachiopoda	Rhynchonellata	1
Pampoecilorhynchus	Brachiopoda	Rhynchonellata	1
Paurogastroderhynchus	Brachiopoda	Rhynchonellata	1
Plectothyrella	Brachiopoda	Rhynchonellata	1
Pseudosinotectirostrum	Brachiopoda	Rhynchonellata	1
Ptychomaletoechia	Brachiopoda	Rhynchonellata	1
Rhynchotreta	Brachiopoda	Rhynchonellata	1
Ripidiorhynchus	Brachiopoda	Rhynchonellata	1
Rostricellula	Brachiopoda	Rhynchonellata	1
Sinotectirostrum	Brachiopoda	Rhynchonellata	1
Stenorhynchia	Brachiopoda	Rhynchonellata	1
Sufetirhyncha	Brachiopoda	Rhynchonellata	1
Tabarhynchus	Brachiopoda	Rhynchonellata	1
Tetratomia	Brachiopoda	Rhynchonellata	1
Thebesia	Brachiopoda	Rhynchonellata	1
Trigonirhynchia	Brachiopoda	Rhynchonellata	1
Virginiata	Brachiopoda	Rhynchonellata	1
Virginiata	Brachiopoda	Rhynchonellata	1
Wilsoniella	Brachiopoda	Rhynchonellata	1
Yanetechia	Brachiopoda	Rhynchonellata	1
Bicamella	Brachiopoda	Rhynchonellata	1
Callaiapsida	Brachiopoda	Rhynchonellata	1
Camarophorina	Brachiopoda	Rhynchonellata	1
Camarophorinella	Brachiopoda	Rhynchonellata	1
Careoseptum	Brachiopoda	Rhynchonellata	1
Cyrolexis	Brachiopoda	Rhynchonellata	1
Goleomixa	Brachiopoda	Rhynchonellata	1
Hybostenoscisma	Brachiopoda	Rhynchonellata	1
Neopsilocamara	Brachiopoda	Rhynchonellata	1
Psilocamara	Brachiopoda	Rhynchonellata	1
Atribonium	Brachiopoda	Rhynchonellata	1
Beichuanella	Brachiopoda	Rhynchonellata	1
Camerisma	Brachiopoda	Rhynchonellata	1
Coledium	Brachiopoda	Rhynchonellata	1
Liufaia	Brachiopoda	Rhynchonellata	1
Proatribonium	Brachiopoda	Rhynchonellata	1
Sedecularia	Brachiopoda	Rhynchonellata	1
Sedenticellula	Brachiopoda	Rhynchonellata	1
Stenoscisma	Brachiopoda	Rhynchonellata	1
Torynechus	Brachiopoda	Rhynchonellata	1
Aratanea	Brachiopoda	Rhynchonellata	1
Boucotella	Brachiopoda	Rhynchonellata	1
Clarkeia	Brachiopoda	Rhynchonellata	1
Costellirostra	Brachiopoda	Rhynchonellata	1
Diabolirhynchia	Brachiopoda	Rhynchonellata	1
Eatonia	Brachiopoda	Rhynchonellata	1
Eatonioides	Brachiopoda	Rhynchonellata	1
Pegmarhynchia	Brachiopoda	Rhynchonellata	1
Plagiorhyncha	Brachiopoda	Rhynchonellata	1
Pleiopleurina	Brachiopoda	Rhynchonellata	1
Sulcatina	Brachiopoda	Rhynchonellata	1
Chlupacitoechia	Brachiopoda	Rhynchonellata	1
Eoglossinotoechia	Brachiopoda	Rhynchonellata	1
Glossinotoechia	Brachiopoda	Rhynchonellata	1
Glossinulus	Brachiopoda	Rhynchonellata	1
Droharhynchia	Brachiopoda	Rhynchonellata	1
Hadrorhynchia	Brachiopoda	Rhynchonellata	1
Amsdenella	Brachiopoda	Rhynchonellata	1
Beckmannia	Brachiopoda	Rhynchonellata	1
Betterbergia	Brachiopoda	Rhynchonellata	1
Cassidirostrum	Brachiopoda	Rhynchonellata	1
Estonirhynchia	Brachiopoda	Rhynchonellata	1
Gerrhynx	Brachiopoda	Rhynchonellata	1
Glossinulina	Brachiopoda	Rhynchonellata	1
Glossinulinirhynchia	Brachiopoda	Rhynchonellata	1
Hebetoechia	Brachiopoda	Rhynchonellata	1
Homeocardiorhynchus	Brachiopoda	Rhynchonellata	1
Kransia	Brachiopoda	Rhynchonellata	1
Lanceomyonia	Brachiopoda	Rhynchonellata	1
Lapradella	Brachiopoda	Rhynchonellata	1
Mongolorhynx	Brachiopoda	Rhynchonellata	1
Nalivkinaria	Brachiopoda	Rhynchonellata	1
Nordotoechia	Brachiopoda	Rhynchonellata	1
Notoconchidium	Brachiopoda	Rhynchonellata	1
Primipilaria	Brachiopoda	Rhynchonellata	1
Pseudoglossinotoechia	Brachiopoda	Rhynchonellata	1
Sphaerirhynchia	Brachiopoda	Rhynchonellata	1
Tadschikia	Brachiopoda	Rhynchonellata	1
Voskopitoechia	Brachiopoda	Rhynchonellata	1
Glosshypothyridina	Brachiopoda	Rhynchonellata	1
Hypothyridina	Brachiopoda	Rhynchonellata	1
Lorangerella	Brachiopoda	Rhynchonellata	1
Pseudouncinulus	Brachiopoda	Rhynchonellata	1
Uchtella	Brachiopoda	Rhynchonellata	1
Xiaobangdaia	Brachiopoda	Rhynchonellata	1
Alekseevaella	Brachiopoda	Rhynchonellata	1
Aseptalium	Brachiopoda	Rhynchonellata	1
Corvinopugnax	Brachiopoda	Rhynchonellata	1
Decoropugnax	Brachiopoda	Rhynchonellata	1
Dogdoa	Brachiopoda	Rhynchonellata	1
Innaechia	Brachiopoda	Rhynchonellata	1
Selennjachia	Brachiopoda	Rhynchonellata	1
Sibirirhynchia	Brachiopoda	Rhynchonellata	1
Sulcicostula	Brachiopoda	Rhynchonellata	1
Tatjania	Brachiopoda	Rhynchonellata	1
Vladimirirhynchus	Brachiopoda	Rhynchonellata	1
Yakutijaella	Brachiopoda	Rhynchonellata	1
Obturamentella	Brachiopoda	Rhynchonellata	1
Pectorhyncha	Brachiopoda	Rhynchonellata	1
Eucharitina	Brachiopoda	Rhynchonellata	1
Fitzroyella	Brachiopoda	Rhynchonellata	1
Flabellulirostrum	Brachiopoda	Rhynchonellata	1
Markitoechia	Brachiopoda	Rhynchonellata	1
Paraglossinulus	Brachiopoda	Rhynchonellata	1
Remnevitoechia	Brachiopoda	Rhynchonellata	1
Taimyrrhynx	Brachiopoda	Rhynchonellata	1
Uncinulus	Brachiopoda	Rhynchonellata	1
Aldina	Brachiopoda	Rhynchonellata	1
Allorhynchus	Brachiopoda	Rhynchonellata	1
