taxon_name	int_midpoint	taxon	sub	size
Microloripes	57.6	Biv	Het	5.64
Minicorbula	57.6	Biv	nonHet	6
Miocardiella	57.6	Biv	Het	5.63
Miocardiopsis	57.6	Biv	Het	14.745
Mioporomya	57.6	Biv	nonHet	34.07
Miorangia	57.6	Biv	Het	18.56
Mixtipecten	57.6	Biv	nonHet	17.99333333
Modiolatus	57.6	Biv	nonHet	115
Modiolus	57.6	Biv	nonHet	213
Monitilora	57.6	Biv	Het	12.47037037
Monothyra	57.6	Biv	Het	167
Myrtea	57.6	Biv	Het	25.37142857
Mytiloperna	57.6	Biv	nonHet	32.96153846
Nanaochlamys	57.6	Biv	nonHet	42.575
Nannomactra	57.6	Biv	Het	23.99333333
Nanopitar	57.6	Biv	nonHet	6
Nayadina	57.6	Biv	nonHet	56.95714286
Neilo	57.6	Biv	nonHet	53
Neilonella	57.6	Biv	nonHet	16
Nemocardium	57.6	Biv	Het	81.5
Neomachaera	57.6	Biv	nonHet	200
Neosiliqua	57.6	Biv	Het	80
Neotrapezium	57.6	Biv	Het	55
Nevenulora	57.6	Biv	Het	16.485
Nicaniella	57.6	Biv	Het	5.295
Nipponicorbula	57.6	Biv	Het	10.296
Nipponolimopsis	57.6	Biv	nonHet	14
Nitidavenus	57.6	Biv	Het	23.48
Nodipecten	57.6	Biv	nonHet	226.5
Noetia	57.6	Biv	nonHet	80
Notocallista	57.6	Biv	nonHet	80
Notocorbula	57.6	Biv	Het	28
Notolimea	57.6	Biv	nonHet	7
Nototeredo	57.6	Biv	Het	24.97333333
Nucinella	57.6	Biv	nonHet	25
Nucula	57.6	Biv	nonHet	28.1
Nuculana	57.6	Biv	nonHet	35.6
Nuttallia	57.6	Biv	Het	150
Oblimopa	57.6	Biv	nonHet	31
Odoncineta	57.6	Biv	nonHet	38
Odontogryphaea	57.6	Biv	nonHet	68.08
Offadesma	57.6	Biv	nonHet	102.5
Oliveropsis	57.6	Biv	nonHet	20
Omala	57.6	Biv	Het	61.44
Orthoyoldia	57.6	Biv	nonHet	18.3
Oryctomya	57.6	Biv	Het	29.98
Ostrea	57.6	Biv	nonHet	190
Oudardia	57.6	Biv	Het	31.21
Ovalarca	57.6	Biv	nonHet	2.6525
Pachythaerus	57.6	Biv	Het	32.53333333
Pacipecten	57.6	Biv	nonHet	38.8
Palliolum	57.6	Biv	nonHet	37.15
Papillicardium	57.6	Biv	nonHet	25
Paracorbicula	57.6	Biv	Het	31.8
Paracratis	57.6	Biv	nonHet	13.6
Paradione	57.6	Biv	nonHet	97.1
Paraglans	57.6	Biv	nonHet	14.345
Paramonopleura	57.6	Biv	nonHet	10.09333333
Parapholas	57.6	Biv	Het	158.6
Pardosinia	57.6	Biv	nonHet	46.1
Parmicorbula	57.6	Biv	Het	21.71333333
Particoma	57.6	Biv	Het	30.1
Parvamussium	57.6	Biv	nonHet	36
Parviperna	57.6	Biv	nonHet	41.4
Parvochlamys	57.6	Biv	nonHet	4.9975
Pectunculina	57.6	Biv	nonHet	18.61
Pectunculus	57.6	Biv	Het	60.3
Pegophysema	57.6	Biv	nonHet	50.56666667
Pelecyora	57.6	Biv	Het	47.6
Pendaloma	57.6	Biv	nonHet	40
Periploma	57.6	Biv	nonHet	65.6
Perna	57.6	Biv	nonHet	191
Peronaea	57.6	Biv	Het	44.52857143
Peronidia	57.6	Biv	Het	66.54285714
Perucardia	57.6	Biv	Het	53.64
Pethopecten	57.6	Biv	nonHet	57.5
Petrasma	57.6	Biv	nonHet	90.6
Petricola	57.6	Biv	Het	63
Petricolaria	57.6	Biv	Het	80
Petricolirus	57.6	Biv	Het	57.5
Pharanella	57.6	Biv	Het	70.98
Pharus	57.6	Biv	nonHet	135
Phialopecten	57.6	Biv	nonHet	75.02
Phlogocardia	57.6	Biv	nonHet	57.4
Pholadidea	57.6	Biv	Het	51.2
Pholadomya	57.6	Biv	nonHet	120
Pholadopsis	57.6	Biv	Het	51.5
Phrynelima	57.6	Biv	nonHet	11.1
Phygraea	57.6	Biv	nonHet	66.42222222
Phyllodella	57.6	Biv	Het	31.06
Physoida	57.6	Biv	nonHet	12.31666667
Pingoteredo	57.6	Biv	Het	4.133333333
Pinguitellina	57.6	Biv	Het	11.99
Pinna	57.6	Biv	nonHet	1200
Pitar	57.6	Biv	Het	90
Pitarenus	57.6	Biv	nonHet	45.7
Placopecten	57.6	Biv	nonHet	230
Planikellia	57.6	Biv	Het	8.229166667
Plastomiltha	57.6	Biv	Het	40.61
Platilimaria	57.6	Biv	nonHet	37
Plectosolen	57.6	Biv	Het	49.75
Plicacesta	57.6	Biv	nonHet	130
Plicatula	57.6	Biv	nonHet	52.1
Politoleda	57.6	Biv	nonHet	48
Poortenia	57.6	Biv	nonHet	32.6
Poroleda	57.6	Biv	nonHet	20
Poromya	57.6	Biv	nonHet	64
Porterius	57.6	Biv	nonHet	53
Portlandia	57.6	Biv	nonHet	31
Praerangia	57.6	Biv	Het	3.481428571
Praesaccella	57.6	Biv	nonHet	8.086363636
Pratulum	57.6	Biv	Het	29
Procardia	57.6	Biv	nonHet	57.58
Promantellum	57.6	Biv	nonHet	40
Pronucula	57.6	Biv	nonHet	56
Propeamussium	57.6	Biv	nonHet	89.8
Propeleda	57.6	Biv	nonHet	26
Prophetilora	57.6	Biv	Het	37.15
Prorapitar	57.6	Biv	nonHet	74
Psammobella	57.6	Biv	Het	35
Psammobia	57.6	Biv	Het	85
Psammodonax	57.6	Biv	nonHet	54
Psammoica	57.6	Biv	Het	26.45
Psammotaena	57.6	Biv	Het	105
Psammotella	57.6	Biv	Het	92.8
Psammotellina	57.6	Biv	Het	51.76
Pseudacharax	57.6	Biv	nonHet	38
Pseudocardium	57.6	Biv	Het	67.6
Pseudoheligmus	57.6	Biv	nonHet	44.82
Pseudolucinisca	57.6	Biv	Het	56.31666667
Pseudoneaera	57.6	Biv	nonHet	12.5
Pseudoxyperas	57.6	Biv	Het	27.33
Psiloteredo	57.6	Biv	Het	12.77
Pssamodonax	57.6	Biv	Het	20.8
Pterelectroma	57.6	Biv	nonHet	18.59230769
Pteria	57.6	Biv	nonHet	322
Pterolucina	57.6	Biv	nonHet	24.57
Pteromeris	57.6	Biv	Het	9
Pteromyrtea	57.6	Biv	Het	17.29090909
Pulsidis	57.6	Biv	Het	9.9
Pulvinites	57.6	Biv	nonHet	130
Punipagia	57.6	Biv	Het	21.2
Purpurocardia	57.6	Biv	nonHet	50
Pycnodonte	57.6	Biv	nonHet	138
Quantulopinna	57.6	Biv	nonHet	250
Quidnipagus	57.6	Biv	Het	65.1
Radiopecten	57.6	Biv	nonHet	53.18571429
Radulopecten	57.6	Biv	nonHet	25.54
Raeta	57.6	Biv	Het	130
Raetella	57.6	Biv	nonHet	23
Raetellops	57.6	Biv	Het	16.16
Raetina	57.6	Biv	Het	60
Rangia	57.6	Biv	Het	78
Rangianella	57.6	Biv	Het	55
Recticardo	57.6	Biv	Het	19.205
Rhinoclama	57.6	Biv	nonHet	16.5
Riosatella	57.6	Biv	nonHet	40
Robaia	57.6	Biv	nonHet	20
Rocellaria	57.6	Biv	nonHet	34.2
Roemeriana	57.6	Biv	nonHet	47.4
Rostroperna	57.6	Biv	nonHet	136.32
Ruellia	57.6	Biv	Het	17.75384615
Rumptunucula	57.6	Biv	nonHet	2.5
Saccella	57.6	Biv	nonHet	43
Sanguinolaria	57.6	Biv	Het	78.3
Savignyarca	57.6	Biv	nonHet	59.8
Saxolucina	57.6	Biv	Het	20.85294118
Scaeochlamys	57.6	Biv	nonHet	112
Scaeoleda	57.6	Biv	nonHet	25.91538462
Scalpomactra	57.6	Biv	nonHet	32
Scrobiculabra	57.6	Biv	nonHet	23.555
Scrobicularia	57.6	Biv	nonHet	65
Scutarcopagia	57.6	Biv	Het	68.52
Sectipecten	57.6	Biv	nonHet	108.5
Semelangulus	57.6	Biv	Het	27.31
Semelartemis	57.6	Biv	nonHet	60
Semele	57.6	Biv	nonHet	119.2
Senectidens	57.6	Biv	nonHet	25
Septentrioploma	57.6	Biv	nonHet	42
Serracorbula	57.6	Biv	Het	12.73181818
Serratina	57.6	Biv	Het	28.1
Serripecten	57.6	Biv	nonHet	109.1
Siliqua	57.6	Biv	Het	131.6333333
Simomactra	57.6	Biv	Het	103.3
Sinectenolium	57.6	Biv	nonHet	27.02
Sinodiella	57.6	Biv	nonHet	25
Sinuosipagia	57.6	Biv	Het	39.4125
Sita	57.6	Biv	nonHet	5.985
Sokolowia	57.6	Biv	nonHet	130.1
Solecurtus	57.6	Biv	nonHet	100
Solemya	57.6	Biv	nonHet	93
Solemyarina	57.6	Biv	nonHet	59.71
Solen	57.6	Biv	nonHet	184.8
Solena	57.6	Biv	Het	160
Soletellina	57.6	Biv	Het	123
Solidicorbula	57.6	Biv	Het	29.1
Spaniorinus	57.6	Biv	nonHet	8.363888889
Spengleria	57.6	Biv	Het	48
Sphenia	57.6	Biv	Het	30.1
Spisula	57.6	Biv	Het	130
Spisulona	57.6	Biv	Het	102
Spondylus	57.6	Biv	nonHet	400
Sportella	57.6	Biv	Het	20.835
Stabilima	57.6	Biv	nonHet	42.93
Standella	57.6	Biv	Het	80
Stchepinskya	57.6	Biv	Het	10.38
Stegoconcha	57.6	Biv	nonHet	159.78
Stereomactra	57.6	Biv	Het	111.7666667
Stiphromactra	57.6	Biv	Het	70.16
Stirpulina	57.6	Biv	nonHet	76.98507463
Stirpuliniola	57.6	Biv	nonHet	150.7
Stralopecten	57.6	Biv	nonHet	101.9
Striacallista	57.6	Biv	nonHet	36
Striarca	57.6	Biv	nonHet	20.27
Strophocardia	57.6	Biv	nonHet	60.2
Subitopinna	57.6	Biv	nonHet	400
Sulcocardia	57.6	Biv	Het	14.965
Sunemeroe	57.6	Biv	nonHet	77.6
Sunetta	57.6	Biv	Het	54.4
Sunettina	57.6	Biv	Het	40
Swiftopecten	57.6	Biv	nonHet	133
Symmorphomactra	57.6	Biv	Het	40.7
Syndosmya	57.6	Biv	Het	22.88
Tahunanuia	57.6	Biv	nonHet	10
Tellina	57.6	Biv	Het	70.95714286
Tellinangulus	57.6	Biv	Het	7.3075
Tellinella	57.6	Biv	Het	60.12
Tellinidella	57.6	Biv	Het	64.88333333
Tellinides	57.6	Biv	Het	29.63
Tellinocyclas	57.6	Biv	Het	22.02
Teredo	57.6	Biv	Het	5.861666667
Tergulina	57.6	Biv	nonHet	13.33846154
Tetoria	57.6	Biv	Het	34.94
Thestyleda	57.6	Biv	nonHet	7.15
Thracia	57.6	Biv	nonHet	120
Thyasira	57.6	Biv	Het	16.21
Tinctora	57.6	Biv	Het	52
Tindaria	57.6	Biv	nonHet	15
Torinosulcatella	57.6	Biv	nonHet	14.52
Trachycardium	57.6	Biv	Het	95.3
Transennella	57.6	Biv	nonHet	46
Trapezium	57.6	Biv	Het	138.3
Trautscholdia	57.6	Biv	Het	31.38571429
Tridonta	57.6	Biv	nonHet	36.35
Trifaricardium	57.6	Biv	Het	22.9
Trigonothracia	57.6	Biv	nonHet	16.8
Trinacria	57.6	Biv	nonHet	7.0825
Tropidomya	57.6	Biv	nonHet	9.5
Tumbeziconcha	57.6	Biv	Het	45
Turkostrea	57.6	Biv	nonHet	46.33
Umitakea	57.6	Biv	nonHet	132.4
Ustularca	57.6	Biv	nonHet	89.3
Varicorbula	57.6	Biv	Het	15
Varinucula	57.6	Biv	nonHet	9.8
Venericardia	57.6	Biv	Het	45.25
Venericor	57.6	Biv	Het	91.24
Veniella	57.6	Biv	nonHet	50.49
Versipella	57.6	Biv	nonHet	30
Verticordia	57.6	Biv	nonHet	36
Vertipecten	57.6	Biv	nonHet	135.025
Vimentum	57.6	Biv	Het	10
Vokesula	57.6	Biv	Het	8.408
Vulsella	57.6	Biv	nonHet	121
XI	57.6	Biv	nonHet	11.5
XIV	57.6	Biv	nonHet	8
Yoldia	57.6	Biv	nonHet	60
Yoldiella	57.6	Biv	nonHet	18
Zearcopagia	57.6	Biv	Het	32.1
Zemysina	57.6	Biv	Het	5.63
Zorrita	57.6	Biv	Het	54.85555556
paraplacuna	57.6	Biv	nonHet	33.1
Abarbatia	60.4	Biv	nonHet	65.5
Abruptolopha	60.4	Biv	nonHet	98.78571429
Acar	60.4	Biv	nonHet	43
Acharax	60.4	Biv	nonHet	240
Acorylus	60.4	Biv	Het	6.71
Actinostreon	60.4	Biv	nonHet	101.72
Adranella	60.4	Biv	nonHet	5.5
Aelga	60.4	Biv	nonHet	71.4
Aequiyoldia	60.4	Biv	nonHet	38
Albimanus	60.4	Biv	nonHet	21.57
Allolima	60.4	Biv	nonHet	52
Allomactra	60.4	Biv	Het	46.18
Ameghinomya	60.4	Biv	nonHet	93
Amphipsammus	60.4	Biv	Het	88.62
Amygdalum	60.4	Biv	nonHet	75
Anatiopopecten	60.4	Biv	nonHet	28.56
Anchomasa	60.4	Biv	Het	120
Ancliffia	60.4	Biv	Het	4.5
Andrussella	60.4	Biv	Het	12.03333333
Anisocorbula	60.4	Biv	Het	40.52
Anisodonta	60.4	Biv	nonHet	7.881081081
Anisoperna	60.4	Biv	nonHet	60
Annachlamys	60.4	Biv	nonHet	102.3
Anomalokellia	60.4	Biv	nonHet	5.7484375
Anomia	60.4	Biv	nonHet	93
Ansiocorbula	60.4	Biv	nonHet	20
Antipecten	60.4	Biv	nonHet	42.11428571
Aphrodina	60.4	Biv	Het	52.5
Aralocardia	60.4	Biv	Het	59.64
Arcomytilus	60.4	Biv	nonHet	57.36
Arcopagia	60.4	Biv	Het	45.46
Arcopella	60.4	Biv	Het	21.02
Arcopsis	60.4	Biv	nonHet	19.5
Arctica	60.4	Biv	nonHet	140
Arcturellina	60.4	Biv	nonHet	20
Argopecten	60.4	Biv	nonHet	159.3
Asa	60.4	Biv	nonHet	87
Aspalima	60.4	Biv	nonHet	20
Astarte	60.4	Biv	nonHet	55
Athlopecten	60.4	Biv	nonHet	190.8
Austrodosinia	60.4	Biv	nonHet	80.5
Austrosportella	60.4	Biv	nonHet	8.1
Avimactra	60.4	Biv	Het	29.7
Azor	60.4	Biv	Het	36.07
Barbatia	60.4	Biv	nonHet	90
Barbatirus	60.4	Biv	nonHet	55.5
Barnea	60.4	Biv	Het	120
Barymactra	60.4	Biv	Het	90.48
Bathrocorbula	60.4	Biv	Het	17.97333333
Bathyarca	60.4	Biv	nonHet	35
Bathytormus	60.4	Biv	nonHet	49.77142857
Batissa	60.4	Biv	Het	66.94
Bicorbula	60.4	Biv	Het	40.76
Bonartemis	60.4	Biv	nonHet	100
Boriesia	60.4	Biv	nonHet	12.41
Borissia	60.4	Biv	nonHet	16
Bornia	60.4	Biv	Het	6.289705882
Botula	60.4	Biv	nonHet	40
Bruetia	60.4	Biv	nonHet	10.95
Bryopa	60.4	Biv	nonHet	155.2666667
Bucardiomya	60.4	Biv	nonHet	56.95714286
Cadella	60.4	Biv	Het	15.86
Caestocorbula	60.4	Biv	Het	31.33
Calloarca	60.4	Biv	nonHet	46.8
Callucina	60.4	Biv	Het	18.04285714
Calorhadia	60.4	Biv	nonHet	45.12
Capistrocardia	60.4	Biv	Het	10.83
Cardita	60.4	Biv	Het	90.6
Cardites	60.4	Biv	nonHet	80.1
Caryocorbula	60.4	Biv	nonHet	30.8
Catella	60.4	Biv	nonHet	36.63
Cavilinga	60.4	Biv	Het	5.350769231
Centrocardita	60.4	Biv	Het	45
Cetomya	60.4	Biv	nonHet	22.95
Cetothrax	60.4	Biv	nonHet	83
Chalmasia	60.4	Biv	nonHet	47.07
Chama	60.4	Biv	Het	146.7
Chattonia	60.4	Biv	Het	5.1525
Chlamys	60.4	Biv	nonHet	140
Circenita	60.4	Biv	nonHet	47.9
Claibornites	60.4	Biv	Het	29.65555556
Clavagella	60.4	Biv	nonHet	81.3
Cnesterium	60.4	Biv	nonHet	50
Codakia	60.4	Biv	Het	76.4375
Codalucina	60.4	Biv	Het	30.51538462
Coelomactra	60.4	Biv	Het	109.4
Coeloteredo	60.4	Biv	Het	2.786451613
Colorimactra	60.4	Biv	nonHet	35
Conchocele	60.4	Biv	Het	28.35714286
Corallospondylus	60.4	Biv	nonHet	15.48
Corbicula	60.4	Biv	Het	23.13
Corbula	60.4	Biv	Het	26.3
Cossmannella	60.4	Biv	nonHet	14.73
Costanuculana	60.4	Biv	nonHet	24.4
Costatoleda	60.4	Biv	nonHet	37.32
Costeina	60.4	Biv	nonHet	69.56666667
Costelloleda	60.4	Biv	nonHet	40
Crassatella	60.4	Biv	Het	102.36
Crassithracia	60.4	Biv	nonHet	49
Crassulobia	60.4	Biv	nonHet	40
Crenatula	60.4	Biv	nonHet	94.3
Crenella	60.4	Biv	nonHet	10
Crenostrea	60.4	Biv	nonHet	164.08
Cricoploma	60.4	Biv	nonHet	62.5
Cryptomactra	60.4	Biv	Het	23.25
Cryptopecten	60.4	Biv	nonHet	43.52
Ctenoides	60.4	Biv	nonHet	115.4
Cucullaea	60.4	Biv	nonHet	136.5
Cucullaearca	60.4	Biv	nonHet	134
Cultellus	60.4	Biv	Het	155
Cuspidaria	60.4	Biv	nonHet	62.5
Cyanocyclas	60.4	Biv	Het	18.81
Cyathodonta	60.4	Biv	nonHet	73
Cyclocardia	60.4	Biv	Het	60
Cyclomactra	60.4	Biv	Het	85
Cyclotellina	60.4	Biv	Het	22.47
Cyprimeria	60.4	Biv	nonHet	50.82
Cyrtodaria	60.4	Biv	Het	90
Cyrtopinna	60.4	Biv	nonHet	550
Cytherocardia	60.4	Biv	Het	32.22
Dacosta	60.4	Biv	nonHet	83.05
Deminucula	60.4	Biv	nonHet	7
Dentonia	60.4	Biv	nonHet	31.55
Dermatomya	60.4	Biv	nonHet	27
Dianadema	60.4	Biv	nonHet	60
Dimya	60.4	Biv	nonHet	21.3
Diplodonta	60.4	Biv	Het	13.15333333
Divalinga	60.4	Biv	Het	17.89
Divarikellia	60.4	Biv	Het	5.0015625
Donacopsis	60.4	Biv	Het	20.15
Dorisca	60.4	Biv	Het	11.2
Dosinella	60.4	Biv	Het	62
Dosinia	60.4	Biv	Het	156.5
Dosiniopsis	60.4	Biv	nonHet	40.24
Dosinobia	60.4	Biv	Het	22.9
Dosinorbis	60.4	Biv	Het	89.2
Duplipecten	60.4	Biv	nonHet	65.02857143
Dysmea	60.4	Biv	Het	128.5
Eburneopecten	60.4	Biv	nonHet	16.035
Egerella	60.4	Biv	nonHet	9.856666667
Electroma	60.4	Biv	nonHet	77
Electromactra	60.4	Biv	Het	23.4
Elpidollina	60.4	Biv	Het	56.15714286
Eltopera	60.4	Biv	nonHet	50.39
Empleconia	60.4	Biv	nonHet	40
Ennucula	60.4	Biv	nonHet	36.3
Eolimea	60.4	Biv	nonHet	4.525
Eomactra	60.4	Biv	Het	23.83
Eomiltha	60.4	Biv	Het	33.95714286
Eonavicula	60.4	Biv	nonHet	40.66923077
Eontia	60.4	Biv	nonHet	78.3
Eostrea	60.4	Biv	nonHet	125
Eoursivivas	60.4	Biv	Het	19.40666667
Escalima	60.4	Biv	nonHet	14.9
Eufistulana	60.4	Biv	Het	275
Eximiothracia	60.4	Biv	nonHet	35
Exitopinna	60.4	Biv	nonHet	370
Exocholeda	60.4	Biv	nonHet	8
Exputens	60.4	Biv	nonHet	39.1
Fabella	60.4	Biv	Het	13.6
Fabulina	60.4	Biv	Het	31.79
Fallartemis	60.4	Biv	nonHet	50
Felaniella	60.4	Biv	Het	17.04
Felicia	60.4	Biv	nonHet	80
Fimbria	60.4	Biv	nonHet	133
Finlayella	60.4	Biv	Het	14.865
Flemingostrea	60.4	Biv	nonHet	125.08
Flexicorbula	60.4	Biv	Het	12.43333333
Flexopecten	60.4	Biv	nonHet	90.7
Frigidocardium	60.4	Biv	Het	29.7
Fugleria	60.4	Biv	nonHet	38.1
Gari	60.4	Biv	Het	60
Garum	60.4	Biv	Het	46.69
Gastochaena	60.4	Biv	Het	25.04
Gastranopsis	60.4	Biv	Het	7.723333333
Gastrochaena	60.4	Biv	nonHet	57
Gemellima	60.4	Biv	nonHet	17.5
Gibbolucina	60.4	Biv	Het	13.09
Gibbomodiola	60.4	Biv	nonHet	130
Glans	60.4	Biv	Het	21.3
Glossus	60.4	Biv	Het	100
Glycilima	60.4	Biv	nonHet	15
Glyptoactis	60.4	Biv	Het	36.8
Gobraeus	60.4	Biv	Het	148.6
Gonimyrtea	60.4	Biv	nonHet	9.0525
Goossensia	60.4	Biv	nonHet	7.824
Gouldia	60.4	Biv	Het	180
Gouldiopa	60.4	Biv	nonHet	8
Grammatomya	60.4	Biv	Het	26
Gryphaeostrea	60.4	Biv	nonHet	30.46
Halistrepta	60.4	Biv	nonHet	33.7875
Halonympha	60.4	Biv	nonHet	18.7
Hatasia	60.4	Biv	Het	56
Hawaiarca	60.4	Biv	nonHet	26.2
Heligmina	60.4	Biv	nonHet	24.225
Here	60.4	Biv	Het	14.63111111
Herella	60.4	Biv	Het	10.1
Hertellina	60.4	Biv	Het	24.94
Hilberia	60.4	Biv	nonHet	40
Hindsiella	60.4	Biv	nonHet	6.2575
Hippochaeta	60.4	Biv	nonHet	132.3
Homalina	60.4	Biv	Het	35.52
Homoedesma	60.4	Biv	nonHet	111
Homoeodesma	60.4	Biv	nonHet	95
Hyotissa	60.4	Biv	nonHet	271
I	60.4	Biv	nonHet	245
II	60.4	Biv	nonHet	143
Idonearca	60.4	Biv	nonHet	71.87142857
Incacardium	60.4	Biv	Het	33.41
Incanopsis	60.4	Biv	nonHet	19.225
Isognomon	60.4	Biv	nonHet	253.5
Isogonum	60.4	Biv	nonHet	181.1
Isolimea	60.4	Biv	nonHet	3.569
Ixartia	60.4	Biv	nonHet	53.4
Jactellina	60.4	Biv	Het	18.16666667
Jagolucina	60.4	Biv	nonHet	19.52
Jagonoma	60.4	Biv	Het	21.29375
Janeia	60.4	Biv	nonHet	23.42
Janschinella	60.4	Biv	Het	15.815
Jolya	60.4	Biv	nonHet	120
Jouannetia	60.4	Biv	Het	50.9
Jupiteria	60.4	Biv	nonHet	17.5
Juxtamusium	60.4	Biv	nonHet	35
Kalayoldia	60.4	Biv	nonHet	78.5
Katadesmia	60.4	Biv	nonHet	24.5
Keenaea	60.4	Biv	nonHet	30.5
Kelliella	60.4	Biv	nonHet	15
Kereia	60.4	Biv	nonHet	52.5
Kermadysmea	60.4	Biv	Het	66.22857143
Labrostrea	60.4	Biv	nonHet	30.12
Laciolina	60.4	Biv	Het	58.34
Lamellinucula	60.4	Biv	nonHet	35
Lampeia	60.4	Biv	nonHet	29.7
Landinia	60.4	Biv	Het	33.95714286
Ledina	60.4	Biv	nonHet	27.25
Leiomya	60.4	Biv	nonHet	5.8
Lembulus	60.4	Biv	nonHet	38
Lentidium	60.4	Biv	Het	10
Leptesthes	60.4	Biv	Het	52.4
Lepton	60.4	Biv	Het	8.9875
Leptopecten	60.4	Biv	nonHet	71
Leuroactis	60.4	Biv	Het	100.7
Lima	60.4	Biv	nonHet	158
Limaria	60.4	Biv	nonHet	58.4
Limatulella	60.4	Biv	nonHet	20.37142857
Limea	60.4	Biv	nonHet	5.3
Limopsis	60.4	Biv	nonHet	33.67
Linucula	60.4	Biv	nonHet	7
Lionelita	60.4	Biv	Het	14.97916667
Litorhadia	60.4	Biv	nonHet	16.16333333
Longimactra	60.4	Biv	Het	96.88
Lopha	60.4	Biv	nonHet	110
Lophocardium	60.4	Biv	Het	57.1
Loringella	60.4	Biv	nonHet	34
Loxocardium	60.4	Biv	nonHet	16.635
Loxoptychodon	60.4	Biv	Het	13.73
Lucina	60.4	Biv	Het	54.7125
Lucinisca	60.4	Biv	Het	13.84
Lutetia	60.4	Biv	nonHet	2.281
Lyratellina	60.4	Biv	Het	43.04285714
Lyrocardium	60.4	Biv	Het	72.4
Lyropecten	60.4	Biv	nonHet	187.2666667
Macaliopsis	60.4	Biv	Het	40.39
Macomona	60.4	Biv	Het	85.4
Macrochlamis	60.4	Biv	nonHet	59.87
Mactra	60.4	Biv	Het	126
Mactrinula	60.4	Biv	Het	86
Mactroderma	60.4	Biv	nonHet	116
Mactrona	60.4	Biv	Het	81.75
Malletia	60.4	Biv	nonHet	62
Manupecten	60.4	Biv	nonHet	86.5
Maoricardium	60.4	Biv	Het	177.8
Maorimactra	60.4	Biv	Het	25
Martesia	60.4	Biv	Het	45.23333333
Meiocardia	60.4	Biv	Het	60.8
Mesocibota	60.4	Biv	nonHet	53
Mesosaccella	60.4	Biv	nonHet	19.555
Microcardium	60.4	Biv	Het	26.5
Microcucullaea	60.4	Biv	nonHet	4
Microloripes	60.4	Biv	Het	5.64
Minicorbula	60.4	Biv	nonHet	6
Miocardiella	60.4	Biv	Het	5.63
Miocardiopsis	60.4	Biv	Het	14.745
Mioporomya	60.4	Biv	nonHet	34.07
Mixtipecten	60.4	Biv	nonHet	17.99333333
Modiolatus	60.4	Biv	nonHet	115
Modiolus	60.4	Biv	nonHet	213
Monitilora	60.4	Biv	Het	12.47037037
Monothyra	60.4	Biv	Het	167
Myrtea	60.4	Biv	Het	25.37142857
Mytiloperna	60.4	Biv	nonHet	32.96153846
Nanaochlamys	60.4	Biv	nonHet	42.575
Nannomactra	60.4	Biv	Het	23.99333333
Nayadina	60.4	Biv	nonHet	56.95714286
Neilo	60.4	Biv	nonHet	53
Neilonella	60.4	Biv	nonHet	16
Nemocardium	60.4	Biv	Het	81.5
Neomachaera	60.4	Biv	nonHet	200
Neosiliqua	60.4	Biv	Het	80
Neotrapezium	60.4	Biv	Het	55
Nevenulora	60.4	Biv	Het	16.485
Nicaniella	60.4	Biv	Het	5.295
Nipponicorbula	60.4	Biv	Het	10.296
Nipponolimopsis	60.4	Biv	nonHet	14
Nodipecten	60.4	Biv	nonHet	226.5
Noetia	60.4	Biv	nonHet	80
Notocorbula	60.4	Biv	Het	28
Notolimea	60.4	Biv	nonHet	7
Nototeredo	60.4	Biv	Het	24.97333333
Nucinella	60.4	Biv	nonHet	25
Nucula	60.4	Biv	nonHet	28.1
Nuculana	60.4	Biv	nonHet	35.6
Oblimopa	60.4	Biv	nonHet	31
Odoncineta	60.4	Biv	nonHet	38
Odontogryphaea	60.4	Biv	nonHet	68.08
Offadesma	60.4	Biv	nonHet	102.5
Oliveropsis	60.4	Biv	nonHet	20
Omala	60.4	Biv	Het	61.44
Orthoyoldia	60.4	Biv	nonHet	18.3
Ostrea	60.4	Biv	nonHet	190
Oudardia	60.4	Biv	Het	31.21
Ovalarca	60.4	Biv	nonHet	2.6525
Pachythaerus	60.4	Biv	Het	32.53333333
Pacipecten	60.4	Biv	nonHet	38.8
Papillicardium	60.4	Biv	nonHet	25
Paracorbicula	60.4	Biv	Het	31.8
Paracratis	60.4	Biv	nonHet	13.6
Paraglans	60.4	Biv	nonHet	14.345
Parapholas	60.4	Biv	Het	158.6
Pardosinia	60.4	Biv	nonHet	46.1
Parmicorbula	60.4	Biv	Het	21.71333333
Particoma	60.4	Biv	Het	30.1
Parvamussium	60.4	Biv	nonHet	36
Parviperna	60.4	Biv	nonHet	41.4
Pectunculina	60.4	Biv	nonHet	18.61
Pectunculus	60.4	Biv	Het	60.3
Pendaloma	60.4	Biv	nonHet	40
Periploma	60.4	Biv	nonHet	65.6
Peronaea	60.4	Biv	Het	44.52857143
Perucardia	60.4	Biv	Het	53.64
Pethopecten	60.4	Biv	nonHet	57.5
Petrasma	60.4	Biv	nonHet	90.6
Pharanella	60.4	Biv	Het	70.98
Pharus	60.4	Biv	nonHet	135
Phialopecten	60.4	Biv	nonHet	75.02
Pholadidea	60.4	Biv	Het	51.2
Pholadomya	60.4	Biv	nonHet	120
Pholadopsis	60.4	Biv	Het	51.5
Phrynelima	60.4	Biv	nonHet	11.1
Phygraea	60.4	Biv	nonHet	66.42222222
Phyllodella	60.4	Biv	Het	31.06
Physoida	60.4	Biv	nonHet	12.31666667
