taxon_name	int_midpoint	taxon	sub	size
Atamarcia	25.57	Biv	Het	44.24
Athlopecten	25.57	Biv	nonHet	190.8
Aulacomya	25.57	Biv	nonHet	160
Austrodosinia	25.57	Biv	nonHet	80.5
Austromacoma	25.57	Biv	Het	37.64
Austromactra	25.57	Biv	Het	72.7
Austronucula	25.57	Biv	nonHet	2.18
Austrosportella	25.57	Biv	nonHet	8.1
Austrovenus	25.57	Biv	Het	90.1
Avicularium	25.57	Biv	nonHet	70.5
Avimactra	25.57	Biv	Het	29.7
Axinactis	25.57	Biv	nonHet	52.6
Azor	25.57	Biv	Het	36.07
Azorinus	25.57	Biv	Het	104
Barbatia	25.57	Biv	nonHet	90
Barbatirus	25.57	Biv	nonHet	55.5
Barbierella	25.57	Biv	nonHet	9.278125
Barnea	25.57	Biv	Het	120
Barymactra	25.57	Biv	Het	90.48
Bassina	25.57	Biv	Het	75
Bassinaria	25.57	Biv	Het	58.04285714
Basterotella	25.57	Biv	Het	6.5
Basterotia	25.57	Biv	Het	55
Bathrocorbula	25.57	Biv	Het	17.97333333
Bathyarca	25.57	Biv	nonHet	35
Bathycardita	25.57	Biv	Het	40
Bathytormus	25.57	Biv	nonHet	49.77142857
Batissa	25.57	Biv	Het	66.94
Beguina	25.57	Biv	nonHet	97
Bellucina	25.57	Biv	Het	8.857142857
Bendemacoma	25.57	Biv	Het	66.86
Benthocardiella	25.57	Biv	nonHet	2.6
Betholyonsia	25.57	Biv	nonHet	23.59
Bicorbula	25.57	Biv	Het	40.76
Bonartemis	25.57	Biv	nonHet	100
Bontaea	25.57	Biv	nonHet	29.61
Borissia	25.57	Biv	nonHet	16
Bornia	25.57	Biv	Het	6.289705882
Botula	25.57	Biv	nonHet	40
Bruetia	25.57	Biv	nonHet	10.95
Bryopa	25.57	Biv	nonHet	155.2666667
Bucardiomya	25.57	Biv	nonHet	56.95714286
Byssocardium	25.57	Biv	nonHet	49.47142857
Cadella	25.57	Biv	Het	15.86
Callanaitis	25.57	Biv	nonHet	78
Callista	25.57	Biv	Het	106.1
Calloarca	25.57	Biv	nonHet	46.8
Callocardia	25.57	Biv	Het	28.3
Callogonia	25.57	Biv	Het	96
Callucina	25.57	Biv	Het	18.04285714
Callucinella	25.57	Biv	Het	13.66
Calorhadia	25.57	Biv	nonHet	45.12
Calyptogena	25.57	Biv	nonHet	250
Capistrocardia	25.57	Biv	Het	10.83
Cardilia	25.57	Biv	nonHet	24
Cardiocardita	25.57	Biv	Het	55
Cardita	25.57	Biv	Het	90.6
Carditamera	25.57	Biv	Het	101.2
Carditella	25.57	Biv	Het	10
Carditellona	25.57	Biv	Het	6.7
Carditellopsis	25.57	Biv	Het	4
Cardites	25.57	Biv	nonHet	80.1
Carditopsis	25.57	Biv	nonHet	10
Carinadonax	25.57	Biv	nonHet	52
Caryocorbula	25.57	Biv	nonHet	30.8
Cavilinga	25.57	Biv	Het	5.350769231
Centrocardita	25.57	Biv	Het	45
Cerastoderma	25.57	Biv	nonHet	56.6
Ceronia	25.57	Biv	nonHet	55
Cerullia	25.57	Biv	nonHet	3.415714286
Cetomya	25.57	Biv	nonHet	22.95
Cetothrax	25.57	Biv	nonHet	83
Chama	25.57	Biv	Het	146.7
Chamelea	25.57	Biv	nonHet	48.4
Chattonia	25.57	Biv	Het	5.1525
Chion	25.57	Biv	Het	49
Chione	25.57	Biv	Het	76.4
Chionista	25.57	Biv	nonHet	88.5
Chionopsis	25.57	Biv	Het	116.7
Chlamys	25.57	Biv	nonHet	140
Choniocardia	25.57	Biv	nonHet	10.49
Choromytilus	25.57	Biv	nonHet	198
Ciliatocardium	25.57	Biv	nonHet	86.7
Circe	25.57	Biv	Het	64.9
Circenita	25.57	Biv	nonHet	47.9
Circomphalus	25.57	Biv	nonHet	83
Claibornites	25.57	Biv	Het	29.65555556
Claudiconcha	25.57	Biv	nonHet	30
Clavagella	25.57	Biv	nonHet	81.3
Clementia	25.57	Biv	Het	99.6
Clidiophora	25.57	Biv	nonHet	39
Clinocardium	25.57	Biv	nonHet	146
Clunaculum	25.57	Biv	Het	53.7
Cnesterium	25.57	Biv	nonHet	50
Cochlodesma	25.57	Biv	nonHet	44
Codakia	25.57	Biv	Het	76.4375
Codalucina	25.57	Biv	Het	30.51538462
Coelomactra	25.57	Biv	Het	109.4
Coeloteredo	25.57	Biv	Het	2.786451613
Colorimactra	25.57	Biv	nonHet	35
Compsomyax	25.57	Biv	nonHet	85
Comus	25.57	Biv	Het	35
Conchocele	25.57	Biv	Het	28.35714286
Condylocardia	25.57	Biv	nonHet	3.1
Condylocuna	25.57	Biv	nonHet	1.8
Coralliophaga	25.57	Biv	Het	63
Corallospondylus	25.57	Biv	nonHet	15.48
Corbicula	25.57	Biv	Het	23.13
Corbula	25.57	Biv	Het	26.3
Coripia	25.57	Biv	Het	6.5
Cosa	25.57	Biv	nonHet	4.5
Cossmannella	25.57	Biv	nonHet	14.73
Costacallista	25.57	Biv	nonHet	93.3
Costanuculana	25.57	Biv	nonHet	24.4
Costatoleda	25.57	Biv	nonHet	37.32
Costeina	25.57	Biv	nonHet	69.56666667
Costellipitar	25.57	Biv	nonHet	35
Costelloleda	25.57	Biv	nonHet	40
Crassatella	25.57	Biv	Het	102.36
Crassatina	25.57	Biv	Het	33.5
Crassinella	25.57	Biv	nonHet	10
Crassithracia	25.57	Biv	nonHet	49
Crassula	25.57	Biv	Het	77
Crassulobia	25.57	Biv	nonHet	40
Crenatula	25.57	Biv	nonHet	94.3
Crenella	25.57	Biv	nonHet	10
Crenostrea	25.57	Biv	nonHet	164.08
Crepispisula	25.57	Biv	nonHet	70
Cricoploma	25.57	Biv	nonHet	62.5
Crista	25.57	Biv	nonHet	49.8
Cryptomactra	25.57	Biv	Het	23.25
Cryptonemella	25.57	Biv	Het	34.9
Cryptopecten	25.57	Biv	nonHet	43.52
Ctenoides	25.57	Biv	nonHet	115.4
Cubitostrea	25.57	Biv	nonHet	44.3
Cucullaea	25.57	Biv	nonHet	136.5
Cucullaearca	25.57	Biv	nonHet	134
Cultellus	25.57	Biv	Het	155
Cumberlandia	25.57	Biv	nonHet	95.26
Cumingia	25.57	Biv	nonHet	52
Cuna	25.57	Biv	nonHet	81
Cunearca	25.57	Biv	nonHet	78
Cuneopsidea	25.57	Biv	nonHet	70.34
Cuneus	25.57	Biv	Het	40.6
Cuspidaria	25.57	Biv	nonHet	62.5
Cyanocyclas	25.57	Biv	Het	18.81
Cyathodonta	25.57	Biv	nonHet	73
Cycladicama	25.57	Biv	Het	18.205
Cyclina	25.57	Biv	Het	72
Cyclinella	25.57	Biv	nonHet	81.3
Cyclocardia	25.57	Biv	Het	60
Cyclomactra	25.57	Biv	Het	85
Cyclotellina	25.57	Biv	Het	22.47
Cyrtodaria	25.57	Biv	Het	90
Cyrtopinna	25.57	Biv	nonHet	550
Cytherocardia	25.57	Biv	Het	32.22
Dacosta	25.57	Biv	nonHet	83.05
Dallocardia	25.57	Biv	nonHet	143.6
Darteplicatula	25.57	Biv	nonHet	29.3
Decatopecten	25.57	Biv	nonHet	73.3
Delectopecten	25.57	Biv	nonHet	45
Deminucula	25.57	Biv	nonHet	7
Dentilatona	25.57	Biv	nonHet	34
Dermatomya	25.57	Biv	nonHet	27
Dianadema	25.57	Biv	nonHet	60
Digitaria	25.57	Biv	nonHet	10
Dimya	25.57	Biv	nonHet	21.3
Dinocardium	25.57	Biv	Het	149
Diplodonta	25.57	Biv	Het	13.15333333
Distugonia	25.57	Biv	nonHet	21
Divalinga	25.57	Biv	Het	17.89
Divalucina	25.57	Biv	nonHet	25.76666667
Divaricella	25.57	Biv	Het	41.93
Divarikellia	25.57	Biv	Het	5.0015625
Donacopsis	25.57	Biv	Het	20.15
Donax	25.57	Biv	Het	85.8
Dorisca	25.57	Biv	Het	11.2
Dosina	25.57	Biv	nonHet	66
Dosinella	25.57	Biv	Het	62
Dosinia	25.57	Biv	Het	156.5
Dosinobia	25.57	Biv	Het	22.9
Dosinorbis	25.57	Biv	Het	89.2
Duplipecten	25.57	Biv	nonHet	65.02857143
Dysmea	25.57	Biv	Het	128.5
Eamesiella	25.57	Biv	nonHet	18.175
Eburneopecten	25.57	Biv	nonHet	16.035
Egesta	25.57	Biv	nonHet	81
Egracina	25.57	Biv	Het	15.244
Electroma	25.57	Biv	nonHet	77
Electromactra	25.57	Biv	Het	23.4
Elpidollina	25.57	Biv	Het	56.15714286
Eltopera	25.57	Biv	nonHet	50.39
Empleconia	25.57	Biv	nonHet	40
Endomargarus	25.57	Biv	nonHet	6.863333333
Enigmonia	25.57	Biv	nonHet	56
Ennucula	25.57	Biv	nonHet	36.3
Ensiculus	25.57	Biv	Het	93.86
Ensis	25.57	Biv	nonHet	250
Ensisolen	25.57	Biv	nonHet	120
Eodivaricella	25.57	Biv	Het	8.796969697
Eolimea	25.57	Biv	nonHet	4.525
Eomactra	25.57	Biv	Het	23.83
Eomiltha	25.57	Biv	Het	33.95714286
Eonavicula	25.57	Biv	nonHet	40.66923077
Eontia	25.57	Biv	nonHet	78.3
Eopseuma	25.57	Biv	Het	60
Eosolen	25.57	Biv	Het	119.92
Eostrea	25.57	Biv	nonHet	125
Eotrigonia	25.57	Biv	nonHet	28.545
Eoursivivas	25.57	Biv	Het	19.40666667
Ephippium	25.57	Biv	nonHet	198
Erodona	25.57	Biv	Het	41.51666667
Ervilia	25.57	Biv	nonHet	15
Erycinopsis	25.57	Biv	Het	4.418181818
Escalima	25.57	Biv	nonHet	14.9
Eucrassatella	25.57	Biv	Het	121
Eufistulana	25.57	Biv	Het	275
Eumarcia	25.57	Biv	nonHet	56.2
Eurhomalea	25.57	Biv	nonHet	106
Europicardium	25.57	Biv	nonHet	50
Eurytellina	25.57	Biv	Het	36.57
Eutivela	25.57	Biv	Het	66
Eximiothracia	25.57	Biv	nonHet	35
Exitopinna	25.57	Biv	nonHet	370
Exocholeda	25.57	Biv	nonHet	8
Exosiperna	25.57	Biv	nonHet	7
Fabella	25.57	Biv	Het	13.6
Fabulina	25.57	Biv	Het	31.79
Fallartemis	25.57	Biv	nonHet	50
Felaniella	25.57	Biv	Het	17.04
Felicia	25.57	Biv	nonHet	80
Fimbria	25.57	Biv	nonHet	133
Finlayella	25.57	Biv	Het	14.865
Flabellipecten	25.57	Biv	nonHet	78.7
Flemingostrea	25.57	Biv	nonHet	125.08
Flexicorbula	25.57	Biv	Het	12.43333333
Flexopecten	25.57	Biv	nonHet	90.7
Florimetis	25.57	Biv	nonHet	49
Fluctiger	25.57	Biv	nonHet	11
Fortipecten	25.57	Biv	nonHet	131.125
Foveadens	25.57	Biv	nonHet	26
Fragum	25.57	Biv	Het	76
Frenamya	25.57	Biv	nonHet	36
Frigidocardium	25.57	Biv	Het	29.7
Fugleria	25.57	Biv	nonHet	38.1
Fulcrella	25.57	Biv	nonHet	6.562264151
Fulvia	25.57	Biv	nonHet	100
Gafrarium	25.57	Biv	nonHet	42.1
Gaimardia	25.57	Biv	nonHet	32
Gardnerella	25.57	Biv	nonHet	25.5
Gari	25.57	Biv	Het	60
Garum	25.57	Biv	Het	46.69
Gastochaena	25.57	Biv	Het	25.04
Gastrana	25.57	Biv	nonHet	24.42
Gastranopsis	25.57	Biv	Het	7.723333333
Gastrochaena	25.57	Biv	nonHet	57
Gemellima	25.57	Biv	nonHet	17.5
Gemma	25.57	Biv	nonHet	4.25
Gibbolucina	25.57	Biv	Het	13.09
Gibbomodiola	25.57	Biv	nonHet	130
Glans	25.57	Biv	Het	21.3
Globivenus	25.57	Biv	nonHet	121.7
Glossus	25.57	Biv	Het	100
Glycilima	25.57	Biv	nonHet	15
Glycymeris	25.57	Biv	nonHet	115
Glycymerita	25.57	Biv	nonHet	57.02857143
Glycymerula	25.57	Biv	nonHet	28
Glyptoactis	25.57	Biv	Het	36.8
Gobraeus	25.57	Biv	Het	148.6
Gomphina	25.57	Biv	Het	91.5
Gomphinella	25.57	Biv	Het	41.5
Gonimyrtea	25.57	Biv	nonHet	9.0525
Goodallia	25.57	Biv	Het	3.4
Gouldia	25.57	Biv	Het	180
Gouldiopa	25.57	Biv	nonHet	8
Grammatodonax	25.57	Biv	Het	30
Grammatomya	25.57	Biv	Het	26
Grateloupia	25.57	Biv	Het	41.77
Gregariella	25.57	Biv	nonHet	33.4
Gryphaeostrea	25.57	Biv	nonHet	30.46
Halistrepta	25.57	Biv	nonHet	33.7875
Halonympha	25.57	Biv	nonHet	18.7
Hatasia	25.57	Biv	Het	56
Hawaiarca	25.57	Biv	nonHet	26.2
Hecuba	25.57	Biv	Het	79.4
Hedecardium	25.57	Biv	Het	51.6
Heligmina	25.57	Biv	nonHet	24.225
Hemicyclonosta	25.57	Biv	nonHet	20.53846154
Hemidonax	25.57	Biv	nonHet	47.8
Here	25.57	Biv	Het	14.63111111
Herella	25.57	Biv	Het	10.1
Hertellina	25.57	Biv	Het	24.94
Heteranomia	25.57	Biv	nonHet	22
Heteroclidus	25.57	Biv	nonHet	55
Heteromacoma	25.57	Biv	Het	57.48
Hiatella	25.57	Biv	Het	59.7
Hilberia	25.57	Biv	nonHet	40
Hinnites	25.57	Biv	nonHet	180
Hippochaeta	25.57	Biv	nonHet	132.3
Homalina	25.57	Biv	Het	35.52
Homoedesma	25.57	Biv	nonHet	111
Homoeodesma	25.57	Biv	nonHet	95
Hubertschenckia	25.57	Biv	nonHet	65.4
Hunkydora	25.57	Biv	nonHet	42
Hyalopecten	25.57	Biv	nonHet	19.52666667
Hybolophus	25.57	Biv	Het	57.08571429
Hyotissa	25.57	Biv	nonHet	271
Hyphantosoma	25.57	Biv	nonHet	87.1
Hysteroconcha	25.57	Biv	nonHet	100
I	25.57	Biv	nonHet	245
II	25.57	Biv	nonHet	143
Iacra	25.57	Biv	Het	24
Idonearca	25.57	Biv	nonHet	71.87142857
Illesca	25.57	Biv	Het	11.82916667
Incacardium	25.57	Biv	Het	33.41
Incanopsis	25.57	Biv	nonHet	19.225
Irus	25.57	Biv	Het	50.8
Isocrassina	25.57	Biv	Het	24.04166667
Isognomon	25.57	Biv	nonHet	253.5
Isogonum	25.57	Biv	nonHet	181.1
Isolimea	25.57	Biv	nonHet	3.569
Ixartia	25.57	Biv	nonHet	53.4
Jactellina	25.57	Biv	Het	18.16666667
Jagonoma	25.57	Biv	Het	21.29375
Janeia	25.57	Biv	nonHet	23.42
Janschinella	25.57	Biv	Het	15.815
Jolya	25.57	Biv	nonHet	120
Jouannetia	25.57	Biv	Het	50.9
Jukesena	25.57	Biv	Het	5.4
Jupiteria	25.57	Biv	nonHet	17.5
Juxtamusium	25.57	Biv	nonHet	35
Kalayoldia	25.57	Biv	nonHet	78.5
Katadesmia	25.57	Biv	nonHet	24.5
Katelysia	25.57	Biv	Het	60
Keenaea	25.57	Biv	nonHet	30.5
Keenocardium	25.57	Biv	nonHet	76
Kellia	25.57	Biv	nonHet	9.5825
Kelliella	25.57	Biv	nonHet	15
Kereia	25.57	Biv	nonHet	52.5
Kermadysmea	25.57	Biv	Het	66.22857143
Laciolina	25.57	Biv	Het	58.34
Laevicardium	25.57	Biv	Het	190
Laevicirce	25.57	Biv	Het	6.9
Laevifulvia	25.57	Biv	nonHet	23.3
Lajonkairia	25.57	Biv	Het	25
Lamelliconcha	25.57	Biv	nonHet	58.6
Lamellinucula	25.57	Biv	nonHet	35
Lampeia	25.57	Biv	nonHet	29.7
Landinia	25.57	Biv	Het	33.95714286
Lasaea	25.57	Biv	nonHet	3.304
Latona	25.57	Biv	Het	54
Lazariella	25.57	Biv	Het	40
Leiomya	25.57	Biv	nonHet	5.8
Lembulus	25.57	Biv	nonHet	38
Lenipecten	25.57	Biv	nonHet	68.11428571
Lentidium	25.57	Biv	Het	10
Leporimetis	25.57	Biv	Het	63.16
Leptesthes	25.57	Biv	Het	52.4
Lepton	25.57	Biv	Het	8.9875
Leptopecten	25.57	Biv	nonHet	71
Leuroactis	25.57	Biv	Het	100.7
Lima	25.57	Biv	nonHet	158
Limaria	25.57	Biv	nonHet	58.4
Limatulella	25.57	Biv	nonHet	20.37142857
Limea	25.57	Biv	nonHet	5.3
Limopsis	25.57	Biv	nonHet	33.67
Lindapecten	25.57	Biv	nonHet	100.7
Linga	25.57	Biv	Het	20.30555556
Linucula	25.57	Biv	nonHet	7
Liocyma	25.57	Biv	nonHet	45
Lionelita	25.57	Biv	Het	14.97916667
Lirophora	25.57	Biv	nonHet	58
Lissarca	25.57	Biv	nonHet	8
Lissochlamis	25.57	Biv	nonHet	52.51428571
Litorhadia	25.57	Biv	nonHet	16.16333333
Lituyapecten	25.57	Biv	nonHet	125.4102564
Longimactra	25.57	Biv	Het	96.88
Lopha	25.57	Biv	nonHet	110
Lophocardium	25.57	Biv	Het	57.1
Loringella	25.57	Biv	nonHet	34
Loripes	25.57	Biv	nonHet	12.95416667
Loxocardium	25.57	Biv	nonHet	16.635
Loxoptychodon	25.57	Biv	Het	13.73
Lucina	25.57	Biv	Het	54.7125
Lucinisca	25.57	Biv	Het	13.84
Lutetia	25.57	Biv	nonHet	2.281
Lyonsia	25.57	Biv	nonHet	57
Lyratellina	25.57	Biv	Het	43.04285714
Lyrocardium	25.57	Biv	Het	72.4
Lyropecten	25.57	Biv	nonHet	187.2666667
Macaliopsis	25.57	Biv	Het	40.39
Machaerodonax	25.57	Biv	Het	45
Macoma	25.57	Biv	Het	33.275
Macomona	25.57	Biv	Het	85.4
Macoploma	25.57	Biv	Het	61.56666667
Macrocallista	25.57	Biv	nonHet	188
Macrochlamis	25.57	Biv	nonHet	59.87
Macrosolen	25.57	Biv	nonHet	120.25
Mactra	25.57	Biv	Het	126
Mactrinula	25.57	Biv	Het	86
Mactroderma	25.57	Biv	nonHet	116
Mactromeris	25.57	Biv	Het	167
Mactrona	25.57	Biv	Het	81.75
Malletia	25.57	Biv	nonHet	62
Manupecten	25.57	Biv	nonHet	86.5
Maoricardium	25.57	Biv	Het	177.8
Maorimactra	25.57	Biv	Het	25
Margaritanopsis	25.57	Biv	nonHet	77.94
Margaritifera	25.57	Biv	nonHet	129.38
Martesia	25.57	Biv	Het	45.23333333
Megacardita	25.57	Biv	nonHet	99.6
Megapitaria	25.57	Biv	nonHet	129.7
Megaxinus	25.57	Biv	Het	20.2625
Megayoldia	25.57	Biv	nonHet	73.1
Meiocardia	25.57	Biv	Het	60.8
Mercenaria	25.57	Biv	nonHet	168
Meretrix	25.57	Biv	nonHet	138.9
Merisca	25.57	Biv	Het	40.86
Mesocibota	25.57	Biv	nonHet	53
Mesodesma	25.57	Biv	nonHet	100
Mesopeplum	25.57	Biv	nonHet	70.7
Mesopleura	25.57	Biv	Het	103
Mexicardia	25.57	Biv	nonHet	122.5
Microcardium	25.57	Biv	Het	26.5
Microcucullaea	25.57	Biv	nonHet	4
Microloripes	25.57	Biv	Het	5.64
Microstagon	25.57	Biv	nonHet	13.865
Mimachlamys	25.57	Biv	nonHet	230
Minicorbula	25.57	Biv	nonHet	6
Minnivola	25.57	Biv	nonHet	66.7
Miocardiella	25.57	Biv	Het	5.63
Miocardiopsis	25.57	Biv	Het	14.745
Mioporomya	25.57	Biv	nonHet	34.07
Miorangia	25.57	Biv	Het	18.56
Mixtipecten	25.57	Biv	nonHet	17.99333333
Modiolarca	25.57	Biv	nonHet	46
Modiolatus	25.57	Biv	nonHet	115
Modiolula	25.57	Biv	nonHet	33.47
Modiolus	25.57	Biv	nonHet	213
Moerella	25.57	Biv	Het	27.41
Monia	25.57	Biv	nonHet	128.4
Monitilora	25.57	Biv	Het	12.47037037
Monoplax	25.57	Biv	nonHet	11
Monothyra	25.57	Biv	Het	167
Montacuta	25.57	Biv	nonHet	3.3925
Musculus	25.57	Biv	nonHet	80
Mya	25.57	Biv	Het	200
Myadesma	25.57	Biv	nonHet	70.46
Myadora	25.57	Biv	nonHet	46
Myadoropsis	25.57	Biv	nonHet	10
Myllitella	25.57	Biv	nonHet	3.025
Myochama	25.57	Biv	nonHet	30
Myrtea	25.57	Biv	Het	25.37142857
Mysella	25.57	Biv	Het	4.14375
Mytella	25.57	Biv	nonHet	110
Mytiloperna	25.57	Biv	nonHet	32.96153846
Mytilopsis	25.57	Biv	Het	38
Nanaochlamys	25.57	Biv	nonHet	42.575
Nannomactra	25.57	Biv	Het	23.99333333
Nanopitar	25.57	Biv	nonHet	6
Neilo	25.57	Biv	nonHet	53
Neilonella	25.57	Biv	nonHet	16
Nemocardium	25.57	Biv	Het	81.5
Neogaimardia	25.57	Biv	nonHet	5.026666667
Neoinoceramus	25.57	Biv	nonHet	154.9
Neolepton	25.57	Biv	nonHet	6.1
Neomachaera	25.57	Biv	nonHet	200
Neosiliqua	25.57	Biv	Het	80
Neotapes	25.57	Biv	nonHet	58
Neotrapezium	25.57	Biv	Het	55
Nesobornia	25.57	Biv	nonHet	10.815625
Netastoma	25.57	Biv	Het	40
Nevenulora	25.57	Biv	Het	16.485
Nipponicorbula	25.57	Biv	Het	10.296
Nipponolimopsis	25.57	Biv	nonHet	14
Nitidavenus	25.57	Biv	Het	23.48
Nodipecten	25.57	Biv	nonHet	226.5
Noetia	25.57	Biv	nonHet	80
Notirus	25.57	Biv	Het	31
Notocallista	25.57	Biv	nonHet	80
Notocorbula	25.57	Biv	Het	28
Notolimea	25.57	Biv	nonHet	7
Notopaphia	25.57	Biv	Het	41
Nototeredo	25.57	Biv	Het	24.97333333
Nucinella	25.57	Biv	nonHet	25
Nucula	25.57	Biv	nonHet	28.1
Nuculana	25.57	Biv	nonHet	35.6
Nuttallia	25.57	Biv	Het	150
Oblimopa	25.57	Biv	nonHet	31
Odoncineta	25.57	Biv	nonHet	38
Offadesma	25.57	Biv	nonHet	102.5
Oliveropsis	25.57	Biv	nonHet	20
Omala	25.57	Biv	Het	61.44
Oppenheimopecten	25.57	Biv	nonHet	69.54
Orthoyoldia	25.57	Biv	nonHet	18.3
Oryctomya	25.57	Biv	Het	29.98
Ostomya	25.57	Biv	nonHet	12.595
Ostrea	25.57	Biv	nonHet	190
Ostreinella	25.57	Biv	nonHet	13.575
Oudardia	25.57	Biv	Het	31.21
Ovalarca	25.57	Biv	nonHet	2.6525
Pachydesma	25.57	Biv	Het	163.52
Pachythaerus	25.57	Biv	Het	32.53333333
Pacipecten	25.57	Biv	nonHet	38.8
Palliolum	25.57	Biv	nonHet	37.15
Panchione	25.57	Biv	Het	81.4
Pandora	25.57	Biv	nonHet	48.3
Pandorella	25.57	Biv	nonHet	60
Panomya	25.57	Biv	Het	179
Paphia	25.57	Biv	Het	110.8
Paphirus	25.57	Biv	Het	70
Paphonotia	25.57	Biv	Het	40
Papillicardium	25.57	Biv	nonHet	25
Papyridea	25.57	Biv	nonHet	65.3
Paracorbicula	25.57	Biv	Het	31.8
Paracratis	25.57	Biv	nonHet	13.6
Paradione	25.57	Biv	nonHet	97.1
Paradonax	25.57	Biv	Het	35
Parapholas	25.57	Biv	Het	158.6
Paraserrula	25.57	Biv	nonHet	38.8
Pardosinia	25.57	Biv	nonHet	46.1
Parmulophora	25.57	Biv	Het	59.6
Particoma	25.57	Biv	Het	30.1
Parvamussium	25.57	Biv	nonHet	36
Parvicardium	25.57	Biv	nonHet	20
Parvilucina	25.57	Biv	Het	10.80227273
Parviperna	25.57	Biv	nonHet	41.4
Parvochlamys	25.57	Biv	nonHet	4.9975
Patinopecten	25.57	Biv	nonHet	288
Pecchiolia	25.57	Biv	nonHet	28.77
Pecten	25.57	Biv	nonHet	197.9
Pectunculina	25.57	Biv	nonHet	18.61
Pectunculus	25.57	Biv	Het	60.3
Pegophysema	25.57	Biv	nonHet	50.56666667
Pelecyora	25.57	Biv	Het	47.6
Pendaloma	25.57	Biv	nonHet	40
Penitella	25.57	Biv	nonHet	132
Periglypta	25.57	Biv	nonHet	153.1
Periploma	25.57	Biv	nonHet	65.6
Perna	25.57	Biv	nonHet	191
Peronaea	25.57	Biv	Het	44.52857143
Peronidia	25.57	Biv	Het	66.54285714
Perucardia	25.57	Biv	Het	53.64
Pethopecten	25.57	Biv	nonHet	57.5
Petrasma	25.57	Biv	nonHet	90.6
Petricola	25.57	Biv	Het	63
Petricolaria	25.57	Biv	Het	80
Petricolirus	25.57	Biv	Het	57.5
Pharanella	25.57	Biv	Het	70.98
Pharus	25.57	Biv	nonHet	135
Phaxas	25.57	Biv	Het	41
Phialopecten	25.57	Biv	nonHet	75.02
Phlogocardia	25.57	Biv	nonHet	57.4
Pholadidea	25.57	Biv	Het	51.2
Pholadomya	25.57	Biv	nonHet	120
Pholadopsis	25.57	Biv	Het	51.5
Phragmorisma	25.57	Biv	nonHet	71.3
Phrynelima	25.57	Biv	nonHet	11.1
Phygraea	25.57	Biv	nonHet	66.42222222
Phylloda	25.57	Biv	Het	86.1
Phyllodella	25.57	Biv	Het	31.06
Physoida	25.57	Biv	nonHet	12.31666667
Pinctada	25.57	Biv	nonHet	359.3
Pingoteredo	25.57	Biv	Het	4.133333333
Pinguimacoma	25.57	Biv	Het	9.996666667
Pinguitellina	25.57	Biv	Het	11.99
Pinna	25.57	Biv	nonHet	1200
Pisostrigilla	25.57	Biv	Het	8.65
Pitar	25.57	Biv	Het	90
Pitarenus	25.57	Biv	nonHet	45.7
Placopecten	25.57	Biv	nonHet	230
Placuna	25.57	Biv	nonHet	225.7
Planikellia	25.57	Biv	Het	8.229166667
Plastomiltha	25.57	Biv	Het	40.61
Platilimaria	25.57	Biv	nonHet	37
Plebidonax	25.57	Biv	Het	78
Plectosolen	25.57	Biv	Het	49.75
Pleurolucina	25.57	Biv	Het	10.96111111
Pleuromeris	25.57	Biv	nonHet	20
Pleurophopsis	25.57	Biv	nonHet	245.5
Plicacesta	25.57	Biv	nonHet	130
Plicatula	25.57	Biv	nonHet	52.1
Pododesmus	25.57	Biv	nonHet	88.3
Politoleda	25.57	Biv	nonHet	48
Pompholingina	25.57	Biv	Het	23.58
Poortenia	25.57	Biv	nonHet	32.6
Poroleda	25.57	Biv	nonHet	20
Poromya	25.57	Biv	nonHet	64
Porterius	25.57	Biv	nonHet	53
Portlandia	25.57	Biv	nonHet	31
Potomida	25.57	Biv	nonHet	37.97
Praerangia	25.57	Biv	Het	3.481428571
Praesaccella	25.57	Biv	nonHet	8.086363636
Pratulum	25.57	Biv	Het	29
Privigna	25.57	Biv	Het	3.6
Procardia	25.57	Biv	nonHet	57.58
Progaimardia	25.57	Biv	nonHet	2
Promantellum	25.57	Biv	nonHet	40
Pronucula	25.57	Biv	nonHet	56
Propeamussium	25.57	Biv	nonHet	89.8
Propeleda	25.57	Biv	nonHet	26
Prophetilora	25.57	Biv	Het	37.15
Prorapitar	25.57	Biv	nonHet	74
Protapes	25.57	Biv	nonHet	80
Psammobella	25.57	Biv	Het	35
Psammobia	25.57	Biv	Het	85
Psammodonax	25.57	Biv	nonHet	54
Psammoica	25.57	Biv	Het	26.45
Psammotaena	25.57	Biv	Het	105
Psammotella	25.57	Biv	Het	92.8
Psammotellina	25.57	Biv	Het	51.76
Psammotreta	25.57	Biv	Het	27.86
Pseudacharax	25.57	Biv	nonHet	38
Pseudamussium	25.57	Biv	nonHet	62
Pseudocardium	25.57	Biv	Het	67.6
Pseudochama	25.57	Biv	Het	90
Pseudolucinisca	25.57	Biv	Het	56.31666667
Pseudometis	25.57	Biv	Het	49.62
Pseudomiltha	25.57	Biv	Het	91.02857143
Pseudoneaera	25.57	Biv	nonHet	12.5
Pseudosaxicava	25.57	Biv	Het	12.865
Pseudoxyperas	25.57	Biv	Het	27.33
Pseudunio	25.57	Biv	nonHet	127.26
Psiloteredo	25.57	Biv	Het	12.77
Pssamodonax	25.57	Biv	Het	20.8
Pterelectroma	25.57	Biv	nonHet	18.59230769
Pteria	25.57	Biv	nonHet	322
Pterolucina	25.57	Biv	nonHet	24.57
