taxon_name	int_midpoint	taxon	sub	size
Electroma	51.9	Biv	nonHet	77
Elliptotellina	51.9	Biv	Het	10.805
Eomiltha	51.9	Biv	Het	33.95714286
Eosolen	51.9	Biv	Het	119.92
Epilucina	51.9	Biv	Het	28.04117647
Erycina	51.9	Biv	Het	8.525
Etea	51.9	Biv	nonHet	31.62
Eucrassatella	51.9	Biv	Het	121
Eurhomalea	51.9	Biv	nonHet	106
Eurytellina	51.9	Biv	Het	36.57
Exogyra	51.9	Biv	nonHet	86.25714286
Felaniella	51.9	Biv	Het	17.04
Fimbria	51.9	Biv	nonHet	133
Flemingostrea	51.9	Biv	nonHet	125.08
Gaimardia	51.9	Biv	nonHet	32
Gari	51.9	Biv	Het	60
Gibbolucina	51.9	Biv	Het	13.09
Glycymeris	51.9	Biv	nonHet	115
Glycymerita	51.9	Biv	nonHet	57.02857143
Gobraeus	51.9	Biv	Het	148.6
Gregariella	51.9	Biv	nonHet	33.4
Gryphaea	51.9	Biv	nonHet	50.16
Gryphaeostrea	51.9	Biv	nonHet	30.46
Haliris	51.9	Biv	nonHet	13
Heteranomia	51.9	Biv	nonHet	22
Hilgardia	51.9	Biv	nonHet	17.83272727
Hyotissa	51.9	Biv	nonHet	271
Jouannetia	51.9	Biv	Het	50.9
Jupiteria	51.9	Biv	nonHet	17.5
Laevicardium	51.9	Biv	Het	190
Lamelliconcha	51.9	Biv	nonHet	58.6
Ledina	51.9	Biv	nonHet	27.25
Lima	51.9	Biv	nonHet	158
Limatuletta	51.9	Biv	nonHet	17.7
Limopsis	51.9	Biv	nonHet	33.67
Linga	51.9	Biv	Het	20.30555556
Lirodiscus	51.9	Biv	Het	25.17
Lithophaga	51.9	Biv	nonHet	147
Litorhadia	51.9	Biv	nonHet	16.16333333
Loxocardium	51.9	Biv	nonHet	16.635
Lucina	51.9	Biv	Het	54.7125
Lutetia	51.9	Biv	nonHet	2.281
Lyonsia	51.9	Biv	nonHet	57
Macoma	51.9	Biv	Het	33.275
Macrocallista	51.9	Biv	nonHet	188
Mactra	51.9	Biv	Het	126
Mactromeris	51.9	Biv	Het	167
Malletia	51.9	Biv	nonHet	62
Martesia	51.9	Biv	Het	45.23333333
Megacardita	51.9	Biv	nonHet	99.6
Meretrix	51.9	Biv	nonHet	138.9
Mesodesma	51.9	Biv	nonHet	100
Mesosaccella	51.9	Biv	nonHet	19.555
Mimachlamys	51.9	Biv	nonHet	230
Miocardiopsis	51.9	Biv	Het	14.745
Modiolus	51.9	Biv	nonHet	213
Moerella	51.9	Biv	Het	27.41
Monitilora	51.9	Biv	Het	12.47037037
Montacuta	51.9	Biv	nonHet	3.3925
Mya	51.9	Biv	Het	200
Mytilus	51.9	Biv	nonHet	258
Nayadina	51.9	Biv	nonHet	56.95714286
Neilo	51.9	Biv	nonHet	53
Nemocardium	51.9	Biv	Het	81.5
Nitidavenus	51.9	Biv	Het	23.48
Noetia	51.9	Biv	nonHet	80
Notocorbula	51.9	Biv	Het	28
Notostrea	51.9	Biv	nonHet	25.635
Nucinella	51.9	Biv	nonHet	25
Nucula	51.9	Biv	nonHet	28.1
Nuculana	51.9	Biv	nonHet	35.6
Odontogryphaea	51.9	Biv	nonHet	68.08
Ostrea	51.9	Biv	nonHet	190
Pachecoa	51.9	Biv	nonHet	8.662
Panopea	51.9	Biv	Het	295
Paraglans	51.9	Biv	nonHet	14.345
Parvamussium	51.9	Biv	nonHet	36
Parvilucina	51.9	Biv	Het	10.80227273
Pecten	51.9	Biv	nonHet	197.9
Pelecyora	51.9	Biv	Het	47.6
Periploma	51.9	Biv	nonHet	65.6
Petalocardia	51.9	Biv	nonHet	4.7325
Pholadomya	51.9	Biv	nonHet	120
Pholas	51.9	Biv	Het	159
Phygraea	51.9	Biv	nonHet	66.42222222
Pinna	51.9	Biv	nonHet	1200
Pitar	51.9	Biv	Het	90
Plectosolen	51.9	Biv	Het	49.75
Plicatula	51.9	Biv	nonHet	52.1
Pratulum	51.9	Biv	Het	29
Psammobia	51.9	Biv	Het	85
Pseudocardium	51.9	Biv	Het	67.6
Pseudomiltha	51.9	Biv	Het	91.02857143
Pseudoxyperas	51.9	Biv	Het	27.33
Pteria	51.9	Biv	nonHet	322
Pycnodonte	51.9	Biv	nonHet	138
Raetomya	51.9	Biv	Het	90.36
Saccella	51.9	Biv	nonHet	43
Semimodiola	51.9	Biv	nonHet	24.38
Septifer	51.9	Biv	nonHet	63.8
Serripecten	51.9	Biv	nonHet	109.1
Sita	51.9	Biv	nonHet	5.985
Solecurtus	51.9	Biv	nonHet	100
Solemya	51.9	Biv	nonHet	93
Sphenia	51.9	Biv	Het	30.1
Spisula	51.9	Biv	Het	130
Spondylus	51.9	Biv	nonHet	400
Sportella	51.9	Biv	Het	20.835
Stchepinskya	51.9	Biv	Het	10.38
Tellina	51.9	Biv	Het	70.95714286
Tellinella	51.9	Biv	Het	60.12
Tenuicorbula	51.9	Biv	Het	24.5
Teredo	51.9	Biv	Het	5.861666667
Thracia	51.9	Biv	nonHet	120
Thyasira	51.9	Biv	Het	16.21
Tivela	51.9	Biv	Het	176
Tivelina	51.9	Biv	Het	17.27
Trachycardium	51.9	Biv	Het	95.3
Trinacria	51.9	Biv	nonHet	7.0825
Truncacila	51.9	Biv	nonHet	23
Turkostrea	51.9	Biv	nonHet	46.33
Varicorbula	51.9	Biv	Het	15
Venericardia	51.9	Biv	Het	45.25
Venericor	51.9	Biv	Het	91.24
Vepricardium	51.9	Biv	Het	80
Verticordia	51.9	Biv	nonHet	36
Vokesula	51.9	Biv	Het	8.408
Vulsella	51.9	Biv	nonHet	121
Yoldia	51.9	Biv	nonHet	60
Yoldiella	51.9	Biv	nonHet	18
Acesta	57.6	Biv	nonHet	185
Anomia	57.6	Biv	nonHet	93
Arca	57.6	Biv	nonHet	128
Arctica	57.6	Biv	nonHet	140
Austronucula	57.6	Biv	nonHet	2.18
Barbatia	57.6	Biv	nonHet	90
Bathytormus	57.6	Biv	nonHet	49.77142857
Bornia	57.6	Biv	Het	6.289705882
Brachidontes	57.6	Biv	nonHet	70
Callista	57.6	Biv	Het	106.1
Calorhadia	57.6	Biv	nonHet	45.12
Cardiomya	57.6	Biv	nonHet	40
Cardium	57.6	Biv	Het	140.6
Cerastoderma	57.6	Biv	nonHet	56.6
Chlamys	57.6	Biv	nonHet	140
Claibornites	57.6	Biv	Het	29.65555556
Codalucina	57.6	Biv	Het	30.51538462
Corbicula	57.6	Biv	Het	23.13
Corbula	57.6	Biv	Het	26.3
Costacallista	57.6	Biv	nonHet	93.3
Crassatella	57.6	Biv	Het	102.36
Cucullaea	57.6	Biv	nonHet	136.5
Cucullaearca	57.6	Biv	nonHet	134
Cuneocorbula	57.6	Biv	Het	9.836
Cuspidaria	57.6	Biv	nonHet	62.5
Delectopecten	57.6	Biv	nonHet	45
Dosiniopsis	57.6	Biv	nonHet	40.24
Electroma	57.6	Biv	nonHet	77
Eomiltha	57.6	Biv	Het	33.95714286
Eosolen	57.6	Biv	Het	119.92
Epilucina	57.6	Biv	Het	28.04117647
Etea	57.6	Biv	nonHet	31.62
Felaniella	57.6	Biv	Het	17.04
Flemingostrea	57.6	Biv	nonHet	125.08
Gari	57.6	Biv	Het	60
Glossus	57.6	Biv	Het	100
Glycymeris	57.6	Biv	nonHet	115
Gobraeus	57.6	Biv	Het	148.6
Granocardium	57.6	Biv	Het	39.73
Gryphaeostrea	57.6	Biv	nonHet	30.46
Ilymatogyra	57.6	Biv	nonHet	29.6
Isognomon	57.6	Biv	nonHet	253.5
Jagolucina	57.6	Biv	nonHet	19.52
Kummelia	57.6	Biv	Het	66.76
Ledina	57.6	Biv	nonHet	27.25
Limea	57.6	Biv	nonHet	5.3
Lithophaga	57.6	Biv	nonHet	147
Litorhadia	57.6	Biv	nonHet	16.16333333
Macrocallista	57.6	Biv	nonHet	188
Meretrix	57.6	Biv	nonHet	138.9
Modiolus	57.6	Biv	nonHet	213
Moerella	57.6	Biv	Het	27.41
Musculus	57.6	Biv	nonHet	80
Mytilus	57.6	Biv	nonHet	258
Nemocardium	57.6	Biv	Het	81.5
Nemodon	57.6	Biv	nonHet	27.77
Nucula	57.6	Biv	nonHet	28.1
Nuculana	57.6	Biv	nonHet	35.6
Odontogryphaea	57.6	Biv	nonHet	68.08
Oryctomya	57.6	Biv	Het	29.98
Ostrea	57.6	Biv	nonHet	190
Panopea	57.6	Biv	Het	295
Parmicorbula	57.6	Biv	Het	21.71333333
Pecten	57.6	Biv	nonHet	197.9
Periploma	57.6	Biv	nonHet	65.6
Periplomya	57.6	Biv	nonHet	44.18
Peronaea	57.6	Biv	Het	44.52857143
Pholadidea	57.6	Biv	Het	51.2
Pholadomya	57.6	Biv	nonHet	120
Pholas	57.6	Biv	Het	159
Phygraea	57.6	Biv	nonHet	66.42222222
Pinna	57.6	Biv	nonHet	1200
Pitar	57.6	Biv	Het	90
Polymesoda	57.6	Biv	Het	20.59
Protocardia	57.6	Biv	Het	41.02
Pseudomiltha	57.6	Biv	Het	91.02857143
Pteria	57.6	Biv	nonHet	322
Pulvinites	57.6	Biv	nonHet	130
Pycnodonte	57.6	Biv	nonHet	138
Saccella	57.6	Biv	nonHet	43
Solen	57.6	Biv	nonHet	184.8
Spondylus	57.6	Biv	nonHet	400
Tellina	57.6	Biv	Het	70.95714286
Tenea	57.6	Biv	nonHet	22.77
Teredo	57.6	Biv	Het	5.861666667
Truncacila	57.6	Biv	nonHet	23
Venericardia	57.6	Biv	Het	45.25
Venericor	57.6	Biv	Het	91.24
Veniella	57.6	Biv	nonHet	50.49
Vokesula	57.6	Biv	Het	8.408
Arcoperna	60.4	Biv	nonHet	23.15
Arcopsis	60.4	Biv	nonHet	19.5
Astarte	60.4	Biv	nonHet	55
Barbatia	60.4	Biv	nonHet	90
Caryocorbula	60.4	Biv	nonHet	30.8
Chlamys	60.4	Biv	nonHet	140
Circe	60.4	Biv	Het	64.9
Corbula	60.4	Biv	Het	26.3
Crassatella	60.4	Biv	Het	102.36
Crenella	60.4	Biv	nonHet	10
Cucullaea	60.4	Biv	nonHet	136.5
Cuspidaria	60.4	Biv	nonHet	62.5
Exogyra	60.4	Biv	nonHet	86.25714286
Gari	60.4	Biv	Het	60
Glossus	60.4	Biv	Het	100
Glycymeris	60.4	Biv	nonHet	115
Jupiteria	60.4	Biv	nonHet	17.5
Laternulina	60.4	Biv	nonHet	41.97
Lima	60.4	Biv	nonHet	158
Limopsis	60.4	Biv	nonHet	33.67
Lirodiscus	60.4	Biv	Het	25.17
Lithophaga	60.4	Biv	nonHet	147
Loxocardium	60.4	Biv	nonHet	16.635
Lucina	60.4	Biv	Het	54.7125
Lyonsia	60.4	Biv	nonHet	57
Modiolus	60.4	Biv	nonHet	213
Mytilus	60.4	Biv	nonHet	258
Nemocardium	60.4	Biv	Het	81.5
Nucula	60.4	Biv	nonHet	28.1
Nuculana	60.4	Biv	nonHet	35.6
Ostrea	60.4	Biv	nonHet	190
Periploma	60.4	Biv	nonHet	65.6
Pholadomya	60.4	Biv	nonHet	120
Pinna	60.4	Biv	nonHet	1200
Pitar	60.4	Biv	Het	90
Plicatula	60.4	Biv	nonHet	52.1
Propeamussium	60.4	Biv	nonHet	89.8
Protocardia	60.4	Biv	Het	41.02
Saccella	60.4	Biv	nonHet	43
Tellina	60.4	Biv	Het	70.95714286
Thracia	60.4	Biv	nonHet	120
Venericardia	60.4	Biv	Het	45.25
Veniella	60.4	Biv	nonHet	50.49
Verticordia	60.4	Biv	nonHet	36
Yoldiella	60.4	Biv	nonHet	18
Acanthocardia	63.8	Biv	Het	102.5
Acar	63.8	Biv	nonHet	43
Acesta	63.8	Biv	nonHet	185
Acila	63.8	Biv	nonHet	50
Acutostrea	63.8	Biv	nonHet	77.78
Anomia	63.8	Biv	nonHet	93
Aphrodina	63.8	Biv	Het	52.5
Arca	63.8	Biv	nonHet	128
Arcomytilus	63.8	Biv	nonHet	57.36
Arcoperna	63.8	Biv	nonHet	23.15
Arcopsis	63.8	Biv	nonHet	19.5
Arctica	63.8	Biv	nonHet	140
Arcuatula	63.8	Biv	nonHet	76
Astarte	63.8	Biv	nonHet	55
Atrina	63.8	Biv	nonHet	480
Barbatia	63.8	Biv	nonHet	90
Barbierella	63.8	Biv	nonHet	9.278125
Bathyarca	63.8	Biv	nonHet	35
Batissa	63.8	Biv	Het	66.94
Bicorbula	63.8	Biv	Het	40.76
Bornia	63.8	Biv	Het	6.289705882
Botula	63.8	Biv	nonHet	40
Brachidontes	63.8	Biv	nonHet	70
Caestocorbula	63.8	Biv	Het	31.33
Callucinopsis	63.8	Biv	Het	13.06
Calorhadia	63.8	Biv	nonHet	45.12
Camptochlamys	63.8	Biv	nonHet	76.18
Camptonectes	63.8	Biv	nonHet	38.14
Cardium	63.8	Biv	Het	140.6
Caryocorbula	63.8	Biv	nonHet	30.8
Cavilinga	63.8	Biv	Het	5.350769231
Chama	63.8	Biv	Het	146.7
Chlamys	63.8	Biv	nonHet	140
Choniocardia	63.8	Biv	nonHet	10.49
Circe	63.8	Biv	Het	64.9
Clavagella	63.8	Biv	nonHet	81.3
Corbicula	63.8	Biv	Het	23.13
Corbula	63.8	Biv	Het	26.3
Corbulamella	63.8	Biv	Het	2.872
Costacallista	63.8	Biv	nonHet	93.3
Crassatella	63.8	Biv	Het	102.36
Crenella	63.8	Biv	nonHet	10
Ctenoides	63.8	Biv	nonHet	115.4
Cubitostrea	63.8	Biv	nonHet	44.3
Cucullaea	63.8	Biv	nonHet	136.5
Cucullaearca	63.8	Biv	nonHet	134
Cucullaria	63.8	Biv	nonHet	73.12857143
Cuneocorbula	63.8	Biv	Het	9.836
Cuspidaria	63.8	Biv	nonHet	62.5
Cyrtodaria	63.8	Biv	Het	90
Dacrydium	63.8	Biv	nonHet	8.2
Delectopecten	63.8	Biv	nonHet	45
Dimya	63.8	Biv	nonHet	21.3
Dimyodon	63.8	Biv	nonHet	7.211764706
Diplodonta	63.8	Biv	Het	13.15333333
Disparilia	63.8	Biv	nonHet	17.50666667
Divarikellia	63.8	Biv	Het	5.0015625
Dosiniopsis	63.8	Biv	nonHet	40.24
Electroma	63.8	Biv	nonHet	77
Eomiltha	63.8	Biv	Het	33.95714286
Epilucina	63.8	Biv	Het	28.04117647
Eriphylopsis	63.8	Biv	nonHet	13.82
Erycina	63.8	Biv	Het	8.525
Etea	63.8	Biv	nonHet	31.62
Euciroa	63.8	Biv	nonHet	66.8
Exogyra	63.8	Biv	nonHet	86.25714286
Felaniella	63.8	Biv	Het	17.04
Fimbria	63.8	Biv	nonHet	133
Flabellipecten	63.8	Biv	nonHet	78.7
Fulcrella	63.8	Biv	nonHet	6.562264151
Gari	63.8	Biv	Het	60
Gastrochaena	63.8	Biv	nonHet	57
Geloina	63.8	Biv	Het	98.28
Gervillia	63.8	Biv	nonHet	67.74
Glossus	63.8	Biv	Het	100
Glycymeris	63.8	Biv	nonHet	115
Glycymerita	63.8	Biv	nonHet	57.02857143
Gobraeus	63.8	Biv	Het	148.6
Gonimyrtea	63.8	Biv	nonHet	9.0525
Goossensia	63.8	Biv	nonHet	7.824
Granocardium	63.8	Biv	Het	39.73
Gregariella	63.8	Biv	nonHet	33.4
Gryphaea	63.8	Biv	nonHet	50.16
Gryphaeostrea	63.8	Biv	nonHet	30.46
Halonympha	63.8	Biv	nonHet	18.7
Here	63.8	Biv	Het	14.63111111
Hindsiella	63.8	Biv	nonHet	6.2575
Hippochaeta	63.8	Biv	nonHet	132.3
Integricardium	63.8	Biv	Het	82.88333333
Isoarca	63.8	Biv	nonHet	26.99
Isognomon	63.8	Biv	nonHet	253.5
Jagolucina	63.8	Biv	nonHet	19.52
Jouannetia	63.8	Biv	Het	50.9
Jupiteria	63.8	Biv	nonHet	17.5
Kelliella	63.8	Biv	nonHet	15
Kummelia	63.8	Biv	Het	66.76
Lamellinucula	63.8	Biv	nonHet	35
Ledina	63.8	Biv	nonHet	27.25
Lentidium	63.8	Biv	Het	10
Leptosolen	63.8	Biv	nonHet	48.9
Lima	63.8	Biv	nonHet	158
Limaria	63.8	Biv	nonHet	58.4
Limatula	63.8	Biv	nonHet	40.96
Limatulella	63.8	Biv	nonHet	20.37142857
Limopsis	63.8	Biv	nonHet	33.67
Liostrea	63.8	Biv	nonHet	41.21428571
Lithophaga	63.8	Biv	nonHet	147
Loparia	63.8	Biv	nonHet	6.903333333
Loripes	63.8	Biv	nonHet	12.95416667
Loxocardium	63.8	Biv	nonHet	16.635
Lucina	63.8	Biv	Het	54.7125
Malletia	63.8	Biv	nonHet	62
Martesia	63.8	Biv	Het	45.23333333
Meiocardia	63.8	Biv	Het	60.8
Meretrix	63.8	Biv	nonHet	138.9
Miocardiopsis	63.8	Biv	Het	14.745
Miodomeris	63.8	Biv	Het	2.783
Modiolus	63.8	Biv	nonHet	213
Monitilora	63.8	Biv	Het	12.47037037
Myrtea	63.8	Biv	Het	25.37142857
Mytilus	63.8	Biv	nonHet	258
Nanonavis	63.8	Biv	nonHet	29.275
Neilo	63.8	Biv	nonHet	53
Neilonella	63.8	Biv	nonHet	16
Nemocardium	63.8	Biv	Het	81.5
Nemodon	63.8	Biv	nonHet	27.77
Nicaniella	63.8	Biv	Het	5.295
Notocorbula	63.8	Biv	Het	28
Nucula	63.8	Biv	nonHet	28.1
Nuculana	63.8	Biv	nonHet	35.6
Nuculoma	63.8	Biv	nonHet	17.685
Odontogryphaea	63.8	Biv	nonHet	68.08
Ostrea	63.8	Biv	nonHet	190
Oxytoma	63.8	Biv	nonHet	19.87
Panopea	63.8	Biv	Het	295
Paranomia	63.8	Biv	nonHet	46
Parvamussium	63.8	Biv	nonHet	36
Parvicardium	63.8	Biv	nonHet	20
Parvilucina	63.8	Biv	Het	10.80227273
Pecten	63.8	Biv	nonHet	197.9
Periploma	63.8	Biv	nonHet	65.6
Phelopteria	63.8	Biv	nonHet	55.54
Pholadidea	63.8	Biv	Het	51.2
Pholadomya	63.8	Biv	nonHet	120
Pholadopsis	63.8	Biv	Het	51.5
Phygraea	63.8	Biv	nonHet	66.42222222
Pinna	63.8	Biv	nonHet	1200
Pitar	63.8	Biv	Het	90
Placunopsis	63.8	Biv	nonHet	33.79
Pleuromeris	63.8	Biv	nonHet	20
Plicacesta	63.8	Biv	nonHet	130
Plicatula	63.8	Biv	nonHet	52.1
Polymesoda	63.8	Biv	Het	20.59
Portlandia	63.8	Biv	nonHet	31
Praerangia	63.8	Biv	Het	3.481428571
Propeamussium	63.8	Biv	nonHet	89.8
Prophetilora	63.8	Biv	Het	37.15
Protocardia	63.8	Biv	Het	41.02
Pseudaphrodina	63.8	Biv	nonHet	39.42
Pseudolimea	63.8	Biv	nonHet	18.24615385
Pteria	63.8	Biv	nonHet	322
Pteromyrtea	63.8	Biv	Het	17.29090909
Pulvinites	63.8	Biv	nonHet	130
Purpurocardia	63.8	Biv	nonHet	50
Pycnodonte	63.8	Biv	nonHet	138
Recticardo	63.8	Biv	Het	19.205
Saccella	63.8	Biv	nonHet	43
Septifer	63.8	Biv	nonHet	63.8
Solemya	63.8	Biv	nonHet	93
Sphenia	63.8	Biv	Het	30.1
Spissatella	63.8	Biv	Het	43.90666667
Spondylus	63.8	Biv	nonHet	400
Sportella	63.8	Biv	Het	20.835
Striarca	63.8	Biv	nonHet	20.27
Syncyclonema	63.8	Biv	nonHet	3.40625
Talochlamys	63.8	Biv	nonHet	76.2
Tancredia	63.8	Biv	Het	38.74
Tellina	63.8	Biv	Het	70.95714286
Tellinella	63.8	Biv	Het	60.12
Tellinimera	63.8	Biv	nonHet	15.515
Teredo	63.8	Biv	Het	5.861666667
Thyasira	63.8	Biv	Het	16.21
Trachycardium	63.8	Biv	Het	95.3
Trinacria	63.8	Biv	nonHet	7.0825
Truncacila	63.8	Biv	nonHet	23
Turkostrea	63.8	Biv	nonHet	46.33
Uddenia	63.8	Biv	nonHet	8.044
Varicorbula	63.8	Biv	Het	15
Venericardia	63.8	Biv	Het	45.25
Venericor	63.8	Biv	Het	91.24
Veniella	63.8	Biv	nonHet	50.49
Verticordia	63.8	Biv	nonHet	36
Vetericardiella	63.8	Biv	nonHet	5.33
Yoldia	63.8	Biv	nonHet	60
Yoldiella	63.8	Biv	nonHet	18
Abruptolopha	69.05	Biv	nonHet	98.78571429
Acar	69.05	Biv	nonHet	43
Acesta	69.05	Biv	nonHet	185
Acutostrea	69.05	Biv	nonHet	77.78
Aenona	69.05	Biv	nonHet	17.29
Aequipecten	69.05	Biv	nonHet	101.3
Agelasina	69.05	Biv	nonHet	104.5285714
Agerostrea	69.05	Biv	nonHet	45.77333333
Agnomyax	69.05	Biv	nonHet	13.4
Agriopleura	69.05	Biv	nonHet	50.74444444
Amphidonte	69.05	Biv	nonHet	64.42857143
Amusium	69.05	Biv	nonHet	140
Anatimya	69.05	Biv	nonHet	56.48571429
Anatina	69.05	Biv	nonHet	81.2
Anomia	69.05	Biv	nonHet	93
Anthonya	69.05	Biv	nonHet	44.54
Aphrodina	69.05	Biv	Het	52.5
Apiotrigonia	69.05	Biv	nonHet	26.02
Arca	69.05	Biv	nonHet	128
Arcomya	69.05	Biv	nonHet	73.27
Arcomytilus	69.05	Biv	nonHet	57.36
Arcopagia	69.05	Biv	Het	45.46
Arcopsis	69.05	Biv	nonHet	19.5
Arctica	69.05	Biv	nonHet	140
Arctostrea	69.05	Biv	nonHet	89.03
Astarte	69.05	Biv	nonHet	55
Astartemya	69.05	Biv	Het	36.28571429
Atreta	69.05	Biv	nonHet	13.265
Atrina	69.05	Biv	nonHet	480
Austrotrigonia	69.05	Biv	nonHet	96.31428571
Bakevellia	69.05	Biv	nonHet	23.01
Barbatia	69.05	Biv	nonHet	90
Barrettia	69.05	Biv	nonHet	202.6
Bathyarca	69.05	Biv	nonHet	35
Bathytormus	69.05	Biv	nonHet	49.77142857
Bicorbula	69.05	Biv	Het	40.76
Biradiolites	69.05	Biv	nonHet	50.57333333
Botula	69.05	Biv	nonHet	40
Bournonia	69.05	Biv	nonHet	115.975
Brachidontes	69.05	Biv	nonHet	70
Bucardiomya	69.05	Biv	nonHet	56.95714286
Buchia	69.05	Biv	nonHet	38.63
Caestocorbula	69.05	Biv	Het	31.33
Callucina	69.05	Biv	Het	18.04285714
Calva	69.05	Biv	Het	36.07
Camptochlamys	69.05	Biv	nonHet	76.18
Camptonectes	69.05	Biv	nonHet	38.14
Caprinula	69.05	Biv	nonHet	204.32
Cardium	69.05	Biv	Het	140.6
Caryocorbula	69.05	Biv	nonHet	30.8
Cataceramus	69.05	Biv	nonHet	133.46
Catella	69.05	Biv	nonHet	36.63
Cercomya	69.05	Biv	nonHet	96.55714286
Ceroniola	69.05	Biv	nonHet	37.67
Chalmasia	69.05	Biv	nonHet	47.07
Chama	69.05	Biv	Het	146.7
Chlamys	69.05	Biv	nonHet	140
Claibornites	69.05	Biv	Het	29.65555556
Clavagella	69.05	Biv	nonHet	81.3
Clavipholas	69.05	Biv	Het	26.11333333
Clisocolus	69.05	Biv	nonHet	24.70666667
Colveraia	69.05	Biv	nonHet	52.6
Coralliochama	69.05	Biv	nonHet	217.3666667
Corbicula	69.05	Biv	Het	23.13
Corbula	69.05	Biv	Het	26.3
Corbulamella	69.05	Biv	Het	2.872
Cosmetodon	69.05	Biv	nonHet	42.89
Costagyra	69.05	Biv	nonHet	176.75
Crassatella	69.05	Biv	Het	102.36
Crassatellina	69.05	Biv	nonHet	16.085
Crassostrea	69.05	Biv	nonHet	450
Cremnoceramus	69.05	Biv	nonHet	77.01428571
Crenella	69.05	Biv	nonHet	10
Criocardium	69.05	Biv	Het	19.25
Ctenoides	69.05	Biv	nonHet	115.4
Cubitostrea	69.05	Biv	nonHet	44.3
Cucullaea	69.05	Biv	nonHet	136.5
Cucullaearca	69.05	Biv	nonHet	134
Cuna	69.05	Biv	nonHet	81
Curvostrea	69.05	Biv	nonHet	38.06
Cuspidaria	69.05	Biv	nonHet	62.5
Cyclina	69.05	Biv	Het	72
Cyclorisma	69.05	Biv	nonHet	71.12
Cymella	69.05	Biv	nonHet	27.78
Cyprimeria	69.05	Biv	nonHet	50.82
Cyrtodaria	69.05	Biv	Het	90
Dacrydium	69.05	Biv	nonHet	8.2
Dechaseauxia	69.05	Biv	nonHet	101.25
Deltamya	69.05	Biv	nonHet	23.57
Dictyoptychus	69.05	Biv	nonHet	386.25
Dimya	69.05	Biv	nonHet	21.3
Diplodonta	69.05	Biv	Het	13.15333333
Disparilia	69.05	Biv	nonHet	17.50666667
Dosiniopsis	69.05	Biv	nonHet	40.24
Dozyia	69.05	Biv	Het	31.72857143
Dreissena	69.05	Biv	Het	50
Dubertretia	69.05	Biv	nonHet	65.92
Durania	69.05	Biv	nonHet	45.07142857
Endocostea	69.05	Biv	nonHet	51.69
Entolium	69.05	Biv	nonHet	37.33
Eonavicula	69.05	Biv	nonHet	40.66923077
Eoradiolites	69.05	Biv	nonHet	28.8
Eriphylopsis	69.05	Biv	nonHet	13.82
Erycina	69.05	Biv	Het	8.525
Eselaevitrigonia	69.05	Biv	nonHet	51.75
Etea	69.05	Biv	nonHet	31.62
Ethmocardium	69.05	Biv	Het	9.92
Euciroa	69.05	Biv	nonHet	66.8
Eufistulana	69.05	Biv	Het	275
Exogyra	69.05	Biv	nonHet	86.25714286
Ezonuculana	69.05	Biv	nonHet	17.2
Fimbria	69.05	Biv	nonHet	133
Flemingostrea	69.05	Biv	nonHet	125.08
Flexicorbula	69.05	Biv	Het	12.43333333
Fossulites	69.05	Biv	Het	23.1
Freiastarte	69.05	Biv	Het	28.31428571
Gastrochaena	69.05	Biv	nonHet	57
Gervillia	69.05	Biv	nonHet	67.74
Glossus	69.05	Biv	Het	100
Glycymeris	69.05	Biv	nonHet	115
Glycymerita	69.05	Biv	nonHet	57.02857143
Goniochasma	69.05	Biv	Het	10.475
Goniomya	69.05	Biv	nonHet	54.12
Gorjanovicia	69.05	Biv	nonHet	48.65714286
Grammatodon	69.05	Biv	nonHet	19.355
Granocardium	69.05	Biv	Het	39.73
Gregariella	69.05	Biv	nonHet	33.4
Gryphaeostrea	69.05	Biv	nonHet	30.46
Gyrostrea	69.05	Biv	nonHet	65.77
Halonympha	69.05	Biv	nonHet	18.7
Hardaghia	69.05	Biv	nonHet	73.18571429
Heligmina	69.05	Biv	nonHet	24.225
Hiatella	69.05	Biv	Het	59.7
Hindsiella	69.05	Biv	nonHet	6.2575
Hippurites	69.05	Biv	nonHet	39.23076923
Hyotissa	69.05	Biv	nonHet	271
Hypoxytoma	69.05	Biv	nonHet	14.71304348
Icanotia	69.05	Biv	nonHet	52.12857143
Idonearca	69.05	Biv	nonHet	71.87142857
Ilymatogyra	69.05	Biv	nonHet	29.6
Indogrammatodon	69.05	Biv	nonHet	24.21
Inoceramus	69.05	Biv	nonHet	129.04
Inoperna	69.05	Biv	nonHet	80.86
Iotrigonia	69.05	Biv	nonHet	84.4
Isognomon	69.05	Biv	nonHet	253.5
Izumia	69.05	Biv	nonHet	16.885
Jagonoma	69.05	Biv	Het	21.29375
Jouannetia	69.05	Biv	Het	50.9
Juliacorbula	69.05	Biv	nonHet	19
Jupiteria	69.05	Biv	nonHet	17.5
Kummelia	69.05	Biv	Het	66.76
Labrostrea	69.05	Biv	nonHet	30.12
Laevitrigonia	69.05	Biv	nonHet	60.61176471
Lapeirousia	69.05	Biv	nonHet	175.2727273
Laternula	69.05	Biv	nonHet	90.7
Ledina	69.05	Biv	nonHet	27.25
Legumen	69.05	Biv	nonHet	45.78
Leptosolen	69.05	Biv	nonHet	48.9
Lima	69.05	Biv	nonHet	158
Limaria	69.05	Biv	nonHet	58.4
Limatula	69.05	Biv	nonHet	40.96
Limea	69.05	Biv	nonHet	5.3
Limopsis	69.05	Biv	nonHet	33.67
