taxon_name	taxon	sub	size	int_midpoint
Palaeomoera	Biv	nonHet	24.13	91.55
Panopea	Biv	Het	295	91.55
Paraesa	Biv	nonHet	23.52	91.55
Parallelodon	Biv	nonHet	116.325	91.55
Parapholas	Biv	Het	158.6	91.55
Parmicorbula	Biv	Het	21.71333333	91.55
Parvamussium	Biv	nonHet	36	91.55
Parvilucina	Biv	Het	10.80227273	91.55
Pecten	Biv	nonHet	197.9	91.55
Periploma	Biv	nonHet	65.6	91.55
Periplomya	Biv	nonHet	44.18	91.55
Perna	Biv	nonHet	191	91.55
Petkovicia	Biv	nonHet	71.89333333	91.55
Phaenodesmia	Biv	nonHet	25.1	91.55
Pharodina	Biv	nonHet	31.35	91.55
Phelopteria	Biv	nonHet	55.54	91.55
Pholadomya	Biv	nonHet	120	91.55
Pholas	Biv	Het	159	91.55
Phygraea	Biv	nonHet	66.42222222	91.55
Pinna	Biv	nonHet	1200	91.55
Pitar	Biv	Het	90	91.55
Placunopsis	Biv	nonHet	33.79	91.55
Plagiostoma	Biv	nonHet	78.65333333	91.55
Plectomya	Biv	nonHet	51.92	91.55
Pleuromya	Biv	nonHet	45.69	91.55
Plicatula	Biv	nonHet	52.1	91.55
Pollex	Biv	nonHet	34.15	91.55
Poromya	Biv	nonHet	64	91.55
Portlandia	Biv	nonHet	31	91.55
Praeradiolites	Biv	nonHet	91.4	91.55
Pratulum	Biv	Het	29	91.55
Procardia	Biv	nonHet	57.58	91.55
Propeamussium	Biv	nonHet	89.8	91.55
Protarca	Biv	nonHet	67.9	91.55
Protocardia	Biv	Het	41.02	91.55
Psammobia	Biv	Het	85	91.55
Pseudamussium	Biv	nonHet	62	91.55
Pseudaphrodina	Biv	nonHet	39.42	91.55
Pseudocucullaea	Biv	nonHet	26.26666667	91.55
Pseudolimea	Biv	nonHet	18.24615385	91.55
Pseudomiltha	Biv	Het	91.02857143	91.55
Pseudoperna	Biv	nonHet	23.645	91.55
Pseudoptera	Biv	nonHet	68.34285714	91.55
Psilomya	Biv	nonHet	23.76	91.55
Pteria	Biv	nonHet	322	91.55
Pterotrigonia	Biv	nonHet	64.53	91.55
Pulsidis	Biv	Het	9.9	91.55
Pulvinites	Biv	nonHet	130	91.55
Pycnodonte	Biv	nonHet	138	91.55
Quadratotrigonia	Biv	nonHet	73.57142857	91.55
Rangia	Biv	Het	78	91.55
Requienia	Biv	nonHet	94.5	91.55
Retroceramus	Biv	nonHet	113.2142857	91.55
Rhynchostreon	Biv	nonHet	83.41428571	91.55
Sarepta	Biv	nonHet	12	91.55
Scabrotrigonia	Biv	nonHet	69.2	91.55
Senis	Biv	nonHet	22.10666667	91.55
Septifer	Biv	nonHet	63.8	91.55
Sergipia	Biv	nonHet	21.67	91.55
Sinonia	Biv	nonHet	32.49	91.55
Solecurtus	Biv	nonHet	100	91.55
Solemya	Biv	nonHet	93	91.55
Solen	Biv	nonHet	184.8	91.55
Solyma	Biv	nonHet	24.53	91.55
Spengleria	Biv	Het	48	91.55
Sphenoceramus	Biv	nonHet	281.9	91.55
Spondylus	Biv	nonHet	400	91.55
Syncyclonema	Biv	nonHet	3.40625	91.55
Tancredia	Biv	Het	38.74	91.55
Tellina	Biv	Het	70.95714286	91.55
Tenea	Biv	nonHet	22.77	91.55
Teredo	Biv	Het	5.861666667	91.55
Thracia	Biv	nonHet	120	91.55
Trachycardium	Biv	Het	95.3	91.55
Trigonarca	Biv	nonHet	86.2	91.55
Trigonia	Biv	nonHet	79.71428571	91.55
Trigonocallista	Biv	nonHet	74.16	91.55
Truncacila	Biv	nonHet	23	91.55
Turkostrea	Biv	nonHet	46.33	91.55
Unio	Biv	nonHet	81.8	91.55
Ursirivus	Biv	Het	37.51	91.55
Vaccinites	Biv	nonHet	56.09	91.55
Varicorbula	Biv	Het	15	91.55
Venericardia	Biv	Het	45.25	91.55
Venerupis	Biv	Het	58	91.55
Veniella	Biv	nonHet	50.49	91.55
Venilicardia	Biv	nonHet	98.98	91.55
Venus	Biv	Het	72	91.55
Vulsella	Biv	nonHet	121	91.55
Vultogryphaea	Biv	nonHet	114.8285714	91.55
Yaadia	Biv	nonHet	90.55714286	91.55
Yoldia	Biv	nonHet	60	91.55
Acesta	Biv	nonHet	185	96.9
Acutostrea	Biv	nonHet	77.78	96.9
Aequipecten	Biv	nonHet	101.3	96.9
Agriopleura	Biv	nonHet	50.74444444	96.9
Aliomactra	Biv	nonHet	36.94	96.9
Amphidonte	Biv	nonHet	64.42857143	96.9
Amusium	Biv	nonHet	140	96.9
Amygdalum	Biv	nonHet	75	96.9
Anatimya	Biv	nonHet	56.48571429	96.9
Anatina	Biv	nonHet	81.2	96.9
Anisocardia	Biv	Het	30.41428571	96.9
Anomia	Biv	nonHet	93	96.9
Anthonya	Biv	nonHet	44.54	96.9
Aphrodina	Biv	Het	52.5	96.9
Apiotrigonia	Biv	nonHet	26.02	96.9
Arca	Biv	nonHet	128	96.9
Arcomya	Biv	nonHet	73.27	96.9
Arcomytilus	Biv	nonHet	57.36	96.9
Arcopagia	Biv	Het	45.46	96.9
Arcoperna	Biv	nonHet	23.15	96.9
Arctica	Biv	nonHet	140	96.9
Arctostrea	Biv	nonHet	89.03	96.9
Astarte	Biv	nonHet	55	96.9
Astartemya	Biv	Het	36.28571429	96.9
Atreta	Biv	nonHet	13.265	96.9
Atrina	Biv	nonHet	480	96.9
Aucellina	Biv	nonHet	26.63	96.9
Bakevellia	Biv	nonHet	23.01	96.9
Barbatia	Biv	nonHet	90	96.9
Biradiolites	Biv	nonHet	50.57333333	96.9
Birostrina	Biv	nonHet	36.82	96.9
Botula	Biv	nonHet	40	96.9
Brachidontes	Biv	nonHet	70	96.9
Bucardiomya	Biv	nonHet	56.95714286	96.9
Buchia	Biv	nonHet	38.63	96.9
Caestocorbula	Biv	Het	31.33	96.9
Callista	Biv	Het	106.1	96.9
Callucina	Biv	Het	18.04285714	96.9
Calva	Biv	Het	36.07	96.9
Camptochlamys	Biv	nonHet	76.18	96.9
Camptonectes	Biv	nonHet	38.14	96.9
Caprina	Biv	nonHet	396.4545455	96.9
Caprinula	Biv	nonHet	204.32	96.9
Caprinuloidea	Biv	nonHet	56.63	96.9
Cardium	Biv	Het	140.6	96.9
Caryocorbula	Biv	nonHet	30.8	96.9
Catella	Biv	nonHet	36.63	96.9
Cercomya	Biv	nonHet	96.55714286	96.9
Chama	Biv	Het	146.7	96.9
Chlamys	Biv	nonHet	140	96.9
Clisocolus	Biv	nonHet	24.70666667	96.9
Codakia	Biv	Het	76.4375	96.9
Coquandia	Biv	Het	43.98571429	96.9
Corbicula	Biv	Het	23.13	96.9
Corbula	Biv	Het	26.3	96.9
Corbulamella	Biv	Het	2.872	96.9
Cosmetodon	Biv	nonHet	42.89	96.9
Costagyra	Biv	nonHet	176.75	96.9
Crassatella	Biv	Het	102.36	96.9
Crassatellina	Biv	nonHet	16.085	96.9
Crassinella	Biv	nonHet	10	96.9
Crassostrea	Biv	nonHet	450	96.9
Crenella	Biv	nonHet	10	96.9
Ctenoides	Biv	nonHet	115.4	96.9
Cubitostrea	Biv	nonHet	44.3	96.9
Cucullaea	Biv	nonHet	136.5	96.9
Cunearca	Biv	nonHet	78	96.9
Cuneocorbula	Biv	Het	9.836	96.9
Curvostrea	Biv	nonHet	38.06	96.9
Cuspidaria	Biv	nonHet	62.5	96.9
Cyclocardia	Biv	Het	60	96.9
Cyclorisma	Biv	nonHet	71.12	96.9
Cyprimeria	Biv	nonHet	50.82	96.9
Delectopecten	Biv	nonHet	45	96.9
Deltopecten	Biv	nonHet	155.7555556	96.9
Dentonia	Biv	nonHet	31.55	96.9
Didymotis	Biv	nonHet	60.67142857	96.9
Dimyodon	Biv	nonHet	7.211764706	96.9
Diplodonta	Biv	Het	13.15333333	96.9
Dozyia	Biv	Het	31.72857143	96.9
Durania	Biv	nonHet	45.07142857	96.9
Eburneopecten	Biv	nonHet	16.035	96.9
Entolium	Biv	nonHet	37.33	96.9
Eonavicula	Biv	nonHet	40.66923077	96.9
Eopinctada	Biv	nonHet	106.48	96.9
Eoradiolites	Biv	nonHet	28.8	96.9
Eriphylopsis	Biv	nonHet	13.82	96.9
Eselaevitrigonia	Biv	nonHet	51.75	96.9
Exogyra	Biv	nonHet	86.25714286	96.9
Ezonuculana	Biv	nonHet	17.2	96.9
Fimbria	Biv	nonHet	133	96.9
Flabellipecten	Biv	nonHet	78.7	96.9
Flaventia	Biv	nonHet	25.92	96.9
Flemingostrea	Biv	nonHet	125.08	96.9
Freiastarte	Biv	Het	28.31428571	96.9
Fulpia	Biv	nonHet	14.78	96.9
Gari	Biv	Het	60	96.9
Gastrochaena	Biv	nonHet	57	96.9
Geltena	Biv	nonHet	26.33	96.9
Gervillaria	Biv	nonHet	142.84	96.9
Gervillia	Biv	nonHet	67.74	96.9
Glossus	Biv	Het	100	96.9
Glycymeris	Biv	nonHet	115	96.9
Glycymerita	Biv	nonHet	57.02857143	96.9
Goniochasma	Biv	Het	10.475	96.9
Goniomya	Biv	nonHet	54.12	96.9
Gouldia	Biv	Het	180	96.9
Grammatodon	Biv	nonHet	19.355	96.9
Granocardium	Biv	Het	39.73	96.9
Gryphaea	Biv	nonHet	50.16	96.9
Gryphaeostrea	Biv	nonHet	30.46	96.9
Gyrostrea	Biv	nonHet	65.77	96.9
Hercodon	Biv	nonHet	45.07142857	96.9
Heterotrigonia	Biv	nonHet	49.4	96.9
Hiatella	Biv	Het	59.7	96.9
Hinnites	Biv	nonHet	180	96.9
Hippurites	Biv	nonHet	39.23076923	96.9
Homomya	Biv	nonHet	122.9285714	96.9
Icanotia	Biv	nonHet	52.12857143	96.9
Ichthyosarcolites	Biv	nonHet	346.5	96.9
Idonearca	Biv	nonHet	71.87142857	96.9
Ilymatogyra	Biv	nonHet	29.6	96.9
Indogrammatodon	Biv	nonHet	24.21	96.9
Inoceramus	Biv	nonHet	129.04	96.9
Inoperna	Biv	nonHet	80.86	96.9
Integricardium	Biv	Het	82.88333333	96.9
Iotrigonia	Biv	nonHet	84.4	96.9
Isoarca	Biv	nonHet	26.99	96.9
Isognomon	Biv	nonHet	253.5	96.9
Jouannetia	Biv	Het	50.9	96.9
Jupiteria	Biv	nonHet	17.5	96.9
Korobkovitrigonia	Biv	nonHet	71.54117647	96.9
Laevicardium	Biv	Het	190	96.9
Laevitrigonia	Biv	nonHet	60.61176471	96.9
Laternula	Biv	nonHet	90.7	96.9
Legumen	Biv	nonHet	45.78	96.9
Leptosolen	Biv	nonHet	48.9	96.9
Lima	Biv	nonHet	158	96.9
Limaria	Biv	nonHet	58.4	96.9
Limatula	Biv	nonHet	40.96	96.9
Limea	Biv	nonHet	5.3	96.9
Limopsis	Biv	nonHet	33.67	96.9
Linotrigonia	Biv	nonHet	12.53	96.9
Linter	Biv	nonHet	5.355	96.9
Liopistha	Biv	nonHet	25.7	96.9
Liostrea	Biv	nonHet	41.21428571	96.9
Liothyris	Biv	Het	45.775	96.9
Lithophaga	Biv	nonHet	147	96.9
Lopha	Biv	nonHet	110	96.9
Loripes	Biv	nonHet	12.95416667	96.9
Lucina	Biv	Het	54.7125	96.9
Ludbrookia	Biv	nonHet	35.19	96.9
Lycettia	Biv	nonHet	33.32	96.9
Lyonsia	Biv	nonHet	57	96.9
Mactra	Biv	Het	126	96.9
Malletia	Biv	nonHet	62	96.9
Martesia	Biv	Het	45.23333333	96.9
Matsumotoa	Biv	nonHet	35.04	96.9
Meekia	Biv	Het	39.93	96.9
Megatrigonia	Biv	nonHet	136.5777778	96.9
Meleagrinella	Biv	nonHet	12.425	96.9
Meretrix	Biv	nonHet	138.9	96.9
Mesocallista	Biv	Het	37.25	96.9
Mesosaccella	Biv	nonHet	19.555	96.9
Mimachlamys	Biv	nonHet	230	96.9
Modiolus	Biv	nonHet	213	96.9
Monopleura	Biv	nonHet	41.86	96.9
Musculus	Biv	nonHet	80	96.9
Mutiella	Biv	nonHet	22.16	96.9
Mya	Biv	Het	200	96.9
Myoconcha	Biv	Het	43.85	96.9
Myrtea	Biv	Het	25.37142857	96.9
Mytiloides	Biv	nonHet	162.96	96.9
Mytilus	Biv	nonHet	258	96.9
Nanonavis	Biv	nonHet	29.275	96.9
Nayadina	Biv	nonHet	56.95714286	96.9
Nelltia	Biv	nonHet	37.28	96.9
Nemocardium	Biv	Het	81.5	96.9
Nemodon	Biv	nonHet	27.77	96.9
Nicaisolopha	Biv	nonHet	84.14285714	96.9
Nicaniella	Biv	Het	5.295	96.9
Nipponicorbula	Biv	Het	10.296	96.9
Nipponitrigonia	Biv	nonHet	58.74	96.9
Noetia	Biv	nonHet	80	96.9
Notodonax	Biv	Het	42.7	96.9
Nucinella	Biv	nonHet	25	96.9
Nucula	Biv	nonHet	28.1	96.9
Nuculana	Biv	nonHet	35.6	96.9
Nuculoidea	Biv	nonHet	30.34	96.9
Nuculoma	Biv	nonHet	17.685	96.9
Oistotrigonia	Biv	nonHet	42.1	96.9
Opertochasma	Biv	Het	13.00666667	96.9
Opis	Biv	Het	29.33	96.9
Opisoma	Biv	nonHet	90.8	96.9
Orthoptychus	Biv	nonHet	79.74	96.9
Osteomya	Biv	nonHet	64.37	96.9
Ostrea	Biv	nonHet	190	96.9
Oxytoma	Biv	nonHet	19.87	96.9
Pachymya	Biv	nonHet	216.1333333	96.9
Pachythaerus	Biv	Het	32.53333333	96.9
Pacitrigonia	Biv	nonHet	57.36	96.9
Palaeomoera	Biv	nonHet	24.13	96.9
Panis	Biv	nonHet	66.67142857	96.9
Panopea	Biv	Het	295	96.9
Paraesa	Biv	nonHet	23.52	96.9
Parallelodon	Biv	nonHet	116.325	96.9
Parmicorbula	Biv	Het	21.71333333	96.9
Parvamussium	Biv	nonHet	36	96.9
Parvilucina	Biv	Het	10.80227273	96.9
Pecten	Biv	nonHet	197.9	96.9
Periploma	Biv	nonHet	65.6	96.9
Periplomya	Biv	nonHet	44.18	96.9
Perna	Biv	nonHet	191	96.9
Phaenodesmia	Biv	nonHet	25.1	96.9
Pharodina	Biv	nonHet	31.35	96.9
Phelopteria	Biv	nonHet	55.54	96.9
Pholadomya	Biv	nonHet	120	96.9
Pholas	Biv	Het	159	96.9
Phygraea	Biv	nonHet	66.42222222	96.9
Pinna	Biv	nonHet	1200	96.9
Pitar	Biv	Het	90	96.9
Placunopsis	Biv	nonHet	33.79	96.9
Plagiostoma	Biv	nonHet	78.65333333	96.9
Plectomya	Biv	nonHet	51.92	96.9
Pleuromya	Biv	nonHet	45.69	96.9
Plicatula	Biv	nonHet	52.1	96.9
Pollex	Biv	nonHet	34.15	96.9
Polyconites	Biv	nonHet	109.4133333	96.9
Poromya	Biv	nonHet	64	96.9
Portlandia	Biv	nonHet	31	96.9
Praeradiolites	Biv	nonHet	91.4	96.9
Pratulum	Biv	Het	29	96.9
Priscomactra	Biv	nonHet	23.89	96.9
Procardia	Biv	nonHet	57.58	96.9
Propeamussium	Biv	nonHet	89.8	96.9
Protarca	Biv	nonHet	67.9	96.9
Protocardia	Biv	Het	41.02	96.9
Psammobia	Biv	Het	85	96.9
Pseudamussium	Biv	nonHet	62	96.9
Pseudaphrodina	Biv	nonHet	39.42	96.9
Pseudasaphis	Biv	nonHet	28.46	96.9
Pseudolimea	Biv	nonHet	18.24615385	96.9
Pseudomiltha	Biv	Het	91.02857143	96.9
Pseudoptera	Biv	nonHet	68.34285714	96.9
Psilomya	Biv	nonHet	23.76	96.9
Pteria	Biv	nonHet	322	96.9
Pterotrigonia	Biv	nonHet	64.53	96.9
Pulsidis	Biv	Het	9.9	96.9
Pulvinites	Biv	nonHet	130	96.9
Pycnodonte	Biv	nonHet	138	96.9
Quadratotrigonia	Biv	nonHet	73.57142857	96.9
Rangia	Biv	Het	78	96.9
Requienia	Biv	nonHet	94.5	96.9
Retroceramus	Biv	nonHet	113.2142857	96.9
Rhynchostreon	Biv	nonHet	83.41428571	96.9
Rutitrigonia	Biv	nonHet	50.79	96.9
Sarepta	Biv	nonHet	12	96.9
Scabrotrigonia	Biv	nonHet	69.2	96.9
Senis	Biv	nonHet	22.10666667	96.9
Septifer	Biv	nonHet	63.8	96.9
Sinonia	Biv	nonHet	32.49	96.9
Solecurtus	Biv	nonHet	100	96.9
Solemya	Biv	nonHet	93	96.9
Solen	Biv	nonHet	184.8	96.9
Solyma	Biv	nonHet	24.53	96.9
Spengleria	Biv	Het	48	96.9
Spondylus	Biv	nonHet	400	96.9
Syncyclonema	Biv	nonHet	3.40625	96.9
Tancredia	Biv	Het	38.74	96.9
Tellina	Biv	Het	70.95714286	96.9
Tenea	Biv	nonHet	22.77	96.9
Terebrimya	Biv	Het	10.8225	96.9
Teredo	Biv	Het	5.861666667	96.9
Thracia	Biv	nonHet	120	96.9
Toucasia	Biv	nonHet	42.26	96.9
Trachycardium	Biv	Het	95.3	96.9
Trigonarca	Biv	nonHet	86.2	96.9
Trigonia	Biv	nonHet	79.71428571	96.9
Truncacila	Biv	nonHet	23	96.9
Turkostrea	Biv	nonHet	46.33	96.9
Unio	Biv	nonHet	81.8	96.9
Ursirivus	Biv	Het	37.51	96.9
Varicorbula	Biv	Het	15	96.9
Veloritina	Biv	nonHet	42.82	96.9
Venericardia	Biv	Het	45.25	96.9
Venerupis	Biv	Het	58	96.9
Veniella	Biv	nonHet	50.49	96.9
Venilicardia	Biv	nonHet	98.98	96.9
Venus	Biv	Het	72	96.9
Vulsella	Biv	nonHet	121	96.9
Yaadia	Biv	nonHet	90.55714286	96.9
Yoldia	Biv	nonHet	60	96.9
Acesta	Biv	nonHet	185	106.75
Aequipecten	Biv	nonHet	101.3	106.75
Agriopleura	Biv	nonHet	50.74444444	106.75
Amphidonte	Biv	nonHet	64.42857143	106.75
Amusium	Biv	nonHet	140	106.75
Amygdalum	Biv	nonHet	75	106.75
Anatina	Biv	nonHet	81.2	106.75
Anisocardia	Biv	Het	30.41428571	106.75
Anomia	Biv	nonHet	93	106.75
Anopaea	Biv	nonHet	130.42	106.75
Anthonya	Biv	nonHet	44.54	106.75
Aphrodina	Biv	Het	52.5	106.75
Apiotrigonia	Biv	nonHet	26.02	106.75
Arca	Biv	nonHet	128	106.75
Arcomya	Biv	nonHet	73.27	106.75
Arcomytilus	Biv	nonHet	57.36	106.75
Arcopagella	Biv	nonHet	20.38	106.75
Arcopagia	Biv	Het	45.46	106.75
Arcoperna	Biv	nonHet	23.15	106.75
Arctica	Biv	nonHet	140	106.75
Arctostrea	Biv	nonHet	89.03	106.75
Astarte	Biv	nonHet	55	106.75
Astartemya	Biv	Het	36.28571429	106.75
Atreta	Biv	nonHet	13.265	106.75
Atrina	Biv	nonHet	480	106.75
Aucellina	Biv	nonHet	26.63	106.75
Aviculopecten	Biv	nonHet	16.625	106.75
Bakevellia	Biv	nonHet	23.01	106.75
Barbatia	Biv	nonHet	90	106.75
Birostrina	Biv	nonHet	36.82	106.75
Botula	Biv	nonHet	40	106.75
Brachidontes	Biv	nonHet	70	106.75
Bucardiomya	Biv	nonHet	56.95714286	106.75
Buchia	Biv	nonHet	38.63	106.75
Buchotrigonia	Biv	nonHet	53.08	106.75
Caestocorbula	Biv	Het	31.33	106.75
Callista	Biv	Het	106.1	106.75
Callucina	Biv	Het	18.04285714	106.75
Calva	Biv	Het	36.07	106.75
Camptochlamys	Biv	nonHet	76.18	106.75
Camptonectes	Biv	nonHet	38.14	106.75
Caprina	Biv	nonHet	396.4545455	106.75
Caprinuloidea	Biv	nonHet	56.63	106.75
Cardium	Biv	Het	140.6	106.75
Caryocorbula	Biv	nonHet	30.8	106.75
Catella	Biv	nonHet	36.63	106.75
Cercomya	Biv	nonHet	96.55714286	106.75
Chama	Biv	Het	146.7	106.75
Chlamys	Biv	nonHet	140	106.75
Clisocolus	Biv	nonHet	24.70666667	106.75
Codakia	Biv	Het	76.4375	106.75
Corbicula	Biv	Het	23.13	106.75
Corbula	Biv	Het	26.3	106.75
Cosmetodon	Biv	nonHet	42.89	106.75
Crassatella	Biv	Het	102.36	106.75
Crassatellina	Biv	nonHet	16.085	106.75
Crassinella	Biv	nonHet	10	106.75
Crassostrea	Biv	nonHet	450	106.75
Crenella	Biv	nonHet	10	106.75
Ctenoides	Biv	nonHet	115.4	106.75
Cubitostrea	Biv	nonHet	44.3	106.75
Cucullaea	Biv	nonHet	136.5	106.75
Cunearca	Biv	nonHet	78	106.75
Cuneocorbula	Biv	Het	9.836	106.75
Curvostrea	Biv	nonHet	38.06	106.75
Cuspidaria	Biv	nonHet	62.5	106.75
Cyclorisma	Biv	nonHet	71.12	106.75
Cyprimeria	Biv	nonHet	50.82	106.75
Delectopecten	Biv	nonHet	45	106.75
Deltopecten	Biv	nonHet	155.7555556	106.75
Diceras	Biv	nonHet	39.88	106.75
Didymotis	Biv	nonHet	60.67142857	106.75
Dimyodon	Biv	nonHet	7.211764706	106.75
Diplodonta	Biv	Het	13.15333333	106.75
Eburneopecten	Biv	nonHet	16.035	106.75
Entolium	Biv	nonHet	37.33	106.75
Eonavicula	Biv	nonHet	40.66923077	106.75
Eopecten	Biv	nonHet	95.18	106.75
Eoradiolites	Biv	nonHet	28.8	106.75
Eoursivivas	Biv	Het	19.40666667	106.75
Epicyprina	Biv	nonHet	78.16666667	106.75
Eriphylopsis	Biv	nonHet	13.82	106.75
Eselaevitrigonia	Biv	nonHet	51.75	106.75
Exogyra	Biv	nonHet	86.25714286	106.75
Ezonuculana	Biv	nonHet	17.2	106.75
Falcimytilus	Biv	nonHet	71.33	106.75
Fimbria	Biv	nonHet	133	106.75
Flabellipecten	Biv	nonHet	78.7	106.75
Flaventia	Biv	nonHet	25.92	106.75
Freiastarte	Biv	Het	28.31428571	106.75
Gari	Biv	Het	60	106.75
Gastrochaena	Biv	nonHet	57	106.75
Geltena	Biv	nonHet	26.33	106.75
Gervillaria	Biv	nonHet	142.84	106.75
Gervillia	Biv	nonHet	67.74	106.75
Glossus	Biv	Het	100	106.75
Glycymeris	Biv	nonHet	115	106.75
Glycymerita	Biv	nonHet	57.02857143	106.75
Goniochasma	Biv	Het	10.475	106.75
Goniomya	Biv	nonHet	54.12	106.75
Gouldia	Biv	Het	180	106.75
Grammatodon	Biv	nonHet	19.355	106.75
Granocardium	Biv	Het	39.73	106.75
Gryphaea	Biv	nonHet	50.16	106.75
Gryphaeostrea	Biv	nonHet	30.46	106.75
Gyrostrea	Biv	nonHet	65.77	106.75
Hiatella	Biv	Het	59.7	106.75
Himeraelites	Biv	nonHet	105.4666667	106.75
Hinnites	Biv	nonHet	180	106.75
Homomya	Biv	nonHet	122.9285714	106.75
Horiopleura	Biv	nonHet	121.9066667	106.75
Icanotia	Biv	nonHet	52.12857143	106.75
Ichthyosarcolites	Biv	nonHet	346.5	106.75
Idonearca	Biv	nonHet	71.87142857	106.75
Indogrammatodon	Biv	nonHet	24.21	106.75
Inoceramus	Biv	nonHet	129.04	106.75
Inoperna	Biv	nonHet	80.86	106.75
Integricardium	Biv	Het	82.88333333	106.75
Iotrigonia	Biv	nonHet	84.4	106.75
Isoarca	Biv	nonHet	26.99	106.75
Isognomon	Biv	nonHet	253.5	106.75
Jouannetia	Biv	Het	50.9	106.75
Jupiteria	Biv	nonHet	17.5	106.75
Kugleria	Biv	nonHet	111.96	106.75
Laevicardium	Biv	Het	190	106.75
Laevitrigonia	Biv	nonHet	60.61176471	106.75
Laternula	Biv	nonHet	90.7	106.75
Leckhamptonia	Biv	Het	7.018518519	106.75
Leptosolen	Biv	nonHet	48.9	106.75
Lima	Biv	nonHet	158	106.75
Limaria	Biv	nonHet	58.4	106.75
Limatula	Biv	nonHet	40.96	106.75
Limea	Biv	nonHet	5.3	106.75
Limopsis	Biv	nonHet	33.67	106.75
Linotrigonia	Biv	nonHet	12.53	106.75
Liopistha	Biv	nonHet	25.7	106.75
Liostrea	Biv	nonHet	41.21428571	106.75
Liothyris	Biv	Het	45.775	106.75
Lithophaga	Biv	nonHet	147	106.75
Lopha	Biv	nonHet	110	106.75
Loripes	Biv	nonHet	12.95416667	106.75
Lucina	Biv	Het	54.7125	106.75
Ludbrookia	Biv	nonHet	35.19	106.75
Lycettia	Biv	nonHet	33.32	106.75
Lyonsia	Biv	nonHet	57	106.75
Maccoyella	Biv	nonHet	69.25714286	106.75
Mactra	Biv	Het	126	106.75
Malletia	Biv	nonHet	62	106.75
Martesia	Biv	Het	45.23333333	106.75
Megatrigonia	Biv	nonHet	136.5777778	106.75
Meleagrinella	Biv	nonHet	12.425	106.75
Meretrix	Biv	nonHet	138.9	106.75
Mesocallista	Biv	Het	37.25	106.75
Mesosaccella	Biv	nonHet	19.555	106.75
Mimachlamys	Biv	nonHet	230	106.75
Modiolus	Biv	nonHet	213	106.75
Monopleura	Biv	nonHet	41.86	106.75
Musculus	Biv	nonHet	80	106.75
Mutiella	Biv	nonHet	22.16	106.75
Mya	Biv	Het	200	106.75
Myoconcha	Biv	Het	43.85	106.75
Myopholas	Biv	nonHet	60.99	106.75
Myrtea	Biv	Het	25.37142857	106.75
Mytiloides	Biv	nonHet	162.96	106.75
Mytilus	Biv	nonHet	258	106.75
Nanonavis	Biv	nonHet	29.275	106.75
Nemocardium	Biv	Het	81.5	106.75
Nemodon	Biv	nonHet	27.77	106.75
Nicaisolopha	Biv	nonHet	84.14285714	106.75
Nicaniella	Biv	Het	5.295	106.75
Nipponitrigonia	Biv	nonHet	58.74	106.75
Nippononaia	Biv	nonHet	42.06	106.75
Noetia	Biv	nonHet	80	106.75
Nototrigonia	Biv	nonHet	50.59	106.75
Nucinella	Biv	nonHet	25	106.75
Nucula	Biv	nonHet	28.1	106.75
Nuculana	Biv	nonHet	35.6	106.75
Nuculoidea	Biv	nonHet	30.34	106.75
Nuculoma	Biv	nonHet	17.685	106.75
Offadesma	Biv	nonHet	102.5	106.75
Oistotrigonia	Biv	nonHet	42.1	106.75
Opis	Biv	Het	29.33	106.75
Opisoma	Biv	nonHet	90.8	106.75
Osteomya	Biv	nonHet	64.37	106.75
Ostrea	Biv	nonHet	190	106.75
Oxytoma	Biv	nonHet	19.87	106.75
Pachymya	Biv	nonHet	216.1333333	106.75
Pachythaerus	Biv	Het	32.53333333	106.75
Pacitrigonia	Biv	nonHet	57.36	106.75
Palaeomoera	Biv	nonHet	24.13	106.75
Panopea	Biv	Het	295	106.75
Paraesa	Biv	nonHet	23.52	106.75
Parallelodon	Biv	nonHet	116.325	106.75
Parmicorbula	Biv	Het	21.71333333	106.75
Parvamussium	Biv	nonHet	36	106.75
Parvilucina	Biv	Het	10.80227273	106.75
Pecten	Biv	nonHet	197.9	106.75
Periplomya	Biv	nonHet	44.18	106.75
Perna	Biv	nonHet	191	106.75
Phaenodesmia	Biv	nonHet	25.1	106.75
Phelopteria	Biv	nonHet	55.54	106.75
Pholadomya	Biv	nonHet	120	106.75
Pholas	Biv	Het	159	106.75
Pinna	Biv	nonHet	1200	106.75
Placunopsis	Biv	nonHet	33.79	106.75
Plagiostoma	Biv	nonHet	78.65333333	106.75
Platymyoidea	Biv	nonHet	103.5857143	106.75
Plectomya	Biv	nonHet	51.92	106.75
Pleuromya	Biv	nonHet	45.69	106.75
Plicatula	Biv	nonHet	52.1	106.75
Pollex	Biv	nonHet	34.15	106.75
Polyconites	Biv	nonHet	109.4133333	106.75
Portlandia	Biv	nonHet	31	106.75
Posidonia	Biv	nonHet	44.69	106.75
Praeradiolites	Biv	nonHet	91.4	106.75
Pratulum	Biv	Het	29	106.75
Procardia	Biv	nonHet	57.58	106.75
Prohinnites	Biv	nonHet	33.82	106.75
Propeamussium	Biv	nonHet	89.8	106.75
Protocardia	Biv	Het	41.02	106.75
Proveniella	Biv	nonHet	51.28	106.75
Psammobia	Biv	Het	85	106.75
Pseudamussium	Biv	nonHet	62	106.75
Pseudaphrodina	Biv	nonHet	39.42	106.75
